customer_id,segment_key,risk_key,monthly_income,annual_income,total_monthly_expense,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,disposable_income,expense_to_income_ratio,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,total_products,active_products,r_score,f_score,m_score,rfm_score_code,rfm_composite_score,rfm_segment,financial_health_score
CUST-12632,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2905.1,34861.2,2112.82,908.24,416.61,231.19,106.37,118.52,182.08,149.81,792.28,0.7273,410.87,44600.12,0.1414,Fully Funded,381.41,Moderate Saver,4972.59,0.0,0.0,20660.66,0.0,25633.25,0.1059,761,On-Time,0,0.22,Low Risk,Low Risk,2,441.85,220.93,4,3,1,1,1,111,1.0,Lost,84.52
CUST-10128,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,7091.49,85097.88,5831.49,2675.49,1146.96,709.91,241.49,283.86,380.89,392.89,1260.0,0.8223,903.08,111479.19,0.1273,Fully Funded,356.92,Moderate Saver,13299.17,0.0,0.0,0.0,0.0,13299.17,0.0225,721,Occasional Late,2,0.5,Medium Risk,High Risk,5,2268.72,453.74,1,1,1,3,4,134,2.67,At Risk,72.67
CUST-06520,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2650.92,31811.04,2106.11,879.83,465.51,150.03,140.42,209.74,155.33,105.25,544.81,0.7945,305.65,13264.55,0.1153,Fully Funded,239.16,Moderate Saver,0.0,6559.95,0.0,0.0,0.0,6559.95,0.0297,785,On-Time,0,0.21,Low Risk,Low Risk,2,145.47,72.73,3,2,1,1,1,111,1.0,Lost,83.6
CUST-04682,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,7036.34,84436.08,5054.48,1998.61,847.76,654.74,474.8,281.34,483.64,313.59,1981.86,0.7183,1048.72,40720.61,0.149,Fully Funded,933.14,Moderate Saver,0.0,0.0,0.0,6242.93,0.0,6242.93,0.0106,815,On-Time,0,0.17,Low Risk,Low Risk,2,414.25,207.13,2,2,1,1,1,111,1.0,Lost,90.49
CUST-03853,SEG_LOW_ENGAGED,RISK_MEDIUM_RISK_MODERATE_RISK,2378.84,28546.08,1918.55,951.31,289.39,232.08,107.01,139.08,148.04,51.64,460.29,0.8065,184.54,15979.86,0.0776,Fully Funded,275.75,Moderate Saver,3992.38,0.0,0.0,10954.53,0.0,14946.91,0.0754,710,Occasional Late,0,0.39,Medium Risk,Moderate Risk,3,168.94,56.31,1,1,1,1,1,111,1.0,Lost,73.39
CUST-00495,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,5222.95,62675.4,4086.82,1507.47,850.61,473.95,221.84,471.69,352.27,208.99,1136.13,0.7825,594.65,41033.79,0.1139,Fully Funded,541.48,Moderate Saver,1293.55,0.0,0.0,0.0,0.0,1293.55,0.003,680,On-Time,1,0.21,Medium Risk,High Risk,4,536.3,134.07,1,1,1,2,1,121,1.33,Lost,74.28
CUST-13251,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,6193.43,74321.16,3983.93,1547.32,918.49,493.97,266.25,227.76,298.94,231.2,2209.5,0.6433,1455.83,102977.44,0.2351,Fully Funded,753.67,Excellent Saver,5981.87,0.0,0.0,7754.17,359770.37,373506.41,0.7237,631,Occasional Late,4,0.79,High Risk,Critical Risk,2,701.2,350.6,3,3,1,1,1,111,1.0,Lost,51.95
CUST-00116,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,5696.1,68353.2,3791.54,1666.97,690.35,470.29,228.1,226.84,299.96,209.03,1904.56,0.6656,1102.94,69547.12,0.1936,Fully Funded,801.62,Healthy Saver,1608.51,0.0,38211.19,6444.93,0.0,46264.63,0.0975,769,On-Time,0,0.06,Low Risk,Low Risk,4,984.38,246.09,2,2,1,2,2,122,1.67,Lost,92.92
CUST-12196,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_MODERATE_RISK,2342.81,28113.72,2089.77,927.01,363.16,205.67,158.8,197.49,123.35,114.29,253.04,0.892,199.5,12098.59,0.0852,Partially Funded,53.54,Moderate Saver,0.0,18842.9,0.0,32475.58,0.0,51318.48,0.2629,706,On-Time,0,0.46,Medium Risk,Moderate Risk,4,855.11,213.78,3,3,1,2,2,122,1.67,Lost,69.66
CUST-12837,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,9821.13,117853.56,7599.5,2957.2,1711.7,774.5,455.09,601.86,563.08,536.07,2221.63,0.7738,1001.26,60517.99,0.1019,Fully Funded,1220.37,Moderate Saver,0.0,0.0,16896.14,12441.65,0.0,29337.79,0.0358,616,Frequently Late,1,0.7,High Risk,High Risk,2,1813.55,906.77,1,1,1,1,3,113,1.67,Lost,68.75
CUST-08625,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_MODERATE_RISK,5064.8,60777.6,3807.8,1749.19,638.75,417.28,216.79,223.52,360.53,201.74,1257.0,0.7518,814.43,57230.73,0.1608,Fully Funded,442.57,Healthy Saver,2098.56,14392.71,0.0,0.0,95793.36,112284.63,0.266,720,On-Time,0,0.38,Medium Risk,Moderate Risk,3,1020.04,340.01,1,1,1,1,2,112,1.33,Lost,81.56
CUST-10732,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2975.78,35709.36,2387.38,962.58,534.66,280.47,189.67,176.9,146.39,96.71,588.4,0.8023,386.39,28440.79,0.1298,Fully Funded,202.01,Moderate Saver,1434.67,0.0,0.0,5754.7,0.0,7189.37,0.029,794,On-Time,0,0.24,Low Risk,Low Risk,2,332.87,166.44,2,1,1,1,1,111,1.0,Lost,86.2
CUST-04826,SEG_HIGH_SPEND,RISK_LOW_RISK_LOW_RISK,7500.93,90011.16,6274.37,2293.24,1187.95,741.54,514.38,770.16,461.27,305.83,1226.56,0.8365,724.93,53267.91,0.0966,Fully Funded,501.63,Moderate Saver,3078.06,0.0,0.0,27800.3,0.0,30878.36,0.0494,770,On-Time,0,0.11,Low Risk,Low Risk,3,1422.43,474.14,4,3,1,2,3,123,2.0,Lost,79.62
CUST-13846,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_MODERATE_RISK,2159.66,25915.92,1614.5,763.93,270.5,193.22,91.02,140.48,103.97,51.38,545.16,0.7476,251.89,15347.14,0.1166,Fully Funded,293.27,Moderate Saver,1301.37,18841.78,35978.31,0.0,0.0,56121.46,0.3118,681,On-Time,0,0.4,Medium Risk,Moderate Risk,2,205.8,102.9,3,2,1,1,1,111,1.0,Lost,72.01
CUST-04512,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,6198.55,74382.6,4368.65,1492.5,779.62,454.28,352.63,574.74,359.8,355.08,1829.9,0.7048,1173.93,114677.78,0.1894,Fully Funded,655.97,Healthy Saver,720.01,0.0,39014.22,16246.16,0.0,55980.39,0.1084,773,On-Time,0,0.08,Low Risk,Low Risk,6,894.36,149.06,2,1,1,4,2,142,2.33,Needs Attention,92.2
CUST-08586,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3516.25,42195.0,2364.83,921.35,508.21,293.6,109.85,263.85,190.7,77.27,1151.42,0.6725,586.69,53526.03,0.1669,Fully Funded,564.73,Healthy Saver,1035.67,0.0,0.0,31048.34,0.0,32084.01,0.1095,729,On-Time,0,0.21,Medium Risk,Moderate Risk,3,1915.68,638.56,3,2,1,2,3,123,2.0,Lost,86.8
CUST-02236,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,1938.52,23262.24,1274.25,395.0,249.94,200.8,113.36,160.17,106.52,48.46,664.27,0.6573,299.19,25473.47,0.1543,Fully Funded,365.08,Healthy Saver,2084.61,1566.33,0.0,0.0,0.0,3650.94,0.0226,695,Occasional Late,2,0.41,Medium Risk,High Risk,2,163.26,81.63,2,1,1,1,1,111,1.0,Lost,75.53
CUST-11424,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,1691.53,20298.36,1356.58,515.05,250.1,154.55,112.61,174.98,82.63,66.66,334.95,0.802,262.07,18172.59,0.1549,Fully Funded,72.88,Healthy Saver,2496.86,20798.15,0.0,0.0,0.0,23295.01,0.1653,673,Occasional Late,1,0.47,Medium Risk,High Risk,5,886.78,177.36,2,1,1,3,2,132,2.0,Needs Attention,76.06
CUST-06604,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,7458.18,89498.16,5331.95,2096.7,1001.72,446.7,489.48,594.48,408.0,294.87,2126.23,0.7149,1087.45,85855.91,0.1458,Fully Funded,1038.78,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706,On-Time,0,0.46,Medium Risk,Moderate Risk,3,424.98,141.66,2,2,1,1,1,111,1.0,Lost,85.32
CUST-08074,SEG_SAVERS,RISK_MEDIUM_RISK_LOW_RISK,2691.68,32300.16,1902.54,644.91,484.48,175.7,112.62,228.19,147.92,108.72,789.14,0.7068,663.63,59521.37,0.2465,Fully Funded,125.51,Excellent Saver,0.0,0.0,0.0,8885.82,0.0,8885.82,0.0396,745,On-Time,0,0.4,Medium Risk,Low Risk,4,1976.23,494.06,3,2,1,2,3,123,2.0,Lost,94.24
CUST-03437,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,8256.94,99083.28,6950.82,2943.61,1425.99,716.29,403.9,507.38,582.95,370.7,1306.12,0.8418,922.4,48612.38,0.1117,Fully Funded,383.72,Moderate Saver,0.0,0.0,0.0,16781.89,0.0,16781.89,0.0244,651,Occasional Late,2,0.76,High Risk,High Risk,2,468.01,234.0,1,1,1,1,1,111,1.0,Lost,67.1
CUST-14166,SEG_LOW_ENGAGED,RISK_MEDIUM_RISK_HIGH_RISK,6700.74,80408.88,5077.81,1652.29,1155.1,518.45,321.35,668.78,448.05,313.79,1622.93,0.7578,921.13,59254.17,0.1375,Fully Funded,701.8,Moderate Saver,1632.36,6852.9,0.0,0.0,0.0,8485.26,0.0152,731,On-Time,2,0.28,Medium Risk,High Risk,3,652.05,217.35,1,1,1,1,1,111,1.0,Lost,74.84
CUST-11185,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,1446.43,17357.16,1156.76,489.3,258.6,111.44,73.03,78.97,90.59,54.83,289.67,0.7997,239.44,21444.66,0.1655,Fully Funded,50.23,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,Occasional Late,0,0.2,Medium Risk,Moderate Risk,7,3723.03,531.86,3,2,1,5,5,155,3.67,Loyal Customers,88.46
CUST-06251,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,861.48,10337.76,622.85,185.32,131.8,73.62,57.16,83.78,58.43,32.74,238.63,0.723,111.54,7882.14,0.1295,Fully Funded,127.09,Moderate Saver,1047.79,0.0,0.0,0.0,0.0,1047.79,0.0146,708,On-Time,0,0.26,Medium Risk,Moderate Risk,2,1330.13,665.07,2,1,1,1,2,112,1.33,Lost,82.61
CUST-04492,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_HIGH_RISK,9239.95,110879.4,7511.1,3448.07,1281.32,723.5,566.99,465.01,508.09,518.12,1728.85,0.8129,1104.84,121759.96,0.1196,Fully Funded,624.01,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719,Occasional Late,1,0.49,Medium Risk,High Risk,3,1015.01,338.34,2,2,1,1,2,112,1.33,Lost,76.99
CUST-08526,SEG_DEBT_BURDENED,RISK_LOW_RISK_LOW_RISK,7248.34,86980.08,5774.49,2618.06,1065.65,423.19,260.97,546.9,426.48,433.24,1473.85,0.7967,932.41,84769.54,0.1286,Fully Funded,541.44,Moderate Saver,12396.8,0.0,35221.58,11599.55,0.0,59217.93,0.098,753,On-Time,0,0.24,Low Risk,Low Risk,5,3032.72,606.54,1,1,1,3,5,135,3.0,At Risk,82.43
CUST-03518,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,2012.86,24154.32,1435.82,603.29,331.01,134.36,70.32,82.62,102.99,111.23,577.04,0.7133,336.95,21869.78,0.1674,Fully Funded,240.09,Healthy Saver,0.0,0.0,0.0,9698.16,0.0,9698.16,0.0578,707,On-Time,2,0.38,Medium Risk,High Risk,3,1443.37,481.12,3,3,1,2,3,123,2.0,Lost,77.16
CUST-07371,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,10916.31,130995.72,7981.15,3013.78,1595.74,831.92,755.94,628.76,563.71,591.3,2935.16,0.7311,1351.55,98530.4,0.1238,Fully Funded,1583.61,Moderate Saver,0.0,0.0,0.0,0.0,346650.73,346650.73,0.3811,622,Occasional Late,2,0.57,High Risk,High Risk,3,2714.12,904.71,1,1,1,2,4,124,2.33,Lost,58.68
CUST-01617,SEG_LOW_ENGAGED,RISK_MEDIUM_RISK_MODERATE_RISK,1628.77,19545.24,1435.34,626.73,279.3,163.92,98.21,144.44,78.44,44.3,193.43,0.8812,101.74,7449.58,0.0625,Partially Funded,91.69,Moderate Saver,520.03,20988.75,0.0,0.0,0.0,21508.78,0.1585,670,Occasional Late,0,0.25,Medium Risk,Moderate Risk,3,896.69,298.9,1,1,1,1,2,112,1.33,Lost,67.23
CUST-12356,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_MODERATE_RISK,11190.67,134288.04,8727.0,2912.35,1889.94,969.49,701.53,1018.9,679.24,555.55,2463.67,0.7798,1456.65,67953.95,0.1302,Fully Funded,1007.02,Moderate Saver,13440.73,0.0,0.0,0.0,0.0,13440.73,0.0144,677,On-Time,0,0.33,Medium Risk,Moderate Risk,4,449.03,112.26,1,1,1,2,1,121,1.33,Lost,81.31
CUST-00271,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,870.54,10446.48,634.56,258.65,111.49,73.41,36.8,67.82,61.3,25.09,235.98,0.7289,118.02,7295.1,0.1356,Fully Funded,117.96,Moderate Saver,0.0,0.0,0.0,34795.18,0.0,34795.18,0.4796,548,Default Risk,5,0.88,Very High Risk,Critical Risk,3,789.35,263.12,1,1,1,1,2,112,1.33,Lost,44.62
CUST-05137,SEG_DEBT_BURDENED,RISK_HIGH_RISK_HIGH_RISK,4602.55,55230.6,3953.42,1684.43,808.96,472.78,159.63,305.54,315.35,206.73,649.13,0.859,461.97,32204.01,0.1004,Fully Funded,187.16,Moderate Saver,3610.47,0.0,0.0,0.0,136521.53,140132.0,0.3654,610,Occasional Late,1,0.69,High Risk,High Risk,3,663.93,221.31,3,2,1,1,1,111,1.0,Lost,60.02
CUST-04726,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,4515.43,54185.16,3466.9,1608.55,542.6,341.92,267.87,312.53,280.42,113.01,1048.53,0.7678,545.84,25532.14,0.1209,Fully Funded,502.69,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726,On-Time,0,0.46,Medium Risk,Moderate Risk,4,3181.1,795.27,2,1,1,3,5,135,3.0,At Risk,82.5
CUST-05416,SEG_EMERGING,RISK_MEDIUM_RISK_LOW_RISK,1112.59,13351.08,851.04,374.23,162.57,114.92,45.43,59.05,71.85,22.99,261.55,0.7649,169.05,16596.41,0.1519,Fully Funded,92.5,Healthy Saver,753.21,0.0,0.0,0.0,0.0,753.21,0.0081,745,On-Time,0,0.45,Medium Risk,Low Risk,5,1092.01,218.4,1,1,1,3,2,132,2.0,Needs Attention,87.81
CUST-11974,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,11823.19,141878.28,8243.4,2629.38,1936.53,669.0,728.45,1037.34,821.83,420.87,3579.79,0.6972,2792.91,152238.67,0.2362,Fully Funded,786.88,Excellent Saver,2763.06,7490.45,0.0,0.0,0.0,10253.51,0.0104,791,On-Time,0,0.24,Low Risk,Low Risk,5,837.59,167.52,1,1,1,3,2,132,2.0,Needs Attention,97.06
CUST-09372,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,1207.47,14489.64,903.86,387.92,192.25,92.22,47.6,44.52,79.18,60.17,303.61,0.7486,192.16,19411.79,0.1591,Fully Funded,111.45,Healthy Saver,1536.26,0.0,0.0,0.0,0.0,1536.26,0.0153,751,On-Time,0,0.22,Low Risk,Low Risk,2,1719.24,859.62,4,2,1,1,3,113,1.67,Lost,88.98
CUST-13925,SEG_SAVERS,RISK_HIGH_RISK_HIGH_RISK,4970.84,59650.08,3646.14,1220.32,820.22,469.75,169.22,509.57,265.47,191.59,1324.7,0.7335,1036.61,64980.67,0.2085,Fully Funded,288.09,Excellent Saver,1493.6,1680.59,0.0,23033.77,0.0,26207.96,0.0633,658,Frequently Late,1,0.53,High Risk,High Risk,4,1923.69,480.92,3,2,1,2,3,123,2.0,Lost,84.69
CUST-04667,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,7005.88,84070.56,5810.02,2390.6,1081.86,611.66,419.83,532.81,357.03,416.23,1195.86,0.8293,546.02,43719.4,0.0779,Fully Funded,649.84,Moderate Saver,0.0,0.0,44837.41,0.0,242316.12,287153.53,0.4919,631,Frequently Late,4,0.6,High Risk,Critical Risk,4,1926.28,481.57,2,2,1,2,3,123,2.0,Lost,39.43
CUST-02786,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2418.93,29027.16,1931.71,741.11,361.43,208.83,121.91,239.17,139.31,119.95,487.22,0.7986,321.5,32007.39,0.1329,Fully Funded,165.72,Moderate Saver,3782.62,0.0,0.0,0.0,0.0,3782.62,0.0188,762,On-Time,0,0.19,Low Risk,Low Risk,2,1513.6,756.8,2,2,1,1,3,113,1.67,Lost,85.46
CUST-02197,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_HIGH_RISK,9119.08,109428.96,7381.19,3064.12,1501.5,825.39,410.59,569.84,534.88,474.87,1737.89,0.8094,1313.14,74256.0,0.144,Fully Funded,424.75,Moderate Saver,8211.55,3713.56,0.0,0.0,0.0,11925.11,0.0157,705,On-Time,2,0.29,Medium Risk,High Risk,5,4441.77,888.35,3,3,1,4,5,145,3.33,Loyal Customers,74.62
CUST-03058,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,4155.25,49863.0,2895.42,1114.63,712.82,254.75,143.64,254.13,266.28,149.17,1259.83,0.6968,622.2,36634.16,0.1497,Fully Funded,637.63,Moderate Saver,1095.92,0.0,0.0,24081.21,0.0,25177.13,0.0727,665,Frequently Late,2,0.77,High Risk,High Risk,8,1975.33,246.92,2,2,1,5,3,153,3.0,Loyal Customers,72.23
CUST-04994,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,6596.3,79155.6,5323.79,2575.68,1160.23,383.41,240.4,379.82,325.27,258.98,1272.51,0.8071,739.26,70209.52,0.1121,Fully Funded,533.25,Moderate Saver,4334.84,0.0,0.0,9839.85,0.0,14174.69,0.0258,678,Occasional Late,0,0.33,Medium Risk,Moderate Risk,5,1536.9,307.38,3,3,1,3,3,133,2.33,At Risk,78.35
CUST-09529,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,3558.58,42702.96,2704.47,1097.84,463.93,355.68,198.87,319.0,189.84,79.31,854.11,0.76,430.63,45375.35,0.121,Fully Funded,423.48,Moderate Saver,0.0,0.0,0.0,0.0,175305.56,175305.56,0.5912,658,Frequently Late,3,0.64,High Risk,Critical Risk,3,534.84,178.28,1,1,1,1,1,111,1.0,Lost,49.64
CUST-02839,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,5737.57,68850.84,3730.9,1154.09,843.79,580.72,187.59,344.32,297.64,322.75,2006.67,0.6503,938.53,84324.79,0.1636,Fully Funded,1068.14,Healthy Saver,1678.45,0.0,0.0,0.0,328706.94,330385.39,0.691,587,Occasional Late,1,0.79,High Risk,Critical Risk,3,418.89,139.63,1,1,1,1,1,111,1.0,Lost,60.31
CUST-00793,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,3625.16,43501.92,2519.87,942.14,487.99,257.94,129.13,355.07,191.84,155.76,1105.29,0.6951,673.82,59159.35,0.1859,Fully Funded,431.47,Healthy Saver,5308.12,0.0,0.0,5292.49,0.0,10600.61,0.0351,771,On-Time,0,0.19,Low Risk,Low Risk,2,209.59,104.79,2,2,1,1,1,111,1.0,Lost,93.42
CUST-06413,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_MODERATE_RISK,14577.28,174927.36,11809.06,5289.07,1961.82,1133.34,925.96,963.08,965.99,569.8,2768.22,0.8101,1260.96,62741.01,0.0865,Partially Funded,1507.26,Moderate Saver,3042.16,0.0,0.0,0.0,89641.69,92683.85,0.0763,692,Occasional Late,0,0.26,Medium Risk,Moderate Risk,4,1533.06,383.26,3,3,1,2,3,123,2.0,Lost,73.89
CUST-05050,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,4878.68,58544.16,3552.03,1661.72,794.75,388.64,170.67,186.83,244.2,105.22,1326.65,0.7281,845.29,69548.36,0.1733,Fully Funded,481.36,Healthy Saver,0.0,0.0,0.0,0.0,398973.22,398973.22,0.9813,545,Default Risk,11,0.72,Very High Risk,Critical Risk,5,1091.87,218.37,2,2,1,3,2,132,2.0,Needs Attention,37.6
CUST-10970,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,5303.35,63640.2,3960.13,1665.76,767.05,499.06,284.38,242.49,292.34,209.05,1343.22,0.7467,699.1,42233.93,0.1318,Fully Funded,644.12,Moderate Saver,3409.41,0.0,0.0,0.0,405989.78,409399.19,0.9264,541,Default Risk,7,0.85,Very High Risk,Critical Risk,4,371.07,92.77,2,2,1,2,1,121,1.33,Lost,32.56
CUST-07310,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,3943.71,47324.52,3193.84,1526.84,582.03,246.94,222.34,231.53,217.17,166.99,749.87,0.8099,590.38,57952.79,0.1497,Fully Funded,159.49,Moderate Saver,1486.25,0.0,0.0,0.0,153669.07,155155.32,0.4721,626,Occasional Late,3,0.81,High Risk,Critical Risk,2,365.58,182.79,4,3,1,1,1,111,1.0,Lost,55.47
CUST-10274,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,996.36,11956.32,734.74,229.96,162.24,90.11,50.1,92.39,57.14,52.8,261.62,0.7374,112.72,8789.28,0.1131,Fully Funded,148.9,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706,On-Time,1,0.39,Medium Risk,High Risk,3,360.36,120.12,3,3,1,1,1,111,1.0,Lost,75.42
CUST-10902,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,9396.69,112760.28,7527.13,2911.78,1642.11,533.41,516.08,898.64,577.69,447.42,1869.56,0.801,1502.24,137561.7,0.1599,Fully Funded,367.32,Healthy Saver,0.0,0.0,15733.68,0.0,0.0,15733.68,0.0201,718,On-Time,0,0.49,Medium Risk,Moderate Risk,3,1463.15,487.72,3,2,1,2,3,123,2.0,Lost,87.48
CUST-11450,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,3118.06,37416.72,2434.21,979.4,533.09,187.08,191.74,196.68,160.02,186.2,683.85,0.7807,375.56,41961.0,0.1204,Fully Funded,308.29,Moderate Saver,3034.05,0.0,26501.62,0.0,0.0,29535.67,0.1137,729,On-Time,1,0.48,Medium Risk,High Risk,8,3296.05,412.01,4,3,1,5,5,155,3.67,Loyal Customers,74.72
CUST-12003,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,5282.83,63393.96,4364.65,1977.05,816.9,540.76,207.46,206.75,331.0,284.73,918.18,0.8262,466.6,49672.88,0.0883,Fully Funded,451.58,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691,Occasional Late,0,0.49,Medium Risk,Moderate Risk,3,3211.2,1070.4,2,2,1,2,5,125,2.67,Lost,76.02
CUST-03499,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_MODERATE_RISK,16424.81,197097.72,13460.12,5928.75,2437.82,1268.44,601.6,1366.89,1094.48,762.14,2964.69,0.8195,2127.3,223918.45,0.1295,Fully Funded,837.39,Moderate Saver,27163.05,0.0,25495.89,0.0,104220.72,156879.66,0.1146,702,On-Time,0,0.25,Medium Risk,Moderate Risk,3,2807.87,935.96,2,2,1,2,4,124,2.33,Lost,79.83
CUST-12115,SEG_SAVERS,RISK_HIGH_RISK_CRITICAL_RISK,5120.39,61444.68,3590.52,1257.85,838.9,337.92,264.27,378.71,260.92,251.95,1529.87,0.7012,1217.05,137905.86,0.2377,Fully Funded,312.82,Excellent Saver,0.0,0.0,0.0,10752.06,192861.65,203613.71,0.4772,623,Frequently Late,4,0.82,High Risk,Critical Risk,5,1712.63,342.53,1,1,1,3,3,133,2.33,At Risk,57.75
CUST-14987,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,8128.2,97538.4,6231.43,2857.01,1130.43,534.29,480.82,378.53,554.77,295.58,1896.77,0.7666,1562.54,153014.36,0.1922,Fully Funded,334.23,Healthy Saver,9972.71,0.0,0.0,34191.95,0.0,44164.66,0.0652,714,Occasional Late,0,0.25,Medium Risk,Moderate Risk,2,761.53,380.76,4,1,1,1,2,112,1.33,Lost,91.02
CUST-13888,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2392.35,28708.2,1926.16,741.39,348.78,211.33,123.11,246.75,162.83,91.97,466.19,0.8051,376.31,41463.75,0.1573,Fully Funded,89.88,Healthy Saver,4331.88,0.0,0.0,14867.08,0.0,19198.96,0.0963,763,On-Time,0,0.07,Low Risk,Low Risk,2,1199.53,599.76,2,2,1,1,2,112,1.33,Lost,87.23
CUST-00845,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,2987.78,35853.36,2308.13,897.85,476.16,276.19,188.7,109.38,192.33,167.52,679.65,0.7725,391.09,29059.41,0.1309,Fully Funded,288.56,Moderate Saver,5489.09,0.0,0.0,16575.59,279121.44,301186.12,1.2097,523,Default Risk,10,0.73,Very High Risk,Critical Risk,5,684.25,136.85,3,3,1,3,1,131,1.67,Needs Attention,29.77
CUST-06165,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,3187.48,38249.76,2404.29,1004.47,384.89,276.0,104.83,295.27,209.05,129.78,783.19,0.7543,480.79,32033.91,0.1508,Fully Funded,302.4,Healthy Saver,3581.2,9338.5,0.0,0.0,0.0,12919.7,0.0486,766,On-Time,0,0.11,Low Risk,Low Risk,2,756.53,378.27,2,2,1,1,2,112,1.33,Lost,87.59
CUST-12025,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,7083.58,85002.96,4969.18,1758.96,954.87,650.14,267.9,579.1,473.04,285.17,2114.4,0.7015,1695.67,90173.11,0.2394,Fully Funded,418.73,Excellent Saver,4964.4,0.0,0.0,0.0,0.0,4964.4,0.0084,736,Occasional Late,0,0.48,Medium Risk,Moderate Risk,2,1524.45,762.22,2,1,1,1,3,113,1.67,Lost,94.61
CUST-11188,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,6166.83,74001.96,3948.74,1527.17,808.11,478.6,218.8,340.63,361.43,214.0,2218.09,0.6403,1003.09,82349.13,0.1627,Fully Funded,1215.0,Healthy Saver,609.4,0.0,25514.74,19962.81,0.0,46086.95,0.0897,742,On-Time,0,0.42,Medium Risk,Low Risk,3,2449.15,816.38,3,3,1,2,4,124,2.33,Lost,87.25
