product_id,customer_id,product_type_key,product_type,product_status,signup_date_key,is_active
PROD-03590,CUST-01715,PROD_SAVINGS,Savings Account,Active,2020-02-08,1
PROD-03591,CUST-01716,PROD_SAVINGS,Savings Account,Active,2021-07-05,1
PROD-03592,CUST-01716,PROD_CREDIT_CARD,Credit Card,Active,2025-01-26,1
PROD-03593,CUST-01716,PROD_INVESTMENT,Investment Account,Active,2024-12-05,1
PROD-03594,CUST-01717,PROD_SAVINGS,Savings Account,Active,2019-09-05,1
PROD-03595,CUST-01717,PROD_RETIREMENT,Retirement Account,Active,2025-10-26,1
PROD-03596,CUST-01717,PROD_INVESTMENT,Investment Account,Closed,2022-05-25,0
PROD-03597,CUST-01717,PROD_PERSONAL_LOAN,Personal Loan,Active,2021-08-19,1
PROD-03598,CUST-01718,PROD_SAVINGS,Savings Account,Active,2019-10-07,1
PROD-03599,CUST-01718,PROD_RETIREMENT,Retirement Account,Active,2024-10-19,1
PROD-03600,CUST-01719,PROD_SAVINGS,Savings Account,Active,2021-10-06,1
PROD-03601,CUST-01720,PROD_SAVINGS,Savings Account,Active,2022-08-19,1
PROD-03602,CUST-01720,PROD_AUTO_LOAN,Auto Loan,Active,2023-06-29,1
PROD-03603,CUST-01721,PROD_SAVINGS,Savings Account,Active,2018-11-23,1
PROD-03604,CUST-01722,PROD_SAVINGS,Savings Account,Active,2018-02-20,1
PROD-03605,CUST-01722,PROD_RETIREMENT,Retirement Account,Churned,2025-11-19,0
PROD-03606,CUST-01723,PROD_SAVINGS,Savings Account,Active,2018-04-26,1
PROD-03607,CUST-01723,PROD_PERSONAL_LOAN,Personal Loan,Closed,2025-01-08,0
PROD-03608,CUST-01724,PROD_SAVINGS,Savings Account,Active,2018-11-27,1
PROD-03609,CUST-01724,PROD_CREDIT_CARD,Credit Card,Active,2022-05-08,1
PROD-03610,CUST-01724,PROD_MORTGAGE,Mortgage,Active,2021-06-25,1
PROD-03611,CUST-01724,PROD_INVESTMENT,Investment Account,Active,2019-03-22,1
PROD-03612,CUST-01725,PROD_SAVINGS,Savings Account,Active,2023-07-27,1
PROD-03613,CUST-01725,PROD_CREDIT_CARD,Credit Card,Closed,2025-09-28,0
PROD-03614,CUST-01726,PROD_SAVINGS,Savings Account,Active,2024-03-08,1
PROD-03615,CUST-01726,PROD_RETIREMENT,Retirement Account,Active,2024-11-11,1
PROD-03616,CUST-01726,PROD_CREDIT_CARD,Credit Card,Active,2025-01-06,1
PROD-03617,CUST-01727,PROD_SAVINGS,Savings Account,Active,2018-01-27,1
PROD-03618,CUST-01728,PROD_SAVINGS,Savings Account,Active,2019-11-19,1
PROD-03619,CUST-01729,PROD_SAVINGS,Savings Account,Active,2023-01-30,1
PROD-03620,CUST-01729,PROD_CREDIT_CARD,Credit Card,Churned,2023-08-12,0
PROD-03621,CUST-01730,PROD_SAVINGS,Savings Account,Active,2020-09-17,1
PROD-03622,CUST-01731,PROD_SAVINGS,Savings Account,Active,2019-05-27,1
PROD-03623,CUST-01731,PROD_AUTO_LOAN,Auto Loan,Pending,2023-07-12,0
PROD-03624,CUST-01731,PROD_MORTGAGE,Mortgage,Closed,2023-02-10,0
PROD-03625,CUST-01732,PROD_SAVINGS,Savings Account,Active,2021-12-27,1
PROD-03626,CUST-01732,PROD_RETIREMENT,Retirement Account,Closed,2022-03-11,0
PROD-03627,CUST-01732,PROD_MORTGAGE,Mortgage,Active,2022-08-09,1
PROD-03628,CUST-01732,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-10-16,1
PROD-03629,CUST-01733,PROD_SAVINGS,Savings Account,Active,2018-10-16,1
PROD-03630,CUST-01733,PROD_CREDIT_CARD,Credit Card,Closed,2020-11-04,0
PROD-03631,CUST-01733,PROD_PERSONAL_LOAN,Personal Loan,Active,2021-09-30,1
PROD-03632,CUST-01733,PROD_RETIREMENT,Retirement Account,Active,2021-08-19,1
PROD-03633,CUST-01734,PROD_SAVINGS,Savings Account,Active,2020-11-12,1
PROD-03634,CUST-01734,PROD_INVESTMENT,Investment Account,Active,2024-03-08,1
PROD-03635,CUST-01735,PROD_SAVINGS,Savings Account,Active,2019-09-08,1
PROD-03636,CUST-01735,PROD_RETIREMENT,Retirement Account,Active,2025-10-27,1
PROD-03637,CUST-01736,PROD_SAVINGS,Savings Account,Active,2024-10-27,1
PROD-03638,CUST-01737,PROD_SAVINGS,Savings Account,Active,2021-11-25,1
PROD-03639,CUST-01737,PROD_RETIREMENT,Retirement Account,Active,2023-05-19,1
PROD-03640,CUST-01737,PROD_INVESTMENT,Investment Account,Active,2022-06-05,1
PROD-03641,CUST-01738,PROD_SAVINGS,Savings Account,Active,2023-12-18,1
PROD-03642,CUST-01738,PROD_AUTO_LOAN,Auto Loan,Active,2025-03-05,1
PROD-03643,CUST-01739,PROD_SAVINGS,Savings Account,Active,2024-05-31,1
PROD-03644,CUST-01740,PROD_SAVINGS,Savings Account,Active,2024-05-06,1
PROD-03645,CUST-01740,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-11-16,1
PROD-03646,CUST-01741,PROD_SAVINGS,Savings Account,Active,2023-02-15,1
PROD-03647,CUST-01741,PROD_AUTO_LOAN,Auto Loan,Pending,2023-07-16,0
PROD-03648,CUST-01742,PROD_SAVINGS,Savings Account,Active,2019-06-25,1
PROD-03649,CUST-01742,PROD_RETIREMENT,Retirement Account,Churned,2021-08-27,0
PROD-03650,CUST-01742,PROD_CREDIT_CARD,Credit Card,Closed,2022-01-30,0
PROD-03651,CUST-01743,PROD_SAVINGS,Savings Account,Active,2020-05-27,1
PROD-03652,CUST-01743,PROD_CREDIT_CARD,Credit Card,Active,2024-05-31,1
PROD-03653,CUST-01743,PROD_RETIREMENT,Retirement Account,Closed,2021-12-05,0
PROD-03654,CUST-01744,PROD_SAVINGS,Savings Account,Active,2022-04-04,1
PROD-03655,CUST-01745,PROD_SAVINGS,Savings Account,Active,2018-05-26,1
PROD-03656,CUST-01745,PROD_MORTGAGE,Mortgage,Active,2023-11-07,1
PROD-03657,CUST-01746,PROD_SAVINGS,Savings Account,Active,2024-01-16,1
PROD-03658,CUST-01746,PROD_INVESTMENT,Investment Account,Pending,2024-11-03,0
PROD-03659,CUST-01747,PROD_SAVINGS,Savings Account,Active,2019-01-31,1
PROD-03660,CUST-01747,PROD_AUTO_LOAN,Auto Loan,Active,2024-05-07,1
PROD-03661,CUST-01747,PROD_PERSONAL_LOAN,Personal Loan,Churned,2025-08-23,0
PROD-03662,CUST-01747,PROD_MORTGAGE,Mortgage,Closed,2023-05-28,0
PROD-03663,CUST-01748,PROD_SAVINGS,Savings Account,Active,2019-12-26,1
PROD-03664,CUST-01748,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-08-26,1
PROD-03665,CUST-01749,PROD_SAVINGS,Savings Account,Active,2023-02-03,1
PROD-03666,CUST-01749,PROD_CREDIT_CARD,Credit Card,Active,2024-06-15,1
PROD-03667,CUST-01749,PROD_INVESTMENT,Investment Account,Active,2025-06-13,1
PROD-03668,CUST-01750,PROD_SAVINGS,Savings Account,Active,2023-04-17,1
PROD-03669,CUST-01751,PROD_SAVINGS,Savings Account,Active,2023-12-10,1
PROD-03670,CUST-01752,PROD_SAVINGS,Savings Account,Active,2018-05-25,1
PROD-03671,CUST-01752,PROD_RETIREMENT,Retirement Account,Active,2024-02-05,1
PROD-03672,CUST-01752,PROD_INVESTMENT,Investment Account,Closed,2022-04-19,0
PROD-03673,CUST-01752,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-10-10,1
PROD-03674,CUST-01753,PROD_SAVINGS,Savings Account,Active,2023-09-01,1
PROD-03675,CUST-01754,PROD_SAVINGS,Savings Account,Active,2020-04-20,1
PROD-03676,CUST-01755,PROD_SAVINGS,Savings Account,Active,2020-02-13,1
PROD-03677,CUST-01755,PROD_RETIREMENT,Retirement Account,Active,2023-03-11,1
PROD-03678,CUST-01755,PROD_MORTGAGE,Mortgage,Active,2024-02-03,1
PROD-03679,CUST-01756,PROD_SAVINGS,Savings Account,Active,2022-05-28,1
PROD-03680,CUST-01757,PROD_SAVINGS,Savings Account,Active,2020-04-13,1
PROD-03681,CUST-01757,PROD_MORTGAGE,Mortgage,Active,2022-07-05,1
PROD-03682,CUST-01758,PROD_SAVINGS,Savings Account,Active,2018-11-14,1
PROD-03683,CUST-01759,PROD_SAVINGS,Savings Account,Active,2019-11-19,1
PROD-03684,CUST-01759,PROD_INVESTMENT,Investment Account,Closed,2023-06-18,0
PROD-03685,CUST-01760,PROD_SAVINGS,Savings Account,Active,2021-10-17,1
PROD-03686,CUST-01760,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-09-16,1
PROD-03687,CUST-01760,PROD_CREDIT_CARD,Credit Card,Closed,2024-11-08,0
PROD-03688,CUST-01760,PROD_INVESTMENT,Investment Account,Active,2025-01-29,1
PROD-03689,CUST-01761,PROD_SAVINGS,Savings Account,Active,2019-06-05,1
PROD-03690,CUST-01761,PROD_MORTGAGE,Mortgage,Active,2022-09-13,1
PROD-03691,CUST-01762,PROD_SAVINGS,Savings Account,Active,2018-12-21,1
PROD-03692,CUST-01763,PROD_SAVINGS,Savings Account,Active,2022-11-01,1
PROD-03693,CUST-01764,PROD_SAVINGS,Savings Account,Active,2019-12-17,1
PROD-03694,CUST-01764,PROD_MORTGAGE,Mortgage,Active,2025-07-24,1
PROD-03695,CUST-01765,PROD_SAVINGS,Savings Account,Active,2024-08-07,1
PROD-03696,CUST-01765,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-07-09,1
PROD-03697,CUST-01765,PROD_MORTGAGE,Mortgage,Active,2025-10-10,1
PROD-03698,CUST-01765,PROD_RETIREMENT,Retirement Account,Closed,2025-11-02,0
PROD-03699,CUST-01766,PROD_SAVINGS,Savings Account,Active,2018-08-26,1
PROD-03700,CUST-01766,PROD_INVESTMENT,Investment Account,Active,2023-04-10,1
PROD-03701,CUST-01766,PROD_PERSONAL_LOAN,Personal Loan,Active,2020-11-06,1
PROD-03702,CUST-01766,PROD_MORTGAGE,Mortgage,Active,2024-02-19,1
PROD-03703,CUST-01767,PROD_SAVINGS,Savings Account,Active,2018-06-18,1
PROD-03704,CUST-01767,PROD_MORTGAGE,Mortgage,Churned,2022-07-04,0
PROD-03705,CUST-01768,PROD_SAVINGS,Savings Account,Active,2024-05-20,1
PROD-03706,CUST-01768,PROD_INVESTMENT,Investment Account,Churned,2025-08-09,0
PROD-03707,CUST-01768,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-11-23,1
PROD-03708,CUST-01769,PROD_SAVINGS,Savings Account,Active,2024-08-26,1
PROD-03709,CUST-01770,PROD_SAVINGS,Savings Account,Active,2021-08-27,1
PROD-03710,CUST-01770,PROD_PERSONAL_LOAN,Personal Loan,Closed,2025-11-26,0
PROD-03711,CUST-01771,PROD_SAVINGS,Savings Account,Active,2023-01-08,1
PROD-03712,CUST-01772,PROD_SAVINGS,Savings Account,Active,2018-03-14,1
PROD-03713,CUST-01772,PROD_INVESTMENT,Investment Account,Active,2019-01-07,1
PROD-03714,CUST-01772,PROD_PERSONAL_LOAN,Personal Loan,Active,2018-03-21,1
PROD-03715,CUST-01772,PROD_CREDIT_CARD,Credit Card,Active,2020-07-28,1
PROD-03716,CUST-01773,PROD_SAVINGS,Savings Account,Active,2024-07-22,1
PROD-03717,CUST-01773,PROD_RETIREMENT,Retirement Account,Active,2024-09-29,1
PROD-03718,CUST-01774,PROD_SAVINGS,Savings Account,Active,2020-06-17,1
PROD-03719,CUST-01774,PROD_RETIREMENT,Retirement Account,Active,2025-06-08,1
PROD-03720,CUST-01774,PROD_CREDIT_CARD,Credit Card,Active,2023-09-17,1
PROD-03721,CUST-01775,PROD_SAVINGS,Savings Account,Active,2021-05-11,1
PROD-03722,CUST-01776,PROD_SAVINGS,Savings Account,Active,2020-04-20,1
PROD-03723,CUST-01776,PROD_AUTO_LOAN,Auto Loan,Pending,2021-08-06,0
PROD-03724,CUST-01777,PROD_SAVINGS,Savings Account,Active,2020-01-25,1
PROD-03725,CUST-01778,PROD_SAVINGS,Savings Account,Active,2024-02-01,1
PROD-03726,CUST-01779,PROD_SAVINGS,Savings Account,Active,2022-06-18,1
PROD-03727,CUST-01779,PROD_MORTGAGE,Mortgage,Active,2024-04-03,1
PROD-03728,CUST-01780,PROD_SAVINGS,Savings Account,Active,2024-01-20,1
PROD-03729,CUST-01781,PROD_SAVINGS,Savings Account,Active,2024-12-03,1
PROD-03730,CUST-01782,PROD_SAVINGS,Savings Account,Active,2021-11-23,1
PROD-03731,CUST-01782,PROD_INVESTMENT,Investment Account,Churned,2024-01-27,0
PROD-03732,CUST-01782,PROD_AUTO_LOAN,Auto Loan,Active,2024-11-03,1
PROD-03733,CUST-01782,PROD_CREDIT_CARD,Credit Card,Active,2025-03-25,1
PROD-03734,CUST-01783,PROD_SAVINGS,Savings Account,Active,2021-12-30,1
PROD-03735,CUST-01783,PROD_PERSONAL_LOAN,Personal Loan,Pending,2024-07-15,0
PROD-03736,CUST-01783,PROD_RETIREMENT,Retirement Account,Closed,2023-12-20,0
PROD-03737,CUST-01783,PROD_INVESTMENT,Investment Account,Active,2023-06-12,1
PROD-03738,CUST-01784,PROD_SAVINGS,Savings Account,Active,2023-03-10,1
PROD-03739,CUST-01784,PROD_AUTO_LOAN,Auto Loan,Active,2025-12-15,1
PROD-03740,CUST-01785,PROD_SAVINGS,Savings Account,Active,2019-05-29,1
PROD-03741,CUST-01785,PROD_MORTGAGE,Mortgage,Pending,2020-01-22,0
PROD-03742,CUST-01786,PROD_SAVINGS,Savings Account,Active,2022-11-21,1
PROD-03743,CUST-01786,PROD_PERSONAL_LOAN,Personal Loan,Pending,2024-12-17,0
PROD-03744,CUST-01786,PROD_INVESTMENT,Investment Account,Active,2023-11-12,1
PROD-03745,CUST-01786,PROD_CREDIT_CARD,Credit Card,Active,2023-02-08,1
PROD-03746,CUST-01787,PROD_SAVINGS,Savings Account,Active,2018-11-23,1
PROD-03747,CUST-01787,PROD_MORTGAGE,Mortgage,Active,2022-04-19,1
PROD-03748,CUST-01788,PROD_SAVINGS,Savings Account,Active,2022-09-17,1
PROD-03749,CUST-01789,PROD_SAVINGS,Savings Account,Active,2018-12-22,1
PROD-03750,CUST-01789,PROD_RETIREMENT,Retirement Account,Active,2021-04-25,1
PROD-03751,CUST-01790,PROD_SAVINGS,Savings Account,Active,2019-08-25,1
PROD-03752,CUST-01790,PROD_INVESTMENT,Investment Account,Active,2023-06-16,1
PROD-03753,CUST-01791,PROD_SAVINGS,Savings Account,Active,2018-04-16,1
PROD-03754,CUST-01791,PROD_RETIREMENT,Retirement Account,Active,2020-08-20,1
PROD-03755,CUST-01791,PROD_CREDIT_CARD,Credit Card,Active,2021-10-13,1
PROD-03756,CUST-01792,PROD_SAVINGS,Savings Account,Active,2021-06-05,1
PROD-03757,CUST-01792,PROD_RETIREMENT,Retirement Account,Active,2023-09-08,1
PROD-03758,CUST-01793,PROD_SAVINGS,Savings Account,Active,2023-12-30,1
PROD-03759,CUST-01793,PROD_MORTGAGE,Mortgage,Churned,2024-09-20,0
PROD-03760,CUST-01793,PROD_RETIREMENT,Retirement Account,Active,2025-11-23,1
PROD-03761,CUST-01794,PROD_SAVINGS,Savings Account,Active,2019-05-16,1
PROD-03762,CUST-01794,PROD_AUTO_LOAN,Auto Loan,Active,2019-11-04,1
PROD-03763,CUST-01795,PROD_SAVINGS,Savings Account,Active,2020-12-31,1
PROD-03764,CUST-01795,PROD_PERSONAL_LOAN,Personal Loan,Active,2022-08-03,1
PROD-03765,CUST-01796,PROD_SAVINGS,Savings Account,Active,2022-09-10,1
PROD-03766,CUST-01797,PROD_SAVINGS,Savings Account,Active,2023-02-27,1
PROD-03767,CUST-01797,PROD_CREDIT_CARD,Credit Card,Pending,2025-09-23,0
PROD-03768,CUST-01798,PROD_SAVINGS,Savings Account,Active,2021-06-13,1
PROD-03769,CUST-01798,PROD_RETIREMENT,Retirement Account,Active,2025-11-06,1
PROD-03770,CUST-01799,PROD_SAVINGS,Savings Account,Active,2023-09-09,1
PROD-03771,CUST-01799,PROD_PERSONAL_LOAN,Personal Loan,Closed,2024-01-18,0
PROD-03772,CUST-01800,PROD_SAVINGS,Savings Account,Active,2024-01-26,1
PROD-03773,CUST-01801,PROD_SAVINGS,Savings Account,Active,2023-07-06,1
PROD-03774,CUST-01801,PROD_CREDIT_CARD,Credit Card,Active,2024-08-04,1
PROD-03775,CUST-01802,PROD_SAVINGS,Savings Account,Active,2019-06-08,1
PROD-03776,CUST-01802,PROD_INVESTMENT,Investment Account,Active,2022-08-12,1
PROD-03777,CUST-01803,PROD_SAVINGS,Savings Account,Active,2019-08-18,1
PROD-03778,CUST-01804,PROD_SAVINGS,Savings Account,Active,2019-03-14,1
PROD-03779,CUST-01804,PROD_PERSONAL_LOAN,Personal Loan,Active,2020-05-09,1
PROD-03780,CUST-01804,PROD_MORTGAGE,Mortgage,Churned,2021-07-01,0
PROD-03781,CUST-01804,PROD_INVESTMENT,Investment Account,Closed,2020-08-07,0
PROD-03782,CUST-01805,PROD_SAVINGS,Savings Account,Active,2022-05-01,1
PROD-03783,CUST-01805,PROD_PERSONAL_LOAN,Personal Loan,Active,2023-01-17,1
PROD-03784,CUST-01806,PROD_SAVINGS,Savings Account,Active,2020-04-23,1
PROD-03785,CUST-01806,PROD_CREDIT_CARD,Credit Card,Active,2022-07-07,1
PROD-03786,CUST-01806,PROD_AUTO_LOAN,Auto Loan,Churned,2023-12-27,0
PROD-03787,CUST-01807,PROD_SAVINGS,Savings Account,Active,2023-02-05,1
PROD-03788,CUST-01807,PROD_MORTGAGE,Mortgage,Active,2025-10-02,1
PROD-03789,CUST-01807,PROD_RETIREMENT,Retirement Account,Active,2023-12-25,1
PROD-03790,CUST-01808,PROD_SAVINGS,Savings Account,Active,2019-08-23,1
PROD-03791,CUST-01809,PROD_SAVINGS,Savings Account,Active,2023-11-23,1
PROD-03792,CUST-01809,PROD_CREDIT_CARD,Credit Card,Closed,2025-07-21,0
PROD-03793,CUST-01809,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-08-28,1
PROD-03794,CUST-01809,PROD_INVESTMENT,Investment Account,Churned,2025-07-15,0
PROD-03795,CUST-01810,PROD_SAVINGS,Savings Account,Active,2022-08-09,1
PROD-03796,CUST-01811,PROD_SAVINGS,Savings Account,Active,2018-06-02,1
PROD-03797,CUST-01811,PROD_CREDIT_CARD,Credit Card,Active,2021-12-06,1
PROD-03798,CUST-01812,PROD_SAVINGS,Savings Account,Active,2020-02-03,1
PROD-03799,CUST-01812,PROD_RETIREMENT,Retirement Account,Active,2024-11-12,1
PROD-03800,CUST-01812,PROD_CREDIT_CARD,Credit Card,Active,2023-07-06,1
PROD-03801,CUST-01813,PROD_SAVINGS,Savings Account,Active,2019-11-27,1
PROD-03802,CUST-01814,PROD_SAVINGS,Savings Account,Active,2022-04-13,1
PROD-03803,CUST-01814,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-04-08,1
PROD-03804,CUST-01815,PROD_SAVINGS,Savings Account,Active,2019-03-09,1
PROD-03805,CUST-01815,PROD_INVESTMENT,Investment Account,Closed,2024-09-01,0
PROD-03806,CUST-01815,PROD_RETIREMENT,Retirement Account,Pending,2025-10-28,0
PROD-03807,CUST-01815,PROD_MORTGAGE,Mortgage,Active,2022-09-04,1
PROD-03808,CUST-01816,PROD_SAVINGS,Savings Account,Active,2024-03-13,1
PROD-03809,CUST-01816,PROD_PERSONAL_LOAN,Personal Loan,Closed,2024-11-05,0
PROD-03810,CUST-01816,PROD_AUTO_LOAN,Auto Loan,Active,2025-01-09,1
PROD-03811,CUST-01817,PROD_SAVINGS,Savings Account,Active,2021-09-28,1
PROD-03812,CUST-01818,PROD_SAVINGS,Savings Account,Active,2020-12-24,1
PROD-03813,CUST-01819,PROD_SAVINGS,Savings Account,Active,2018-07-25,1
PROD-03814,CUST-01820,PROD_SAVINGS,Savings Account,Active,2018-03-24,1
PROD-03815,CUST-01821,PROD_SAVINGS,Savings Account,Active,2021-08-10,1
PROD-03816,CUST-01822,PROD_SAVINGS,Savings Account,Active,2023-11-15,1
PROD-03817,CUST-01822,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-05-25,1
PROD-03818,CUST-01823,PROD_SAVINGS,Savings Account,Active,2021-01-29,1
PROD-03819,CUST-01823,PROD_PERSONAL_LOAN,Personal Loan,Active,2023-07-30,1
PROD-03820,CUST-01824,PROD_SAVINGS,Savings Account,Active,2019-12-11,1
PROD-03821,CUST-01825,PROD_SAVINGS,Savings Account,Active,2024-05-26,1
PROD-03822,CUST-01825,PROD_AUTO_LOAN,Auto Loan,Active,2025-04-21,1
PROD-03823,CUST-01826,PROD_SAVINGS,Savings Account,Active,2020-07-07,1
PROD-03824,CUST-01827,PROD_SAVINGS,Savings Account,Active,2023-02-26,1
PROD-03825,CUST-01827,PROD_INVESTMENT,Investment Account,Closed,2025-09-19,0
PROD-03826,CUST-01828,PROD_SAVINGS,Savings Account,Active,2023-12-30,1
PROD-03827,CUST-01829,PROD_SAVINGS,Savings Account,Active,2024-03-11,1
PROD-03828,CUST-01830,PROD_SAVINGS,Savings Account,Active,2020-03-16,1
PROD-03829,CUST-01831,PROD_SAVINGS,Savings Account,Active,2018-03-19,1
PROD-03830,CUST-01832,PROD_SAVINGS,Savings Account,Active,2023-09-24,1
PROD-03831,CUST-01832,PROD_CREDIT_CARD,Credit Card,Active,2025-02-01,1
PROD-03832,CUST-01833,PROD_SAVINGS,Savings Account,Active,2023-04-13,1
PROD-03833,CUST-01834,PROD_SAVINGS,Savings Account,Active,2023-07-21,1
PROD-03834,CUST-01834,PROD_RETIREMENT,Retirement Account,Active,2025-03-07,1
PROD-03835,CUST-01835,PROD_SAVINGS,Savings Account,Active,2021-01-17,1
PROD-03836,CUST-01835,PROD_RETIREMENT,Retirement Account,Pending,2023-11-02,0
PROD-03837,CUST-01836,PROD_SAVINGS,Savings Account,Active,2019-06-05,1
PROD-03838,CUST-01836,PROD_AUTO_LOAN,Auto Loan,Active,2022-10-21,1
PROD-03839,CUST-01837,PROD_SAVINGS,Savings Account,Active,2020-08-03,1
PROD-03840,CUST-01837,PROD_AUTO_LOAN,Auto Loan,Closed,2022-06-17,0
PROD-03841,CUST-01837,PROD_MORTGAGE,Mortgage,Active,2023-11-05,1
PROD-03842,CUST-01838,PROD_SAVINGS,Savings Account,Active,2024-10-12,1
PROD-03843,CUST-01838,PROD_RETIREMENT,Retirement Account,Active,2025-01-15,1
PROD-03844,CUST-01839,PROD_SAVINGS,Savings Account,Active,2019-07-01,1
PROD-03845,CUST-01839,PROD_MORTGAGE,Mortgage,Active,2022-06-07,1
PROD-03846,CUST-01840,PROD_SAVINGS,Savings Account,Active,2022-05-17,1
PROD-03847,CUST-01840,PROD_MORTGAGE,Mortgage,Active,2022-09-05,1
PROD-03848,CUST-01841,PROD_SAVINGS,Savings Account,Active,2022-01-25,1
PROD-03849,CUST-01842,PROD_SAVINGS,Savings Account,Active,2023-05-31,1
PROD-03850,CUST-01842,PROD_CREDIT_CARD,Credit Card,Active,2024-11-22,1
PROD-03851,CUST-01842,PROD_AUTO_LOAN,Auto Loan,Active,2024-04-30,1
PROD-03852,CUST-01843,PROD_SAVINGS,Savings Account,Active,2020-09-05,1
PROD-03853,CUST-01843,PROD_INVESTMENT,Investment Account,Active,2024-04-26,1
PROD-03854,CUST-01844,PROD_SAVINGS,Savings Account,Active,2024-06-07,1
PROD-03855,CUST-01844,PROD_INVESTMENT,Investment Account,Active,2025-07-17,1
PROD-03856,CUST-01845,PROD_SAVINGS,Savings Account,Active,2020-08-22,1
PROD-03857,CUST-01845,PROD_RETIREMENT,Retirement Account,Active,2021-06-26,1
PROD-03858,CUST-01845,PROD_INVESTMENT,Investment Account,Active,2025-09-26,1
PROD-03859,CUST-01846,PROD_SAVINGS,Savings Account,Active,2021-10-09,1
PROD-03860,CUST-01846,PROD_PERSONAL_LOAN,Personal Loan,Closed,2024-01-29,0
PROD-03861,CUST-01846,PROD_AUTO_LOAN,Auto Loan,Pending,2023-02-19,0
PROD-03862,CUST-01846,PROD_INVESTMENT,Investment Account,Active,2025-05-29,1
PROD-03863,CUST-01847,PROD_SAVINGS,Savings Account,Active,2020-09-08,1
PROD-03864,CUST-01848,PROD_SAVINGS,Savings Account,Active,2023-10-24,1
PROD-03865,CUST-01848,PROD_AUTO_LOAN,Auto Loan,Active,2024-07-10,1
PROD-03866,CUST-01849,PROD_SAVINGS,Savings Account,Active,2018-11-02,1
PROD-03867,CUST-01850,PROD_SAVINGS,Savings Account,Active,2020-03-14,1
PROD-03868,CUST-01850,PROD_MORTGAGE,Mortgage,Active,2023-08-31,1
PROD-03869,CUST-01851,PROD_SAVINGS,Savings Account,Active,2019-02-27,1
PROD-03870,CUST-01851,PROD_RETIREMENT,Retirement Account,Active,2025-03-21,1
PROD-03871,CUST-01852,PROD_SAVINGS,Savings Account,Active,2019-04-10,1
PROD-03872,CUST-01852,PROD_AUTO_LOAN,Auto Loan,Active,2019-08-03,1
PROD-03873,CUST-01852,PROD_INVESTMENT,Investment Account,Active,2024-07-17,1
PROD-03874,CUST-01852,PROD_CREDIT_CARD,Credit Card,Closed,2025-10-05,0
PROD-03875,CUST-01853,PROD_SAVINGS,Savings Account,Active,2021-03-24,1
PROD-03876,CUST-01853,PROD_RETIREMENT,Retirement Account,Active,2022-12-12,1
PROD-03877,CUST-01854,PROD_SAVINGS,Savings Account,Active,2023-08-12,1
PROD-03878,CUST-01854,PROD_CREDIT_CARD,Credit Card,Active,2025-06-01,1
PROD-03879,CUST-01855,PROD_SAVINGS,Savings Account,Active,2024-04-26,1
PROD-03880,CUST-01855,PROD_PERSONAL_LOAN,Personal Loan,Active,2025-01-30,1
PROD-03881,CUST-01856,PROD_SAVINGS,Savings Account,Active,2022-06-19,1
PROD-03882,CUST-01857,PROD_SAVINGS,Savings Account,Active,2024-02-02,1
PROD-03883,CUST-01857,PROD_AUTO_LOAN,Auto Loan,Active,2024-09-07,1
PROD-03884,CUST-01857,PROD_MORTGAGE,Mortgage,Active,2025-02-20,1
PROD-03885,CUST-01857,PROD_RETIREMENT,Retirement Account,Active,2025-10-26,1
PROD-03886,CUST-01858,PROD_SAVINGS,Savings Account,Active,2022-01-04,1
PROD-03887,CUST-01858,PROD_RETIREMENT,Retirement Account,Active,2023-02-10,1
PROD-03888,CUST-01859,PROD_SAVINGS,Savings Account,Active,2021-09-06,1
PROD-03889,CUST-01859,PROD_PERSONAL_LOAN,Personal Loan,Churned,2021-09-18,0
PROD-03890,CUST-01860,PROD_SAVINGS,Savings Account,Active,2024-02-12,1
PROD-03891,CUST-01860,PROD_PERSONAL_LOAN,Personal Loan,Closed,2025-03-11,0
PROD-03892,CUST-01861,PROD_SAVINGS,Savings Account,Active,2021-02-15,1
PROD-03893,CUST-01861,PROD_AUTO_LOAN,Auto Loan,Active,2024-11-24,1
PROD-03894,CUST-01861,PROD_PERSONAL_LOAN,Personal Loan,Active,2024-12-01,1
PROD-03895,CUST-01862,PROD_SAVINGS,Savings Account,Active,2018-11-29,1
PROD-03896,CUST-01862,PROD_INVESTMENT,Investment Account,Closed,2019-12-24,0
PROD-03897,CUST-01862,PROD_RETIREMENT,Retirement Account,Active,2019-02-10,1
PROD-03898,CUST-01863,PROD_SAVINGS,Savings Account,Active,2023-02-05,1
PROD-03899,CUST-01863,PROD_MORTGAGE,Mortgage,Active,2023-06-22,1
PROD-03900,CUST-01864,PROD_SAVINGS,Savings Account,Active,2022-01-27,1
PROD-03901,CUST-01864,PROD_CREDIT_CARD,Credit Card,Active,2023-02-24,1
PROD-03902,CUST-01865,PROD_SAVINGS,Savings Account,Active,2024-07-27,1
