income_id,customer_id,monthly_income,annual_income,income_source,income_stability
INC-03969,CUST-03969,6891.36,82696.32,Salary,High
INC-03970,CUST-03970,5731.31,68775.72,Freelance,Medium
INC-03971,CUST-03971,6387.0,76644.0,Salary,High
INC-03972,CUST-03972,11733.9,140806.8,Salary,High
INC-03973,CUST-03973,21486.86,257842.32,Salary,High
INC-03974,CUST-03974,3219.91,38638.92,Salary,Medium
INC-03975,CUST-03975,4824.42,57893.04,Salary,Medium
INC-03976,CUST-03976,4904.52,58854.24,Freelance,Low
INC-03977,CUST-03977,6185.91,74230.92,Salary,Medium
INC-03978,CUST-03978,5450.32,65403.84,Pension/Government,High
INC-03979,CUST-03979,8089.77,97077.24,Investment,High
INC-03980,CUST-03980,3172.34,38068.08,Salary,Medium
INC-03981,CUST-03981,9482.22,113786.64,Salary,High
INC-03982,CUST-03982,5314.44,63773.28,Pension/Government,High
INC-03983,CUST-03983,1213.66,14563.92,Government Support,Low
INC-03984,CUST-03984,7540.58,90486.96,Salary,High
INC-03985,CUST-03985,7403.96,88847.52,Salary,High
INC-03986,CUST-03986,12438.83,149265.96,Salary,High
INC-03987,CUST-03987,5353.27,64239.24,Salary,High
INC-03988,CUST-03988,6069.41,72832.92,Salary,High
INC-03989,CUST-03989,9264.88,111178.56,Salary,High
INC-03990,CUST-03990,5039.02,60468.24,Salary,Medium
INC-03991,CUST-03991,1032.35,12388.2,Government Support,Low
INC-03992,CUST-03992,7193.11,86317.32,Salary,High
INC-03993,CUST-03993,13356.31,160275.72,Investment,High
INC-03994,CUST-03994,4309.55,51714.6,Pension/Government,High
INC-03995,CUST-03995,3925.99,47111.88,Salary,High
INC-03996,CUST-03996,7409.37,88912.44,Salary,High
INC-03997,CUST-03997,8887.1,106645.2,Salary,Medium
INC-03998,CUST-03998,4099.05,49188.6,Salary,High
INC-03999,CUST-03999,9330.63,111967.56,Salary,High
INC-04000,CUST-04000,6519.25,78231.0,Salary,Medium
INC-04001,CUST-04001,2561.58,30738.96,Pension/Government,High
INC-04002,CUST-04002,5975.53,71706.36,Salary,High
INC-04003,CUST-04003,9896.93,118763.16,Salary,High
INC-04004,CUST-04004,4603.48,55241.76,Salary,High
INC-04005,CUST-04005,10603.39,127240.68,Freelance,Medium
INC-04006,CUST-04006,9292.04,111504.48,Salary,High
INC-04007,CUST-04007,6898.64,82783.68,Salary,High
INC-04008,CUST-04008,7686.94,92243.28,Salary,High
INC-04009,CUST-04009,7242.19,86906.28,Salary,Medium
INC-04010,CUST-04010,11317.97,135815.64,Salary,Medium
INC-04011,CUST-04011,6591.45,79097.4,Salary,High
INC-04012,CUST-04012,3336.43,40037.16,Salary,Medium
INC-04013,CUST-04013,4079.02,48948.24,Investment,High
INC-04014,CUST-04014,5723.29,68679.48,Salary,Medium
INC-04015,CUST-04015,4794.43,57533.16,Salary,Medium
INC-04016,CUST-04016,3346.69,40160.28,Salary,High
INC-04017,CUST-04017,8395.46,100745.52,Salary,Medium
INC-04018,CUST-04018,7899.64,94795.68,Salary,High
INC-04019,CUST-04019,645.66,7747.92,Government Support,Low
INC-04020,CUST-04020,930.59,11167.08,Government Support,Low
INC-04021,CUST-04021,9013.26,108159.12,Freelance,Medium
INC-04022,CUST-04022,2393.21,28718.52,Salary,Medium
INC-04023,CUST-04023,5278.81,63345.72,Salary,High
INC-04024,CUST-04024,12490.9,149890.8,Business,Low
INC-04025,CUST-04025,9731.2,116774.4,Salary,Medium
INC-04026,CUST-04026,3762.18,45146.16,Salary,High
INC-04027,CUST-04027,11102.74,133232.88,Business,Low
INC-04028,CUST-04028,8633.79,103605.48,Investment,High
INC-04029,CUST-04029,5363.18,64358.16,Investment,High
INC-04030,CUST-04030,7790.99,93491.88,Salary,Medium
INC-04031,CUST-04031,5449.97,65399.64,Salary,High
INC-04032,CUST-04032,6163.46,73961.52,Investment,High
INC-04033,CUST-04033,11969.87,143638.44,Business,Low
INC-04034,CUST-04034,8488.37,101860.44,Salary,High
INC-04035,CUST-04035,2710.95,32531.4,Freelance,Medium
INC-04036,CUST-04036,6240.04,74880.48,Freelance,Medium
INC-04037,CUST-04037,5771.2,69254.4,Salary,High
INC-04038,CUST-04038,3181.31,38175.72,Salary,High
INC-04039,CUST-04039,5708.9,68506.8,Pension/Government,High
INC-04040,CUST-04040,7932.08,95184.96,Salary,High
INC-04041,CUST-04041,6414.29,76971.48,Salary,Medium
INC-04042,CUST-04042,2338.66,28063.92,Salary,Medium
INC-04043,CUST-04043,5473.08,65676.96,Salary,Medium
INC-04044,CUST-04044,11310.61,135727.32,Salary,High
INC-04045,CUST-04045,6025.54,72306.48,Freelance,Medium
INC-04046,CUST-04046,1505.46,18065.52,Family,Low
INC-04047,CUST-04047,4313.97,51767.64,Freelance,Low
INC-04048,CUST-04048,4798.95,57587.4,Salary,Medium
INC-04049,CUST-04049,4084.14,49009.68,Investment,High
INC-04050,CUST-04050,7474.41,89692.92,Salary,High
INC-04051,CUST-04051,3998.77,47985.24,Freelance,Medium
INC-04052,CUST-04052,5700.09,68401.08,Salary,High
INC-04053,CUST-04053,7134.63,85615.56,Salary,High
INC-04054,CUST-04054,7267.72,87212.64,Business,Low
INC-04055,CUST-04055,6544.07,78528.84,Salary,High
INC-04056,CUST-04056,6635.52,79626.24,Salary,High
INC-04057,CUST-04057,4099.69,49196.28,Salary,High
INC-04058,CUST-04058,1184.17,14210.04,Freelance,Medium
INC-04059,CUST-04059,2853.3,34239.6,Salary,High
INC-04060,CUST-04060,4997.98,59975.76,Salary,High
INC-04061,CUST-04061,4577.63,54931.56,Salary,High
INC-04062,CUST-04062,3134.19,37610.28,Salary,High
INC-04063,CUST-04063,4043.4,48520.8,Salary,High
INC-04064,CUST-04064,3448.03,41376.36,Salary,High
INC-04065,CUST-04065,5222.75,62673.0,Pension/Government,High
INC-04066,CUST-04066,5310.86,63730.32,Salary,High
INC-04067,CUST-04067,8171.99,98063.88,Salary,High
INC-04068,CUST-04068,7787.53,93450.36,Salary,High
INC-04069,CUST-04069,7834.39,94012.68,Salary,Medium
INC-04070,CUST-04070,5504.27,66051.24,Salary,Medium
INC-04071,CUST-04071,3994.46,47933.52,Salary,High
INC-04072,CUST-04072,8007.58,96090.96,Salary,High
INC-04073,CUST-04073,2693.37,32320.44,Pension/Government,High
INC-04074,CUST-04074,7230.01,86760.12,Salary,Medium
INC-04075,CUST-04075,2519.06,30228.72,Salary,High
INC-04076,CUST-04076,4174.97,50099.64,Salary,High
INC-04077,CUST-04077,6576.69,78920.28,Business,Medium
INC-04078,CUST-04078,5832.73,69992.76,Investment,High
INC-04079,CUST-04079,8270.35,99244.2,Salary,High
INC-04080,CUST-04080,3449.04,41388.48,Salary,High
INC-04081,CUST-04081,11458.06,137496.72,Salary,High
INC-04082,CUST-04082,4282.4,51388.8,Salary,Medium
INC-04083,CUST-04083,5155.99,61871.88,Investment,High
INC-04084,CUST-04084,1122.68,13472.16,Family,Low
INC-04085,CUST-04085,10789.48,129473.76,Salary,High
INC-04086,CUST-04086,3574.31,42891.72,Salary,High
INC-04087,CUST-04087,5178.0,62136.0,Salary,High
INC-04088,CUST-04088,6079.84,72958.08,Salary,Medium
INC-04089,CUST-04089,5360.84,64330.08,Business,Medium
INC-04090,CUST-04090,4173.4,50080.8,Salary,High
INC-04091,CUST-04091,8653.55,103842.6,Salary,Medium
INC-04092,CUST-04092,15294.51,183534.12,Salary,Medium
INC-04093,CUST-04093,1722.58,20670.96,Government Support,Low
INC-04094,CUST-04094,11506.87,138082.44,Salary,High
INC-04095,CUST-04095,4669.56,56034.72,Salary,High
INC-04096,CUST-04096,871.13,10453.56,Family,Low
INC-04097,CUST-04097,1391.42,16697.04,Government Support,Low
INC-04098,CUST-04098,7851.5,94218.0,Salary,Medium
INC-04099,CUST-04099,6699.66,80395.92,Salary,High
INC-04100,CUST-04100,9209.36,110512.32,Freelance,Low
INC-04101,CUST-04101,6696.2,80354.4,Business,Medium
INC-04102,CUST-04102,1292.84,15514.08,Freelance,Low
INC-04103,CUST-04103,7449.32,89391.84,Salary,High
INC-04104,CUST-04104,3497.51,41970.12,Salary,High
INC-04105,CUST-04105,7242.76,86913.12,Salary,High
INC-04106,CUST-04106,9464.34,113572.08,Salary,High
INC-04107,CUST-04107,2828.75,33945.0,Salary,High
INC-04108,CUST-04108,6308.89,75706.68,Salary,Medium
INC-04109,CUST-04109,2509.15,30109.8,Salary,High
INC-04110,CUST-04110,7446.73,89360.76,Salary,Medium
INC-04111,CUST-04111,6103.97,73247.64,Freelance,Medium
INC-04112,CUST-04112,4891.93,58703.16,Salary,Medium
INC-04113,CUST-04113,5326.25,63915.0,Salary,Medium
INC-04114,CUST-04114,6957.96,83495.52,Salary,Medium
INC-04115,CUST-04115,6306.2,75674.4,Salary,High
INC-04116,CUST-04116,2732.3,32787.6,Salary,High
INC-04117,CUST-04117,8797.03,105564.36,Freelance,Medium
INC-04118,CUST-04118,4427.9,53134.8,Salary,Medium
INC-04119,CUST-04119,5021.77,60261.24,Pension/Government,High
INC-04120,CUST-04120,12126.18,145514.16,Salary,High
INC-04121,CUST-04121,4688.17,56258.04,Salary,Medium
INC-04122,CUST-04122,6806.32,81675.84,Investment,High
INC-04123,CUST-04123,4777.89,57334.68,Salary,High
INC-04124,CUST-04124,4139.27,49671.24,Freelance,Low
INC-04125,CUST-04125,5628.77,67545.24,Salary,High
INC-04126,CUST-04126,5212.26,62547.12,Salary,High
INC-04127,CUST-04127,4404.29,52851.48,Investment,High
INC-04128,CUST-04128,6465.6,77587.2,Salary,High
INC-04129,CUST-04129,6170.03,74040.36,Salary,Medium
INC-04130,CUST-04130,4677.37,56128.44,Investment,High
INC-04131,CUST-04131,4269.96,51239.52,Pension/Government,High
INC-04132,CUST-04132,5741.33,68895.96,Salary,High
INC-04133,CUST-04133,4392.47,52709.64,Salary,High
INC-04134,CUST-04134,7428.16,89137.92,Investment,High
INC-04135,CUST-04135,5804.89,69658.68,Salary,High
INC-04136,CUST-04136,4088.59,49063.08,Pension/Government,High
INC-04137,CUST-04137,8006.94,96083.28,Salary,Medium
INC-04138,CUST-04138,11126.41,133516.92,Salary,High
INC-04139,CUST-04139,5348.64,64183.68,Salary,High
INC-04140,CUST-04140,7299.88,87598.56,Salary,High
INC-04141,CUST-04141,6066.34,72796.08,Salary,High
INC-04142,CUST-04142,8931.4,107176.8,Salary,Medium
INC-04143,CUST-04143,7077.6,84931.2,Salary,High
INC-04144,CUST-04144,7156.89,85882.68,Pension/Government,High
INC-04145,CUST-04145,6342.16,76105.92,Pension/Government,High
INC-04146,CUST-04146,9913.37,118960.44,Salary,High
INC-04147,CUST-04147,17397.95,208775.4,Salary,High
INC-04148,CUST-04148,6925.58,83106.96,Investment,Medium
INC-04149,CUST-04149,4705.48,56465.76,Salary,High
INC-04150,CUST-04150,4425.11,53101.32,Business,Medium
INC-04151,CUST-04151,912.46,10949.52,Government Support,Low
INC-04152,CUST-04152,5961.13,71533.56,Salary,High
INC-04153,CUST-04153,6800.56,81606.72,Pension/Government,High
INC-04154,CUST-04154,9274.54,111294.48,Salary,High
INC-04155,CUST-04155,6399.0,76788.0,Salary,High
INC-04156,CUST-04156,6558.16,78697.92,Salary,High
INC-04157,CUST-04157,5370.51,64446.12,Business,Low
INC-04158,CUST-04158,8626.9,103522.8,Salary,High
INC-04159,CUST-04159,5773.63,69283.56,Salary,Medium
INC-04160,CUST-04160,13288.56,159462.72,Salary,Medium
INC-04161,CUST-04161,3743.64,44923.68,Salary,Medium
INC-04162,CUST-04162,1546.46,18557.52,Government Support,Low
INC-04163,CUST-04163,3488.56,41862.72,Salary,High
INC-04164,CUST-04164,5161.03,61932.36,Salary,High
INC-04165,CUST-04165,7311.32,87735.84,Salary,High
INC-04166,CUST-04166,2805.15,33661.8,Salary,High
INC-04167,CUST-04167,5207.81,62493.72,Salary,High
INC-04168,CUST-04168,4308.92,51707.04,Salary,High
INC-04169,CUST-04169,13461.28,161535.36,Salary,Medium
INC-04170,CUST-04170,6085.72,73028.64,Salary,High
INC-04171,CUST-04171,2299.07,27588.84,Family,Low
INC-04172,CUST-04172,17800.26,213603.12,Salary,High
INC-04173,CUST-04173,4204.0,50448.0,Salary,High
INC-04174,CUST-04174,9660.22,115922.64,Salary,High
INC-04175,CUST-04175,2927.72,35132.64,Business,Medium
INC-04176,CUST-04176,5169.67,62036.04,Salary,High
INC-04177,CUST-04177,6398.21,76778.52,Salary,High
INC-04178,CUST-04178,5616.5,67398.0,Pension/Government,High
INC-04179,CUST-04179,4471.2,53654.4,Business,Low
INC-04180,CUST-04180,6550.22,78602.64,Salary,High
INC-04181,CUST-04181,5112.99,61355.88,Investment,High
INC-04182,CUST-04182,4076.73,48920.76,Salary,Medium
INC-04183,CUST-04183,6713.09,80557.08,Salary,High
INC-04184,CUST-04184,8014.89,96178.68,Salary,High
INC-04185,CUST-04185,9225.27,110703.24,Salary,High
INC-04186,CUST-04186,6572.84,78874.08,Salary,Medium
INC-04187,CUST-04187,8552.84,102634.08,Salary,High
INC-04188,CUST-04188,4225.33,50703.96,Salary,High
INC-04189,CUST-04189,4409.11,52909.32,Salary,High
INC-04190,CUST-04190,5680.97,68171.64,Salary,Medium
INC-04191,CUST-04191,8436.33,101235.96,Salary,High
INC-04192,CUST-04192,9765.47,117185.64,Business,Medium
INC-04193,CUST-04193,4049.2,48590.4,Salary,High
INC-04194,CUST-04194,6258.17,75098.04,Business,Medium
INC-04195,CUST-04195,5637.37,67648.44,Salary,High
INC-04196,CUST-04196,7844.49,94133.88,Salary,High
INC-04197,CUST-04197,5217.2,62606.4,Business,Low
INC-04198,CUST-04198,5901.84,70822.08,Pension/Government,High
INC-04199,CUST-04199,13841.25,166095.0,Salary,High
INC-04200,CUST-04200,12998.45,155981.4,Salary,High
INC-04201,CUST-04201,9608.43,115301.16,Salary,High
INC-04202,CUST-04202,1473.28,17679.36,Government Support,Low
INC-04203,CUST-04203,4445.96,53351.52,Salary,High
INC-04204,CUST-04204,684.55,8214.6,Freelance,Low
INC-04205,CUST-04205,3656.67,43880.04,Business,Medium
INC-04206,CUST-04206,5844.91,70138.92,Salary,Medium
INC-04207,CUST-04207,4554.99,54659.88,Salary,High
INC-04208,CUST-04208,4196.34,50356.08,Business,Low
INC-04209,CUST-04209,6413.73,76964.76,Salary,High
INC-04210,CUST-04210,8500.28,102003.36,Salary,High
INC-04211,CUST-04211,4445.02,53340.24,Salary,High
INC-04212,CUST-04212,9773.45,117281.4,Business,Low
INC-04213,CUST-04213,7174.85,86098.2,Salary,Medium
INC-04214,CUST-04214,7833.11,93997.32,Salary,High
INC-04215,CUST-04215,2580.21,30962.52,Salary,High
INC-04216,CUST-04216,6596.82,79161.84,Salary,High
INC-04217,CUST-04217,3336.35,40036.2,Salary,High
INC-04218,CUST-04218,13235.84,158830.08,Pension/Government,High
INC-04219,CUST-04219,3316.92,39803.04,Pension/Government,High
INC-04220,CUST-04220,5743.62,68923.44,Salary,High
INC-04221,CUST-04221,5455.08,65460.96,Salary,High
INC-04222,CUST-04222,12636.41,151636.92,Salary,High
INC-04223,CUST-04223,1035.53,12426.36,Government Support,Low
INC-04224,CUST-04224,5234.51,62814.12,Salary,Medium
INC-04225,CUST-04225,1139.09,13669.08,Government Support,Low
INC-04226,CUST-04226,8280.79,99369.48,Salary,High
INC-04227,CUST-04227,1368.96,16427.52,Government Support,Low
INC-04228,CUST-04228,5988.53,71862.36,Freelance,Medium
INC-04229,CUST-04229,3732.62,44791.44,Salary,Medium
INC-04230,CUST-04230,3536.02,42432.24,Salary,High
INC-04231,CUST-04231,1220.81,14649.72,Government Support,Low
INC-04232,CUST-04232,4257.23,51086.76,Salary,High
INC-04233,CUST-04233,7229.72,86756.64,Salary,Medium
INC-04234,CUST-04234,2985.86,35830.32,Investment,High
INC-04235,CUST-04235,10536.4,126436.8,Salary,High
INC-04236,CUST-04236,4796.56,57558.72,Salary,High
INC-04237,CUST-04237,7622.67,91472.04,Investment,High
INC-04238,CUST-04238,4058.01,48696.12,Salary,High
INC-04239,CUST-04239,6441.94,77303.28,Salary,High
INC-04240,CUST-04240,7145.34,85744.08,Business,Medium
INC-04241,CUST-04241,8689.99,104279.88,Salary,High
INC-04242,CUST-04242,4374.08,52488.96,Salary,High
INC-04243,CUST-04243,4347.07,52164.84,Salary,High
INC-04244,CUST-04244,4577.04,54924.48,Pension/Government,High
INC-04245,CUST-04245,908.1,10897.2,Freelance,Low
INC-04246,CUST-04246,6353.32,76239.84,Salary,High
INC-04247,CUST-04247,6272.99,75275.88,Salary,High
INC-04248,CUST-04248,997.01,11964.12,Freelance,Low
INC-04249,CUST-04249,6975.31,83703.72,Business,Medium
INC-04250,CUST-04250,9875.98,118511.76,Salary,High
INC-04251,CUST-04251,9774.51,117294.12,Salary,High
INC-04252,CUST-04252,2639.84,31678.08,Salary,High
INC-04253,CUST-04253,3173.25,38079.0,Business,Medium
INC-04254,CUST-04254,6563.43,78761.16,Salary,High
INC-04255,CUST-04255,7721.27,92655.24,Business,Medium
INC-04256,CUST-04256,5362.85,64354.2,Salary,High
INC-04257,CUST-04257,8509.05,102108.6,Freelance,Low
INC-04258,CUST-04258,3529.51,42354.12,Salary,High
INC-04259,CUST-04259,5153.18,61838.16,Pension/Government,High
INC-04260,CUST-04260,7612.88,91354.56,Salary,Medium
INC-04261,CUST-04261,3166.85,38002.2,Salary,Medium
INC-04262,CUST-04262,4220.73,50648.76,Salary,High
INC-04263,CUST-04263,8531.99,102383.88,Salary,Medium
INC-04264,CUST-04264,10424.64,125095.68,Salary,Medium
INC-04265,CUST-04265,3325.36,39904.32,Salary,High
INC-04266,CUST-04266,6004.73,72056.76,Salary,High
INC-04267,CUST-04267,5521.38,66256.56,Salary,High
INC-04268,CUST-04268,6582.4,78988.8,Salary,High
INC-04269,CUST-04269,6884.91,82618.92,Salary,High
INC-04270,CUST-04270,6119.18,73430.16,Salary,High
INC-04271,CUST-04271,6521.04,78252.48,Salary,High
INC-04272,CUST-04272,3364.96,40379.52,Salary,High
INC-04273,CUST-04273,4961.34,59536.08,Salary,High
INC-04274,CUST-04274,4516.0,54192.0,Salary,High
INC-04275,CUST-04275,10286.8,123441.6,Salary,High
INC-04276,CUST-04276,2733.9,32806.8,Salary,High
INC-04277,CUST-04277,6821.3,81855.6,Business,Low
INC-04278,CUST-04278,8949.83,107397.96,Salary,High
INC-04279,CUST-04279,7753.88,93046.56,Salary,High
INC-04280,CUST-04280,2397.21,28766.52,Investment,High
INC-04281,CUST-04281,7200.16,86401.92,Salary,High
INC-04282,CUST-04282,9107.7,109292.4,Pension/Government,High
INC-04283,CUST-04283,5562.33,66747.96,Salary,High
INC-04284,CUST-04284,8953.1,107437.2,Investment,High
INC-04285,CUST-04285,6862.01,82344.12,Salary,High
INC-04286,CUST-04286,8752.94,105035.28,Salary,High
INC-04287,CUST-04287,10672.07,128064.84,Salary,High
INC-04288,CUST-04288,9130.76,109569.12,Freelance,Low
INC-04289,CUST-04289,1722.37,20668.44,Family,Low
INC-04290,CUST-04290,2230.0,26760.0,Government Support,Low
INC-04291,CUST-04291,10964.54,131574.48,Salary,High
INC-04292,CUST-04292,3915.18,46982.16,Freelance,Medium
INC-04293,CUST-04293,5829.17,69950.04,Salary,High
INC-04294,CUST-04294,10440.27,125283.24,Salary,High
INC-04295,CUST-04295,6140.09,73681.08,Salary,High
INC-04296,CUST-04296,8105.31,97263.72,Salary,Medium
INC-04297,CUST-04297,2054.53,24654.36,Salary,High
INC-04298,CUST-04298,12896.88,154762.56,Pension/Government,High
INC-04299,CUST-04299,8405.93,100871.16,Freelance,Low
INC-04300,CUST-04300,7251.06,87012.72,Investment,High
INC-04301,CUST-04301,6048.23,72578.76,Investment,High
INC-04302,CUST-04302,3983.71,47804.52,Pension/Government,High
INC-04303,CUST-04303,7693.57,92322.84,Salary,Medium
INC-04304,CUST-04304,6753.66,81043.92,Freelance,Low
INC-04305,CUST-04305,11813.48,141761.76,Salary,High
INC-04306,CUST-04306,2900.05,34800.6,Salary,Medium
INC-04307,CUST-04307,8119.25,97431.0,Salary,High
INC-04308,CUST-04308,4609.64,55315.68,Pension/Government,High
INC-04309,CUST-04309,9720.06,116640.72,Salary,High
INC-04310,CUST-04310,9567.34,114808.08,Business,Medium
INC-04311,CUST-04311,6056.25,72675.0,Business,Medium
INC-04312,CUST-04312,2030.67,24368.04,Government Support,Low
INC-04313,CUST-04313,7522.15,90265.8,Salary,High
INC-04314,CUST-04314,8670.6,104047.2,Pension/Government,High
INC-04315,CUST-04315,748.85,8986.2,Government Support,Low
INC-04316,CUST-04316,1004.65,12055.8,Family,Low
INC-04317,CUST-04317,3976.56,47718.72,Salary,High
INC-04318,CUST-04318,3202.8,38433.6,Salary,High
INC-04319,CUST-04319,3888.42,46661.04,Freelance,Medium
INC-04320,CUST-04320,6408.86,76906.32,Salary,High
INC-04321,CUST-04321,3326.79,39921.48,Salary,High
INC-04322,CUST-04322,4791.49,57497.88,Business,Medium
INC-04323,CUST-04323,5672.21,68066.52,Salary,Medium
INC-04324,CUST-04324,7779.52,93354.24,Freelance,Medium
INC-04325,CUST-04325,7707.67,92492.04,Salary,Medium
INC-04326,CUST-04326,11548.13,138577.56,Salary,High
INC-04327,CUST-04327,5896.25,70755.0,Salary,High
INC-04328,CUST-04328,6937.01,83244.12,Salary,High
INC-04329,CUST-04329,3345.7,40148.4,Salary,High
INC-04330,CUST-04330,4917.01,59004.12,Salary,High
INC-04331,CUST-04331,5049.94,60599.28,Salary,High
INC-04332,CUST-04332,1003.06,12036.72,Government Support,Medium
INC-04333,CUST-04333,8180.91,98170.92,Salary,High
INC-04334,CUST-04334,3806.6,45679.2,Salary,High
INC-04335,CUST-04335,6245.47,74945.64,Salary,High
INC-04336,CUST-04336,8095.16,97141.92,Business,Low
INC-04337,CUST-04337,2776.98,33323.76,Investment,High
INC-04338,CUST-04338,3181.85,38182.2,Investment,High
INC-04339,CUST-04339,7261.28,87135.36,Freelance,Medium
INC-04340,CUST-04340,13692.43,164309.16,Salary,High
INC-04341,CUST-04341,3612.59,43351.08,Salary,High
INC-04342,CUST-04342,5687.1,68245.2,Salary,High
INC-04343,CUST-04343,7472.22,89666.64,Salary,Medium
INC-04344,CUST-04344,5388.9,64666.8,Pension/Government,High
INC-04345,CUST-04345,5279.56,63354.72,Salary,High
INC-04346,CUST-04346,5031.73,60380.76,Pension/Government,High
INC-04347,CUST-04347,4697.32,56367.84,Salary,Medium
INC-04348,CUST-04348,9822.6,117871.2,Salary,High
INC-04349,CUST-04349,7627.24,91526.88,Pension/Government,High
INC-04350,CUST-04350,6867.51,82410.12,Salary,High
INC-04351,CUST-04351,5277.6,63331.2,Salary,High
INC-04352,CUST-04352,711.73,8540.76,Government Support,Low
INC-04353,CUST-04353,9129.0,109548.0,Salary,Medium
INC-04354,CUST-04354,1079.91,12958.92,Government Support,Low
INC-04355,CUST-04355,2686.42,32237.04,Salary,Medium
INC-04356,CUST-04356,4863.23,58358.76,Salary,High
INC-04357,CUST-04357,7339.48,88073.76,Salary,Medium
INC-04358,CUST-04358,2478.18,29738.16,Pension/Government,High
INC-04359,CUST-04359,9858.1,118297.2,Salary,Medium
INC-04360,CUST-04360,6103.59,73243.08,Salary,Medium
INC-04361,CUST-04361,4937.03,59244.36,Salary,High
INC-04362,CUST-04362,3677.13,44125.56,Pension/Government,High
INC-04363,CUST-04363,4896.15,58753.8,Pension/Government,High
INC-04364,CUST-04364,2790.68,33488.16,Salary,High
INC-04365,CUST-04365,2067.63,24811.56,Salary,Medium
INC-04366,CUST-04366,11902.81,142833.72,Business,Low
INC-04367,CUST-04367,4158.62,49903.44,Salary,High
INC-04368,CUST-04368,4792.51,57510.12,Salary,Medium
INC-04369,CUST-04369,3732.48,44789.76,Salary,Medium
INC-04370,CUST-04370,4106.44,49277.28,Investment,High
INC-04371,CUST-04371,6229.48,74753.76,Salary,High
INC-04372,CUST-04372,6514.04,78168.48,Freelance,Medium
INC-04373,CUST-04373,10269.72,123236.64,Salary,High
INC-04374,CUST-04374,7809.54,93714.48,Business,Medium
INC-04375,CUST-04375,8214.54,98574.48,Salary,High
INC-04376,CUST-04376,4784.41,57412.92,Salary,High
INC-04377,CUST-04377,695.97,8351.64,Government Support,Low
INC-04378,CUST-04378,4837.73,58052.76,Salary,Medium
INC-04379,CUST-04379,5179.37,62152.44,Salary,High
INC-04380,CUST-04380,8928.13,107137.56,Pension/Government,High
INC-04381,CUST-04381,3960.44,47525.28,Salary,High
INC-04382,CUST-04382,2822.19,33866.28,Salary,High
INC-04383,CUST-04383,7602.0,91224.0,Salary,High
INC-04384,CUST-04384,12307.07,147684.84,Investment,High
INC-04385,CUST-04385,3801.88,45622.56,Salary,Medium
INC-04386,CUST-04386,5338.41,64060.92,Salary,Medium
INC-04387,CUST-04387,7445.97,89351.64,Salary,Medium
INC-04388,CUST-04388,10217.47,122609.64,Salary,High
INC-04389,CUST-04389,3376.03,40512.36,Salary,High
INC-04390,CUST-04390,787.43,9449.16,Freelance,Low
INC-04391,CUST-04391,3944.99,47339.88,Salary,High
INC-04392,CUST-04392,9862.87,118354.44,Salary,High
INC-04393,CUST-04393,9580.91,114970.92,Salary,High
INC-04394,CUST-04394,5011.76,60141.12,Pension/Government,High
INC-04395,CUST-04395,3251.29,39015.48,Salary,High
INC-04396,CUST-04396,4058.19,48698.28,Salary,Medium
INC-04397,CUST-04397,8884.65,106615.8,Freelance,Medium
INC-04398,CUST-04398,5835.36,70024.32,Salary,High
INC-04399,CUST-04399,4643.78,55725.36,Salary,High
INC-04400,CUST-04400,8396.06,100752.72,Salary,High
INC-04401,CUST-04401,7788.73,93464.76,Pension/Government,High
INC-04402,CUST-04402,2151.18,25814.16,Government Support,Low
INC-04403,CUST-04403,7838.77,94065.24,Salary,Medium
INC-04404,CUST-04404,985.34,11824.08,Government Support,Low
INC-04405,CUST-04405,6180.95,74171.4,Salary,Medium
INC-04406,CUST-04406,7031.59,84379.08,Salary,High
INC-04407,CUST-04407,4591.37,55096.44,Investment,High
INC-04408,CUST-04408,5511.86,66142.32,Pension/Government,High
INC-04409,CUST-04409,4883.84,58606.08,Pension/Government,High
INC-04410,CUST-04410,3792.76,45513.12,Business,Low
INC-04411,CUST-04411,9994.83,119937.96,Salary,Medium
INC-04412,CUST-04412,8102.5,97230.0,Salary,High
INC-04413,CUST-04413,3739.58,44874.96,Salary,High
INC-04414,CUST-04414,4199.96,50399.52,Salary,Medium
INC-04415,CUST-04415,4908.41,58900.92,Salary,High
INC-04416,CUST-04416,4735.05,56820.6,Salary,Medium
INC-04417,CUST-04417,1591.29,19095.48,Family,Low
INC-04418,CUST-04418,2921.28,35055.36,Pension/Government,High
INC-04419,CUST-04419,868.64,10423.68,Freelance,Low
INC-04420,CUST-04420,4860.06,58320.72,Salary,Medium
INC-04421,CUST-04421,5981.35,71776.2,Freelance,Medium
INC-04422,CUST-04422,10327.15,123925.8,Salary,High
INC-04423,CUST-04423,6746.55,80958.6,Salary,High
INC-04424,CUST-04424,8661.19,103934.28,Salary,High
INC-04425,CUST-04425,13815.31,165783.72,Freelance,Low
INC-04426,CUST-04426,3203.24,38438.88,Freelance,Medium
INC-04427,CUST-04427,7658.1,91897.2,Business,Medium
INC-04428,CUST-04428,2849.31,34191.72,Pension/Government,High
INC-04429,CUST-04429,3060.33,36723.96,Salary,Medium
INC-04430,CUST-04430,5951.67,71420.04,Salary,Medium
INC-04431,CUST-04431,6678.5,80142.0,Salary,High
INC-04432,CUST-04432,8439.36,101272.32,Salary,High
INC-04433,CUST-04433,6782.62,81391.44,Freelance,Medium
INC-04434,CUST-04434,3802.88,45634.56,Salary,High
INC-04435,CUST-04435,5682.54,68190.48,Salary,High
