savings_id,customer_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status
SAV-02525,CUST-02525,864.53,47242.93,0.1566,Fully Funded
SAV-02526,CUST-02526,2137.22,31503.33,0.2177,Partially Funded
SAV-02527,CUST-02527,823.89,35993.5,0.1852,Fully Funded
SAV-02528,CUST-02528,1218.94,83802.7,0.2093,Fully Funded
SAV-02529,CUST-02529,733.0,55683.47,0.1832,Fully Funded
SAV-02530,CUST-02530,534.93,16862.52,0.1685,Fully Funded
SAV-02531,CUST-02531,902.2,42163.74,0.1579,Fully Funded
SAV-02532,CUST-02532,1537.4,96291.97,0.1682,Fully Funded
SAV-02533,CUST-02533,1156.31,113511.31,0.1447,Fully Funded
SAV-02534,CUST-02534,629.81,36246.45,0.1696,Fully Funded
SAV-02535,CUST-02535,1040.49,51069.36,0.1985,Fully Funded
SAV-02536,CUST-02536,82.41,4145.21,0.1187,Fully Funded
SAV-02537,CUST-02537,317.17,17684.71,0.1001,Fully Funded
SAV-02538,CUST-02538,681.89,28227.42,0.1088,Fully Funded
SAV-02539,CUST-02539,1592.09,47500.35,0.218,Fully Funded
SAV-02540,CUST-02540,411.95,24232.63,0.1409,Fully Funded
SAV-02541,CUST-02541,2182.9,82446.27,0.2426,Fully Funded
SAV-02542,CUST-02542,161.33,10864.26,0.1749,Fully Funded
SAV-02543,CUST-02543,1280.12,84981.88,0.1289,Fully Funded
SAV-02544,CUST-02544,1174.63,73160.24,0.1817,Fully Funded
SAV-02545,CUST-02545,674.28,18534.81,0.1552,Partially Funded
SAV-02546,CUST-02546,798.64,30778.51,0.1128,Partially Funded
SAV-02547,CUST-02547,1242.84,79850.46,0.1339,Fully Funded
SAV-02548,CUST-02548,1065.66,39034.95,0.2018,Fully Funded
SAV-02549,CUST-02549,1581.92,23703.76,0.1773,Partially Funded
SAV-02550,CUST-02550,1184.41,41340.98,0.1622,Fully Funded
SAV-02551,CUST-02551,509.3,48622.15,0.1364,Fully Funded
SAV-02552,CUST-02552,677.83,33550.94,0.1648,Fully Funded
SAV-02553,CUST-02553,489.84,7855.79,0.1251,Low
SAV-02554,CUST-02554,641.88,27665.8,0.1137,Fully Funded
SAV-02555,CUST-02555,777.38,42541.48,0.1892,Fully Funded
SAV-02556,CUST-02556,879.6,29428.67,0.1093,Partially Funded
SAV-02557,CUST-02557,712.83,33827.77,0.1266,Fully Funded
SAV-02558,CUST-02558,942.2,77043.73,0.1791,Fully Funded
SAV-02559,CUST-02559,1911.41,58390.25,0.1859,Fully Funded
SAV-02560,CUST-02560,1392.08,44407.64,0.149,Fully Funded
SAV-02561,CUST-02561,644.67,21277.69,0.117,Partially Funded
SAV-02562,CUST-02562,421.18,10517.73,0.1306,Partially Funded
SAV-02563,CUST-02563,1032.96,80112.76,0.2205,Fully Funded
SAV-02564,CUST-02564,1285.9,85161.93,0.187,Fully Funded
SAV-02565,CUST-02565,1242.49,91072.17,0.1481,Fully Funded
SAV-02566,CUST-02566,889.86,52023.48,0.2412,Fully Funded
SAV-02567,CUST-02567,268.32,15481.71,0.0869,Partially Funded
SAV-02568,CUST-02568,2393.01,69944.53,0.1749,Fully Funded
SAV-02569,CUST-02569,1961.78,132985.99,0.2062,Fully Funded
SAV-02570,CUST-02570,3315.83,168478.62,0.1639,Fully Funded
SAV-02571,CUST-02571,790.22,38807.52,0.1987,Fully Funded
SAV-02572,CUST-02572,1671.96,68464.65,0.2315,Fully Funded
SAV-02573,CUST-02573,2892.03,51965.32,0.1972,Partially Funded
SAV-02574,CUST-02574,2525.63,55779.43,0.1909,Fully Funded
SAV-02575,CUST-02575,888.62,92817.33,0.128,Fully Funded
SAV-02576,CUST-02576,960.05,29496.79,0.1349,Partially Funded
SAV-02577,CUST-02577,2619.48,246539.92,0.2795,Fully Funded
SAV-02578,CUST-02578,1015.77,108708.84,0.1514,Fully Funded
SAV-02579,CUST-02579,826.93,49794.99,0.1183,Fully Funded
SAV-02580,CUST-02580,1553.38,96537.11,0.1911,Fully Funded
SAV-02581,CUST-02581,494.42,35119.04,0.0648,Partially Funded
SAV-02582,CUST-02582,887.95,65459.38,0.2573,Fully Funded
SAV-02583,CUST-02583,1748.08,34122.7,0.1736,Partially Funded
SAV-02584,CUST-02584,476.02,21739.41,0.093,Partially Funded
SAV-02585,CUST-02585,196.07,10967.21,0.2261,Fully Funded
SAV-02586,CUST-02586,389.7,20986.2,0.0797,Partially Funded
SAV-02587,CUST-02587,454.98,11000.12,0.1501,Partially Funded
SAV-02588,CUST-02588,674.02,38555.97,0.1434,Fully Funded
SAV-02589,CUST-02589,1162.65,118845.76,0.2592,Fully Funded
SAV-02590,CUST-02590,1715.44,61907.98,0.1824,Fully Funded
SAV-02591,CUST-02591,1391.82,26748.21,0.2084,Fully Funded
SAV-02592,CUST-02592,661.04,9677.46,0.1397,Low
SAV-02593,CUST-02593,1374.32,12269.15,0.1753,Low
SAV-02594,CUST-02594,719.37,16114.56,0.1225,Partially Funded
SAV-02595,CUST-02595,852.88,18302.73,0.1807,Partially Funded
SAV-02596,CUST-02596,297.03,18406.79,0.2455,Fully Funded
SAV-02597,CUST-02597,380.36,10853.93,0.15,Fully Funded
SAV-02598,CUST-02598,1300.93,153819.15,0.1496,Fully Funded
SAV-02599,CUST-02599,848.1,13594.23,0.1115,Low
SAV-02600,CUST-02600,737.17,13747.95,0.1147,Low
SAV-02601,CUST-02601,806.88,58112.56,0.1548,Fully Funded
SAV-02602,CUST-02602,906.05,44756.13,0.1513,Fully Funded
SAV-02603,CUST-02603,721.91,53341.62,0.0868,Fully Funded
SAV-02604,CUST-02604,595.42,51092.11,0.2061,Fully Funded
SAV-02605,CUST-02605,275.2,6262.43,0.2101,Fully Funded
SAV-02606,CUST-02606,272.34,19755.75,0.0783,Fully Funded
SAV-02607,CUST-02607,1390.21,33035.54,0.2145,Fully Funded
SAV-02608,CUST-02608,1715.42,86229.04,0.1821,Fully Funded
SAV-02609,CUST-02609,1377.85,109698.36,0.1732,Fully Funded
SAV-02610,CUST-02610,407.09,6975.42,0.0888,Low
SAV-02611,CUST-02611,1071.21,87407.71,0.1568,Fully Funded
SAV-02612,CUST-02612,859.38,103660.21,0.1757,Fully Funded
SAV-02613,CUST-02613,741.77,29860.06,0.1916,Fully Funded
SAV-02614,CUST-02614,156.03,13327.58,0.086,Fully Funded
SAV-02615,CUST-02615,3547.6,68820.51,0.1711,Partially Funded
SAV-02616,CUST-02616,379.52,28452.55,0.2512,Fully Funded
SAV-02617,CUST-02617,462.67,22477.07,0.0665,Partially Funded
SAV-02618,CUST-02618,747.41,52734.28,0.1484,Fully Funded
SAV-02619,CUST-02619,1970.23,63938.75,0.1684,Fully Funded
SAV-02620,CUST-02620,1021.44,20593.44,0.0922,Low
SAV-02621,CUST-02621,961.34,41447.32,0.1398,Fully Funded
SAV-02622,CUST-02622,1234.35,49450.32,0.2176,Fully Funded
SAV-02623,CUST-02623,538.53,21583.64,0.1448,Fully Funded
SAV-02624,CUST-02624,1672.79,182423.37,0.2995,Fully Funded
SAV-02625,CUST-02625,504.3,43587.63,0.1,Fully Funded
SAV-02626,CUST-02626,594.0,48726.65,0.1613,Fully Funded
SAV-02627,CUST-02627,765.72,30958.26,0.1406,Fully Funded
SAV-02628,CUST-02628,1331.44,24208.03,0.1999,Partially Funded
SAV-02629,CUST-02629,2357.44,155203.02,0.2277,Fully Funded
SAV-02630,CUST-02630,1997.2,120170.44,0.0886,Fully Funded
SAV-02631,CUST-02631,503.25,18149.42,0.1416,Fully Funded
SAV-02632,CUST-02632,935.02,21079.84,0.1704,Partially Funded
SAV-02633,CUST-02633,204.51,4297.97,0.1312,Partially Funded
SAV-02634,CUST-02634,1880.67,137399.39,0.2125,Fully Funded
SAV-02635,CUST-02635,1285.13,34352.82,0.146,Partially Funded
SAV-02636,CUST-02636,1069.62,120103.21,0.1665,Fully Funded
SAV-02637,CUST-02637,281.97,25331.84,0.0809,Fully Funded
SAV-02638,CUST-02638,953.41,46578.58,0.1402,Fully Funded
SAV-02639,CUST-02639,1076.39,65716.69,0.1263,Fully Funded
SAV-02640,CUST-02640,530.31,36466.48,0.2008,Fully Funded
SAV-02641,CUST-02641,2096.25,134459.55,0.1359,Fully Funded
SAV-02642,CUST-02642,871.02,19922.99,0.1335,Partially Funded
SAV-02643,CUST-02643,1413.47,71200.65,0.1563,Fully Funded
SAV-02644,CUST-02644,1419.19,115008.5,0.1639,Fully Funded
SAV-02645,CUST-02645,364.61,24222.19,0.0697,Partially Funded
SAV-02646,CUST-02646,1737.81,80868.07,0.1656,Fully Funded
SAV-02647,CUST-02647,1436.78,37197.03,0.2084,Fully Funded
SAV-02648,CUST-02648,360.55,26998.09,0.1909,Fully Funded
SAV-02649,CUST-02649,682.15,48934.21,0.1254,Fully Funded
SAV-02650,CUST-02650,1107.67,72484.05,0.1528,Fully Funded
SAV-02651,CUST-02651,1223.33,90441.62,0.1573,Fully Funded
SAV-02652,CUST-02652,1690.7,53142.72,0.1922,Fully Funded
SAV-02653,CUST-02653,369.14,22673.31,0.1122,Fully Funded
SAV-02654,CUST-02654,202.85,3436.25,0.1801,Partially Funded
SAV-02655,CUST-02655,948.23,49432.68,0.2475,Fully Funded
SAV-02656,CUST-02656,1042.4,93930.51,0.1584,Fully Funded
SAV-02657,CUST-02657,289.73,28044.18,0.0894,Fully Funded
SAV-02658,CUST-02658,1920.04,50425.32,0.1708,Fully Funded
SAV-02659,CUST-02659,1327.17,60257.58,0.1825,Fully Funded
SAV-02660,CUST-02660,850.49,95358.22,0.1484,Fully Funded
SAV-02661,CUST-02661,1088.02,41305.99,0.2354,Fully Funded
SAV-02662,CUST-02662,1345.47,48190.66,0.1429,Fully Funded
SAV-02663,CUST-02663,1028.46,65444.58,0.1627,Fully Funded
SAV-02664,CUST-02664,508.92,32628.7,0.0809,Partially Funded
SAV-02665,CUST-02665,609.96,36216.46,0.1453,Fully Funded
SAV-02666,CUST-02666,450.26,8657.64,0.2194,Fully Funded
SAV-02667,CUST-02667,864.5,39366.12,0.2411,Fully Funded
SAV-02668,CUST-02668,505.96,33934.54,0.1071,Fully Funded
SAV-02669,CUST-02669,469.09,21116.31,0.1152,Fully Funded
SAV-02670,CUST-02670,701.12,24270.03,0.1036,Partially Funded
SAV-02671,CUST-02671,1310.26,44733.02,0.2597,Fully Funded
SAV-02672,CUST-02672,1211.63,65479.41,0.2235,Fully Funded
SAV-02673,CUST-02673,694.91,10622.76,0.1065,Low
SAV-02674,CUST-02674,855.83,29139.74,0.2128,Fully Funded
SAV-02675,CUST-02675,1064.3,79861.72,0.093,Fully Funded
SAV-02676,CUST-02676,1802.82,118512.44,0.148,Fully Funded
SAV-02677,CUST-02677,1101.85,27287.65,0.1285,Partially Funded
SAV-02678,CUST-02678,3132.0,143261.55,0.2127,Fully Funded
SAV-02679,CUST-02679,505.48,34969.36,0.1208,Fully Funded
SAV-02680,CUST-02680,1369.28,112384.04,0.1322,Fully Funded
SAV-02681,CUST-02681,2505.75,75524.58,0.2316,Fully Funded
SAV-02682,CUST-02682,507.57,42360.16,0.1185,Fully Funded
SAV-02683,CUST-02683,703.27,26861.21,0.1547,Fully Funded
SAV-02684,CUST-02684,1127.9,31091.26,0.253,Fully Funded
SAV-02685,CUST-02685,1926.03,81095.54,0.1653,Fully Funded
SAV-02686,CUST-02686,853.56,64468.28,0.0973,Fully Funded
SAV-02687,CUST-02687,956.16,35170.82,0.2064,Fully Funded
SAV-02688,CUST-02688,257.89,16820.96,0.0934,Fully Funded
SAV-02689,CUST-02689,1360.89,12040.98,0.1542,Low
SAV-02690,CUST-02690,49.85,7198.46,0.0802,Fully Funded
SAV-02691,CUST-02691,2679.49,203443.13,0.2148,Fully Funded
SAV-02692,CUST-02692,784.17,23074.97,0.1755,Fully Funded
SAV-02693,CUST-02693,85.95,8870.88,0.0674,Fully Funded
SAV-02694,CUST-02694,319.65,9324.02,0.0728,Low
SAV-02695,CUST-02695,676.87,14643.99,0.2419,Fully Funded
SAV-02696,CUST-02696,810.99,22320.05,0.2111,Fully Funded
SAV-02697,CUST-02697,3448.07,64547.39,0.2941,Fully Funded
SAV-02698,CUST-02698,96.67,2984.15,0.089,Partially Funded
SAV-02699,CUST-02699,429.44,25791.06,0.1117,Fully Funded
SAV-02700,CUST-02700,1543.67,43440.18,0.2096,Fully Funded
SAV-02701,CUST-02701,580.45,53783.57,0.1483,Fully Funded
SAV-02702,CUST-02702,266.15,8057.0,0.098,Partially Funded
SAV-02703,CUST-02703,600.7,33303.36,0.0944,Fully Funded
SAV-02704,CUST-02704,873.71,39823.9,0.1155,Fully Funded
SAV-02705,CUST-02705,487.7,19407.23,0.1045,Partially Funded
SAV-02706,CUST-02706,1109.84,52363.46,0.1996,Fully Funded
SAV-02707,CUST-02707,1368.36,26163.47,0.2526,Fully Funded
SAV-02708,CUST-02708,2148.34,113505.19,0.1714,Fully Funded
SAV-02709,CUST-02709,559.0,38030.65,0.109,Fully Funded
SAV-02710,CUST-02710,788.52,65980.58,0.2079,Fully Funded
SAV-02711,CUST-02711,1241.15,80364.8,0.1381,Fully Funded
SAV-02712,CUST-02712,1031.74,33723.83,0.1206,Partially Funded
SAV-02713,CUST-02713,682.73,32268.76,0.1436,Fully Funded
SAV-02714,CUST-02714,1228.05,59858.27,0.2118,Fully Funded
SAV-02715,CUST-02715,446.92,41696.4,0.0782,Fully Funded
SAV-02716,CUST-02716,695.04,36888.12,0.1333,Fully Funded
SAV-02717,CUST-02717,1230.44,53912.97,0.1758,Fully Funded
SAV-02718,CUST-02718,2038.07,88419.61,0.1426,Fully Funded
SAV-02719,CUST-02719,1001.77,21661.78,0.109,Partially Funded
SAV-02720,CUST-02720,689.7,26920.99,0.1458,Fully Funded
SAV-02721,CUST-02721,1259.81,93969.98,0.1825,Fully Funded
SAV-02722,CUST-02722,2250.04,90677.58,0.2668,Fully Funded
SAV-02723,CUST-02723,478.81,26055.39,0.0999,Fully Funded
SAV-02724,CUST-02724,1821.05,44332.06,0.2577,Fully Funded
SAV-02725,CUST-02725,429.57,28930.76,0.1242,Fully Funded
SAV-02726,CUST-02726,1106.49,17998.83,0.1604,Partially Funded
SAV-02727,CUST-02727,684.07,10348.2,0.1382,Partially Funded
SAV-02728,CUST-02728,1424.51,38024.07,0.1508,Partially Funded
SAV-02729,CUST-02729,1100.45,77193.45,0.204,Fully Funded
SAV-02730,CUST-02730,684.9,47653.76,0.1581,Fully Funded
SAV-02731,CUST-02731,1089.69,80984.6,0.1763,Fully Funded
SAV-02732,CUST-02732,2443.45,63190.08,0.1789,Fully Funded
SAV-02733,CUST-02733,335.06,13876.12,0.0756,Partially Funded
SAV-02734,CUST-02734,672.53,47464.11,0.187,Fully Funded
SAV-02735,CUST-02735,680.28,35907.01,0.0963,Fully Funded
SAV-02736,CUST-02736,201.83,5116.43,0.1409,Partially Funded
SAV-02737,CUST-02737,168.12,7532.51,0.1629,Fully Funded
SAV-02738,CUST-02738,356.25,16901.51,0.1698,Fully Funded
SAV-02739,CUST-02739,642.38,23593.25,0.1244,Fully Funded
SAV-02740,CUST-02740,380.22,12500.09,0.0966,Partially Funded
SAV-02741,CUST-02741,1174.52,103596.79,0.1777,Fully Funded
SAV-02742,CUST-02742,485.62,26968.49,0.1818,Fully Funded
SAV-02743,CUST-02743,136.39,6140.38,0.1785,Fully Funded
SAV-02744,CUST-02744,1105.14,57674.85,0.1553,Fully Funded
SAV-02745,CUST-02745,1101.23,68142.91,0.1949,Fully Funded
SAV-02746,CUST-02746,348.44,29710.26,0.0867,Fully Funded
SAV-02747,CUST-02747,2078.85,93267.13,0.177,Fully Funded
SAV-02748,CUST-02748,913.02,100805.24,0.1616,Fully Funded
SAV-02749,CUST-02749,910.67,12259.29,0.1895,Partially Funded
SAV-02750,CUST-02750,1176.49,59168.27,0.1032,Fully Funded
SAV-02751,CUST-02751,592.57,52246.58,0.174,Fully Funded
SAV-02752,CUST-02752,1266.79,112209.58,0.159,Fully Funded
SAV-02753,CUST-02753,631.75,28915.53,0.1596,Fully Funded
SAV-02754,CUST-02754,756.2,79840.83,0.2719,Fully Funded
SAV-02755,CUST-02755,438.83,33506.75,0.0508,Partially Funded
SAV-02756,CUST-02756,567.74,47651.45,0.1577,Fully Funded
SAV-02757,CUST-02757,563.22,21126.13,0.0837,Partially Funded
SAV-02758,CUST-02758,807.06,80622.9,0.2093,Fully Funded
SAV-02759,CUST-02759,284.51,22515.46,0.1516,Fully Funded
SAV-02760,CUST-02760,338.04,5407.64,0.0562,No Fund
SAV-02761,CUST-02761,1330.21,101837.68,0.1829,Fully Funded
SAV-02762,CUST-02762,206.36,3533.62,0.2367,Partially Funded
SAV-02763,CUST-02763,1038.03,72385.97,0.1744,Fully Funded
SAV-02764,CUST-02764,1137.54,20689.96,0.1196,Partially Funded
SAV-02765,CUST-02765,1550.37,106803.28,0.1312,Fully Funded
SAV-02766,CUST-02766,966.96,89420.2,0.1525,Fully Funded
SAV-02767,CUST-02767,2149.37,84887.24,0.199,Fully Funded
SAV-02768,CUST-02768,1219.29,61287.01,0.2012,Fully Funded
SAV-02769,CUST-02769,1152.93,39938.0,0.201,Fully Funded
SAV-02770,CUST-02770,1398.73,28912.48,0.2244,Fully Funded
SAV-02771,CUST-02771,2057.48,68824.82,0.2305,Fully Funded
SAV-02772,CUST-02772,950.18,32604.94,0.117,Partially Funded
SAV-02773,CUST-02773,1131.83,35350.32,0.2247,Fully Funded
SAV-02774,CUST-02774,729.11,51698.75,0.1735,Fully Funded
SAV-02775,CUST-02775,1730.8,116100.58,0.114,Fully Funded
SAV-02776,CUST-02776,1691.83,68130.31,0.2007,Fully Funded
SAV-02777,CUST-02777,1832.52,32481.07,0.2576,Fully Funded
SAV-02778,CUST-02778,166.17,10649.22,0.1094,Fully Funded
SAV-02779,CUST-02779,1315.29,45087.93,0.1657,Fully Funded
SAV-02780,CUST-02780,1747.11,151181.13,0.1665,Fully Funded
SAV-02781,CUST-02781,436.75,45427.32,0.1302,Fully Funded
SAV-02782,CUST-02782,188.33,20088.93,0.1787,Fully Funded
SAV-02783,CUST-02783,506.47,22781.43,0.1495,Fully Funded
SAV-02784,CUST-02784,492.95,7303.25,0.1246,Low
SAV-02785,CUST-02785,1103.37,24492.16,0.1398,Partially Funded
SAV-02786,CUST-02786,321.5,32007.39,0.1329,Fully Funded
SAV-02787,CUST-02787,563.48,12252.84,0.125,Partially Funded
SAV-02788,CUST-02788,947.46,79211.67,0.0959,Fully Funded
SAV-02789,CUST-02789,435.89,8160.74,0.0575,Low
SAV-02790,CUST-02790,585.34,11303.94,0.1227,Partially Funded
SAV-02791,CUST-02791,119.39,8587.01,0.0895,Fully Funded
SAV-02792,CUST-02792,939.17,88568.16,0.1544,Fully Funded
SAV-02793,CUST-02793,890.03,56109.86,0.1422,Fully Funded
SAV-02794,CUST-02794,1453.13,69043.2,0.1479,Fully Funded
SAV-02795,CUST-02795,790.73,55959.51,0.1803,Fully Funded
SAV-02796,CUST-02796,600.83,71911.74,0.0819,Fully Funded
SAV-02797,CUST-02797,1205.28,112666.77,0.1211,Fully Funded
SAV-02798,CUST-02798,1209.56,114287.6,0.1096,Fully Funded
SAV-02799,CUST-02799,630.13,24781.42,0.1426,Fully Funded
SAV-02800,CUST-02800,220.91,10163.26,0.053,Low
SAV-02801,CUST-02801,356.15,24585.0,0.1095,Fully Funded
SAV-02802,CUST-02802,1135.76,28359.2,0.1543,Partially Funded
SAV-02803,CUST-02803,1144.64,55952.95,0.2345,Fully Funded
SAV-02804,CUST-02804,963.01,15729.62,0.1882,Partially Funded
SAV-02805,CUST-02805,1645.11,95394.24,0.1911,Fully Funded
SAV-02806,CUST-02806,547.47,29056.34,0.2073,Fully Funded
SAV-02807,CUST-02807,253.57,7150.82,0.2287,Fully Funded
SAV-02808,CUST-02808,559.8,40064.4,0.1374,Fully Funded
SAV-02809,CUST-02809,795.66,33837.05,0.1467,Fully Funded
SAV-02810,CUST-02810,1171.57,97135.96,0.1618,Fully Funded
SAV-02811,CUST-02811,1262.93,85921.84,0.1778,Fully Funded
SAV-02812,CUST-02812,1441.63,130948.76,0.1772,Fully Funded
SAV-02813,CUST-02813,929.51,49672.07,0.208,Fully Funded
SAV-02814,CUST-02814,1821.75,28958.58,0.1529,Partially Funded
SAV-02815,CUST-02815,570.76,33395.95,0.1839,Fully Funded
SAV-02816,CUST-02816,911.85,19862.25,0.2084,Fully Funded
SAV-02817,CUST-02817,647.95,38721.7,0.2043,Fully Funded
SAV-02818,CUST-02818,858.38,23153.16,0.1489,Partially Funded
SAV-02819,CUST-02819,1582.02,53988.28,0.2533,Fully Funded
SAV-02820,CUST-02820,302.81,5770.18,0.2685,Fully Funded
SAV-02821,CUST-02821,1766.25,176775.05,0.2046,Fully Funded
SAV-02822,CUST-02822,1385.6,69709.61,0.1844,Fully Funded
SAV-02823,CUST-02823,1439.36,54433.89,0.2333,Fully Funded
SAV-02824,CUST-02824,916.03,42821.15,0.1374,Fully Funded
SAV-02825,CUST-02825,924.67,10723.25,0.1596,Low
SAV-02826,CUST-02826,428.26,30856.43,0.1561,Fully Funded
SAV-02827,CUST-02827,382.1,32117.6,0.1025,Fully Funded
SAV-02828,CUST-02828,671.99,26942.24,0.2288,Fully Funded
SAV-02829,CUST-02829,1229.66,47371.37,0.1684,Fully Funded
SAV-02830,CUST-02830,225.84,3442.58,0.1919,Partially Funded
SAV-02831,CUST-02831,965.82,85287.95,0.1157,Fully Funded
SAV-02832,CUST-02832,663.64,24415.59,0.1419,Fully Funded
SAV-02833,CUST-02833,1213.79,40283.22,0.2168,Fully Funded
SAV-02834,CUST-02834,1718.63,28656.87,0.2596,Fully Funded
SAV-02835,CUST-02835,837.04,15875.26,0.1274,Partially Funded
SAV-02836,CUST-02836,1667.41,185513.87,0.2819,Fully Funded
SAV-02837,CUST-02837,2483.68,207545.51,0.2686,Fully Funded
SAV-02838,CUST-02838,936.68,66880.03,0.1613,Fully Funded
SAV-02839,CUST-02839,938.53,84324.79,0.1636,Fully Funded
SAV-02840,CUST-02840,454.05,48345.62,0.1384,Fully Funded
SAV-02841,CUST-02841,666.58,46223.24,0.0999,Fully Funded
SAV-02842,CUST-02842,1118.39,98629.1,0.1611,Fully Funded
SAV-02843,CUST-02843,1589.66,88877.66,0.2628,Fully Funded
SAV-02844,CUST-02844,772.83,54068.87,0.0745,Fully Funded
SAV-02845,CUST-02845,338.63,26009.21,0.0636,Partially Funded
SAV-02846,CUST-02846,579.88,15826.96,0.1304,Partially Funded
SAV-02847,CUST-02847,478.38,15186.44,0.1081,Partially Funded
SAV-02848,CUST-02848,1145.0,15675.72,0.2159,Partially Funded
SAV-02849,CUST-02849,645.8,52801.66,0.1853,Fully Funded
SAV-02850,CUST-02850,986.62,18822.66,0.1671,Partially Funded
SAV-02851,CUST-02851,848.1,79430.85,0.109,Fully Funded
SAV-02852,CUST-02852,561.4,36002.3,0.1625,Fully Funded
SAV-02853,CUST-02853,398.08,17467.83,0.0858,Partially Funded
SAV-02854,CUST-02854,466.97,13848.42,0.1525,Fully Funded
SAV-02855,CUST-02855,443.23,43788.88,0.1617,Fully Funded
SAV-02856,CUST-02856,1161.51,58707.07,0.2557,Fully Funded
SAV-02857,CUST-02857,570.51,17575.86,0.1513,Fully Funded
SAV-02858,CUST-02858,94.56,8514.85,0.1098,Fully Funded
SAV-02859,CUST-02859,742.27,52033.19,0.1251,Fully Funded
SAV-02860,CUST-02860,171.57,7851.09,0.1347,Fully Funded
SAV-02861,CUST-02861,339.66,10066.03,0.0553,Low
SAV-02862,CUST-02862,1574.32,135823.06,0.1808,Fully Funded
SAV-02863,CUST-02863,2184.83,30541.38,0.2412,Partially Funded
SAV-02864,CUST-02864,2161.5,115776.51,0.1977,Fully Funded
SAV-02865,CUST-02865,638.56,33205.12,0.1132,Fully Funded
SAV-02866,CUST-02866,636.78,26250.8,0.202,Fully Funded
SAV-02867,CUST-02867,1334.93,109221.62,0.1591,Fully Funded
SAV-02868,CUST-02868,595.53,20312.67,0.1403,Partially Funded
SAV-02869,CUST-02869,1048.37,36558.27,0.137,Fully Funded
SAV-02870,CUST-02870,675.48,14169.97,0.1245,Partially Funded
SAV-02871,CUST-02871,172.06,15979.7,0.1688,Fully Funded
SAV-02872,CUST-02872,589.78,19080.84,0.1895,Fully Funded
SAV-02873,CUST-02873,1094.34,68203.27,0.2724,Fully Funded
SAV-02874,CUST-02874,2803.35,50918.19,0.2458,Fully Funded
SAV-02875,CUST-02875,1335.65,48328.51,0.2084,Fully Funded
SAV-02876,CUST-02876,870.0,48543.88,0.1525,Fully Funded
SAV-02877,CUST-02877,1713.42,30585.52,0.2128,Partially Funded
SAV-02878,CUST-02878,932.98,27205.33,0.1755,Fully Funded
SAV-02879,CUST-02879,728.99,30432.4,0.3035,Fully Funded
SAV-02880,CUST-02880,332.46,36835.2,0.2076,Fully Funded
SAV-02881,CUST-02881,626.53,11429.36,0.1329,Partially Funded
SAV-02882,CUST-02882,476.89,18729.21,0.0741,Partially Funded
SAV-02883,CUST-02883,208.82,7372.7,0.1298,Partially Funded
SAV-02884,CUST-02884,77.98,1335.54,0.1065,Low
SAV-02885,CUST-02885,408.28,23774.22,0.0861,Fully Funded
SAV-02886,CUST-02886,365.9,32938.95,0.1683,Fully Funded
SAV-02887,CUST-02887,1415.17,51464.38,0.1421,Fully Funded
SAV-02888,CUST-02888,616.28,8173.33,0.1465,Low
SAV-02889,CUST-02889,1018.54,87760.09,0.122,Fully Funded
SAV-02890,CUST-02890,896.4,27276.46,0.1839,Fully Funded
SAV-02891,CUST-02891,83.6,6026.88,0.099,Fully Funded
SAV-02892,CUST-02892,880.59,101316.98,0.1889,Fully Funded
SAV-02893,CUST-02893,415.29,23982.2,0.1659,Fully Funded
SAV-02894,CUST-02894,119.62,3105.8,0.147,Partially Funded
SAV-02895,CUST-02895,159.38,7247.92,0.0753,Partially Funded
SAV-02896,CUST-02896,2799.45,176117.76,0.2571,Fully Funded
SAV-02897,CUST-02897,1088.24,83556.5,0.1819,Fully Funded
SAV-02898,CUST-02898,1026.3,21920.08,0.1351,Partially Funded
SAV-02899,CUST-02899,552.99,28205.45,0.2659,Fully Funded
SAV-02900,CUST-02900,217.55,17363.35,0.1096,Fully Funded
SAV-02901,CUST-02901,711.99,52578.53,0.1451,Fully Funded
SAV-02902,CUST-02902,1611.05,95880.13,0.2637,Fully Funded
SAV-02903,CUST-02903,970.5,64401.5,0.1586,Fully Funded
SAV-02904,CUST-02904,1694.27,48999.0,0.2021,Fully Funded
SAV-02905,CUST-02905,1499.8,97270.62,0.2261,Fully Funded
SAV-02906,CUST-02906,959.54,41193.92,0.1289,Fully Funded
SAV-02907,CUST-02907,2067.21,226474.26,0.2648,Fully Funded
SAV-02908,CUST-02908,311.83,14067.06,0.2059,Fully Funded
SAV-02909,CUST-02909,219.76,13127.76,0.1452,Fully Funded
SAV-02910,CUST-02910,1369.9,73672.11,0.2211,Fully Funded
SAV-02911,CUST-02911,825.59,79745.39,0.1816,Fully Funded
SAV-02912,CUST-02912,1981.33,118898.78,0.2013,Fully Funded
SAV-02913,CUST-02913,1168.45,32302.89,0.1948,Fully Funded
SAV-02914,CUST-02914,96.47,4504.73,0.1198,Fully Funded
SAV-02915,CUST-02915,1511.97,139172.01,0.1272,Fully Funded
SAV-02916,CUST-02916,1097.62,68518.47,0.2232,Fully Funded
SAV-02917,CUST-02917,1539.88,64078.49,0.1919,Fully Funded
SAV-02918,CUST-02918,603.4,53921.7,0.1379,Fully Funded
SAV-02919,CUST-02919,81.04,3801.99,0.0934,Partially Funded
SAV-02920,CUST-02920,790.53,29081.31,0.1222,Partially Funded
SAV-02921,CUST-02921,717.77,30703.16,0.086,Partially Funded
