transaction_id,customer_id,transaction_date,transaction_type,category,amount,payment_method,merchant_type
TXN-0019781,CUST-03899,2025-02-25 00:00:00,Debit,Shopping,397.0,Debit Card,Online Retail
TXN-0019782,CUST-03899,2024-04-01 00:00:00,Debit,Travel,1282.33,Credit Card,Gas Station
TXN-0019783,CUST-03899,2023-06-11 00:00:00,Debit,Entertainment,121.53,Debit Card,Apparel
TXN-0019784,CUST-03899,2025-04-26 00:00:00,Debit,Dining,84.22,Debit Card,Electronics
TXN-0019785,CUST-03900,2024-10-11 00:00:00,Debit,Transfer,338.7,Digital Wallet,Online Retail
TXN-0019786,CUST-03900,2024-09-06 00:00:00,Debit,Groceries,142.25,Debit Card,Online Retail
TXN-0019787,CUST-03900,2025-05-14 00:00:00,Debit,Groceries,29.3,Digital Wallet,Apparel
TXN-0019788,CUST-03900,2023-05-18 00:00:00,Debit,Healthcare,364.63,Digital Wallet,Gas Station
TXN-0019789,CUST-03900,2025-01-12 00:00:00,Debit,Groceries,72.78,Bank Transfer,General Merchant
TXN-0019790,CUST-03901,2025-03-10 00:00:00,Debit,Travel,1041.69,Digital Wallet,Apparel
TXN-0019791,CUST-03901,2025-02-27 00:00:00,Debit,Utilities,182.82,Credit Card,Service Provider
TXN-0019792,CUST-03901,2025-06-04 00:00:00,Debit,Subscription,16.08,Cash,Healthcare
TXN-0019793,CUST-03901,2025-03-22 00:00:00,Debit,Entertainment,51.14,Cash,Supermarket
TXN-0019794,CUST-03901,2025-07-21 00:00:00,Debit,Travel,852.17,Digital Wallet,Service Provider
TXN-0019795,CUST-03901,2025-05-19 00:00:00,Debit,Utilities,308.62,Cash,Online Retail
TXN-0019796,CUST-03901,2025-11-08 00:00:00,Debit,Transfer,81.83,Cash,Restaurant
TXN-0019797,CUST-03901,2025-05-29 00:00:00,Debit,Groceries,191.87,Cash,Restaurant
TXN-0019798,CUST-03901,2025-05-02 00:00:00,Debit,Dining,91.43,Cash,Restaurant
TXN-0019799,CUST-03902,2025-09-21 00:00:00,Debit,Utilities,232.38,Debit Card,Gas Station
TXN-0019800,CUST-03902,2025-05-29 00:00:00,Debit,Shopping,291.13,Cash,Healthcare
TXN-0019801,CUST-03902,2025-12-11 00:00:00,Debit,Travel,940.43,Credit Card,Online Retail
TXN-0019802,CUST-03902,2024-10-26 00:00:00,Debit,Groceries,98.26,Digital Wallet,Apparel
TXN-0019803,CUST-03902,2025-05-03 00:00:00,Debit,Travel,1100.82,Credit Card,General Merchant
TXN-0019804,CUST-03902,2025-07-26 00:00:00,Debit,Healthcare,66.33,Digital Wallet,General Merchant
TXN-0019805,CUST-03903,2021-08-24 00:00:00,Debit,Dining,67.4,Bank Transfer,Apparel
TXN-0019806,CUST-03903,2025-11-17 00:00:00,Debit,Shopping,208.87,Bank Transfer,Apparel
TXN-0019807,CUST-03903,2020-10-24 00:00:00,Debit,Groceries,216.1,Bank Transfer,Restaurant
TXN-0019808,CUST-03904,2025-10-09 00:00:00,Debit,Shopping,230.3,Credit Card,Service Provider
TXN-0019809,CUST-03904,2025-05-12 00:00:00,Debit,Groceries,264.41,Debit Card,Healthcare
TXN-0019810,CUST-03904,2023-02-23 00:00:00,Debit,Shopping,416.84,Digital Wallet,Gas Station
TXN-0019811,CUST-03904,2022-06-14 00:00:00,Debit,Transfer,284.45,Debit Card,Healthcare
TXN-0019812,CUST-03904,2025-09-18 00:00:00,Debit,Travel,207.01,Digital Wallet,Restaurant
TXN-0019813,CUST-03904,2025-05-20 00:00:00,Debit,Utilities,181.4,Debit Card,Service Provider
TXN-0019814,CUST-03904,2025-04-09 00:00:00,Debit,Dining,88.79,Bank Transfer,Apparel
TXN-0019815,CUST-03905,2022-06-12 00:00:00,Debit,Transfer,1221.27,Digital Wallet,Electronics
TXN-0019816,CUST-03905,2025-08-05 00:00:00,Debit,Travel,264.41,Cash,Healthcare
TXN-0019817,CUST-03905,2024-03-03 00:00:00,Debit,Utilities,256.82,Bank Transfer,Gas Station
TXN-0019818,CUST-03905,2025-04-27 00:00:00,Debit,Shopping,368.97,Bank Transfer,Service Provider
TXN-0019819,CUST-03905,2022-12-23 00:00:00,Debit,Subscription,43.41,Cash,Supermarket
TXN-0019820,CUST-03906,2022-12-24 00:00:00,Debit,Subscription,46.14,Credit Card,Restaurant
TXN-0019821,CUST-03906,2019-04-27 00:00:00,Debit,Healthcare,492.89,Credit Card,Online Retail
TXN-0019822,CUST-03906,2018-06-24 00:00:00,Debit,Utilities,100.83,Cash,Online Retail
TXN-0019823,CUST-03906,2021-04-06 00:00:00,Debit,Healthcare,511.78,Bank Transfer,Restaurant
TXN-0019824,CUST-03906,2024-05-28 00:00:00,Debit,Subscription,38.34,Credit Card,General Merchant
TXN-0019825,CUST-03906,2023-10-21 00:00:00,Debit,Education,1387.46,Credit Card,Online Retail
TXN-0019826,CUST-03906,2019-10-02 00:00:00,Debit,Travel,704.97,Debit Card,Supermarket
TXN-0019827,CUST-03906,2020-05-30 00:00:00,Debit,Education,364.52,Cash,Gas Station
TXN-0019828,CUST-03907,2025-05-22 00:00:00,Debit,Healthcare,444.96,Bank Transfer,Supermarket
TXN-0019829,CUST-03907,2024-07-12 00:00:00,Debit,Education,168.85,Cash,Healthcare
TXN-0019830,CUST-03907,2023-11-05 00:00:00,Debit,Education,282.5,Bank Transfer,Online Retail
TXN-0019831,CUST-03907,2024-01-28 00:00:00,Debit,Shopping,362.72,Cash,Restaurant
TXN-0019832,CUST-03907,2023-12-22 00:00:00,Debit,Healthcare,308.42,Bank Transfer,Healthcare
TXN-0019833,CUST-03907,2024-08-31 00:00:00,Debit,Groceries,160.81,Debit Card,Apparel
TXN-0019834,CUST-03907,2025-10-12 00:00:00,Debit,Groceries,143.45,Debit Card,Online Retail
TXN-0019835,CUST-03908,2023-04-08 00:00:00,Debit,Healthcare,418.23,Digital Wallet,Electronics
TXN-0019836,CUST-03908,2025-12-12 00:00:00,Debit,Groceries,171.67,Credit Card,Online Retail
TXN-0019837,CUST-03908,2021-12-29 00:00:00,Debit,Subscription,23.51,Cash,Electronics
TXN-0019838,CUST-03908,2025-03-09 00:00:00,Debit,Utilities,262.2,Bank Transfer,Healthcare
TXN-0019839,CUST-03908,2019-06-07 00:00:00,Debit,Transfer,1949.69,Digital Wallet,Online Retail
TXN-0019840,CUST-03908,2020-07-09 00:00:00,Debit,Shopping,291.13,Digital Wallet,Apparel
TXN-0019841,CUST-03908,2021-03-31 00:00:00,Debit,Transfer,1007.83,Digital Wallet,Restaurant
TXN-0019842,CUST-03909,2024-01-20 00:00:00,Debit,Travel,671.7,Digital Wallet,Electronics
TXN-0019843,CUST-03909,2025-01-14 00:00:00,Debit,Dining,178.05,Bank Transfer,Online Retail
TXN-0019844,CUST-03909,2022-12-20 00:00:00,Debit,Entertainment,141.05,Credit Card,Gas Station
TXN-0019845,CUST-03909,2025-11-19 00:00:00,Debit,Education,562.65,Bank Transfer,Electronics
TXN-0019846,CUST-03910,2024-10-23 00:00:00,Debit,Utilities,185.71,Cash,Restaurant
TXN-0019847,CUST-03910,2025-02-13 00:00:00,Debit,Groceries,253.39,Digital Wallet,Supermarket
TXN-0019848,CUST-03910,2025-10-28 00:00:00,Debit,Transfer,723.89,Cash,Apparel
TXN-0019849,CUST-03910,2025-07-02 00:00:00,Debit,Education,735.62,Bank Transfer,Restaurant
TXN-0019850,CUST-03910,2024-12-04 00:00:00,Debit,Travel,1115.91,Bank Transfer,Service Provider
TXN-0019851,CUST-03910,2024-04-09 00:00:00,Debit,Healthcare,380.65,Debit Card,Restaurant
TXN-0019852,CUST-03910,2025-01-10 00:00:00,Debit,Dining,135.7,Digital Wallet,Restaurant
TXN-0019853,CUST-03910,2025-08-14 00:00:00,Debit,Travel,1218.61,Cash,Gas Station
TXN-0019854,CUST-03910,2024-04-17 00:00:00,Debit,Groceries,157.49,Digital Wallet,Online Retail
TXN-0019855,CUST-03911,2024-01-11 00:00:00,Debit,Subscription,43.84,Digital Wallet,Online Retail
TXN-0019856,CUST-03911,2023-04-17 00:00:00,Credit,Transfer,472.0,Bank Transfer,Restaurant
TXN-0019857,CUST-03911,2025-06-19 00:00:00,Debit,Groceries,229.01,Cash,Restaurant
TXN-0019858,CUST-03911,2022-11-16 00:00:00,Debit,Shopping,166.18,Digital Wallet,Healthcare
TXN-0019859,CUST-03911,2024-07-14 00:00:00,Debit,Shopping,123.43,Cash,Online Retail
TXN-0019860,CUST-03912,2023-06-13 00:00:00,Debit,Travel,426.7,Credit Card,Supermarket
TXN-0019861,CUST-03912,2023-12-01 00:00:00,Credit,Transfer,1143.26,Cash,Restaurant
TXN-0019862,CUST-03913,2025-09-04 00:00:00,Debit,Subscription,40.27,Bank Transfer,Healthcare
TXN-0019863,CUST-03913,2024-03-19 00:00:00,Debit,Subscription,24.86,Credit Card,Apparel
TXN-0019864,CUST-03913,2024-03-13 00:00:00,Debit,Utilities,233.46,Bank Transfer,Gas Station
TXN-0019865,CUST-03913,2024-10-04 00:00:00,Debit,Education,65.42,Cash,Restaurant
TXN-0019866,CUST-03914,2025-07-27 00:00:00,Debit,Education,464.67,Bank Transfer,Service Provider
TXN-0019867,CUST-03914,2024-08-08 00:00:00,Debit,Shopping,63.79,Digital Wallet,Service Provider
TXN-0019868,CUST-03914,2024-11-10 00:00:00,Debit,Travel,742.55,Bank Transfer,Supermarket
TXN-0019869,CUST-03914,2024-01-24 00:00:00,Debit,Healthcare,302.21,Cash,Healthcare
TXN-0019870,CUST-03915,2020-02-05 00:00:00,Debit,Groceries,160.55,Credit Card,Apparel
TXN-0019871,CUST-03915,2021-07-29 00:00:00,Debit,Travel,194.08,Debit Card,Healthcare
TXN-0019872,CUST-03915,2025-06-15 00:00:00,Debit,Shopping,269.15,Debit Card,Supermarket
TXN-0019873,CUST-03915,2023-05-31 00:00:00,Debit,Dining,23.54,Cash,Service Provider
TXN-0019874,CUST-03916,2025-11-28 00:00:00,Debit,Shopping,440.97,Cash,Online Retail
TXN-0019875,CUST-03916,2024-09-21 00:00:00,Debit,Utilities,287.91,Credit Card,Online Retail
TXN-0019876,CUST-03917,2022-09-28 00:00:00,Debit,Shopping,395.01,Digital Wallet,Supermarket
TXN-0019877,CUST-03917,2023-06-13 00:00:00,Debit,Utilities,183.91,Digital Wallet,Apparel
TXN-0019878,CUST-03917,2023-03-08 00:00:00,Debit,Education,1550.33,Debit Card,Electronics
TXN-0019879,CUST-03917,2023-12-23 00:00:00,Debit,Healthcare,496.39,Debit Card,Apparel
TXN-0019880,CUST-03917,2023-07-02 00:00:00,Debit,Education,692.37,Bank Transfer,Gas Station
TXN-0019881,CUST-03917,2022-02-16 00:00:00,Debit,Shopping,400.95,Digital Wallet,Supermarket
TXN-0019882,CUST-03917,2022-07-31 00:00:00,Debit,Shopping,344.71,Cash,Supermarket
TXN-0019883,CUST-03918,2025-02-04 00:00:00,Debit,Shopping,65.72,Cash,Online Retail
TXN-0019884,CUST-03918,2019-03-02 00:00:00,Debit,Travel,857.16,Cash,Restaurant
TXN-0019885,CUST-03919,2024-05-02 00:00:00,Debit,Travel,880.33,Cash,Service Provider
TXN-0019886,CUST-03919,2024-03-23 00:00:00,Debit,Travel,1024.29,Digital Wallet,Service Provider
TXN-0019887,CUST-03919,2022-07-08 00:00:00,Debit,Travel,351.53,Credit Card,General Merchant
TXN-0019888,CUST-03919,2021-04-04 00:00:00,Debit,Transfer,1578.4,Bank Transfer,Electronics
TXN-0019889,CUST-03919,2021-07-03 00:00:00,Credit,Transfer,1858.2,Digital Wallet,Service Provider
TXN-0019890,CUST-03920,2024-12-27 00:00:00,Debit,Travel,218.68,Bank Transfer,Electronics
TXN-0019891,CUST-03920,2025-12-09 00:00:00,Debit,Groceries,176.53,Bank Transfer,Apparel
TXN-0019892,CUST-03920,2024-06-09 00:00:00,Debit,Groceries,104.8,Credit Card,Electronics
TXN-0019893,CUST-03921,2020-01-11 00:00:00,Debit,Travel,651.04,Cash,Online Retail
TXN-0019894,CUST-03921,2023-07-11 00:00:00,Debit,Dining,101.27,Digital Wallet,Electronics
TXN-0019895,CUST-03921,2025-07-09 00:00:00,Debit,Utilities,93.94,Cash,Online Retail
TXN-0019896,CUST-03921,2020-07-16 00:00:00,Debit,Utilities,217.54,Debit Card,Restaurant
TXN-0019897,CUST-03922,2024-06-16 00:00:00,Debit,Groceries,212.45,Credit Card,Service Provider
TXN-0019898,CUST-03922,2024-11-30 00:00:00,Debit,Transfer,78.77,Bank Transfer,Healthcare
TXN-0019899,CUST-03922,2024-12-26 00:00:00,Debit,Entertainment,71.98,Credit Card,Restaurant
TXN-0019900,CUST-03923,2022-11-28 00:00:00,Debit,Dining,24.12,Bank Transfer,Service Provider
TXN-0019901,CUST-03923,2021-10-20 00:00:00,Debit,Travel,851.08,Debit Card,Service Provider
TXN-0019902,CUST-03923,2024-03-11 00:00:00,Debit,Subscription,29.5,Credit Card,Online Retail
TXN-0019903,CUST-03924,2020-07-02 00:00:00,Debit,Education,457.12,Debit Card,Online Retail
TXN-0019904,CUST-03924,2025-04-09 00:00:00,Debit,Travel,141.55,Cash,Restaurant
TXN-0019905,CUST-03924,2023-04-09 00:00:00,Debit,Subscription,40.55,Credit Card,Apparel
TXN-0019906,CUST-03924,2018-09-06 00:00:00,Debit,Healthcare,431.75,Cash,Electronics
TXN-0019907,CUST-03924,2022-04-09 00:00:00,Debit,Dining,31.59,Digital Wallet,Restaurant
TXN-0019908,CUST-03924,2023-03-20 00:00:00,Debit,Entertainment,163.07,Bank Transfer,Online Retail
TXN-0019909,CUST-03925,2025-08-08 00:00:00,Debit,Shopping,61.71,Cash,Service Provider
TXN-0019910,CUST-03925,2025-11-22 00:00:00,Debit,Utilities,193.36,Bank Transfer,Gas Station
TXN-0019911,CUST-03925,2024-11-06 00:00:00,Debit,Education,1413.84,Cash,Service Provider
TXN-0019912,CUST-03925,2025-01-28 00:00:00,Debit,Education,1026.51,Credit Card,Online Retail
TXN-0019913,CUST-03926,2023-12-21 00:00:00,Debit,Subscription,50.51,Bank Transfer,Online Retail
TXN-0019914,CUST-03926,2023-11-12 00:00:00,Debit,Utilities,193.7,Digital Wallet,Online Retail
TXN-0019915,CUST-03926,2023-12-27 00:00:00,Debit,Dining,96.98,Bank Transfer,Healthcare
TXN-0019916,CUST-03926,2025-01-04 00:00:00,Debit,Dining,100.79,Bank Transfer,Apparel
TXN-0019917,CUST-03926,2025-01-11 00:00:00,Debit,Healthcare,393.35,Bank Transfer,Healthcare
TXN-0019918,CUST-03927,2025-04-15 00:00:00,Debit,Subscription,29.65,Bank Transfer,Healthcare
TXN-0019919,CUST-03927,2023-05-03 00:00:00,Debit,Entertainment,175.52,Bank Transfer,Apparel
TXN-0019920,CUST-03927,2022-06-20 00:00:00,Debit,Utilities,101.2,Bank Transfer,Electronics
TXN-0019921,CUST-03927,2024-12-04 00:00:00,Debit,Dining,67.15,Bank Transfer,Online Retail
TXN-0019922,CUST-03927,2023-06-28 00:00:00,Debit,Transfer,1359.24,Debit Card,Gas Station
TXN-0019923,CUST-03927,2025-08-08 00:00:00,Debit,Shopping,294.68,Debit Card,Apparel
TXN-0019924,CUST-03928,2019-01-21 00:00:00,Debit,Dining,22.13,Cash,Online Retail
TXN-0019925,CUST-03928,2022-10-07 00:00:00,Debit,Entertainment,178.01,Credit Card,Healthcare
TXN-0019926,CUST-03928,2021-01-20 00:00:00,Debit,Transfer,843.76,Credit Card,Online Retail
TXN-0019927,CUST-03928,2023-03-27 00:00:00,Debit,Utilities,59.69,Debit Card,Supermarket
TXN-0019928,CUST-03928,2021-11-29 00:00:00,Debit,Groceries,206.68,Credit Card,Gas Station
TXN-0019929,CUST-03928,2021-07-10 00:00:00,Debit,Healthcare,310.8,Credit Card,Service Provider
TXN-0019930,CUST-03928,2020-05-19 00:00:00,Debit,Utilities,276.14,Cash,Gas Station
TXN-0019931,CUST-03929,2025-03-10 00:00:00,Debit,Groceries,137.87,Credit Card,Electronics
TXN-0019932,CUST-03929,2025-04-11 00:00:00,Debit,Dining,115.93,Cash,Healthcare
TXN-0019933,CUST-03929,2025-11-04 00:00:00,Debit,Dining,143.66,Bank Transfer,Supermarket
TXN-0019934,CUST-03929,2024-12-21 00:00:00,Debit,Subscription,53.05,Digital Wallet,Apparel
TXN-0019935,CUST-03929,2025-08-08 00:00:00,Debit,Education,497.2,Cash,Electronics
TXN-0019936,CUST-03930,2022-09-01 00:00:00,Debit,Shopping,35.97,Cash,Supermarket
TXN-0019937,CUST-03930,2022-05-13 00:00:00,Debit,Dining,62.56,Bank Transfer,Gas Station
TXN-0019938,CUST-03930,2021-06-26 00:00:00,Debit,Healthcare,182.42,Debit Card,Electronics
TXN-0019939,CUST-03930,2022-07-11 00:00:00,Debit,Shopping,462.5,Cash,Online Retail
TXN-0019940,CUST-03930,2021-03-16 00:00:00,Debit,Groceries,66.75,Debit Card,Electronics
TXN-0019941,CUST-03931,2023-10-20 00:00:00,Debit,Subscription,34.97,Cash,Gas Station
TXN-0019942,CUST-03931,2023-05-28 00:00:00,Debit,Travel,672.43,Cash,Online Retail
TXN-0019943,CUST-03931,2022-02-22 00:00:00,Debit,Transfer,2189.07,Debit Card,General Merchant
TXN-0019944,CUST-03931,2025-03-30 00:00:00,Credit,Transfer,1806.54,Digital Wallet,Gas Station
TXN-0019945,CUST-03931,2021-08-12 00:00:00,Debit,Shopping,412.07,Credit Card,Gas Station
TXN-0019946,CUST-03931,2021-06-10 00:00:00,Debit,Entertainment,168.5,Bank Transfer,Apparel
TXN-0019947,CUST-03931,2025-12-15 00:00:00,Debit,Shopping,150.22,Digital Wallet,Electronics
TXN-0019948,CUST-03932,2023-02-10 00:00:00,Debit,Subscription,6.66,Bank Transfer,Supermarket
TXN-0019949,CUST-03932,2021-03-02 00:00:00,Debit,Travel,267.13,Debit Card,Apparel
TXN-0019950,CUST-03932,2022-09-09 00:00:00,Debit,Travel,695.99,Credit Card,Supermarket
TXN-0019951,CUST-03932,2025-07-06 00:00:00,Debit,Education,1036.74,Credit Card,Gas Station
TXN-0019952,CUST-03932,2018-06-13 00:00:00,Debit,Education,547.12,Bank Transfer,Healthcare
TXN-0019953,CUST-03932,2022-06-14 00:00:00,Debit,Subscription,11.89,Cash,Electronics
TXN-0019954,CUST-03932,2019-06-12 00:00:00,Debit,Travel,433.31,Debit Card,Service Provider
TXN-0019955,CUST-03932,2020-02-03 00:00:00,Credit,Transfer,262.6,Digital Wallet,Healthcare
TXN-0019956,CUST-03933,2019-02-27 00:00:00,Debit,Subscription,49.32,Cash,Apparel
TXN-0019957,CUST-03933,2020-05-30 00:00:00,Debit,Groceries,265.75,Cash,Online Retail
TXN-0019958,CUST-03933,2021-02-24 00:00:00,Debit,Utilities,145.98,Digital Wallet,Online Retail
TXN-0019959,CUST-03933,2023-12-19 00:00:00,Debit,Education,1076.89,Digital Wallet,Service Provider
TXN-0019960,CUST-03934,2024-11-24 00:00:00,Debit,Utilities,175.02,Credit Card,Electronics
TXN-0019961,CUST-03934,2022-05-13 00:00:00,Debit,Subscription,42.26,Debit Card,Healthcare
TXN-0019962,CUST-03934,2025-01-05 00:00:00,Debit,Education,1100.59,Cash,Supermarket
TXN-0019963,CUST-03935,2024-06-27 00:00:00,Debit,Entertainment,85.21,Bank Transfer,Gas Station
TXN-0019964,CUST-03935,2023-02-12 00:00:00,Debit,Utilities,162.72,Cash,Restaurant
TXN-0019965,CUST-03935,2024-08-02 00:00:00,Debit,Education,1224.07,Debit Card,Gas Station
TXN-0019966,CUST-03935,2025-03-10 00:00:00,Debit,Groceries,25.52,Cash,Electronics
TXN-0019967,CUST-03935,2025-03-24 00:00:00,Debit,Utilities,331.74,Cash,Restaurant
TXN-0019968,CUST-03935,2024-03-25 00:00:00,Debit,Dining,121.75,Bank Transfer,Service Provider
TXN-0019969,CUST-03936,2025-02-11 00:00:00,Debit,Entertainment,144.49,Bank Transfer,Online Retail
TXN-0019970,CUST-03936,2024-12-05 00:00:00,Debit,Transfer,1634.67,Bank Transfer,Electronics
TXN-0019971,CUST-03936,2025-10-25 00:00:00,Debit,Groceries,26.61,Credit Card,Electronics
TXN-0019972,CUST-03936,2023-06-29 00:00:00,Debit,Travel,701.26,Digital Wallet,Online Retail
TXN-0019973,CUST-03936,2024-10-13 00:00:00,Debit,Groceries,96.91,Digital Wallet,Electronics
TXN-0019974,CUST-03936,2025-01-05 00:00:00,Debit,Entertainment,192.79,Bank Transfer,Apparel
TXN-0019975,CUST-03936,2025-01-02 00:00:00,Debit,Education,1406.63,Credit Card,Service Provider
TXN-0019976,CUST-03937,2025-11-10 00:00:00,Debit,Healthcare,197.4,Cash,Service Provider
TXN-0019977,CUST-03937,2024-10-17 00:00:00,Debit,Education,1541.36,Debit Card,Apparel
TXN-0019978,CUST-03937,2025-09-04 00:00:00,Debit,Dining,49.89,Bank Transfer,Service Provider
TXN-0019979,CUST-03937,2023-04-16 00:00:00,Debit,Subscription,55.99,Digital Wallet,Supermarket
TXN-0019980,CUST-03937,2023-07-16 00:00:00,Debit,Travel,1029.03,Cash,Healthcare
TXN-0019981,CUST-03937,2024-04-12 00:00:00,Debit,Education,551.25,Credit Card,Restaurant
TXN-0019982,CUST-03937,2024-08-21 00:00:00,Debit,Groceries,160.96,Debit Card,Healthcare
TXN-0019983,CUST-03937,2025-11-29 00:00:00,Debit,Education,695.48,Cash,Restaurant
TXN-0019984,CUST-03938,2023-01-18 00:00:00,Credit,Transfer,202.57,Digital Wallet,Service Provider
TXN-0019985,CUST-03938,2024-07-08 00:00:00,Debit,Utilities,131.85,Digital Wallet,Apparel
TXN-0019986,CUST-03938,2023-05-27 00:00:00,Debit,Shopping,76.16,Cash,Apparel
TXN-0019987,CUST-03938,2024-09-02 00:00:00,Debit,Groceries,151.87,Bank Transfer,Gas Station
TXN-0019988,CUST-03938,2022-10-17 00:00:00,Debit,Utilities,305.74,Credit Card,Gas Station
TXN-0019989,CUST-03939,2024-02-01 00:00:00,Debit,Healthcare,271.43,Debit Card,Healthcare
TXN-0019990,CUST-03939,2025-11-15 00:00:00,Debit,Healthcare,275.57,Debit Card,Gas Station
TXN-0019991,CUST-03939,2023-05-16 00:00:00,Debit,Dining,20.88,Debit Card,Healthcare
TXN-0019992,CUST-03939,2024-12-25 00:00:00,Debit,Groceries,198.16,Digital Wallet,Online Retail
TXN-0019993,CUST-03940,2025-11-13 00:00:00,Debit,Subscription,25.35,Bank Transfer,Gas Station
TXN-0019994,CUST-03940,2024-07-09 00:00:00,Debit,Transfer,1034.55,Credit Card,Restaurant
TXN-0019995,CUST-03940,2025-10-04 00:00:00,Debit,Dining,62.09,Credit Card,Restaurant
TXN-0019996,CUST-03941,2023-03-22 00:00:00,Debit,Shopping,74.09,Cash,Apparel
TXN-0019997,CUST-03941,2022-02-19 00:00:00,Debit,Groceries,38.2,Credit Card,Online Retail
TXN-0019998,CUST-03941,2023-01-31 00:00:00,Debit,Dining,22.14,Bank Transfer,Restaurant
TXN-0019999,CUST-03941,2025-02-28 00:00:00,Debit,Entertainment,50.31,Credit Card,Supermarket
TXN-0020000,CUST-03941,2024-10-23 00:00:00,Debit,Entertainment,112.0,Digital Wallet,Restaurant
TXN-0020001,CUST-03941,2024-11-07 00:00:00,Debit,Groceries,166.53,Cash,Service Provider
TXN-0020002,CUST-03941,2023-01-07 00:00:00,Debit,Travel,154.14,Bank Transfer,Gas Station
TXN-0020003,CUST-03941,2025-12-04 00:00:00,Debit,Utilities,109.96,Credit Card,Online Retail
TXN-0020004,CUST-03941,2022-10-21 00:00:00,Debit,Travel,453.57,Cash,Service Provider
TXN-0020005,CUST-03942,2025-10-15 00:00:00,Debit,Groceries,67.57,Bank Transfer,Supermarket
TXN-0020006,CUST-03942,2025-02-15 00:00:00,Debit,Utilities,169.81,Cash,Apparel
TXN-0020007,CUST-03942,2024-11-27 00:00:00,Debit,Education,681.76,Debit Card,Service Provider
TXN-0020008,CUST-03943,2025-07-13 00:00:00,Debit,Utilities,250.4,Debit Card,Healthcare
TXN-0020009,CUST-03943,2025-10-01 00:00:00,Debit,Subscription,33.22,Cash,Online Retail
TXN-0020010,CUST-03943,2025-08-11 00:00:00,Debit,Travel,632.4,Digital Wallet,Restaurant
TXN-0020011,CUST-03944,2019-04-26 00:00:00,Credit,Transfer,1860.54,Cash,Healthcare
TXN-0020012,CUST-03944,2022-03-09 00:00:00,Debit,Entertainment,223.06,Digital Wallet,Online Retail
TXN-0020013,CUST-03944,2019-04-22 00:00:00,Debit,Transfer,1340.91,Digital Wallet,Gas Station
TXN-0020014,CUST-03944,2020-07-31 00:00:00,Debit,Subscription,36.48,Bank Transfer,Supermarket
TXN-0020015,CUST-03944,2020-05-31 00:00:00,Debit,Shopping,313.86,Digital Wallet,Supermarket
TXN-0020016,CUST-03944,2023-04-09 00:00:00,Debit,Groceries,266.47,Bank Transfer,Service Provider
TXN-0020017,CUST-03944,2019-12-09 00:00:00,Debit,Utilities,164.15,Debit Card,Apparel
TXN-0020018,CUST-03944,2024-09-30 00:00:00,Debit,Subscription,41.9,Digital Wallet,Restaurant
TXN-0020019,CUST-03945,2024-10-16 00:00:00,Debit,Education,1582.44,Debit Card,Online Retail
TXN-0020020,CUST-03945,2025-01-18 00:00:00,Debit,Education,1404.82,Credit Card,Gas Station
TXN-0020021,CUST-03945,2025-03-29 00:00:00,Debit,Education,1261.13,Bank Transfer,General Merchant
TXN-0020022,CUST-03945,2025-10-01 00:00:00,Debit,Dining,148.83,Cash,Supermarket
TXN-0020023,CUST-03945,2025-04-06 00:00:00,Debit,Groceries,100.93,Bank Transfer,Supermarket
TXN-0020024,CUST-03945,2025-02-15 00:00:00,Debit,Travel,552.01,Cash,Supermarket
TXN-0020025,CUST-03946,2024-01-22 00:00:00,Debit,Dining,122.4,Debit Card,Electronics
TXN-0020026,CUST-03946,2024-12-19 00:00:00,Debit,Education,728.61,Bank Transfer,Gas Station
TXN-0020027,CUST-03946,2024-12-08 00:00:00,Debit,Education,159.99,Bank Transfer,Service Provider
TXN-0020028,CUST-03946,2025-07-28 00:00:00,Credit,Transfer,1610.67,Credit Card,Apparel
TXN-0020029,CUST-03946,2025-09-30 00:00:00,Debit,Education,715.58,Credit Card,Restaurant
TXN-0020030,CUST-03946,2025-07-01 00:00:00,Debit,Transfer,797.85,Digital Wallet,Healthcare
TXN-0020031,CUST-03946,2025-01-09 00:00:00,Debit,Groceries,272.72,Credit Card,Electronics
TXN-0020032,CUST-03946,2023-10-10 00:00:00,Debit,Shopping,264.91,Debit Card,Electronics
TXN-0020033,CUST-03947,2025-06-22 00:00:00,Debit,Shopping,286.84,Cash,Apparel
TXN-0020034,CUST-03947,2024-06-03 00:00:00,Debit,Education,96.19,Credit Card,Restaurant
TXN-0020035,CUST-03947,2023-03-29 00:00:00,Debit,Healthcare,485.02,Cash,Supermarket
TXN-0020036,CUST-03948,2025-03-08 00:00:00,Debit,Entertainment,179.17,Cash,Gas Station
TXN-0020037,CUST-03948,2024-02-09 00:00:00,Debit,Dining,136.64,Credit Card,Electronics
TXN-0020038,CUST-03948,2025-08-08 00:00:00,Debit,Entertainment,204.94,Bank Transfer,Service Provider
TXN-0020039,CUST-03948,2025-05-05 00:00:00,Debit,Healthcare,52.83,Bank Transfer,Supermarket
TXN-0020040,CUST-03948,2022-06-12 00:00:00,Debit,Subscription,33.3,Credit Card,Healthcare
TXN-0020041,CUST-03949,2025-10-13 00:00:00,Debit,Education,1262.71,Cash,Electronics
TXN-0020042,CUST-03949,2023-09-25 00:00:00,Debit,Groceries,138.23,Bank Transfer,Apparel
TXN-0020043,CUST-03949,2022-02-07 00:00:00,Debit,Entertainment,61.63,Debit Card,Service Provider
