credit_id,customer_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category
CRED-03260,CUST-03260,785,On-Time,0,0.23,Low Risk
CRED-03261,CUST-03261,711,Occasional Late,0,0.33,Medium Risk
CRED-03262,CUST-03262,723,On-Time,0,0.5,Medium Risk
CRED-03263,CUST-03263,765,On-Time,0,0.22,Low Risk
CRED-03264,CUST-03264,782,On-Time,0,0.08,Low Risk
CRED-03265,CUST-03265,663,Frequently Late,4,0.65,High Risk
CRED-03266,CUST-03266,670,Occasional Late,1,0.47,Medium Risk
CRED-03267,CUST-03267,669,Frequently Late,4,0.54,High Risk
CRED-03268,CUST-03268,652,Occasional Late,3,0.47,High Risk
CRED-03269,CUST-03269,605,Frequently Late,3,0.47,High Risk
CRED-03270,CUST-03270,701,On-Time,1,0.22,Medium Risk
CRED-03271,CUST-03271,588,Occasional Late,3,0.71,High Risk
CRED-03272,CUST-03272,714,On-Time,2,0.25,Medium Risk
CRED-03273,CUST-03273,726,On-Time,0,0.3,Medium Risk
CRED-03274,CUST-03274,633,Frequently Late,2,0.48,High Risk
CRED-03275,CUST-03275,564,Frequently Late,8,0.77,Very High Risk
CRED-03276,CUST-03276,679,On-Time,0,0.25,Medium Risk
CRED-03277,CUST-03277,733,Occasional Late,0,0.49,Medium Risk
CRED-03278,CUST-03278,696,Occasional Late,0,0.31,Medium Risk
CRED-03279,CUST-03279,742,On-Time,0,0.34,Medium Risk
CRED-03280,CUST-03280,731,On-Time,0,0.49,Medium Risk
CRED-03281,CUST-03281,723,Occasional Late,0,0.22,Medium Risk
CRED-03282,CUST-03282,702,Occasional Late,0,0.28,Medium Risk
CRED-03283,CUST-03283,573,Frequently Late,8,0.76,Very High Risk
CRED-03284,CUST-03284,759,On-Time,0,0.23,Low Risk
CRED-03285,CUST-03285,769,On-Time,0,0.22,Low Risk
CRED-03286,CUST-03286,712,On-Time,0,0.22,Medium Risk
CRED-03287,CUST-03287,630,Occasional Late,3,0.58,High Risk
CRED-03288,CUST-03288,793,On-Time,0,0.16,Low Risk
CRED-03289,CUST-03289,782,On-Time,0,0.24,Low Risk
CRED-03290,CUST-03290,684,On-Time,0,0.34,Medium Risk
CRED-03291,CUST-03291,715,On-Time,2,0.43,Medium Risk
CRED-03292,CUST-03292,719,On-Time,0,0.27,Medium Risk
CRED-03293,CUST-03293,730,On-Time,0,0.46,Medium Risk
CRED-03294,CUST-03294,618,Occasional Late,2,0.56,High Risk
CRED-03295,CUST-03295,770,On-Time,0,0.08,Low Risk
CRED-03296,CUST-03296,689,Occasional Late,0,0.26,Medium Risk
CRED-03297,CUST-03297,697,On-Time,0,0.36,Medium Risk
CRED-03298,CUST-03298,677,On-Time,0,0.28,Medium Risk
CRED-03299,CUST-03299,660,Occasional Late,4,0.55,High Risk
CRED-03300,CUST-03300,509,Frequently Late,11,0.8,Very High Risk
CRED-03301,CUST-03301,743,Occasional Late,1,0.26,Medium Risk
CRED-03302,CUST-03302,731,On-Time,0,0.39,Medium Risk
CRED-03303,CUST-03303,674,On-Time,1,0.41,Medium Risk
CRED-03304,CUST-03304,756,On-Time,0,0.16,Low Risk
CRED-03305,CUST-03305,774,On-Time,0,0.11,Low Risk
CRED-03306,CUST-03306,663,Frequently Late,1,0.76,High Risk
CRED-03307,CUST-03307,579,Frequently Late,9,0.83,Very High Risk
CRED-03308,CUST-03308,650,Frequently Late,2,0.58,High Risk
CRED-03309,CUST-03309,850,On-Time,0,0.2,Low Risk
CRED-03310,CUST-03310,717,On-Time,0,0.23,Medium Risk
CRED-03311,CUST-03311,707,On-Time,0,0.37,Medium Risk
CRED-03312,CUST-03312,777,On-Time,0,0.2,Low Risk
CRED-03313,CUST-03313,652,Frequently Late,3,0.53,High Risk
CRED-03314,CUST-03314,707,On-Time,1,0.34,Medium Risk
CRED-03315,CUST-03315,658,Occasional Late,3,0.69,High Risk
CRED-03316,CUST-03316,696,Occasional Late,0,0.3,Medium Risk
CRED-03317,CUST-03317,797,On-Time,0,0.09,Low Risk
CRED-03318,CUST-03318,645,Occasional Late,4,0.57,High Risk
CRED-03319,CUST-03319,759,On-Time,0,0.07,Low Risk
CRED-03320,CUST-03320,650,Occasional Late,1,0.59,High Risk
CRED-03321,CUST-03321,670,On-Time,1,0.32,Medium Risk
CRED-03322,CUST-03322,691,On-Time,0,0.46,Medium Risk
CRED-03323,CUST-03323,641,Frequently Late,4,0.73,High Risk
CRED-03324,CUST-03324,780,On-Time,0,0.22,Low Risk
CRED-03325,CUST-03325,602,Occasional Late,4,0.72,High Risk
CRED-03326,CUST-03326,789,On-Time,0,0.07,Low Risk
CRED-03327,CUST-03327,754,On-Time,0,0.21,Low Risk
CRED-03328,CUST-03328,706,On-Time,0,0.47,Medium Risk
CRED-03329,CUST-03329,743,On-Time,0,0.32,Medium Risk
CRED-03330,CUST-03330,751,On-Time,0,0.22,Low Risk
CRED-03331,CUST-03331,737,On-Time,1,0.49,Medium Risk
CRED-03332,CUST-03332,751,On-Time,0,0.09,Low Risk
CRED-03333,CUST-03333,758,On-Time,0,0.09,Low Risk
CRED-03334,CUST-03334,799,On-Time,0,0.11,Low Risk
CRED-03335,CUST-03335,718,On-Time,0,0.44,Medium Risk
CRED-03336,CUST-03336,690,Occasional Late,1,0.31,Medium Risk
CRED-03337,CUST-03337,657,Occasional Late,2,0.69,High Risk
CRED-03338,CUST-03338,787,On-Time,0,0.12,Low Risk
CRED-03339,CUST-03339,607,Occasional Late,2,0.49,High Risk
CRED-03340,CUST-03340,680,Occasional Late,0,0.38,Medium Risk
CRED-03341,CUST-03341,502,Default Risk,11,0.92,Very High Risk
CRED-03342,CUST-03342,610,Frequently Late,4,0.48,High Risk
CRED-03343,CUST-03343,714,On-Time,0,0.23,Medium Risk
CRED-03344,CUST-03344,669,Frequently Late,3,0.63,High Risk
CRED-03345,CUST-03345,527,Default Risk,4,0.76,Very High Risk
CRED-03346,CUST-03346,656,Occasional Late,4,0.55,High Risk
CRED-03347,CUST-03347,830,On-Time,0,0.21,Low Risk
CRED-03348,CUST-03348,692,On-Time,0,0.32,Medium Risk
CRED-03349,CUST-03349,564,Frequently Late,6,0.91,Very High Risk
CRED-03350,CUST-03350,751,On-Time,0,0.07,Low Risk
CRED-03351,CUST-03351,760,On-Time,0,0.18,Low Risk
CRED-03352,CUST-03352,761,On-Time,0,0.22,Low Risk
CRED-03353,CUST-03353,598,Occasional Late,3,0.76,High Risk
CRED-03354,CUST-03354,633,Occasional Late,2,0.66,High Risk
CRED-03355,CUST-03355,692,On-Time,0,0.37,Medium Risk
CRED-03356,CUST-03356,719,On-Time,0,0.41,Medium Risk
CRED-03357,CUST-03357,646,Occasional Late,2,0.85,High Risk
CRED-03358,CUST-03358,737,On-Time,0,0.24,Medium Risk
CRED-03359,CUST-03359,714,On-Time,1,0.47,Medium Risk
CRED-03360,CUST-03360,711,Occasional Late,2,0.37,Medium Risk
CRED-03361,CUST-03361,626,Frequently Late,3,0.59,High Risk
CRED-03362,CUST-03362,697,On-Time,2,0.21,Medium Risk
CRED-03363,CUST-03363,600,Occasional Late,1,0.52,High Risk
CRED-03364,CUST-03364,591,Frequently Late,2,0.72,High Risk
CRED-03365,CUST-03365,771,On-Time,0,0.19,Low Risk
CRED-03366,CUST-03366,734,On-Time,0,0.32,Medium Risk
CRED-03367,CUST-03367,629,Occasional Late,2,0.47,High Risk
CRED-03368,CUST-03368,657,Frequently Late,2,0.46,High Risk
CRED-03369,CUST-03369,760,On-Time,0,0.07,Low Risk
CRED-03370,CUST-03370,745,Occasional Late,0,0.45,Medium Risk
CRED-03371,CUST-03371,784,On-Time,0,0.17,Low Risk
CRED-03372,CUST-03372,726,Occasional Late,0,0.27,Medium Risk
CRED-03373,CUST-03373,644,Frequently Late,3,0.75,High Risk
CRED-03374,CUST-03374,765,On-Time,0,0.16,Low Risk
CRED-03375,CUST-03375,787,On-Time,0,0.16,Low Risk
CRED-03376,CUST-03376,535,Frequently Late,5,0.76,Very High Risk
CRED-03377,CUST-03377,781,On-Time,0,0.06,Low Risk
CRED-03378,CUST-03378,663,Frequently Late,3,0.62,High Risk
CRED-03379,CUST-03379,730,On-Time,0,0.41,Medium Risk
CRED-03380,CUST-03380,736,On-Time,0,0.32,Medium Risk
CRED-03381,CUST-03381,654,Frequently Late,3,0.56,High Risk
CRED-03382,CUST-03382,756,On-Time,0,0.18,Low Risk
CRED-03383,CUST-03383,725,Occasional Late,0,0.3,Medium Risk
CRED-03384,CUST-03384,754,On-Time,0,0.1,Low Risk
CRED-03385,CUST-03385,624,Occasional Late,3,0.84,High Risk
CRED-03386,CUST-03386,711,Occasional Late,0,0.5,Medium Risk
CRED-03387,CUST-03387,749,On-Time,0,0.39,Medium Risk
CRED-03388,CUST-03388,729,Occasional Late,0,0.28,Medium Risk
CRED-03389,CUST-03389,697,On-Time,0,0.31,Medium Risk
CRED-03390,CUST-03390,711,On-Time,2,0.25,Medium Risk
CRED-03391,CUST-03391,563,Default Risk,9,0.91,Very High Risk
CRED-03392,CUST-03392,768,On-Time,0,0.11,Low Risk
CRED-03393,CUST-03393,689,Occasional Late,1,0.38,Medium Risk
CRED-03394,CUST-03394,779,On-Time,0,0.08,Low Risk
CRED-03395,CUST-03395,558,Default Risk,7,0.93,Very High Risk
CRED-03396,CUST-03396,746,Occasional Late,0,0.21,Medium Risk
CRED-03397,CUST-03397,748,Occasional Late,0,0.34,Medium Risk
CRED-03398,CUST-03398,665,Frequently Late,4,0.75,High Risk
CRED-03399,CUST-03399,701,Occasional Late,0,0.24,Medium Risk
CRED-03400,CUST-03400,801,On-Time,0,0.14,Low Risk
CRED-03401,CUST-03401,678,On-Time,0,0.45,Medium Risk
CRED-03402,CUST-03402,691,On-Time,1,0.38,Medium Risk
CRED-03403,CUST-03403,667,Occasional Late,3,0.72,High Risk
CRED-03404,CUST-03404,783,On-Time,0,0.25,Low Risk
CRED-03405,CUST-03405,724,On-Time,0,0.34,Medium Risk
CRED-03406,CUST-03406,741,On-Time,1,0.42,Medium Risk
CRED-03407,CUST-03407,732,On-Time,0,0.25,Medium Risk
CRED-03408,CUST-03408,810,On-Time,1,0.21,Low Risk
CRED-03409,CUST-03409,716,On-Time,0,0.28,Medium Risk
CRED-03410,CUST-03410,716,Occasional Late,0,0.46,Medium Risk
CRED-03411,CUST-03411,720,On-Time,0,0.32,Medium Risk
CRED-03412,CUST-03412,728,On-Time,0,0.44,Medium Risk
CRED-03413,CUST-03413,746,Occasional Late,2,0.47,Medium Risk
CRED-03414,CUST-03414,655,Frequently Late,2,0.68,High Risk
CRED-03415,CUST-03415,682,On-Time,0,0.46,Medium Risk
CRED-03416,CUST-03416,708,Occasional Late,0,0.5,Medium Risk
CRED-03417,CUST-03417,625,Frequently Late,3,0.48,High Risk
CRED-03418,CUST-03418,686,On-Time,1,0.44,Medium Risk
CRED-03419,CUST-03419,646,Occasional Late,4,0.81,High Risk
CRED-03420,CUST-03420,739,Occasional Late,1,0.24,Medium Risk
CRED-03421,CUST-03421,761,On-Time,0,0.07,Low Risk
CRED-03422,CUST-03422,728,On-Time,1,0.36,Medium Risk
CRED-03423,CUST-03423,606,Occasional Late,3,0.49,High Risk
CRED-03424,CUST-03424,726,On-Time,0,0.31,Medium Risk
CRED-03425,CUST-03425,758,On-Time,0,0.17,Low Risk
CRED-03426,CUST-03426,786,On-Time,0,0.19,Low Risk
CRED-03427,CUST-03427,680,On-Time,0,0.24,Medium Risk
CRED-03428,CUST-03428,795,On-Time,0,0.06,Low Risk
CRED-03429,CUST-03429,694,Occasional Late,0,0.38,Medium Risk
CRED-03430,CUST-03430,727,On-Time,0,0.48,Medium Risk
CRED-03431,CUST-03431,636,Occasional Late,4,0.72,High Risk
CRED-03432,CUST-03432,764,On-Time,0,0.22,Low Risk
CRED-03433,CUST-03433,785,On-Time,0,0.22,Low Risk
CRED-03434,CUST-03434,736,On-Time,2,0.23,Medium Risk
CRED-03435,CUST-03435,676,Occasional Late,0,0.47,Medium Risk
CRED-03436,CUST-03436,733,Occasional Late,0,0.28,Medium Risk
CRED-03437,CUST-03437,651,Occasional Late,2,0.76,High Risk
CRED-03438,CUST-03438,738,On-Time,2,0.23,Medium Risk
CRED-03439,CUST-03439,689,On-Time,1,0.46,Medium Risk
CRED-03440,CUST-03440,725,Occasional Late,0,0.4,Medium Risk
CRED-03441,CUST-03441,632,Occasional Late,3,0.5,High Risk
CRED-03442,CUST-03442,493,Frequently Late,11,0.77,Very High Risk
CRED-03443,CUST-03443,666,Frequently Late,1,0.72,High Risk
CRED-03444,CUST-03444,672,On-Time,0,0.29,Medium Risk
CRED-03445,CUST-03445,658,Frequently Late,1,0.79,High Risk
CRED-03446,CUST-03446,701,Occasional Late,0,0.49,Medium Risk
CRED-03447,CUST-03447,743,Occasional Late,0,0.26,Medium Risk
CRED-03448,CUST-03448,632,Frequently Late,1,0.7,High Risk
CRED-03449,CUST-03449,708,Occasional Late,1,0.25,Medium Risk
CRED-03450,CUST-03450,712,On-Time,0,0.42,Medium Risk
CRED-03451,CUST-03451,738,Occasional Late,1,0.26,Medium Risk
CRED-03452,CUST-03452,677,On-Time,2,0.38,Medium Risk
CRED-03453,CUST-03453,673,On-Time,0,0.45,Medium Risk
CRED-03454,CUST-03454,687,On-Time,0,0.49,Medium Risk
CRED-03455,CUST-03455,776,On-Time,0,0.18,Low Risk
CRED-03456,CUST-03456,748,On-Time,2,0.33,Medium Risk
CRED-03457,CUST-03457,698,Occasional Late,1,0.33,Medium Risk
CRED-03458,CUST-03458,711,On-Time,0,0.48,Medium Risk
CRED-03459,CUST-03459,629,Frequently Late,1,0.59,High Risk
CRED-03460,CUST-03460,691,Occasional Late,0,0.24,Medium Risk
CRED-03461,CUST-03461,671,On-Time,0,0.27,Medium Risk
CRED-03462,CUST-03462,683,On-Time,0,0.37,Medium Risk
CRED-03463,CUST-03463,628,Frequently Late,4,0.55,High Risk
CRED-03464,CUST-03464,708,On-Time,2,0.27,Medium Risk
CRED-03465,CUST-03465,608,Frequently Late,1,0.72,High Risk
CRED-03466,CUST-03466,761,On-Time,0,0.17,Low Risk
CRED-03467,CUST-03467,793,On-Time,0,0.2,Low Risk
CRED-03468,CUST-03468,710,On-Time,0,0.25,Medium Risk
CRED-03469,CUST-03469,598,Frequently Late,4,0.7,High Risk
CRED-03470,CUST-03470,697,On-Time,0,0.47,Medium Risk
CRED-03471,CUST-03471,690,On-Time,1,0.4,Medium Risk
CRED-03472,CUST-03472,748,Occasional Late,1,0.41,Medium Risk
CRED-03473,CUST-03473,724,On-Time,0,0.43,Medium Risk
CRED-03474,CUST-03474,736,On-Time,1,0.2,Medium Risk
CRED-03475,CUST-03475,711,On-Time,0,0.34,Medium Risk
CRED-03476,CUST-03476,666,Occasional Late,4,0.75,High Risk
CRED-03477,CUST-03477,752,On-Time,0,0.19,Low Risk
CRED-03478,CUST-03478,663,Occasional Late,4,0.61,High Risk
CRED-03479,CUST-03479,729,On-Time,0,0.46,Medium Risk
CRED-03480,CUST-03480,714,On-Time,0,0.23,Medium Risk
CRED-03481,CUST-03481,688,On-Time,0,0.24,Medium Risk
CRED-03482,CUST-03482,647,Occasional Late,4,0.83,High Risk
CRED-03483,CUST-03483,723,On-Time,0,0.31,Medium Risk
CRED-03484,CUST-03484,714,Occasional Late,1,0.38,Medium Risk
CRED-03485,CUST-03485,756,On-Time,0,0.06,Low Risk
CRED-03486,CUST-03486,655,Frequently Late,2,0.5,High Risk
CRED-03487,CUST-03487,701,On-Time,1,0.2,Medium Risk
CRED-03488,CUST-03488,678,On-Time,0,0.37,Medium Risk
CRED-03489,CUST-03489,729,On-Time,0,0.23,Medium Risk
CRED-03490,CUST-03490,408,Default Risk,5,0.98,Very High Risk
CRED-03491,CUST-03491,697,On-Time,0,0.24,Medium Risk
CRED-03492,CUST-03492,703,On-Time,1,0.45,Medium Risk
CRED-03493,CUST-03493,669,Occasional Late,4,0.68,High Risk
CRED-03494,CUST-03494,599,Frequently Late,2,0.74,High Risk
CRED-03495,CUST-03495,461,Default Risk,9,0.9,Very High Risk
CRED-03496,CUST-03496,708,On-Time,1,0.4,Medium Risk
CRED-03497,CUST-03497,727,On-Time,0,0.47,Medium Risk
CRED-03498,CUST-03498,512,Frequently Late,10,0.86,Very High Risk
CRED-03499,CUST-03499,702,On-Time,0,0.25,Medium Risk
CRED-03500,CUST-03500,733,Occasional Late,1,0.43,Medium Risk
CRED-03501,CUST-03501,737,On-Time,0,0.31,Medium Risk
CRED-03502,CUST-03502,748,On-Time,0,0.28,Medium Risk
CRED-03503,CUST-03503,738,On-Time,1,0.49,Medium Risk
CRED-03504,CUST-03504,655,Occasional Late,4,0.48,High Risk
CRED-03505,CUST-03505,730,Occasional Late,1,0.25,Medium Risk
CRED-03506,CUST-03506,710,Occasional Late,2,0.28,Medium Risk
CRED-03507,CUST-03507,671,On-Time,0,0.49,Medium Risk
CRED-03508,CUST-03508,734,On-Time,1,0.49,Medium Risk
CRED-03509,CUST-03509,748,On-Time,1,0.48,Medium Risk
CRED-03510,CUST-03510,623,Occasional Late,1,0.63,High Risk
CRED-03511,CUST-03511,661,Occasional Late,3,0.55,High Risk
CRED-03512,CUST-03512,678,On-Time,0,0.25,Medium Risk
CRED-03513,CUST-03513,699,On-Time,0,0.25,Medium Risk
CRED-03514,CUST-03514,484,Frequently Late,9,0.82,Very High Risk
CRED-03515,CUST-03515,802,On-Time,0,0.17,Low Risk
CRED-03516,CUST-03516,721,On-Time,0,0.29,Medium Risk
CRED-03517,CUST-03517,687,On-Time,0,0.43,Medium Risk
CRED-03518,CUST-03518,707,On-Time,2,0.38,Medium Risk
CRED-03519,CUST-03519,710,On-Time,0,0.36,Medium Risk
CRED-03520,CUST-03520,628,Occasional Late,2,0.55,High Risk
CRED-03521,CUST-03521,724,On-Time,1,0.34,Medium Risk
CRED-03522,CUST-03522,784,On-Time,0,0.21,Low Risk
CRED-03523,CUST-03523,720,On-Time,0,0.48,Medium Risk
CRED-03524,CUST-03524,523,Default Risk,6,0.91,Very High Risk
CRED-03525,CUST-03525,714,Occasional Late,0,0.49,Medium Risk
CRED-03526,CUST-03526,738,Occasional Late,2,0.38,Medium Risk
CRED-03527,CUST-03527,564,Frequently Late,4,0.79,Very High Risk
CRED-03528,CUST-03528,686,On-Time,0,0.35,Medium Risk
CRED-03529,CUST-03529,721,Occasional Late,0,0.4,Medium Risk
CRED-03530,CUST-03530,694,Occasional Late,0,0.37,Medium Risk
CRED-03531,CUST-03531,677,Occasional Late,1,0.21,Medium Risk
CRED-03532,CUST-03532,652,Occasional Late,4,0.69,High Risk
CRED-03533,CUST-03533,799,On-Time,0,0.19,Low Risk
CRED-03534,CUST-03534,694,On-Time,2,0.21,Medium Risk
CRED-03535,CUST-03535,622,Occasional Late,3,0.83,High Risk
CRED-03536,CUST-03536,737,On-Time,0,0.47,Medium Risk
CRED-03537,CUST-03537,709,On-Time,0,0.49,Medium Risk
CRED-03538,CUST-03538,687,On-Time,0,0.43,Medium Risk
CRED-03539,CUST-03539,722,On-Time,0,0.25,Medium Risk
CRED-03540,CUST-03540,709,On-Time,0,0.27,Medium Risk
CRED-03541,CUST-03541,719,On-Time,1,0.36,Medium Risk
CRED-03542,CUST-03542,765,On-Time,0,0.06,Low Risk
CRED-03543,CUST-03543,623,Occasional Late,1,0.66,High Risk
CRED-03544,CUST-03544,719,Occasional Late,0,0.27,Medium Risk
CRED-03545,CUST-03545,673,Occasional Late,0,0.31,Medium Risk
CRED-03546,CUST-03546,732,On-Time,0,0.24,Medium Risk
CRED-03547,CUST-03547,759,On-Time,0,0.23,Low Risk
CRED-03548,CUST-03548,704,On-Time,1,0.43,Medium Risk
CRED-03549,CUST-03549,768,On-Time,0,0.12,Low Risk
CRED-03550,CUST-03550,602,Frequently Late,3,0.51,High Risk
CRED-03551,CUST-03551,673,Occasional Late,2,0.33,Medium Risk
CRED-03552,CUST-03552,751,On-Time,0,0.19,Low Risk
CRED-03553,CUST-03553,674,On-Time,0,0.48,Medium Risk
CRED-03554,CUST-03554,808,On-Time,0,0.1,Low Risk
CRED-03555,CUST-03555,733,On-Time,0,0.2,Medium Risk
CRED-03556,CUST-03556,753,On-Time,0,0.06,Low Risk
CRED-03557,CUST-03557,674,On-Time,1,0.25,Medium Risk
CRED-03558,CUST-03558,755,On-Time,0,0.09,Low Risk
CRED-03559,CUST-03559,669,Frequently Late,4,0.74,High Risk
CRED-03560,CUST-03560,748,On-Time,0,0.25,Medium Risk
CRED-03561,CUST-03561,759,On-Time,0,0.25,Low Risk
CRED-03562,CUST-03562,709,Occasional Late,1,0.27,Medium Risk
CRED-03563,CUST-03563,522,Default Risk,4,0.75,Very High Risk
CRED-03564,CUST-03564,722,On-Time,1,0.34,Medium Risk
CRED-03565,CUST-03565,769,On-Time,1,0.15,Low Risk
CRED-03566,CUST-03566,670,On-Time,1,0.48,Medium Risk
CRED-03567,CUST-03567,691,Occasional Late,0,0.31,Medium Risk
CRED-03568,CUST-03568,654,Occasional Late,3,0.51,High Risk
CRED-03569,CUST-03569,759,On-Time,0,0.12,Low Risk
CRED-03570,CUST-03570,745,On-Time,0,0.38,Medium Risk
CRED-03571,CUST-03571,572,Default Risk,6,0.89,Very High Risk
CRED-03572,CUST-03572,728,On-Time,0,0.3,Medium Risk
CRED-03573,CUST-03573,702,On-Time,0,0.42,Medium Risk
CRED-03574,CUST-03574,688,On-Time,2,0.39,Medium Risk
CRED-03575,CUST-03575,739,On-Time,0,0.47,Medium Risk
CRED-03576,CUST-03576,710,On-Time,1,0.49,Medium Risk
CRED-03577,CUST-03577,661,Occasional Late,4,0.64,High Risk
CRED-03578,CUST-03578,672,On-Time,0,0.45,Medium Risk
CRED-03579,CUST-03579,757,On-Time,0,0.11,Low Risk
CRED-03580,CUST-03580,737,Occasional Late,1,0.45,Medium Risk
CRED-03581,CUST-03581,713,On-Time,1,0.43,Medium Risk
CRED-03582,CUST-03582,609,Occasional Late,4,0.6,High Risk
CRED-03583,CUST-03583,631,Occasional Late,3,0.78,High Risk
CRED-03584,CUST-03584,687,On-Time,2,0.37,Medium Risk
CRED-03585,CUST-03585,699,On-Time,1,0.41,Medium Risk
CRED-03586,CUST-03586,728,On-Time,0,0.39,Medium Risk
CRED-03587,CUST-03587,644,Occasional Late,3,0.56,High Risk
CRED-03588,CUST-03588,690,On-Time,0,0.34,Medium Risk
CRED-03589,CUST-03589,686,On-Time,0,0.34,Medium Risk
CRED-03590,CUST-03590,609,Frequently Late,1,0.49,High Risk
CRED-03591,CUST-03591,626,Frequently Late,2,0.84,High Risk
CRED-03592,CUST-03592,698,On-Time,0,0.46,Medium Risk
CRED-03593,CUST-03593,731,Occasional Late,0,0.44,Medium Risk
CRED-03594,CUST-03594,601,Occasional Late,3,0.71,High Risk
CRED-03595,CUST-03595,788,On-Time,0,0.06,Low Risk
CRED-03596,CUST-03596,802,On-Time,0,0.21,Low Risk
CRED-03597,CUST-03597,666,Frequently Late,4,0.78,High Risk
CRED-03598,CUST-03598,493,Frequently Late,11,0.97,Very High Risk
CRED-03599,CUST-03599,742,On-Time,0,0.3,Medium Risk
CRED-03600,CUST-03600,751,On-Time,0,0.19,Low Risk
CRED-03601,CUST-03601,674,On-Time,0,0.38,Medium Risk
CRED-03602,CUST-03602,692,Occasional Late,0,0.38,Medium Risk
CRED-03603,CUST-03603,587,Frequently Late,2,0.81,High Risk
CRED-03604,CUST-03604,707,Occasional Late,0,0.36,Medium Risk
CRED-03605,CUST-03605,817,On-Time,0,0.13,Low Risk
CRED-03606,CUST-03606,646,Frequently Late,1,0.59,High Risk
CRED-03607,CUST-03607,730,Occasional Late,0,0.34,Medium Risk
CRED-03608,CUST-03608,789,On-Time,0,0.21,Low Risk
CRED-03609,CUST-03609,684,On-Time,0,0.41,Medium Risk
CRED-03610,CUST-03610,763,On-Time,0,0.23,Low Risk
CRED-03611,CUST-03611,569,Frequently Late,6,0.72,Very High Risk
CRED-03612,CUST-03612,726,On-Time,1,0.31,Medium Risk
CRED-03613,CUST-03613,701,On-Time,0,0.49,Medium Risk
CRED-03614,CUST-03614,657,Occasional Late,2,0.56,High Risk
CRED-03615,CUST-03615,720,Occasional Late,0,0.21,Medium Risk
CRED-03616,CUST-03616,765,On-Time,0,0.21,Low Risk
CRED-03617,CUST-03617,720,On-Time,0,0.32,Medium Risk
CRED-03618,CUST-03618,754,On-Time,0,0.15,Low Risk
CRED-03619,CUST-03619,661,Frequently Late,3,0.84,High Risk
CRED-03620,CUST-03620,638,Frequently Late,3,0.54,High Risk
CRED-03621,CUST-03621,693,Occasional Late,0,0.34,Medium Risk
CRED-03622,CUST-03622,714,Occasional Late,0,0.45,Medium Risk
CRED-03623,CUST-03623,718,On-Time,0,0.22,Medium Risk
CRED-03624,CUST-03624,704,On-Time,0,0.3,Medium Risk
CRED-03625,CUST-03625,822,On-Time,0,0.09,Low Risk
CRED-03626,CUST-03626,710,On-Time,0,0.28,Medium Risk
CRED-03627,CUST-03627,697,Occasional Late,0,0.36,Medium Risk
CRED-03628,CUST-03628,611,Frequently Late,1,0.65,High Risk
CRED-03629,CUST-03629,554,Default Risk,7,0.73,Very High Risk
CRED-03630,CUST-03630,692,On-Time,0,0.31,Medium Risk
CRED-03631,CUST-03631,622,Occasional Late,3,0.79,High Risk
CRED-03632,CUST-03632,643,Occasional Late,3,0.73,High Risk
CRED-03633,CUST-03633,562,Frequently Late,7,0.76,Very High Risk
CRED-03634,CUST-03634,720,On-Time,0,0.37,Medium Risk
CRED-03635,CUST-03635,719,On-Time,0,0.24,Medium Risk
CRED-03636,CUST-03636,775,On-Time,0,0.12,Low Risk
CRED-03637,CUST-03637,709,Occasional Late,2,0.23,Medium Risk
CRED-03638,CUST-03638,662,Occasional Late,2,0.57,High Risk
CRED-03639,CUST-03639,789,On-Time,0,0.15,Low Risk
CRED-03640,CUST-03640,729,Occasional Late,0,0.36,Medium Risk
CRED-03641,CUST-03641,724,Occasional Late,0,0.33,Medium Risk
CRED-03642,CUST-03642,701,Occasional Late,1,0.48,Medium Risk
CRED-03643,CUST-03643,758,On-Time,0,0.17,Low Risk
CRED-03644,CUST-03644,632,Frequently Late,4,0.8,High Risk
CRED-03645,CUST-03645,428,Default Risk,8,0.83,Very High Risk
CRED-03646,CUST-03646,658,Frequently Late,4,0.53,High Risk
CRED-03647,CUST-03647,719,On-Time,0,0.29,Medium Risk
CRED-03648,CUST-03648,773,On-Time,0,0.16,Low Risk
CRED-03649,CUST-03649,729,On-Time,0,0.41,Medium Risk
CRED-03650,CUST-03650,738,On-Time,0,0.27,Medium Risk
CRED-03651,CUST-03651,629,Occasional Late,2,0.57,High Risk
CRED-03652,CUST-03652,695,On-Time,0,0.45,Medium Risk
CRED-03653,CUST-03653,748,On-Time,0,0.24,Medium Risk
CRED-03654,CUST-03654,672,On-Time,0,0.26,Medium Risk
CRED-03655,CUST-03655,488,Frequently Late,5,0.8,Very High Risk
CRED-03656,CUST-03656,668,Frequently Late,1,0.62,High Risk
CRED-03657,CUST-03657,688,On-Time,0,0.49,Medium Risk
CRED-03658,CUST-03658,666,Frequently Late,2,0.64,High Risk
CRED-03659,CUST-03659,769,On-Time,0,0.22,Low Risk
CRED-03660,CUST-03660,695,On-Time,0,0.38,Medium Risk
CRED-03661,CUST-03661,698,On-Time,0,0.36,Medium Risk
CRED-03662,CUST-03662,680,Occasional Late,0,0.4,Medium Risk
CRED-03663,CUST-03663,693,On-Time,0,0.48,Medium Risk
CRED-03664,CUST-03664,745,Occasional Late,0,0.41,Medium Risk
CRED-03665,CUST-03665,679,Occasional Late,0,0.26,Medium Risk
CRED-03666,CUST-03666,700,On-Time,0,0.24,Medium Risk
