customer_id,age,gender,education,employment_status,marital_status,city_tier,occupation,customer_since
CUST-02027,65,Male,High School,Retired,Married,Tier 1,Retired,2024-09-03
CUST-02028,43,Male,High School,Self-Employed,Single,Tier 2,Trades/Manufacturing,2021-10-19
CUST-02029,35,Female,High School,Employed,Married,Tier 3,Other,2019-03-11
CUST-02030,23,Female,Bachelor'S,Self-Employed,Married,Tier 1,Other,2023-08-09
CUST-02031,54,Female,High School,Self-Employed,Married,Tier 2,Trades/Manufacturing,2022-03-08
CUST-02032,65,Female,Bachelor'S,Employed,Single,Tier 1,Trades/Manufacturing,2019-09-13
CUST-02033,30,Male,High School,Employed,Married,Tier 2,Retail/Hospitality,2020-04-12
CUST-02034,45,Female,Master'S,Employed,Divorced,Tier 3,Retail/Hospitality,2019-04-02
CUST-02035,22,Male,Bachelor'S,Self-Employed,Married,Tier 2,Finance/Banking,2024-03-04
CUST-02036,30,Female,Bachelor'S,Employed,Divorced,Tier 2,Software/Tech,2020-09-19
CUST-02037,34,Male,Bachelor'S,Employed,Single,Tier 2,Education,2023-01-03
CUST-02038,67,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2023-08-16
CUST-02039,57,Male,Bachelor'S,Employed,Single,Tier 1,Healthcare,2021-05-11
CUST-02040,62,Female,Master'S,Employed,Married,Tier 3,Retail/Hospitality,2022-06-13
CUST-02041,49,Male,Bachelor'S,Employed,Divorced,Tier 2,Software/Tech,2018-07-09
CUST-02042,46,Female,Master'S,Employed,Divorced,Tier 1,Healthcare,2021-05-22
CUST-02043,68,Male,Associate,Retired,Single,Tier 1,Retired,2020-12-19
CUST-02044,75,Female,Master'S,Retired,Married,Tier 1,Retired,2019-06-06
CUST-02045,20,Female,Associate,Employed,Widowed,Tier 2,Retail/Hospitality,2019-08-16
CUST-02046,73,Male,Associate,Retired,Single,Tier 1,Retired,2023-11-11
CUST-02047,57,Female,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2018-11-22
CUST-02048,51,Female,High School,Employed,Divorced,Tier 2,Trades/Manufacturing,2024-04-27
CUST-02049,57,Female,High School,Employed,Divorced,Tier 3,Retail/Hospitality,2023-05-29
CUST-02050,44,Female,Associate,Employed,Single,Tier 2,Healthcare,2018-09-30
CUST-02051,30,Female,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2019-12-02
CUST-02052,62,Female,Master'S,Employed,Married,Tier 1,Software/Tech,2024-05-07
CUST-02053,50,Male,Bachelor'S,Employed,Divorced,Tier 1,Healthcare,2019-05-01
CUST-02054,23,Female,Master'S,Employed,Married,Tier 1,Software/Tech,2024-02-12
CUST-02055,41,Male,Bachelor'S,Unemployed,Married,Tier 3,Unemployed,2022-03-07
CUST-02056,36,Male,High School,Employed,Divorced,Tier 3,Other,2019-04-04
CUST-02057,33,Female,High School,Employed,Married,Tier 2,Healthcare,2023-10-01
CUST-02058,57,Male,Bachelor'S,Self-Employed,Married,Tier 1,Healthcare,2018-10-26
CUST-02059,45,Male,Associate,Employed,Married,Tier 2,Software/Tech,2021-06-12
CUST-02060,50,Female,High School,Unemployed,Single,Tier 2,Unemployed,2021-04-22
CUST-02061,65,Female,Bachelor'S,Retired,Single,Tier 3,Retired,2019-08-13
CUST-02062,58,Female,Bachelor'S,Employed,Single,Tier 2,Education,2021-01-05
CUST-02063,30,Female,Associate,Employed,Divorced,Tier 2,Software/Tech,2024-08-12
CUST-02064,60,Female,Master'S,Self-Employed,Single,Tier 2,Retail/Hospitality,2023-11-29
CUST-02065,62,Male,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2023-01-05
CUST-02066,42,Male,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2018-02-17
CUST-02067,70,Female,Doctorate,Retired,Married,Tier 2,Retired,2019-02-10
CUST-02068,59,Male,Associate,Employed,Married,Tier 3,Healthcare,2023-11-05
CUST-02069,53,Female,Bachelor'S,Unemployed,Married,Tier 1,Unemployed,2020-03-15
CUST-02070,44,Female,Master'S,Employed,Single,Tier 3,Software/Tech,2022-06-24
CUST-02071,55,Male,Bachelor'S,Self-Employed,Single,Tier 2,Education,2020-01-15
CUST-02072,24,Female,Bachelor'S,Employed,Single,Tier 2,Retail/Hospitality,2018-09-06
CUST-02073,22,Female,Bachelor'S,Employed,Divorced,Tier 3,Software/Tech,2019-07-09
CUST-02074,60,Male,Bachelor'S,Employed,Married,Tier 3,Healthcare,2018-02-14
CUST-02075,62,Non-Binary,High School,Employed,Married,Tier 2,Healthcare,2024-03-21
CUST-02076,75,Female,Doctorate,Retired,Married,Tier 3,Retired,2019-10-06
CUST-02077,74,Male,Master'S,Retired,Married,Tier 1,Retired,2022-02-27
CUST-02078,68,Female,Master'S,Employed,Single,Tier 2,Healthcare,2023-07-10
CUST-02079,48,Female,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2019-05-06
CUST-02080,40,Female,High School,Employed,Single,Tier 1,Healthcare,2024-05-22
CUST-02081,59,Female,High School,Employed,Single,Tier 3,Trades/Manufacturing,2024-01-24
CUST-02082,27,Female,Master'S,Employed,Divorced,Tier 2,Software/Tech,2021-05-15
CUST-02083,49,Male,Associate,Employed,Single,Tier 2,Software/Tech,2019-02-27
CUST-02084,60,Female,Associate,Unemployed,Married,Tier 2,Unemployed,2022-12-14
CUST-02085,70,Female,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2019-08-29
CUST-02086,47,Male,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2019-09-29
CUST-02087,56,Male,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2022-12-09
CUST-02088,48,Non-Binary,Bachelor'S,Self-Employed,Single,Tier 2,Trades/Manufacturing,2021-07-09
CUST-02089,35,Female,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2024-09-26
CUST-02090,53,Female,Master'S,Employed,Married,Tier 3,Finance/Banking,2020-06-28
CUST-02091,19,Female,High School,Student,Widowed,Tier 2,Student,2020-09-13
CUST-02092,31,Female,Associate,Employed,Single,Tier 2,Software/Tech,2024-10-06
CUST-02093,30,Female,Bachelor'S,Employed,Single,Tier 2,Education,2024-10-11
CUST-02094,46,Female,Doctorate,Employed,Married,Tier 2,Healthcare,2018-12-17
CUST-02095,29,Male,Associate,Employed,Married,Tier 3,Healthcare,2023-12-01
CUST-02096,56,Female,Associate,Employed,Married,Tier 2,Other,2019-02-20
CUST-02097,19,Female,Bachelor'S,Employed,Married,Tier 3,Finance/Banking,2023-08-15
CUST-02098,49,Female,Bachelor'S,Employed,Married,Tier 2,Education,2019-02-05
CUST-02099,30,Female,Doctorate,Unemployed,Single,Tier 2,Unemployed,2021-08-05
CUST-02100,63,Female,Master'S,Employed,Single,Tier 1,Healthcare,2019-11-13
CUST-02101,44,Male,Bachelor'S,Employed,Divorced,Tier 3,Retail/Hospitality,2019-08-05
CUST-02102,66,Male,Bachelor'S,Retired,Married,Tier 1,Retired,2021-08-22
CUST-02103,58,Male,High School,Employed,Widowed,Tier 3,Healthcare,2024-01-14
CUST-02104,34,Male,Bachelor'S,Employed,Married,Tier 2,Other,2018-11-16
CUST-02105,57,Non-Binary,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2022-11-01
CUST-02106,48,Male,Associate,Employed,Married,Tier 1,Healthcare,2020-06-07
CUST-02107,51,Male,High School,Employed,Single,Tier 2,Finance/Banking,2019-01-26
CUST-02108,41,Female,Master'S,Employed,Single,Tier 1,Management/Executive,2019-12-03
CUST-02109,62,Female,Bachelor'S,Employed,Divorced,Tier 3,Trades/Manufacturing,2021-03-18
CUST-02110,52,Male,Bachelor'S,Self-Employed,Single,Tier 1,Healthcare,2022-11-19
CUST-02111,65,Female,High School,Retired,Single,Tier 2,Retired,2024-05-08
CUST-02112,23,Female,Bachelor'S,Self-Employed,Married,Tier 1,Retail/Hospitality,2022-02-13
CUST-02113,36,Male,Master'S,Employed,Married,Tier 3,Finance/Banking,2020-06-17
CUST-02114,47,Male,Associate,Employed,Single,Tier 2,Software/Tech,2022-07-05
CUST-02115,24,Female,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2020-07-30
CUST-02116,27,Female,High School,Self-Employed,Married,Tier 2,Education,2023-09-02
CUST-02117,58,Female,Bachelor'S,Employed,Divorced,Tier 1,Education,2021-06-30
CUST-02118,49,Male,Master'S,Employed,Married,Tier 1,Retail/Hospitality,2022-07-30
CUST-02119,51,Male,Bachelor'S,Employed,Divorced,Tier 2,Trades/Manufacturing,2020-03-08
CUST-02120,45,Female,Master'S,Employed,Married,Tier 2,Education,2019-12-16
CUST-02121,32,Male,Master'S,Employed,Married,Tier 1,Management/Executive,2020-12-13
CUST-02122,47,Male,Master'S,Employed,Divorced,Tier 1,Other,2020-07-04
CUST-02123,54,Female,Master'S,Employed,Single,Tier 2,Software/Tech,2021-07-05
CUST-02124,46,Male,High School,Self-Employed,Single,Tier 3,Trades/Manufacturing,2020-10-03
CUST-02125,39,Female,Master'S,Employed,Married,Tier 2,Software/Tech,2020-05-15
CUST-02126,21,Female,High School,Employed,Divorced,Tier 1,Finance/Banking,2018-04-19
CUST-02127,37,Male,High School,Self-Employed,Married,Tier 2,Retail/Hospitality,2024-11-08
CUST-02128,49,Female,High School,Employed,Single,Tier 1,Finance/Banking,2020-04-15
CUST-02129,53,Male,Associate,Employed,Divorced,Tier 2,Management/Executive,2021-08-15
CUST-02130,67,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2023-07-13
CUST-02131,21,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2019-12-24
CUST-02132,44,Male,High School,Employed,Married,Tier 2,Education,2021-07-25
CUST-02133,34,Female,Bachelor'S,Employed,Married,Tier 3,Education,2020-01-02
CUST-02134,29,Male,Bachelor'S,Self-Employed,Single,Tier 1,Education,2021-10-05
CUST-02135,39,Female,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2020-08-23
CUST-02136,34,Male,Associate,Employed,Divorced,Tier 3,Retail/Hospitality,2024-03-30
CUST-02137,27,Male,High School,Employed,Single,Tier 3,Education,2024-08-25
CUST-02138,71,Female,Associate,Retired,Married,Tier 2,Retired,2024-09-17
CUST-02139,18,Male,Associate,Employed,Married,Tier 2,Retail/Hospitality,2019-09-19
CUST-02140,39,Male,Bachelor'S,Employed,Divorced,Tier 1,Education,2021-09-11
CUST-02141,43,Female,Bachelor'S,Employed,Married,Tier 3,Retail/Hospitality,2024-04-22
CUST-02142,73,Female,Associate,Retired,Married,Tier 2,Retired,2019-06-23
CUST-02143,35,Female,Associate,Employed,Single,Tier 2,Finance/Banking,2023-01-08
CUST-02144,67,Non-Binary,Associate,Employed,Single,Tier 1,Software/Tech,2024-07-06
CUST-02145,31,Male,Doctorate,Unemployed,Married,Tier 2,Unemployed,2020-08-29
CUST-02146,64,Female,High School,Employed,Single,Tier 2,Software/Tech,2022-12-05
CUST-02147,46,Male,Master'S,Employed,Married,Tier 1,Retail/Hospitality,2020-12-18
CUST-02148,29,Female,Bachelor'S,Employed,Married,Tier 3,Education,2023-06-03
CUST-02149,53,Male,High School,Employed,Married,Tier 1,Healthcare,2020-03-21
CUST-02150,52,Non-Binary,Doctorate,Employed,Single,Tier 3,Finance/Banking,2021-12-29
CUST-02151,69,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2018-03-25
CUST-02152,29,Female,Bachelor'S,Employed,Married,Tier 3,Education,2018-08-21
CUST-02153,24,Female,Bachelor'S,Employed,Single,Tier 2,Healthcare,2024-11-27
CUST-02154,46,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2024-06-09
CUST-02155,28,Female,Associate,Employed,Married,Tier 1,Retail/Hospitality,2020-11-09
CUST-02156,50,Male,High School,Self-Employed,Single,Tier 2,Retail/Hospitality,2019-04-02
CUST-02157,23,Male,Master'S,Employed,Married,Tier 1,Healthcare,2022-01-14
CUST-02158,64,Male,Master'S,Employed,Single,Tier 1,Education,2022-04-03
CUST-02159,32,Male,High School,Employed,Divorced,Tier 1,Management/Executive,2023-07-25
CUST-02160,49,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2018-12-19
CUST-02161,68,Female,Bachelor'S,Retired,Single,Tier 2,Retired,2024-05-25
CUST-02162,28,Female,High School,Self-Employed,Single,Tier 1,Management/Executive,2024-02-11
CUST-02163,75,Non-Binary,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2019-10-11
CUST-02164,40,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2021-11-18
CUST-02165,43,Male,Bachelor'S,Self-Employed,Single,Tier 1,Finance/Banking,2021-12-22
CUST-02166,51,Male,Master'S,Employed,Single,Tier 2,Healthcare,2022-09-13
CUST-02167,63,Male,High School,Employed,Divorced,Tier 1,Healthcare,2019-08-16
CUST-02168,51,Male,Bachelor'S,Employed,Single,Tier 1,Healthcare,2018-06-29
CUST-02169,46,Female,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2020-05-01
CUST-02170,21,Female,Bachelor'S,Employed,Single,Tier 1,Education,2021-04-30
CUST-02171,34,Female,High School,Employed,Married,Tier 1,Finance/Banking,2018-05-21
CUST-02172,52,Female,Bachelor'S,Self-Employed,Married,Tier 3,Management/Executive,2022-11-05
CUST-02173,30,Female,Master'S,Employed,Married,Tier 2,Software/Tech,2020-09-03
CUST-02174,58,Male,Associate,Employed,Single,Tier 1,Healthcare,2020-01-25
CUST-02175,56,Female,Bachelor'S,Self-Employed,Married,Tier 2,Retail/Hospitality,2024-02-03
CUST-02176,32,Male,Master'S,Employed,Single,Tier 1,Finance/Banking,2024-02-29
CUST-02177,72,Male,High School,Retired,Married,Tier 2,Retired,2020-07-11
CUST-02178,46,Male,Master'S,Employed,Married,Tier 3,Management/Executive,2020-07-30
CUST-02179,46,Female,Associate,Employed,Widowed,Tier 2,Other,2022-03-10
CUST-02180,28,Male,High School,Employed,Married,Tier 2,Retail/Hospitality,2024-10-10
CUST-02181,69,Male,High School,Retired,Married,Tier 2,Retired,2018-09-01
CUST-02182,49,Female,High School,Employed,Married,Tier 2,Education,2020-05-21
CUST-02183,19,Female,High School,Student,Single,Tier 1,Student,2021-10-11
CUST-02184,64,Male,Bachelor'S,Employed,Married,Tier 2,Healthcare,2023-07-02
CUST-02185,31,Male,High School,Employed,Single,Tier 3,Finance/Banking,2018-01-19
CUST-02186,37,Female,Master'S,Employed,Married,Tier 2,Software/Tech,2020-03-07
CUST-02187,39,Male,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2019-08-22
CUST-02188,28,Female,Bachelor'S,Self-Employed,Single,Tier 1,Trades/Manufacturing,2020-08-20
CUST-02189,44,Female,Bachelor'S,Employed,Married,Tier 2,Management/Executive,2019-10-21
CUST-02190,20,Male,Bachelor'S,Employed,Married,Tier 3,Software/Tech,2020-11-02
CUST-02191,34,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2018-12-10
CUST-02192,61,Male,High School,Employed,Married,Tier 3,Education,2024-10-02
CUST-02193,73,Male,Master'S,Retired,Single,Tier 1,Retired,2022-04-30
CUST-02194,45,Male,Bachelor'S,Employed,Divorced,Tier 3,Trades/Manufacturing,2022-05-04
CUST-02195,46,Female,High School,Employed,Single,Tier 1,Finance/Banking,2021-01-11
CUST-02196,38,Male,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2019-07-05
CUST-02197,64,Female,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2019-07-13
CUST-02198,33,Female,Associate,Employed,Married,Tier 1,Management/Executive,2018-12-13
CUST-02199,54,Male,Master'S,Employed,Single,Tier 3,Retail/Hospitality,2019-06-29
CUST-02200,37,Male,Bachelor'S,Self-Employed,Single,Tier 1,Finance/Banking,2019-11-20
CUST-02201,23,Male,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2019-01-29
CUST-02202,36,Male,Bachelor'S,Employed,Married,Tier 3,Finance/Banking,2022-09-04
CUST-02203,74,Female,Doctorate,Employed,Married,Tier 3,Software/Tech,2024-03-20
CUST-02204,22,Male,Associate,Employed,Married,Tier 3,Education,2020-11-29
CUST-02205,20,Female,Bachelor'S,Student,Widowed,Tier 3,Student,2018-08-11
CUST-02206,18,Male,Associate,Employed,Divorced,Tier 1,Finance/Banking,2023-12-20
CUST-02207,75,Male,Bachelor'S,Self-Employed,Single,Tier 3,Software/Tech,2018-12-03
CUST-02208,55,Female,High School,Employed,Married,Tier 1,Healthcare,2024-09-16
CUST-02209,32,Female,High School,Employed,Married,Tier 1,Healthcare,2021-10-26
CUST-02210,51,Male,Master'S,Employed,Single,Tier 1,Software/Tech,2021-05-03
CUST-02211,52,Male,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2024-12-03
CUST-02212,66,Female,Associate,Retired,Married,Tier 1,Retired,2024-08-14
CUST-02213,42,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2024-11-18
CUST-02214,41,Male,Bachelor'S,Self-Employed,Married,Tier 2,Software/Tech,2019-04-14
CUST-02215,29,Female,High School,Self-Employed,Single,Tier 2,Software/Tech,2021-08-30
CUST-02216,35,Female,High School,Employed,Divorced,Tier 1,Healthcare,2023-02-23
CUST-02217,32,Female,Doctorate,Self-Employed,Married,Tier 2,Software/Tech,2022-05-14
CUST-02218,61,Female,Bachelor'S,Unemployed,Divorced,Tier 1,Unemployed,2019-10-18
CUST-02219,33,Female,Associate,Employed,Single,Tier 2,Healthcare,2020-06-12
CUST-02220,44,Female,Master'S,Employed,Married,Tier 2,Retail/Hospitality,2022-06-30
CUST-02221,25,Female,Bachelor'S,Unemployed,Married,Tier 3,Unemployed,2019-07-26
CUST-02222,63,Female,High School,Employed,Single,Tier 3,Retail/Hospitality,2020-07-01
CUST-02223,42,Female,High School,Employed,Single,Tier 1,Education,2018-07-11
CUST-02224,34,Male,Associate,Employed,Single,Tier 1,Software/Tech,2024-05-25
CUST-02225,46,Male,Master'S,Employed,Widowed,Tier 3,Trades/Manufacturing,2019-03-31
CUST-02226,70,Female,High School,Retired,Married,Tier 2,Retired,2020-05-14
CUST-02227,25,Female,High School,Self-Employed,Single,Tier 2,Trades/Manufacturing,2020-02-12
CUST-02228,32,Male,Master'S,Self-Employed,Married,Tier 2,Software/Tech,2019-10-15
CUST-02229,44,Female,High School,Employed,Married,Tier 2,Software/Tech,2022-10-24
CUST-02230,63,Male,Bachelor'S,Unemployed,Single,Tier 1,Unemployed,2019-10-16
CUST-02231,67,Female,High School,Retired,Widowed,Tier 2,Retired,2020-12-30
CUST-02232,69,Female,Bachelor'S,Retired,Married,Tier 3,Retired,2024-01-16
CUST-02233,24,Female,Associate,Employed,Married,Tier 1,Software/Tech,2022-05-03
CUST-02234,20,Male,High School,Student,Married,Tier 2,Student,2018-03-04
CUST-02235,46,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2019-10-02
CUST-02236,61,Male,Bachelor'S,Unemployed,Single,Tier 3,Unemployed,2020-02-11
CUST-02237,70,Male,Bachelor'S,Retired,Divorced,Tier 3,Retired,2019-04-07
CUST-02238,41,Male,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2018-07-26
CUST-02239,75,Female,Bachelor'S,Self-Employed,Married,Tier 2,Other,2019-07-23
CUST-02240,20,Male,Bachelor'S,Student,Single,Tier 3,Student,2024-07-29
CUST-02241,37,Male,Bachelor'S,Self-Employed,Single,Tier 1,Healthcare,2021-03-11
CUST-02242,63,Female,Bachelor'S,Employed,Single,Tier 3,Healthcare,2019-01-13
CUST-02243,32,Female,Bachelor'S,Employed,Single,Tier 1,Education,2021-12-31
CUST-02244,42,Female,Bachelor'S,Employed,Divorced,Tier 2,Trades/Manufacturing,2021-02-12
CUST-02245,47,Female,High School,Employed,Divorced,Tier 3,Software/Tech,2022-03-14
CUST-02246,31,Male,High School,Employed,Single,Tier 2,Finance/Banking,2019-04-14
CUST-02247,24,Female,Associate,Employed,Married,Tier 1,Software/Tech,2022-12-05
CUST-02248,34,Female,Master'S,Unemployed,Single,Tier 3,Unemployed,2023-11-09
CUST-02249,61,Male,Bachelor'S,Self-Employed,Single,Tier 2,Software/Tech,2022-12-14
CUST-02250,37,Male,Bachelor'S,Employed,Single,Tier 1,Healthcare,2018-03-03
CUST-02251,53,Male,Associate,Employed,Married,Tier 1,Finance/Banking,2023-12-14
CUST-02252,26,Male,High School,Employed,Single,Tier 1,Healthcare,2024-09-14
CUST-02253,55,Female,Master'S,Employed,Single,Tier 1,Finance/Banking,2020-09-24
CUST-02254,65,Female,Master'S,Unemployed,Married,Tier 2,Unemployed,2020-04-04
CUST-02255,74,Female,High School,Unemployed,Single,Tier 2,Unemployed,2018-12-22
CUST-02256,39,Female,Bachelor'S,Employed,Married,Tier 3,Retail/Hospitality,2022-06-27
CUST-02257,71,Male,Bachelor'S,Retired,Divorced,Tier 2,Retired,2020-08-03
CUST-02258,70,Female,Associate,Self-Employed,Single,Tier 1,Finance/Banking,2020-12-26
CUST-02259,70,Male,Bachelor'S,Retired,Married,Tier 1,Retired,2021-04-01
CUST-02260,19,Non-Binary,Bachelor'S,Student,Married,Tier 1,Student,2020-01-31
CUST-02261,41,Male,Bachelor'S,Employed,Married,Tier 3,Other,2024-09-16
CUST-02262,25,Female,High School,Self-Employed,Single,Tier 1,Software/Tech,2018-11-27
CUST-02263,28,Male,Associate,Employed,Married,Tier 2,Software/Tech,2018-10-20
CUST-02264,30,Male,Associate,Unemployed,Married,Tier 2,Unemployed,2018-04-06
CUST-02265,34,Male,Associate,Self-Employed,Single,Tier 3,Education,2019-02-19
CUST-02266,25,Female,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2019-03-15
CUST-02267,38,Female,Associate,Employed,Married,Tier 1,Management/Executive,2020-12-30
CUST-02268,35,Male,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2018-11-06
CUST-02269,47,Female,Associate,Employed,Single,Tier 1,Education,2024-01-19
CUST-02270,35,Female,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2021-06-08
CUST-02271,63,Female,Bachelor'S,Self-Employed,Single,Tier 2,Trades/Manufacturing,2022-11-15
CUST-02272,64,Female,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2019-02-15
CUST-02273,48,Male,High School,Employed,Married,Tier 1,Finance/Banking,2018-10-26
CUST-02274,55,Male,Associate,Employed,Married,Tier 2,Management/Executive,2021-01-15
CUST-02275,49,Female,High School,Self-Employed,Married,Tier 1,Software/Tech,2024-09-13
CUST-02276,28,Female,High School,Self-Employed,Married,Tier 3,Retail/Hospitality,2019-05-26
CUST-02277,62,Non-Binary,Associate,Unemployed,Divorced,Tier 3,Unemployed,2023-03-22
CUST-02278,42,Female,High School,Employed,Single,Tier 2,Retail/Hospitality,2022-03-12
CUST-02279,50,Male,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2019-06-21
CUST-02280,55,Female,Doctorate,Employed,Married,Tier 3,Software/Tech,2019-12-09
CUST-02281,58,Male,High School,Employed,Divorced,Tier 3,Healthcare,2024-10-26
CUST-02282,25,Non-Binary,Master'S,Employed,Divorced,Tier 1,Retail/Hospitality,2024-02-15
CUST-02283,28,Male,High School,Unemployed,Married,Tier 2,Unemployed,2021-11-20
CUST-02284,39,Female,Bachelor'S,Employed,Married,Tier 1,Management/Executive,2019-06-20
CUST-02285,68,Female,Bachelor'S,Retired,Single,Tier 1,Retired,2021-10-26
CUST-02286,41,Male,Master'S,Employed,Single,Tier 1,Retail/Hospitality,2023-11-27
CUST-02287,58,Male,High School,Employed,Married,Tier 2,Software/Tech,2020-03-25
CUST-02288,34,Female,Associate,Employed,Single,Tier 1,Retail/Hospitality,2024-08-07
CUST-02289,29,Female,High School,Unemployed,Single,Tier 1,Unemployed,2019-05-16
CUST-02290,74,Male,Bachelor'S,Employed,Divorced,Tier 1,Retail/Hospitality,2018-05-16
CUST-02291,63,Female,Master'S,Self-Employed,Divorced,Tier 1,Other,2020-12-10
CUST-02292,49,Female,Bachelor'S,Self-Employed,Single,Tier 2,Retail/Hospitality,2018-12-30
CUST-02293,32,Male,Bachelor'S,Employed,Divorced,Tier 2,Trades/Manufacturing,2018-03-22
CUST-02294,33,Male,Bachelor'S,Employed,Divorced,Tier 2,Education,2018-06-20
CUST-02295,71,Female,Master'S,Retired,Married,Tier 1,Retired,2022-10-16
CUST-02296,39,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2021-08-16
CUST-02297,45,Female,High School,Self-Employed,Divorced,Tier 3,Retail/Hospitality,2022-01-12
CUST-02298,37,Female,Master'S,Employed,Single,Tier 2,Retail/Hospitality,2019-11-20
CUST-02299,50,Male,Associate,Unemployed,Married,Tier 1,Unemployed,2021-08-11
CUST-02300,27,Male,High School,Employed,Single,Tier 2,Education,2018-07-23
CUST-02301,57,Male,High School,Employed,Married,Tier 1,Management/Executive,2023-03-27
CUST-02302,49,Male,Bachelor'S,Employed,Single,Tier 1,Other,2020-11-19
CUST-02303,67,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2018-12-02
CUST-02304,50,Female,Associate,Employed,Married,Tier 1,Software/Tech,2020-01-18
CUST-02305,19,Male,Bachelor'S,Student,Single,Tier 3,Student,2022-05-06
CUST-02306,50,Male,Bachelor'S,Employed,Married,Tier 3,Finance/Banking,2020-04-26
CUST-02307,50,Female,Master'S,Employed,Divorced,Tier 1,Education,2023-01-12
CUST-02308,58,Female,Bachelor'S,Self-Employed,Divorced,Tier 3,Trades/Manufacturing,2020-06-22
CUST-02309,30,Female,Bachelor'S,Employed,Divorced,Tier 2,Other,2021-11-14
CUST-02310,47,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2024-02-13
CUST-02311,50,Female,Associate,Employed,Married,Tier 2,Healthcare,2021-02-15
CUST-02312,30,Female,Associate,Employed,Married,Tier 2,Management/Executive,2023-11-20
CUST-02313,69,Male,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2024-04-27
CUST-02314,43,Male,High School,Employed,Single,Tier 3,Other,2024-07-09
CUST-02315,39,Male,Associate,Employed,Single,Tier 1,Finance/Banking,2019-01-22
CUST-02316,56,Female,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2021-02-12
CUST-02317,19,Female,High School,Employed,Married,Tier 2,Software/Tech,2022-02-04
CUST-02318,55,Female,High School,Employed,Single,Tier 3,Trades/Manufacturing,2018-10-13
CUST-02319,56,Male,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2023-12-28
CUST-02320,43,Male,Bachelor'S,Employed,Single,Tier 2,Education,2019-08-24
CUST-02321,63,Male,Master'S,Employed,Single,Tier 1,Healthcare,2019-04-11
CUST-02322,75,Male,Bachelor'S,Retired,Divorced,Tier 2,Retired,2022-06-17
CUST-02323,67,Female,Bachelor'S,Retired,Married,Tier 2,Retired,2018-10-30
CUST-02324,32,Female,Associate,Self-Employed,Married,Tier 2,Software/Tech,2020-12-22
CUST-02325,51,Non-Binary,High School,Employed,Single,Tier 1,Retail/Hospitality,2023-05-22
CUST-02326,59,Female,High School,Employed,Married,Tier 2,Management/Executive,2020-04-13
CUST-02327,72,Female,Bachelor'S,Retired,Married,Tier 1,Retired,2018-10-15
CUST-02328,61,Female,Bachelor'S,Employed,Single,Tier 2,Education,2024-07-25
CUST-02329,66,Male,Bachelor'S,Employed,Widowed,Tier 3,Management/Executive,2022-05-08
CUST-02330,57,Female,Bachelor'S,Employed,Divorced,Tier 2,Education,2022-07-05
CUST-02331,28,Female,High School,Employed,Widowed,Tier 2,Healthcare,2020-02-03
CUST-02332,20,Female,Bachelor'S,Student,Single,Tier 3,Student,2019-10-30
CUST-02333,23,Male,Bachelor'S,Employed,Married,Tier 2,Healthcare,2023-02-24
CUST-02334,26,Male,Bachelor'S,Self-Employed,Single,Tier 1,Trades/Manufacturing,2022-02-19
