debt_id,customer_id,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio
DEBT-03209,CUST-03209,2138.87,0.0,0.0,0.0,0.0,2138.87,0.0084
DEBT-03210,CUST-03210,9649.35,0.0,0.0,0.0,0.0,9649.35,0.0134
DEBT-03211,CUST-03211,3914.38,3252.42,0.0,29220.38,0.0,36387.18,0.0971
DEBT-03212,CUST-03212,2480.7,0.0,0.0,32986.16,0.0,35466.86,0.0584
DEBT-03213,CUST-03213,3552.5,0.0,0.0,15034.07,0.0,18586.57,0.0526
DEBT-03214,CUST-03214,6160.68,0.0,0.0,0.0,0.0,6160.68,0.0132
DEBT-03215,CUST-03215,0.0,8607.09,0.0,12271.97,0.0,20879.06,0.091
DEBT-03216,CUST-03216,7980.44,0.0,0.0,0.0,0.0,7980.44,0.0127
DEBT-03217,CUST-03217,10625.9,14622.47,31180.22,0.0,432852.59,489281.18,0.7608
DEBT-03218,CUST-03218,10100.74,0.0,0.0,27008.78,0.0,37109.52,0.0401
DEBT-03219,CUST-03219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03220,CUST-03220,1008.05,0.0,0.0,13933.97,0.0,14942.02,0.0437
DEBT-03221,CUST-03221,8624.33,0.0,0.0,4408.23,0.0,13032.56,0.0288
DEBT-03222,CUST-03222,0.0,6591.18,16845.56,0.0,0.0,23436.74,0.0355
DEBT-03223,CUST-03223,2405.85,24580.28,34939.94,0.0,0.0,61926.07,0.2034
DEBT-03224,CUST-03224,7135.41,0.0,0.0,0.0,131498.34,138633.75,0.3208
DEBT-03225,CUST-03225,8775.25,0.0,0.0,30397.42,0.0,39172.67,0.0798
DEBT-03226,CUST-03226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03227,CUST-03227,7929.06,0.0,0.0,0.0,110734.5,118663.56,0.1745
DEBT-03228,CUST-03228,502.39,17552.55,0.0,0.0,0.0,18054.94,0.0207
DEBT-03229,CUST-03229,3563.15,0.0,0.0,16055.52,0.0,19618.67,0.0858
DEBT-03230,CUST-03230,6375.63,0.0,0.0,0.0,0.0,6375.63,0.0192
DEBT-03231,CUST-03231,9746.34,15720.56,0.0,0.0,0.0,25466.9,0.0553
DEBT-03232,CUST-03232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03233,CUST-03233,9257.97,0.0,0.0,0.0,0.0,9257.97,0.0151
DEBT-03234,CUST-03234,7366.89,22525.76,0.0,30609.08,0.0,60501.73,0.0843
DEBT-03235,CUST-03235,5564.32,4264.6,38565.63,0.0,0.0,48394.55,0.1901
DEBT-03236,CUST-03236,4022.16,0.0,0.0,20823.53,223838.37,248684.06,0.4012
DEBT-03237,CUST-03237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03238,CUST-03238,9489.78,0.0,0.0,0.0,0.0,9489.78,0.0164
DEBT-03239,CUST-03239,4452.88,0.0,0.0,23541.13,416389.25,444383.26,1.0137
DEBT-03240,CUST-03240,3105.44,0.0,0.0,27542.23,0.0,30647.67,0.1272
DEBT-03241,CUST-03241,5643.47,19093.94,22623.34,0.0,359836.59,407197.34,1.0353
DEBT-03242,CUST-03242,12144.82,0.0,27193.01,4737.11,0.0,44074.94,0.0666
DEBT-03243,CUST-03243,6277.16,0.0,39975.85,14889.92,0.0,61142.93,0.0691
DEBT-03244,CUST-03244,8841.07,0.0,0.0,0.0,0.0,8841.07,0.0176
DEBT-03245,CUST-03245,2682.41,7304.85,0.0,10938.59,0.0,20925.85,0.0335
DEBT-03246,CUST-03246,0.0,14035.21,0.0,0.0,0.0,14035.21,0.0229
DEBT-03247,CUST-03247,16427.89,0.0,0.0,19317.27,0.0,35745.16,0.0491
DEBT-03248,CUST-03248,8119.82,0.0,0.0,21967.19,0.0,30087.01,0.0483
DEBT-03249,CUST-03249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03250,CUST-03250,0.0,24653.37,0.0,0.0,0.0,24653.37,0.0512
DEBT-03251,CUST-03251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03252,CUST-03252,0.0,3122.41,0.0,34080.74,232031.65,269234.8,0.5139
DEBT-03253,CUST-03253,7302.83,0.0,0.0,14443.63,122968.84,144715.3,0.4174
DEBT-03254,CUST-03254,794.52,0.0,0.0,25856.69,0.0,26651.21,0.1479
DEBT-03255,CUST-03255,2695.07,0.0,0.0,0.0,0.0,2695.07,0.0053
DEBT-03256,CUST-03256,0.0,0.0,0.0,0.0,403878.06,403878.06,1.3444
DEBT-03257,CUST-03257,4949.11,0.0,0.0,32785.36,0.0,37734.47,0.0502
DEBT-03258,CUST-03258,13581.18,0.0,0.0,8705.28,0.0,22286.46,0.0299
DEBT-03259,CUST-03259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03260,CUST-03260,0.0,5629.73,0.0,30011.29,0.0,35641.02,0.0723
DEBT-03261,CUST-03261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03262,CUST-03262,753.1,0.0,0.0,8762.76,0.0,9515.86,0.0103
DEBT-03263,CUST-03263,2982.73,0.0,0.0,0.0,0.0,2982.73,0.0055
DEBT-03264,CUST-03264,0.0,0.0,0.0,24763.36,0.0,24763.36,0.0282
DEBT-03265,CUST-03265,2946.69,0.0,0.0,0.0,0.0,2946.69,0.0116
DEBT-03266,CUST-03266,5657.58,0.0,15364.24,0.0,0.0,21021.82,0.0438
DEBT-03267,CUST-03267,3138.81,0.0,0.0,0.0,144132.83,147271.64,0.1775
DEBT-03268,CUST-03268,6494.29,10626.47,0.0,7896.87,0.0,25017.63,0.046
DEBT-03269,CUST-03269,0.0,0.0,0.0,30134.6,0.0,30134.6,0.0531
DEBT-03270,CUST-03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03271,CUST-03271,6336.82,21398.05,0.0,22362.43,232317.52,282414.82,0.5813
DEBT-03272,CUST-03272,7000.5,0.0,0.0,30121.0,0.0,37121.5,0.0763
DEBT-03273,CUST-03273,0.0,0.0,0.0,19062.49,119796.18,138858.67,0.2847
DEBT-03274,CUST-03274,3758.68,21619.71,0.0,0.0,0.0,25378.39,0.1144
DEBT-03275,CUST-03275,2890.32,0.0,0.0,0.0,433204.88,436095.2,0.5751
DEBT-03276,CUST-03276,0.0,0.0,0.0,0.0,152194.95,152194.95,0.4977
DEBT-03277,CUST-03277,17503.46,18055.84,0.0,0.0,0.0,35559.3,0.0367
DEBT-03278,CUST-03278,1463.73,13915.11,0.0,0.0,0.0,15378.84,0.1408
DEBT-03279,CUST-03279,1523.09,0.0,0.0,0.0,0.0,1523.09,0.0054
DEBT-03280,CUST-03280,2329.61,0.0,0.0,0.0,0.0,2329.61,0.0062
DEBT-03281,CUST-03281,421.61,0.0,0.0,0.0,0.0,421.61,0.0054
DEBT-03282,CUST-03282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03283,CUST-03283,6874.88,0.0,0.0,26825.41,105513.49,139213.78,0.3496
DEBT-03284,CUST-03284,615.26,0.0,0.0,9431.54,0.0,10046.8,0.1503
DEBT-03285,CUST-03285,22488.4,0.0,19028.57,0.0,0.0,41516.97,0.0358
DEBT-03286,CUST-03286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03287,CUST-03287,7875.73,0.0,0.0,0.0,0.0,7875.73,0.0132
DEBT-03288,CUST-03288,13267.87,21726.03,0.0,0.0,0.0,34993.9,0.0488
DEBT-03289,CUST-03289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03290,CUST-03290,6684.08,17167.25,0.0,0.0,0.0,23851.33,0.0659
DEBT-03291,CUST-03291,0.0,0.0,0.0,33422.28,0.0,33422.28,0.0349
DEBT-03292,CUST-03292,0.0,7982.84,0.0,6915.15,0.0,14897.99,0.0524
DEBT-03293,CUST-03293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03294,CUST-03294,3093.57,0.0,0.0,0.0,119588.43,122682.0,0.2218
DEBT-03295,CUST-03295,1420.57,0.0,0.0,0.0,0.0,1420.57,0.006
DEBT-03296,CUST-03296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03297,CUST-03297,11836.37,0.0,0.0,0.0,423981.8,435818.17,0.5128
DEBT-03298,CUST-03298,4192.99,0.0,17503.09,0.0,0.0,21696.08,0.0614
DEBT-03299,CUST-03299,13912.72,0.0,0.0,28584.83,0.0,42497.55,0.0586
DEBT-03300,CUST-03300,4252.6,0.0,0.0,0.0,345308.71,349561.31,1.2578
DEBT-03301,CUST-03301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03302,CUST-03302,10369.48,9050.74,0.0,0.0,0.0,19420.22,0.0357
DEBT-03303,CUST-03303,24905.87,0.0,0.0,0.0,0.0,24905.87,0.0215
DEBT-03304,CUST-03304,2585.91,7973.83,0.0,16052.64,0.0,26612.38,0.0531
DEBT-03305,CUST-03305,0.0,21885.11,0.0,0.0,0.0,21885.11,0.026
DEBT-03306,CUST-03306,435.02,0.0,0.0,0.0,0.0,435.02,0.0013
DEBT-03307,CUST-03307,4134.09,0.0,0.0,0.0,315492.91,319627.0,0.8069
DEBT-03308,CUST-03308,4648.03,0.0,0.0,17627.34,139310.24,161585.61,0.6599
DEBT-03309,CUST-03309,700.65,21284.86,0.0,22687.98,0.0,44673.49,0.1286
DEBT-03310,CUST-03310,7548.21,0.0,21716.58,21648.75,0.0,50913.54,0.1361
DEBT-03311,CUST-03311,795.06,0.0,0.0,21487.38,150279.31,172561.75,0.42
DEBT-03312,CUST-03312,3116.61,0.0,0.0,0.0,0.0,3116.61,0.0047
DEBT-03313,CUST-03313,0.0,14277.97,0.0,5805.89,214069.24,234153.1,0.6344
DEBT-03314,CUST-03314,8151.07,17582.43,0.0,0.0,0.0,25733.5,0.0664
DEBT-03315,CUST-03315,1850.84,0.0,0.0,9817.9,0.0,11668.74,0.0379
DEBT-03316,CUST-03316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03317,CUST-03317,2681.42,19276.39,0.0,0.0,0.0,21957.81,0.0317
DEBT-03318,CUST-03318,5763.45,0.0,0.0,30727.34,0.0,36490.79,0.0864
DEBT-03319,CUST-03319,9933.28,0.0,0.0,14397.0,0.0,24330.28,0.0502
DEBT-03320,CUST-03320,7546.3,0.0,0.0,0.0,0.0,7546.3,0.0131
DEBT-03321,CUST-03321,4675.88,13064.3,0.0,16812.33,0.0,34552.51,0.0594
DEBT-03322,CUST-03322,1321.42,0.0,0.0,25751.12,0.0,27072.54,0.1689
DEBT-03323,CUST-03323,15044.11,21597.66,0.0,0.0,0.0,36641.77,0.0374
DEBT-03324,CUST-03324,676.58,0.0,0.0,0.0,0.0,676.58,0.0079
DEBT-03325,CUST-03325,5124.6,0.0,40879.18,18138.75,243357.62,307500.15,0.6294
DEBT-03326,CUST-03326,1892.57,17423.02,0.0,0.0,0.0,19315.59,0.0403
DEBT-03327,CUST-03327,11539.41,0.0,0.0,32237.64,268942.09,312719.14,0.4109
DEBT-03328,CUST-03328,6868.74,0.0,0.0,0.0,0.0,6868.74,0.0162
DEBT-03329,CUST-03329,245.58,0.0,0.0,0.0,0.0,245.58,0.0008
DEBT-03330,CUST-03330,2086.33,0.0,0.0,18565.19,0.0,20651.52,0.0603
DEBT-03331,CUST-03331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03332,CUST-03332,4524.45,22747.71,0.0,7413.25,0.0,34685.41,0.0988
DEBT-03333,CUST-03333,2376.98,0.0,36499.26,34728.31,0.0,73604.55,0.1323
DEBT-03334,CUST-03334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03335,CUST-03335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03336,CUST-03336,0.0,23669.53,0.0,0.0,82388.45,106057.98,0.1444
DEBT-03337,CUST-03337,6526.41,0.0,0.0,0.0,0.0,6526.41,0.0173
DEBT-03338,CUST-03338,431.7,0.0,0.0,0.0,0.0,431.7,0.0007
DEBT-03339,CUST-03339,0.0,0.0,0.0,0.0,418269.68,418269.68,0.6949
DEBT-03340,CUST-03340,1647.54,0.0,0.0,0.0,0.0,1647.54,0.0027
DEBT-03341,CUST-03341,3652.81,15720.99,11037.97,11474.62,385772.77,427659.16,1.0846
DEBT-03342,CUST-03342,9556.68,18124.13,0.0,0.0,157509.89,185190.7,0.2979
DEBT-03343,CUST-03343,0.0,18572.88,0.0,26224.6,0.0,44797.48,0.0866
DEBT-03344,CUST-03344,11409.43,0.0,34929.81,0.0,202724.18,249063.42,0.4234
DEBT-03345,CUST-03345,4537.54,0.0,0.0,0.0,266627.83,271165.37,0.9929
DEBT-03346,CUST-03346,5846.1,0.0,0.0,0.0,103459.07,109305.17,0.3033
DEBT-03347,CUST-03347,2774.98,8547.02,0.0,0.0,0.0,11322.0,0.0198
DEBT-03348,CUST-03348,5269.27,0.0,38984.12,0.0,0.0,44253.39,0.1138
DEBT-03349,CUST-03349,8947.52,0.0,0.0,0.0,415986.14,424933.66,0.8115
DEBT-03350,CUST-03350,17029.57,0.0,0.0,30262.98,0.0,47292.55,0.0635
DEBT-03351,CUST-03351,0.0,24877.79,0.0,0.0,0.0,24877.79,0.0434
DEBT-03352,CUST-03352,0.0,0.0,36770.22,0.0,0.0,36770.22,0.0487
DEBT-03353,CUST-03353,0.0,0.0,0.0,0.0,94162.1,94162.1,0.3399
DEBT-03354,CUST-03354,0.0,0.0,0.0,0.0,390802.15,390802.15,0.3207
DEBT-03355,CUST-03355,3381.95,0.0,0.0,0.0,156405.5,159787.45,0.1572
DEBT-03356,CUST-03356,3663.82,7657.36,0.0,16882.0,0.0,28203.18,0.1689
DEBT-03357,CUST-03357,927.48,0.0,0.0,0.0,0.0,927.48,0.0028
DEBT-03358,CUST-03358,2118.0,0.0,10560.24,0.0,0.0,12678.24,0.0229
DEBT-03359,CUST-03359,2148.71,0.0,0.0,0.0,133528.69,135677.4,0.0948
DEBT-03360,CUST-03360,0.0,23629.28,0.0,32933.71,0.0,56562.99,0.1268
DEBT-03361,CUST-03361,1213.17,0.0,0.0,0.0,0.0,1213.17,0.0019
DEBT-03362,CUST-03362,0.0,0.0,0.0,0.0,100801.22,100801.22,0.192
DEBT-03363,CUST-03363,8617.96,0.0,0.0,0.0,154726.8,163344.76,0.3289
DEBT-03364,CUST-03364,1834.19,0.0,18323.34,8327.94,247935.18,276420.65,0.5008
DEBT-03365,CUST-03365,2991.96,1270.18,31560.75,0.0,0.0,35822.89,0.1009
DEBT-03366,CUST-03366,368.46,4045.09,0.0,8602.75,0.0,13016.3,0.1196
DEBT-03367,CUST-03367,3623.71,0.0,0.0,0.0,0.0,3623.71,0.0052
DEBT-03368,CUST-03368,5057.38,0.0,0.0,33086.61,125842.87,163986.86,0.338
DEBT-03369,CUST-03369,6536.83,14850.11,0.0,0.0,88497.58,109884.52,0.2363
DEBT-03370,CUST-03370,7709.0,0.0,0.0,33892.12,0.0,41601.12,0.1053
DEBT-03371,CUST-03371,2528.24,0.0,0.0,0.0,0.0,2528.24,0.0091
DEBT-03372,CUST-03372,4773.86,0.0,0.0,10534.38,0.0,15308.24,0.0534
DEBT-03373,CUST-03373,6605.78,0.0,0.0,26892.02,0.0,33497.8,0.0442
DEBT-03374,CUST-03374,7838.17,0.0,0.0,0.0,0.0,7838.17,0.018
DEBT-03375,CUST-03375,20352.58,0.0,0.0,0.0,0.0,20352.58,0.0216
DEBT-03376,CUST-03376,4543.35,0.0,0.0,0.0,337287.33,341830.68,1.1742
DEBT-03377,CUST-03377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03378,CUST-03378,4018.54,0.0,0.0,0.0,193787.99,197806.53,0.5276
DEBT-03379,CUST-03379,11324.78,0.0,6546.03,7822.91,0.0,25693.72,0.0432
DEBT-03380,CUST-03380,9772.04,0.0,0.0,0.0,0.0,9772.04,0.0225
DEBT-03381,CUST-03381,3973.41,0.0,0.0,20569.22,87503.9,112046.53,0.2442
DEBT-03382,CUST-03382,2768.44,0.0,0.0,0.0,0.0,2768.44,0.0076
DEBT-03383,CUST-03383,1324.32,21992.54,0.0,0.0,0.0,23316.86,0.0557
DEBT-03384,CUST-03384,7131.41,0.0,0.0,17606.96,0.0,24738.37,0.0602
DEBT-03385,CUST-03385,1188.62,2656.59,37192.65,0.0,0.0,41037.86,0.3727
DEBT-03386,CUST-03386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03387,CUST-03387,7440.29,0.0,0.0,0.0,187228.11,194668.4,0.2193
DEBT-03388,CUST-03388,0.0,18163.13,0.0,0.0,0.0,18163.13,0.0423
DEBT-03389,CUST-03389,12904.59,0.0,0.0,0.0,0.0,12904.59,0.0187
DEBT-03390,CUST-03390,19197.88,0.0,0.0,0.0,0.0,19197.88,0.0178
DEBT-03391,CUST-03391,0.0,19721.54,0.0,7476.96,404499.07,431697.57,0.4526
DEBT-03392,CUST-03392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03393,CUST-03393,0.0,0.0,0.0,25270.33,0.0,25270.33,0.0248
DEBT-03394,CUST-03394,2063.99,0.0,0.0,0.0,0.0,2063.99,0.0191
DEBT-03395,CUST-03395,1413.15,0.0,0.0,0.0,426148.03,427561.18,0.8441
DEBT-03396,CUST-03396,2000.95,5377.56,0.0,24809.75,0.0,32188.26,0.0937
DEBT-03397,CUST-03397,7063.93,0.0,0.0,14579.92,0.0,21643.85,0.0697
DEBT-03398,CUST-03398,6806.05,0.0,0.0,0.0,0.0,6806.05,0.0173
DEBT-03399,CUST-03399,417.35,0.0,0.0,29644.75,0.0,30062.1,0.0731
DEBT-03400,CUST-03400,0.0,0.0,32219.46,0.0,0.0,32219.46,0.0567
DEBT-03401,CUST-03401,2868.6,0.0,0.0,0.0,0.0,2868.6,0.0119
DEBT-03402,CUST-03402,4082.81,24072.63,0.0,25850.83,0.0,54006.27,0.2283
DEBT-03403,CUST-03403,0.0,0.0,0.0,6368.74,181297.59,187666.33,0.3078
DEBT-03404,CUST-03404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03405,CUST-03405,1252.89,0.0,0.0,0.0,0.0,1252.89,0.0202
DEBT-03406,CUST-03406,2523.51,0.0,24968.85,0.0,0.0,27492.36,0.2026
DEBT-03407,CUST-03407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03408,CUST-03408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03409,CUST-03409,4897.34,0.0,0.0,0.0,0.0,4897.34,0.0102
DEBT-03410,CUST-03410,0.0,0.0,0.0,22887.3,0.0,22887.3,0.0437
DEBT-03411,CUST-03411,15397.61,0.0,0.0,21519.37,0.0,36916.98,0.0552
DEBT-03412,CUST-03412,2502.28,0.0,0.0,31153.67,0.0,33655.95,0.0351
DEBT-03413,CUST-03413,6731.53,0.0,0.0,0.0,0.0,6731.53,0.0135
DEBT-03414,CUST-03414,10451.46,13307.12,0.0,0.0,127982.27,151740.85,0.321
DEBT-03415,CUST-03415,148.28,0.0,0.0,0.0,0.0,148.28,0.0008
DEBT-03416,CUST-03416,10457.98,0.0,15566.73,0.0,0.0,26024.71,0.049
DEBT-03417,CUST-03417,12760.85,0.0,0.0,20704.71,0.0,33465.56,0.0593
DEBT-03418,CUST-03418,0.0,11801.04,0.0,12082.83,0.0,23883.87,0.0374
DEBT-03419,CUST-03419,8306.57,0.0,0.0,33659.04,290154.86,332120.47,0.5765
DEBT-03420,CUST-03420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03421,CUST-03421,585.38,15327.28,0.0,0.0,0.0,15912.66,0.1402
DEBT-03422,CUST-03422,2963.45,0.0,0.0,0.0,0.0,2963.45,0.0035
DEBT-03423,CUST-03423,0.0,0.0,0.0,4105.6,333957.96,338063.56,0.6655
DEBT-03424,CUST-03424,4265.93,0.0,0.0,16053.94,0.0,20319.87,0.0935
DEBT-03425,CUST-03425,3229.1,13224.84,0.0,0.0,0.0,16453.94,0.0225
DEBT-03426,CUST-03426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03427,CUST-03427,0.0,0.0,0.0,0.0,239482.44,239482.44,0.3585
DEBT-03428,CUST-03428,1252.63,0.0,0.0,0.0,0.0,1252.63,0.0078
DEBT-03429,CUST-03429,2826.78,9990.39,0.0,0.0,114247.32,127064.49,0.1869
DEBT-03430,CUST-03430,5583.73,0.0,0.0,0.0,86514.28,92098.01,0.0884
DEBT-03431,CUST-03431,2106.87,0.0,0.0,0.0,0.0,2106.87,0.0049
DEBT-03432,CUST-03432,1302.68,0.0,0.0,0.0,0.0,1302.68,0.0016
DEBT-03433,CUST-03433,1890.97,0.0,0.0,0.0,0.0,1890.97,0.0027
DEBT-03434,CUST-03434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03435,CUST-03435,0.0,0.0,0.0,0.0,189655.69,189655.69,0.3839
DEBT-03436,CUST-03436,7912.48,0.0,0.0,0.0,0.0,7912.48,0.0188
DEBT-03437,CUST-03437,0.0,0.0,0.0,16781.89,0.0,16781.89,0.0244
DEBT-03438,CUST-03438,7520.44,0.0,0.0,21574.62,232045.73,261140.79,0.3114
DEBT-03439,CUST-03439,0.0,0.0,0.0,23465.68,0.0,23465.68,0.0358
DEBT-03440,CUST-03440,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03441,CUST-03441,0.0,0.0,0.0,29873.86,257820.84,287694.7,0.7318
DEBT-03442,CUST-03442,5254.0,0.0,0.0,0.0,279015.52,284269.52,1.1319
DEBT-03443,CUST-03443,8346.87,0.0,13546.55,0.0,0.0,21893.42,0.0321
DEBT-03444,CUST-03444,1059.93,0.0,0.0,24366.94,0.0,25426.87,0.0569
DEBT-03445,CUST-03445,19799.14,0.0,0.0,0.0,218663.79,238462.93,0.2411
DEBT-03446,CUST-03446,2152.46,0.0,0.0,34632.28,0.0,36784.74,0.1179
DEBT-03447,CUST-03447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03448,CUST-03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03449,CUST-03449,7750.75,4286.17,0.0,31554.99,0.0,43591.91,0.0565
DEBT-03450,CUST-03450,3994.33,0.0,0.0,0.0,0.0,3994.33,0.0085
DEBT-03451,CUST-03451,17314.45,0.0,0.0,0.0,0.0,17314.45,0.0195
DEBT-03452,CUST-03452,1544.81,0.0,0.0,27142.64,0.0,28687.45,0.2558
DEBT-03453,CUST-03453,3453.17,4767.15,0.0,0.0,116272.25,124492.57,0.3395
DEBT-03454,CUST-03454,134.36,11611.66,0.0,13382.33,0.0,25128.35,0.4364
DEBT-03455,CUST-03455,11112.44,0.0,0.0,8198.09,0.0,19310.53,0.0365
DEBT-03456,CUST-03456,2989.95,0.0,0.0,0.0,0.0,2989.95,0.0075
DEBT-03457,CUST-03457,9126.33,0.0,0.0,0.0,0.0,9126.33,0.0134
DEBT-03458,CUST-03458,6536.74,0.0,0.0,0.0,0.0,6536.74,0.011
DEBT-03459,CUST-03459,20076.01,0.0,0.0,24253.7,0.0,44329.71,0.0449
DEBT-03460,CUST-03460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03461,CUST-03461,9275.14,12805.16,0.0,0.0,0.0,22080.3,0.0396
DEBT-03462,CUST-03462,0.0,0.0,0.0,29306.15,0.0,29306.15,0.0774
DEBT-03463,CUST-03463,2443.67,0.0,0.0,14161.06,244479.77,261084.5,0.3615
DEBT-03464,CUST-03464,4120.03,0.0,0.0,0.0,0.0,4120.03,0.0075
DEBT-03465,CUST-03465,6556.58,0.0,0.0,0.0,308086.29,314642.87,0.4891
DEBT-03466,CUST-03466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03467,CUST-03467,300.83,8133.6,0.0,0.0,0.0,8434.43,0.0261
DEBT-03468,CUST-03468,3883.13,0.0,0.0,6181.84,0.0,10064.97,0.0182
DEBT-03469,CUST-03469,5904.9,7102.86,0.0,0.0,384502.3,397510.06,0.7456
DEBT-03470,CUST-03470,0.0,0.0,0.0,28926.39,182677.27,211603.66,0.3649
DEBT-03471,CUST-03471,632.79,2449.6,0.0,26024.52,0.0,29106.91,0.3126
DEBT-03472,CUST-03472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03473,CUST-03473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03474,CUST-03474,589.72,0.0,0.0,0.0,0.0,589.72,0.0009
DEBT-03475,CUST-03475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03476,CUST-03476,9355.88,0.0,0.0,0.0,0.0,9355.88,0.0207
DEBT-03477,CUST-03477,5392.46,0.0,7713.34,0.0,0.0,13105.8,0.044
DEBT-03478,CUST-03478,1576.42,24737.66,12388.39,0.0,0.0,38702.47,0.2247
DEBT-03479,CUST-03479,267.02,0.0,0.0,0.0,0.0,267.02,0.0013
DEBT-03480,CUST-03480,2352.17,0.0,34103.81,0.0,0.0,36455.98,0.2384
DEBT-03481,CUST-03481,3078.02,10570.68,0.0,0.0,0.0,13648.7,0.0337
DEBT-03482,CUST-03482,442.16,0.0,0.0,0.0,0.0,442.16,0.0009
DEBT-03483,CUST-03483,787.55,0.0,0.0,6344.83,0.0,7132.38,0.0151
DEBT-03484,CUST-03484,1543.87,0.0,0.0,0.0,0.0,1543.87,0.0163
DEBT-03485,CUST-03485,1338.38,0.0,0.0,0.0,0.0,1338.38,0.0084
DEBT-03486,CUST-03486,0.0,0.0,0.0,12786.29,0.0,12786.29,0.0365
DEBT-03487,CUST-03487,2946.17,8900.14,0.0,0.0,0.0,11846.31,0.0455
DEBT-03488,CUST-03488,403.03,0.0,0.0,9106.3,0.0,9509.33,0.0991
DEBT-03489,CUST-03489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03490,CUST-03490,0.0,0.0,0.0,30865.14,433353.03,464218.17,1.4917
DEBT-03491,CUST-03491,0.0,15874.85,0.0,0.0,0.0,15874.85,0.0188
DEBT-03492,CUST-03492,11920.31,0.0,0.0,12266.43,0.0,24186.74,0.0364
DEBT-03493,CUST-03493,6074.62,19160.12,0.0,17321.18,0.0,42555.92,0.1272
DEBT-03494,CUST-03494,3516.1,0.0,0.0,0.0,111767.12,115283.22,0.2797
DEBT-03495,CUST-03495,0.0,0.0,0.0,32215.35,314761.25,346976.6,1.2549
DEBT-03496,CUST-03496,9486.77,0.0,0.0,0.0,117643.72,127130.49,0.2802
DEBT-03497,CUST-03497,10330.83,0.0,0.0,13436.73,0.0,23767.56,0.0439
DEBT-03498,CUST-03498,5414.65,0.0,0.0,0.0,406658.75,412073.4,1.3184
DEBT-03499,CUST-03499,27163.05,0.0,25495.89,0.0,104220.72,156879.66,0.1146
DEBT-03500,CUST-03500,4086.13,0.0,0.0,0.0,0.0,4086.13,0.0136
DEBT-03501,CUST-03501,17746.5,0.0,0.0,16529.39,0.0,34275.89,0.044
DEBT-03502,CUST-03502,10277.73,12895.23,0.0,0.0,0.0,23172.96,0.0289
DEBT-03503,CUST-03503,0.0,2357.1,0.0,20861.04,0.0,23218.14,0.0401
DEBT-03504,CUST-03504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEBT-03505,CUST-03505,11332.79,15922.18,0.0,0.0,0.0,27254.97,0.0406
DEBT-03506,CUST-03506,709.53,0.0,0.0,28048.12,110127.22,138884.87,0.2051
DEBT-03507,CUST-03507,1973.95,0.0,0.0,0.0,0.0,1973.95,0.0054
DEBT-03508,CUST-03508,0.0,0.0,0.0,0.0,244202.2,244202.2,0.3158
DEBT-03509,CUST-03509,0.0,2016.26,0.0,25211.03,0.0,27227.29,0.0982
