customer_id,recency_days,frequency,monetary_value,r_score,f_score,m_score,rfm_score_code,rfm_composite_score,rfm_segment
CUST-08590,375,2,211.35,2,1,1,211,1.33,Needs Attention
CUST-14891,375,3,1763.57,2,2,3,223,2.33,Needs Attention
CUST-13962,375,3,2029.56,2,2,3,223,2.33,Needs Attention
CUST-03835,375,3,2154.3,2,2,4,224,2.67,Needs Attention
CUST-10317,375,3,2408.95,2,2,4,224,2.67,Needs Attention
CUST-03776,375,4,1727.6,2,2,3,223,2.33,Needs Attention
CUST-09123,375,4,2043.77,2,2,3,223,2.33,Needs Attention
CUST-01812,375,4,2975.17,2,3,4,234,3.0,Needs Attention
CUST-00448,375,5,883.31,2,3,2,232,2.33,Needs Attention
CUST-05361,375,5,999.56,2,3,2,232,2.33,Needs Attention
CUST-11523,375,5,1104.19,2,3,2,232,2.33,Needs Attention
CUST-01433,375,5,1145.19,2,3,2,232,2.33,Needs Attention
CUST-04353,375,5,3237.17,2,3,5,235,3.33,Needs Attention
CUST-05587,375,5,4091.48,2,4,5,245,3.67,Loyal Customers
CUST-09029,375,6,1646.4,2,4,3,243,3.0,Loyal Customers
CUST-14730,375,6,3508.15,2,4,5,245,3.67,Loyal Customers
CUST-03707,375,6,4953.38,2,4,5,245,3.67,Loyal Customers
CUST-00461,375,7,2466.68,2,5,4,254,3.67,Loyal Customers
CUST-10631,375,7,4638.84,2,5,5,255,4.0,Loyal Customers
CUST-10646,375,8,1760.37,2,5,3,253,3.33,Loyal Customers
CUST-10912,375,9,4127.92,2,5,5,255,4.0,Loyal Customers
CUST-08076,375,9,4137.21,2,5,5,255,4.0,Loyal Customers
CUST-00482,374,2,457.66,2,1,1,211,1.33,Needs Attention
CUST-06663,374,3,1146.22,2,2,2,222,2.0,Needs Attention
CUST-06352,374,4,653.13,2,2,1,221,1.67,Needs Attention
CUST-10930,374,4,810.83,2,2,2,222,2.0,Needs Attention
CUST-02184,374,4,2334.87,2,2,4,224,2.67,Needs Attention
CUST-14695,374,5,2736.3,2,3,4,234,3.0,Needs Attention
CUST-07144,374,5,3110.02,2,3,5,235,3.33,Needs Attention
CUST-13279,374,6,2172.58,2,4,4,244,3.33,Loyal Customers
CUST-11537,374,6,2478.6,2,4,4,244,3.33,Loyal Customers
CUST-06328,374,11,4560.04,2,5,5,255,4.0,Loyal Customers
CUST-13892,373,3,536.81,2,1,1,211,1.33,Needs Attention
CUST-12512,373,3,1209.65,2,2,2,222,2.0,Needs Attention
CUST-07362,373,3,2930.72,2,2,4,224,2.67,Needs Attention
CUST-08999,373,4,719.28,2,2,1,221,1.67,Needs Attention
CUST-11349,373,4,1762.04,2,2,3,223,2.33,Needs Attention
CUST-10734,373,4,3307.88,2,3,5,235,3.33,Needs Attention
CUST-10059,373,4,3353.82,2,3,5,235,3.33,Needs Attention
CUST-13948,373,4,3822.24,2,3,5,235,3.33,Needs Attention
CUST-04391,373,5,345.6,2,3,1,231,2.0,Needs Attention
CUST-00140,373,5,544.98,2,3,1,231,2.0,Needs Attention
CUST-08237,373,5,771.99,2,3,2,232,2.33,Needs Attention
CUST-10817,373,5,1364.4,2,3,2,232,2.33,Needs Attention
CUST-12930,373,5,3354.68,2,3,5,235,3.33,Needs Attention
CUST-06692,373,5,3938.6,2,4,5,245,3.67,Loyal Customers
CUST-10452,373,6,1316.78,2,4,2,242,2.67,Needs Attention
CUST-03652,373,6,2248.0,2,4,4,244,3.33,Loyal Customers
CUST-02140,373,6,3751.07,2,4,5,245,3.67,Loyal Customers
CUST-02135,373,6,4446.94,2,4,5,245,3.67,Loyal Customers
CUST-03093,373,7,4704.06,2,5,5,255,4.0,Loyal Customers
CUST-01382,373,8,3498.33,2,5,5,255,4.0,Loyal Customers
CUST-12298,372,2,277.96,2,1,1,211,1.33,Needs Attention
CUST-12346,372,2,735.04,2,1,1,211,1.33,Needs Attention
CUST-09474,372,3,1374.96,2,2,2,222,2.0,Needs Attention
CUST-10141,372,3,3025.2,2,2,5,225,3.0,Needs Attention
CUST-14617,372,3,4226.57,2,2,5,225,3.0,Needs Attention
CUST-09582,372,4,380.0,2,2,1,221,1.67,Needs Attention
CUST-13614,372,4,498.91,2,2,1,221,1.67,Needs Attention
CUST-03376,372,4,543.86,2,2,1,221,1.67,Needs Attention
CUST-00019,372,5,448.06,2,3,1,231,2.0,Needs Attention
CUST-04718,372,5,874.26,2,3,2,232,2.33,Needs Attention
CUST-14953,372,5,2250.38,2,3,4,234,3.0,Needs Attention
CUST-13234,372,6,1730.58,2,4,3,243,3.0,Loyal Customers
CUST-03301,372,6,3618.13,2,4,5,245,3.67,Loyal Customers
CUST-12593,372,6,3945.89,2,4,5,245,3.67,Loyal Customers
CUST-08124,372,8,2167.7,2,5,4,254,3.67,Loyal Customers
CUST-12005,372,9,4712.96,2,5,5,255,4.0,Loyal Customers
CUST-02992,371,2,203.65,2,1,1,211,1.33,Needs Attention
CUST-05672,371,2,300.93,2,1,1,211,1.33,Needs Attention
CUST-10866,371,2,781.32,2,1,2,212,1.67,Needs Attention
CUST-04963,371,3,245.46,2,1,1,211,1.33,Needs Attention
CUST-10069,371,3,322.64,2,1,1,211,1.33,Needs Attention
CUST-01605,371,3,598.75,2,1,1,211,1.33,Needs Attention
CUST-03485,371,3,1062.68,2,1,2,212,1.67,Needs Attention
CUST-06416,371,3,3384.35,2,2,5,225,3.0,Needs Attention
CUST-07443,371,4,395.76,2,2,1,221,1.67,Needs Attention
CUST-07133,371,4,1299.63,2,2,2,222,2.0,Needs Attention
CUST-01153,371,5,864.81,2,3,2,232,2.33,Needs Attention
CUST-05192,371,5,869.63,2,3,2,232,2.33,Needs Attention
CUST-07722,371,5,1731.52,2,3,3,233,2.67,Needs Attention
CUST-04972,371,6,2513.28,2,4,4,244,3.33,Loyal Customers
CUST-11426,371,6,3019.93,2,4,5,245,3.67,Loyal Customers
CUST-07094,371,6,3464.65,2,4,5,245,3.67,Loyal Customers
CUST-08441,371,7,4226.23,2,5,5,255,4.0,Loyal Customers
CUST-12040,371,8,1490.09,2,5,3,253,3.33,Loyal Customers
CUST-11071,370,2,68.36,2,1,1,211,1.33,Needs Attention
CUST-03922,370,3,363.2,2,1,1,211,1.33,Needs Attention
CUST-05067,370,3,2425.47,2,2,4,224,2.67,Needs Attention
CUST-08578,370,4,1557.79,2,2,3,223,2.33,Needs Attention
CUST-07120,370,5,2166.86,2,3,4,234,3.0,Needs Attention
CUST-14442,370,6,1018.46,2,4,2,242,2.67,Needs Attention
CUST-08870,370,6,4919.95,2,4,5,245,3.67,Loyal Customers
CUST-12403,370,8,4216.56,2,5,5,255,4.0,Loyal Customers
CUST-01544,369,2,525.17,2,1,1,211,1.33,Needs Attention
CUST-13850,369,3,1302.96,2,2,2,222,2.0,Needs Attention
CUST-12268,369,4,1883.59,2,2,3,223,2.33,Needs Attention
CUST-04163,369,4,2232.03,2,2,4,224,2.67,Needs Attention
CUST-05276,369,4,2250.5,2,2,4,224,2.67,Needs Attention
CUST-05488,369,5,765.11,2,3,2,232,2.33,Needs Attention
CUST-12600,369,5,1345.84,2,3,2,232,2.33,Needs Attention
CUST-04164,369,5,1406.47,2,3,3,233,2.67,Needs Attention
CUST-00079,369,5,2049.97,2,3,3,233,2.67,Needs Attention
CUST-09883,369,6,645.31,2,4,1,241,2.33,Needs Attention
CUST-02969,369,6,960.79,2,4,2,242,2.67,Needs Attention
CUST-01504,369,6,1136.46,2,4,2,242,2.67,Needs Attention
CUST-07065,369,7,2801.67,2,5,4,254,3.67,Loyal Customers
CUST-02665,369,7,3036.3,2,5,5,255,4.0,Loyal Customers
CUST-03256,369,7,5685.6,2,5,5,255,4.0,Loyal Customers
CUST-00479,368,2,554.69,2,1,1,211,1.33,Needs Attention
CUST-07464,368,2,839.82,2,1,2,212,1.67,Needs Attention
CUST-07730,368,3,729.57,2,1,1,211,1.33,Needs Attention
CUST-06395,368,3,2063.72,2,2,3,223,2.33,Needs Attention
CUST-14494,368,4,596.65,2,2,1,221,1.67,Needs Attention
CUST-05617,368,4,853.03,2,2,2,222,2.0,Needs Attention
CUST-13639,368,4,884.06,2,2,2,222,2.0,Needs Attention
CUST-03563,368,4,2423.52,2,3,4,234,3.0,Needs Attention
CUST-09673,368,5,3177.88,2,3,5,235,3.33,Needs Attention
CUST-06020,368,6,815.79,2,4,2,242,2.67,Needs Attention
CUST-11971,368,7,2187.54,2,5,4,254,3.67,Loyal Customers
CUST-07692,368,7,4607.59,2,5,5,255,4.0,Loyal Customers
CUST-00445,367,2,592.89,2,1,1,211,1.33,Needs Attention
CUST-09263,367,2,1903.1,2,1,3,213,2.0,Needs Attention
CUST-13113,367,3,1618.35,2,2,3,223,2.33,Needs Attention
CUST-06555,367,3,1648.94,2,2,3,223,2.33,Needs Attention
CUST-11573,367,3,1928.31,2,2,3,223,2.33,Needs Attention
CUST-06651,367,3,2096.75,2,2,4,224,2.67,Needs Attention
CUST-07385,367,4,940.79,2,2,2,222,2.0,Needs Attention
CUST-02820,367,5,1665.78,2,3,3,233,2.67,Needs Attention
CUST-06090,367,5,4354.37,2,4,5,245,3.67,Loyal Customers
CUST-08361,367,6,1710.51,2,4,3,243,3.0,Loyal Customers
CUST-01508,367,6,2380.69,2,4,4,244,3.33,Loyal Customers
CUST-10494,367,6,2548.65,2,4,4,244,3.33,Loyal Customers
CUST-01298,367,7,4481.88,2,5,5,255,4.0,Loyal Customers
CUST-14372,366,3,362.06,2,1,1,211,1.33,Needs Attention
CUST-05996,366,3,1263.27,2,2,2,222,2.0,Needs Attention
CUST-05806,366,3,2431.53,2,2,4,224,2.67,Needs Attention
CUST-04350,366,4,961.52,2,2,2,222,2.0,Needs Attention
CUST-12327,366,4,1430.41,2,2,3,223,2.33,Needs Attention
CUST-12177,366,4,1958.82,2,2,3,223,2.33,Needs Attention
CUST-04014,366,4,2733.35,2,3,4,234,3.0,Needs Attention
CUST-03067,366,5,1543.91,2,3,3,233,2.67,Needs Attention
CUST-00322,366,5,1916.7,2,3,3,233,2.67,Needs Attention
CUST-13020,366,5,3148.52,2,3,5,235,3.33,Needs Attention
CUST-02761,366,6,887.64,2,4,2,242,2.67,Needs Attention
CUST-14492,366,6,1129.99,2,4,2,242,2.67,Needs Attention
CUST-06223,366,6,1869.72,2,4,3,243,3.0,Loyal Customers
CUST-04317,366,6,2205.72,2,4,4,244,3.33,Loyal Customers
CUST-08796,366,7,1200.9,2,4,2,242,2.67,Needs Attention
CUST-02781,366,7,3017.42,2,5,5,255,4.0,Loyal Customers
CUST-09658,365,2,59.44,2,1,1,211,1.33,Needs Attention
CUST-07633,365,2,345.93,2,1,1,211,1.33,Needs Attention
CUST-09175,365,2,940.33,2,1,2,212,1.67,Needs Attention
CUST-12869,365,4,936.63,2,2,2,222,2.0,Needs Attention
CUST-02293,365,4,3876.67,2,3,5,235,3.33,Needs Attention
CUST-01644,365,5,1264.47,2,3,2,232,2.33,Needs Attention
CUST-06250,365,5,3018.89,2,3,5,235,3.33,Needs Attention
CUST-13676,365,5,3104.7,2,3,5,235,3.33,Needs Attention
CUST-02129,365,6,2667.72,2,4,4,244,3.33,Loyal Customers
CUST-10978,365,6,3285.64,2,4,5,245,3.67,Loyal Customers
CUST-04012,365,6,4327.51,2,4,5,245,3.67,Loyal Customers
CUST-00408,365,7,4540.93,2,5,5,255,4.0,Loyal Customers
CUST-11647,365,9,3069.79,2,5,5,255,4.0,Loyal Customers
CUST-12499,364,2,318.55,2,1,1,211,1.33,Needs Attention
CUST-00858,364,2,566.98,2,1,1,211,1.33,Needs Attention
CUST-11750,364,2,663.5,2,1,1,211,1.33,Needs Attention
CUST-03549,364,2,1423.54,2,1,3,213,2.0,Needs Attention
CUST-09494,364,3,78.14,2,1,1,211,1.33,Needs Attention
CUST-05097,364,3,436.95,2,1,1,211,1.33,Needs Attention
CUST-07937,364,3,1566.81,2,2,3,223,2.33,Needs Attention
CUST-04233,364,3,1948.75,2,2,3,223,2.33,Needs Attention
CUST-07528,364,4,852.25,2,2,2,222,2.0,Needs Attention
CUST-02393,364,4,3017.83,2,3,5,235,3.33,Needs Attention
CUST-01988,364,4,3226.11,2,3,5,235,3.33,Needs Attention
CUST-12589,364,5,456.88,2,3,1,231,2.0,Needs Attention
CUST-03383,364,5,1023.81,2,3,2,232,2.33,Needs Attention
CUST-14213,364,5,1673.34,2,3,3,233,2.67,Needs Attention
CUST-00584,364,5,1802.04,2,3,3,233,2.67,Needs Attention
CUST-05102,364,5,2238.41,2,3,4,234,3.0,Needs Attention
CUST-09936,364,5,3038.48,2,3,5,235,3.33,Needs Attention
CUST-13602,364,5,3846.29,2,4,5,245,3.67,Loyal Customers
CUST-09557,364,6,1304.57,2,4,2,242,2.67,Needs Attention
CUST-10896,364,7,3017.26,2,5,5,255,4.0,Loyal Customers
CUST-12549,364,7,3489.06,2,5,5,255,4.0,Loyal Customers
CUST-05138,364,10,2786.78,2,5,4,254,3.67,Loyal Customers
CUST-12624,363,3,182.74,2,1,1,211,1.33,Needs Attention
CUST-13250,363,4,579.93,2,2,1,221,1.67,Needs Attention
CUST-09142,363,4,1273.44,2,2,2,222,2.0,Needs Attention
CUST-01894,363,4,1870.92,2,2,3,223,2.33,Needs Attention
CUST-01024,363,4,2829.39,2,3,4,234,3.0,Needs Attention
CUST-07953,363,4,3151.69,2,3,5,235,3.33,Needs Attention
CUST-07569,363,4,3423.49,2,3,5,235,3.33,Needs Attention
CUST-12256,363,5,1454.12,2,3,3,233,2.67,Needs Attention
CUST-04757,363,6,3588.04,2,4,5,245,3.67,Loyal Customers
CUST-13686,363,7,1133.07,2,4,2,242,2.67,Needs Attention
CUST-13527,363,8,1583.45,2,5,3,253,3.33,Loyal Customers
CUST-03414,363,8,3492.93,2,5,5,255,4.0,Loyal Customers
CUST-07454,363,9,4286.2,2,5,5,255,4.0,Loyal Customers
CUST-14356,362,2,250.82,2,1,1,211,1.33,Needs Attention
CUST-04654,362,2,804.22,2,1,2,212,1.67,Needs Attention
CUST-09790,362,2,1007.57,2,1,2,212,1.67,Needs Attention
CUST-05658,362,3,345.38,2,1,1,211,1.33,Needs Attention
CUST-07510,362,3,419.62,2,1,1,211,1.33,Needs Attention
CUST-06636,362,3,3055.39,2,2,5,225,3.0,Needs Attention
CUST-14998,362,4,369.23,2,2,1,221,1.67,Needs Attention
CUST-14500,362,4,659.96,2,2,1,221,1.67,Needs Attention
CUST-09241,362,4,839.7,2,2,2,222,2.0,Needs Attention
CUST-12153,362,4,1235.49,2,2,2,222,2.0,Needs Attention
CUST-11192,362,4,1770.95,2,2,3,223,2.33,Needs Attention
CUST-06190,362,4,1866.56,2,2,3,223,2.33,Needs Attention
CUST-02018,362,5,979.17,2,3,2,232,2.33,Needs Attention
CUST-09156,362,5,1019.93,2,3,2,232,2.33,Needs Attention
CUST-05504,362,5,2856.47,2,3,4,234,3.0,Needs Attention
CUST-00234,362,6,1614.1,2,4,3,243,3.0,Loyal Customers
CUST-02279,362,6,2531.08,2,4,4,244,3.33,Loyal Customers
CUST-13635,362,7,3119.58,2,5,5,255,4.0,Loyal Customers
CUST-01378,362,7,4556.25,2,5,5,255,4.0,Loyal Customers
CUST-03819,362,8,1659.47,2,5,3,253,3.33,Loyal Customers
CUST-11096,362,8,1712.08,2,5,3,253,3.33,Loyal Customers
CUST-03006,361,2,1533.82,2,1,3,213,2.0,Needs Attention
CUST-03410,361,3,226.55,2,1,1,211,1.33,Needs Attention
CUST-07999,361,4,365.68,2,2,1,221,1.67,Needs Attention
CUST-12535,361,4,1121.48,2,2,2,222,2.0,Needs Attention
CUST-11215,361,4,3716.21,2,3,5,235,3.33,Needs Attention
CUST-13233,361,5,1215.67,2,3,2,232,2.33,Needs Attention
CUST-13844,361,5,2151.02,2,3,4,234,3.0,Needs Attention
CUST-00374,361,5,2583.81,2,3,4,234,3.0,Needs Attention
CUST-13728,361,5,2759.86,2,3,4,234,3.0,Needs Attention
CUST-13912,361,6,2569.29,2,4,4,244,3.33,Loyal Customers
CUST-10476,361,6,2817.16,2,4,4,244,3.33,Loyal Customers
CUST-03729,361,7,1869.61,2,4,3,243,3.0,Loyal Customers
CUST-05641,360,2,2212.37,2,1,4,214,2.33,Needs Attention
CUST-05162,360,2,3676.16,2,1,5,215,2.67,Needs Attention
CUST-03934,360,3,1317.87,2,2,2,222,2.0,Needs Attention
CUST-09697,360,4,976.16,2,2,2,222,2.0,Needs Attention
CUST-09757,360,4,1685.76,2,2,3,223,2.33,Needs Attention
CUST-05889,360,4,2646.24,2,3,4,234,3.0,Needs Attention
CUST-08228,360,5,1270.01,2,3,2,232,2.33,Needs Attention
CUST-02581,360,7,1132.25,2,4,2,242,2.67,Needs Attention
CUST-09659,360,7,1332.94,2,4,2,242,2.67,Needs Attention
CUST-11656,360,7,2711.53,2,5,4,254,3.67,Loyal Customers
CUST-00812,360,8,2420.47,2,5,4,254,3.67,Loyal Customers
CUST-12490,360,10,3787.32,2,5,5,255,4.0,Loyal Customers
CUST-12235,359,2,456.59,2,1,1,211,1.33,Needs Attention
CUST-02743,359,2,1256.03,2,1,2,212,1.67,Needs Attention
CUST-00941,359,2,1393.95,2,1,3,213,2.0,Needs Attention
CUST-01856,359,3,1149.27,2,2,2,222,2.0,Needs Attention
CUST-09370,359,3,3206.2,2,2,5,225,3.0,Needs Attention
CUST-12949,359,4,2408.88,2,3,4,234,3.0,Needs Attention
CUST-12215,359,5,827.56,2,3,2,232,2.33,Needs Attention
CUST-12689,359,6,2391.52,2,4,4,244,3.33,Loyal Customers
CUST-09987,359,6,3055.76,2,4,5,245,3.67,Loyal Customers
CUST-09904,359,7,1562.06,2,4,3,243,3.0,Loyal Customers
CUST-10276,359,7,1850.68,2,4,3,243,3.0,Loyal Customers
CUST-12982,359,8,3144.86,2,5,5,255,4.0,Loyal Customers
CUST-01189,359,9,1942.36,2,5,3,253,3.33,Loyal Customers
CUST-02557,358,3,775.01,2,1,2,212,1.67,Needs Attention
CUST-09010,358,3,838.04,2,1,2,212,1.67,Needs Attention
CUST-06672,358,3,2833.15,2,2,4,224,2.67,Needs Attention
CUST-07790,358,4,975.86,2,2,2,222,2.0,Needs Attention
CUST-02130,358,4,1289.52,2,2,2,222,2.0,Needs Attention
CUST-07694,358,4,1823.03,2,2,3,223,2.33,Needs Attention
CUST-05532,358,6,1087.2,2,4,2,242,2.67,Needs Attention
CUST-02004,358,6,2939.07,2,4,4,244,3.33,Loyal Customers
CUST-12657,358,6,3124.99,2,4,5,245,3.67,Loyal Customers
CUST-04395,358,6,3758.84,2,4,5,245,3.67,Loyal Customers
CUST-10459,358,7,2381.71,2,5,4,254,3.67,Loyal Customers
CUST-14839,358,7,3697.24,2,5,5,255,4.0,Loyal Customers
CUST-07268,358,8,2279.98,2,5,4,254,3.67,Loyal Customers
CUST-09909,358,8,4063.99,2,5,5,255,4.0,Loyal Customers
CUST-13272,357,2,235.15,2,1,1,211,1.33,Needs Attention
CUST-08032,357,2,385.8,2,1,1,211,1.33,Needs Attention
CUST-10672,357,3,3987.8,2,2,5,225,3.0,Needs Attention
CUST-12933,357,4,889.9,2,2,2,222,2.0,Needs Attention
CUST-06071,357,4,1347.89,2,2,2,222,2.0,Needs Attention
CUST-06316,357,4,1539.26,2,2,3,223,2.33,Needs Attention
CUST-12400,357,4,1822.96,2,2,3,223,2.33,Needs Attention
CUST-08439,357,4,2715.72,2,3,4,234,3.0,Needs Attention
CUST-07025,357,5,2850.26,2,3,4,234,3.0,Needs Attention
CUST-06696,357,5,3170.16,2,3,5,235,3.33,Needs Attention
CUST-12492,357,5,3240.18,2,3,5,235,3.33,Needs Attention
CUST-00783,357,6,1614.5,2,4,3,243,3.0,Loyal Customers
CUST-03895,357,6,1687.44,2,4,3,243,3.0,Loyal Customers
CUST-08936,357,6,4197.59,2,4,5,245,3.67,Loyal Customers
CUST-01833,357,7,1734.58,2,4,3,243,3.0,Loyal Customers
CUST-03484,357,10,2859.4,2,5,4,254,3.67,Loyal Customers
CUST-05285,356,2,235.24,2,1,1,211,1.33,Needs Attention
CUST-02616,356,2,478.54,2,1,1,211,1.33,Needs Attention
CUST-14138,356,2,2254.83,2,1,4,214,2.33,Needs Attention
CUST-06914,356,3,1054.28,2,1,2,212,1.67,Needs Attention
CUST-09629,356,3,1683.04,2,2,3,223,2.33,Needs Attention
CUST-00023,356,4,640.48,2,2,1,221,1.67,Needs Attention
CUST-12586,356,4,2435.13,2,3,4,234,3.0,Needs Attention
CUST-11673,356,4,4146.41,2,3,5,235,3.33,Needs Attention
CUST-13464,356,5,1146.11,2,3,2,232,2.33,Needs Attention
CUST-12534,356,5,1568.04,2,3,3,233,2.67,Needs Attention
CUST-11809,356,5,1901.56,2,3,3,233,2.67,Needs Attention
CUST-02378,356,6,892.58,2,4,2,242,2.67,Needs Attention
CUST-05354,356,6,1972.23,2,4,3,243,3.0,Loyal Customers
CUST-12259,356,6,2239.62,2,4,4,244,3.33,Loyal Customers
CUST-08781,356,7,1166.33,2,4,2,242,2.67,Needs Attention
CUST-07513,356,7,1559.19,2,4,3,243,3.0,Loyal Customers
CUST-02886,356,7,2631.39,2,5,4,254,3.67,Loyal Customers
CUST-08156,356,9,2775.95,2,5,4,254,3.67,Loyal Customers
CUST-07718,356,9,4155.82,2,5,5,255,4.0,Loyal Customers
CUST-14106,356,9,5122.0,2,5,5,255,4.0,Loyal Customers
CUST-06435,355,3,658.83,2,1,1,211,1.33,Needs Attention
CUST-13027,355,3,2573.3,2,2,4,224,2.67,Needs Attention
CUST-01066,355,4,2312.13,2,2,4,224,2.67,Needs Attention
CUST-08180,355,4,2833.48,2,3,4,234,3.0,Needs Attention
CUST-01457,355,5,1399.8,2,3,3,233,2.67,Needs Attention
CUST-13090,355,5,2561.79,2,3,4,234,3.0,Needs Attention
CUST-02386,355,6,2248.1,2,4,4,244,3.33,Loyal Customers
CUST-07806,355,7,1580.39,2,4,3,243,3.0,Loyal Customers
CUST-08831,355,8,2101.77,2,5,4,254,3.67,Loyal Customers
CUST-07599,355,8,2478.96,2,5,4,254,3.67,Loyal Customers
CUST-13149,354,2,615.06,2,1,1,211,1.33,Needs Attention
CUST-02907,354,3,402.66,2,1,1,211,1.33,Needs Attention
CUST-14616,354,3,515.12,2,1,1,211,1.33,Needs Attention
CUST-07994,354,3,1076.5,2,2,2,222,2.0,Needs Attention
CUST-01306,354,3,1791.65,2,2,3,223,2.33,Needs Attention
CUST-15000,354,4,433.4,2,2,1,221,1.67,Needs Attention
CUST-10362,354,4,489.32,2,2,1,221,1.67,Needs Attention
CUST-12065,354,4,779.66,2,2,2,222,2.0,Needs Attention
CUST-03961,354,4,1761.78,2,2,3,223,2.33,Needs Attention
CUST-06174,354,4,2562.67,2,3,4,234,3.0,Needs Attention
CUST-03926,354,5,835.33,2,3,2,232,2.33,Needs Attention
CUST-02709,354,5,1529.83,2,3,3,233,2.67,Needs Attention
CUST-05268,354,5,2310.16,2,3,4,234,3.0,Needs Attention
CUST-14108,354,5,3065.68,2,3,5,235,3.33,Needs Attention
CUST-11571,354,6,1111.33,2,4,2,242,2.67,Needs Attention
CUST-08591,354,6,3822.78,2,4,5,245,3.67,Loyal Customers
CUST-00676,354,7,1080.88,2,4,2,242,2.67,Needs Attention
CUST-03692,354,7,3289.04,2,5,5,255,4.0,Loyal Customers
CUST-09518,354,7,4333.63,2,5,5,255,4.0,Loyal Customers
CUST-11434,354,8,2077.35,2,5,4,254,3.67,Loyal Customers
CUST-02006,354,8,2388.43,2,5,4,254,3.67,Loyal Customers
CUST-14272,354,8,3935.17,2,5,5,255,4.0,Loyal Customers
CUST-14249,353,2,119.91,2,1,1,211,1.33,Needs Attention
CUST-02623,353,2,708.2,2,1,1,211,1.33,Needs Attention
CUST-00677,353,2,1016.98,2,1,2,212,1.67,Needs Attention
CUST-10862,353,2,1969.73,2,1,3,213,2.0,Needs Attention
CUST-07508,353,2,2014.08,2,1,3,213,2.0,Needs Attention
CUST-13084,353,3,605.85,2,1,1,211,1.33,Needs Attention
CUST-01342,353,3,1870.7,2,2,3,223,2.33,Needs Attention
CUST-10717,353,3,1946.37,2,2,3,223,2.33,Needs Attention
CUST-03211,353,4,1591.87,2,2,3,223,2.33,Needs Attention
CUST-14446,353,4,2721.7,2,3,4,234,3.0,Needs Attention
CUST-05104,353,5,3003.34,2,3,5,235,3.33,Needs Attention
CUST-02733,353,6,1865.06,2,4,3,243,3.0,Loyal Customers
CUST-06562,353,8,3491.34,2,5,5,255,4.0,Loyal Customers
CUST-00914,352,4,453.81,2,2,1,221,1.67,Needs Attention
CUST-12393,352,4,669.5,2,2,1,221,1.67,Needs Attention
CUST-07047,352,4,2707.99,2,3,4,234,3.0,Needs Attention
CUST-11962,352,5,1891.86,2,3,3,233,2.67,Needs Attention
CUST-10082,352,5,2057.11,2,3,3,233,2.67,Needs Attention
CUST-01637,352,5,2919.3,2,3,4,234,3.0,Needs Attention
CUST-08047,352,6,1114.26,2,4,2,242,2.67,Needs Attention
CUST-02926,352,6,2776.23,2,4,4,244,3.33,Loyal Customers
CUST-07033,352,8,2749.03,2,5,4,254,3.67,Loyal Customers
CUST-02372,352,8,3912.85,2,5,5,255,4.0,Loyal Customers
CUST-00998,352,9,4295.37,2,5,5,255,4.0,Loyal Customers
CUST-11698,351,2,219.89,2,1,1,211,1.33,Needs Attention
CUST-04062,351,2,262.6,2,1,1,211,1.33,Needs Attention
CUST-14264,351,2,1021.04,2,1,2,212,1.67,Needs Attention
CUST-07308,351,3,456.72,2,1,1,211,1.33,Needs Attention
CUST-13373,351,3,577.39,2,1,1,211,1.33,Needs Attention
CUST-06508,351,3,963.25,2,1,2,212,1.67,Needs Attention
CUST-12227,351,3,2979.7,2,2,4,224,2.67,Needs Attention
CUST-01302,351,4,1938.51,2,2,3,223,2.33,Needs Attention
CUST-14041,351,5,1022.62,2,3,2,232,2.33,Needs Attention
CUST-06376,351,6,679.01,2,4,1,241,2.33,Needs Attention
CUST-01822,350,2,308.26,2,1,1,211,1.33,Needs Attention
CUST-10547,350,2,1006.24,2,1,2,212,1.67,Needs Attention
CUST-07100,350,3,758.53,2,1,2,212,1.67,Needs Attention
CUST-05911,350,3,806.54,2,1,2,212,1.67,Needs Attention
CUST-01438,350,3,1126.49,2,2,2,222,2.0,Needs Attention
CUST-02960,350,3,1341.42,2,2,2,222,2.0,Needs Attention
CUST-07036,350,4,377.43,2,2,1,221,1.67,Needs Attention
CUST-10804,350,4,1332.15,2,2,2,222,2.0,Needs Attention
CUST-00179,350,4,3174.7,2,3,5,235,3.33,Needs Attention
CUST-04220,350,5,1559.11,2,3,3,233,2.67,Needs Attention
CUST-03969,350,5,1719.17,2,3,3,233,2.67,Needs Attention
CUST-05154,350,5,2222.95,2,3,4,234,3.0,Needs Attention
CUST-14876,350,5,4071.38,2,4,5,245,3.67,Loyal Customers
CUST-10124,350,10,3608.23,2,5,5,255,4.0,Loyal Customers
CUST-05424,349,2,535.28,2,1,1,211,1.33,Needs Attention
CUST-12377,349,3,594.3,2,1,1,211,1.33,Needs Attention
CUST-08935,349,3,1580.59,2,2,3,223,2.33,Needs Attention
CUST-13594,349,4,279.55,2,2,1,221,1.67,Needs Attention
CUST-11676,349,4,1072.01,2,2,2,222,2.0,Needs Attention
CUST-02427,349,4,2071.46,2,2,4,224,2.67,Needs Attention
CUST-03838,349,4,2164.07,2,2,4,224,2.67,Needs Attention
CUST-04227,349,4,2599.9,2,3,4,234,3.0,Needs Attention
CUST-04730,349,4,2896.95,2,3,4,234,3.0,Needs Attention
CUST-01043,349,5,551.62,2,3,1,231,2.0,Needs Attention
CUST-10787,349,5,671.37,2,3,1,231,2.0,Needs Attention
CUST-01631,349,5,755.09,2,3,2,232,2.33,Needs Attention
