year_month,txn_year,txn_month,category,total_transactions,active_transacting_customers,total_amount,avg_transaction_amount,debit_count,credit_count,total_debit_amount,total_credit_amount
2020-12,2020,12,Education,44,42,34768.36,790.19,44,0,34768.36,0.0
2020-12,2020,12,Entertainment,36,36,4605.42,127.93,36,0,4605.42,0.0
2020-12,2020,12,Groceries,40,40,4824.07,120.6,40,0,4824.07,0.0
2020-12,2020,12,Healthcare,38,38,12641.65,332.68,38,0,12641.65,0.0
2020-12,2020,12,Shopping,45,45,10373.01,230.51,45,0,10373.01,0.0
2020-12,2020,12,Subscription,46,45,1506.13,32.74,46,0,1506.13,0.0
2020-12,2020,12,Transfer,45,45,50813.45,1129.19,31,14,36316.9,14496.55
2020-12,2020,12,Travel,39,39,32255.33,827.06,39,0,32255.33,0.0
2020-12,2020,12,Utilities,41,41,6936.98,169.19,41,0,6936.98,0.0
2021-01,2021,01,Dining,40,40,4074.27,101.86,40,0,4074.27,0.0
2021-01,2021,01,Education,51,51,51316.45,1006.2,51,0,51316.45,0.0
2021-01,2021,01,Entertainment,63,62,6793.9,107.84,63,0,6793.9,0.0
2021-01,2021,01,Groceries,41,41,5914.56,144.26,41,0,5914.56,0.0
2021-01,2021,01,Healthcare,49,49,16750.41,341.85,49,0,16750.41,0.0
2021-01,2021,01,Shopping,42,42,10168.3,242.1,42,0,10168.3,0.0
2021-01,2021,01,Subscription,39,39,1223.34,31.37,39,0,1223.34,0.0
2021-01,2021,01,Transfer,50,50,64875.8,1297.52,37,13,48793.1,16082.7
2021-01,2021,01,Travel,41,41,31610.64,770.99,41,0,31610.64,0.0
2021-01,2021,01,Utilities,38,38,7005.54,184.36,38,0,7005.54,0.0
2021-02,2021,02,Dining,39,38,3473.28,89.06,39,0,3473.28,0.0
2021-02,2021,02,Education,32,32,27813.97,869.19,32,0,27813.97,0.0
2021-02,2021,02,Entertainment,40,38,5099.83,127.5,40,0,5099.83,0.0
2021-02,2021,02,Groceries,26,26,4233.76,162.84,26,0,4233.76,0.0
2021-02,2021,02,Healthcare,36,36,9591.84,266.44,36,0,9591.84,0.0
2021-02,2021,02,Shopping,35,35,9258.06,264.52,35,0,9258.06,0.0
2021-02,2021,02,Subscription,41,41,1266.12,30.88,41,0,1266.12,0.0
2021-02,2021,02,Transfer,43,43,44400.34,1032.57,33,10,35156.63,9243.71
2021-02,2021,02,Travel,44,44,34062.41,774.15,44,0,34062.41,0.0
2021-02,2021,02,Utilities,48,48,8929.36,186.03,48,0,8929.36,0.0
2021-03,2021,03,Dining,46,46,4514.68,98.15,46,0,4514.68,0.0
2021-03,2021,03,Education,46,46,36664.13,797.05,46,0,36664.13,0.0
2021-03,2021,03,Entertainment,47,47,5386.84,114.61,47,0,5386.84,0.0
2021-03,2021,03,Groceries,50,50,7580.2,151.6,50,0,7580.2,0.0
2021-03,2021,03,Healthcare,48,48,14615.85,304.5,48,0,14615.85,0.0
2021-03,2021,03,Shopping,46,45,10555.34,229.46,46,0,10555.34,0.0
2021-03,2021,03,Subscription,50,50,1551.29,31.03,50,0,1551.29,0.0
2021-03,2021,03,Transfer,56,56,67107.31,1198.34,39,17,45700.59,21406.72
2021-03,2021,03,Travel,34,34,21083.21,620.09,34,0,21083.21,0.0
2021-03,2021,03,Utilities,47,46,8648.73,184.02,47,0,8648.73,0.0
2021-04,2021,04,Dining,32,31,2470.28,77.2,32,0,2470.28,0.0
2021-04,2021,04,Education,51,51,38408.24,753.1,51,0,38408.24,0.0
2021-04,2021,04,Entertainment,46,46,4911.45,106.77,46,0,4911.45,0.0
2021-04,2021,04,Groceries,40,40,5260.41,131.51,40,0,5260.41,0.0
2021-04,2021,04,Healthcare,46,46,13589.92,295.43,46,0,13589.92,0.0
2021-04,2021,04,Shopping,40,40,10230.41,255.76,40,0,10230.41,0.0
2021-04,2021,04,Subscription,44,43,1129.74,25.68,44,0,1129.74,0.0
2021-04,2021,04,Transfer,59,59,71572.07,1213.09,43,16,51093.21,20478.86
2021-04,2021,04,Travel,46,46,32728.84,711.5,46,0,32728.84,0.0
2021-04,2021,04,Utilities,48,48,8659.25,180.4,48,0,8659.25,0.0
2021-05,2021,05,Dining,43,43,3757.09,87.37,43,0,3757.09,0.0
2021-05,2021,05,Education,49,48,41137.56,839.54,49,0,41137.56,0.0
2021-05,2021,05,Entertainment,49,49,6416.7,130.95,49,0,6416.7,0.0
2021-05,2021,05,Groceries,36,36,5730.43,159.18,36,0,5730.43,0.0
2021-05,2021,05,Healthcare,45,45,14176.55,315.03,45,0,14176.55,0.0
2021-05,2021,05,Shopping,46,46,11020.83,239.58,46,0,11020.83,0.0
2021-05,2021,05,Subscription,61,61,2078.93,34.08,61,0,2078.93,0.0
2021-05,2021,05,Transfer,40,40,51445.25,1286.13,24,16,31047.61,20397.64
2021-05,2021,05,Travel,42,42,29388.61,699.73,42,0,29388.61,0.0
2021-05,2021,05,Utilities,54,54,10427.51,193.1,54,0,10427.51,0.0
2021-06,2021,06,Dining,57,57,4990.68,87.56,57,0,4990.68,0.0
2021-06,2021,06,Education,48,48,43219.83,900.41,48,0,43219.83,0.0
2021-06,2021,06,Entertainment,47,47,4651.54,98.97,47,0,4651.54,0.0
2021-06,2021,06,Groceries,60,60,9345.9,155.76,60,0,9345.9,0.0
2021-06,2021,06,Healthcare,47,47,11427.27,243.13,47,0,11427.27,0.0
2021-06,2021,06,Shopping,47,47,11309.22,240.62,47,0,11309.22,0.0
2021-06,2021,06,Subscription,43,43,1334.14,31.03,43,0,1334.14,0.0
2021-06,2021,06,Transfer,44,43,47232.53,1073.47,31,13,31677.27,15555.26
2021-06,2021,06,Travel,38,38,28490.51,749.75,38,0,28490.51,0.0
2021-06,2021,06,Utilities,47,47,10190.35,216.82,47,0,10190.35,0.0
2021-07,2021,07,Dining,39,39,3265.03,83.72,39,0,3265.03,0.0
2021-07,2021,07,Education,59,59,47976.42,813.16,59,0,47976.42,0.0
2021-07,2021,07,Entertainment,45,44,5382.14,119.6,45,0,5382.14,0.0
2021-07,2021,07,Groceries,50,50,7633.92,152.68,50,0,7633.92,0.0
2021-07,2021,07,Healthcare,59,59,15445.98,261.8,59,0,15445.98,0.0
2021-07,2021,07,Shopping,64,64,15400.96,240.64,64,0,15400.96,0.0
2021-07,2021,07,Subscription,42,42,1238.56,29.49,42,0,1238.56,0.0
2021-07,2021,07,Transfer,51,51,60472.68,1185.74,38,13,47979.99,12492.69
2021-07,2021,07,Travel,59,58,40961.78,694.27,59,0,40961.78,0.0
2021-07,2021,07,Utilities,58,58,10382.85,179.01,58,0,10382.85,0.0
2021-08,2021,08,Dining,68,68,5776.0,84.94,68,0,5776.0,0.0
2021-08,2021,08,Education,52,52,44316.96,852.25,52,0,44316.96,0.0
2021-08,2021,08,Entertainment,59,58,6167.89,104.54,59,0,6167.89,0.0
2021-08,2021,08,Groceries,75,75,11573.22,154.31,75,0,11573.22,0.0
2021-08,2021,08,Healthcare,72,72,22896.32,318.0,72,0,22896.32,0.0
2021-08,2021,08,Shopping,46,46,10671.2,231.98,46,0,10671.2,0.0
2021-08,2021,08,Subscription,52,51,1642.41,31.58,52,0,1642.41,0.0
2021-08,2021,08,Transfer,50,50,63535.86,1270.72,35,15,47958.07,15577.79
2021-08,2021,08,Travel,44,43,32038.28,728.14,44,0,32038.28,0.0
2021-08,2021,08,Utilities,55,55,11614.17,211.17,55,0,11614.17,0.0
2021-09,2021,09,Dining,61,61,6116.96,100.28,61,0,6116.96,0.0
2021-09,2021,09,Education,53,53,35730.75,674.17,53,0,35730.75,0.0
2021-09,2021,09,Entertainment,60,60,7029.53,117.16,60,0,7029.53,0.0
2021-09,2021,09,Groceries,69,69,10867.74,157.5,69,0,10867.74,0.0
2021-09,2021,09,Healthcare,49,49,13225.49,269.91,49,0,13225.49,0.0
2021-09,2021,09,Shopping,57,57,11975.47,210.1,57,0,11975.47,0.0
2021-09,2021,09,Subscription,57,57,1784.95,31.31,57,0,1784.95,0.0
2021-09,2021,09,Transfer,59,59,60721.97,1029.19,38,21,42528.32,18193.65
2021-09,2021,09,Travel,56,56,41532.83,741.66,56,0,41532.83,0.0
2021-09,2021,09,Utilities,54,54,11453.21,212.1,54,0,11453.21,0.0
2021-10,2021,10,Dining,64,64,6869.87,107.34,64,0,6869.87,0.0
2021-10,2021,10,Education,64,64,58794.82,918.67,64,0,58794.82,0.0
2021-10,2021,10,Entertainment,67,67,7628.81,113.86,67,0,7628.81,0.0
2021-10,2021,10,Groceries,55,55,7576.67,137.76,55,0,7576.67,0.0
2021-10,2021,10,Healthcare,63,63,19244.31,305.47,63,0,19244.31,0.0
2021-10,2021,10,Shopping,59,59,14145.13,239.75,59,0,14145.13,0.0
2021-10,2021,10,Subscription,53,53,1777.25,33.53,53,0,1777.25,0.0
2021-10,2021,10,Transfer,58,57,69454.24,1197.49,41,17,47078.76,22375.48
2021-10,2021,10,Travel,58,57,43878.08,756.52,58,0,43878.08,0.0
2021-10,2021,10,Utilities,55,55,11292.86,205.32,55,0,11292.86,0.0
2021-11,2021,11,Dining,49,49,4561.4,93.09,49,0,4561.4,0.0
2021-11,2021,11,Education,75,75,72710.63,969.48,75,0,72710.63,0.0
2021-11,2021,11,Entertainment,55,55,6307.17,114.68,55,0,6307.17,0.0
2021-11,2021,11,Groceries,64,63,9076.67,141.82,64,0,9076.67,0.0
2021-11,2021,11,Healthcare,58,58,18895.59,325.79,58,0,18895.59,0.0
2021-11,2021,11,Shopping,78,78,18922.91,242.6,78,0,18922.91,0.0
2021-11,2021,11,Subscription,65,65,2064.72,31.76,65,0,2064.72,0.0
2021-11,2021,11,Transfer,54,54,61075.1,1131.02,35,19,40233.3,20841.8
2021-11,2021,11,Travel,62,60,46223.61,745.54,62,0,46223.61,0.0
2021-11,2021,11,Utilities,58,58,10183.81,175.58,58,0,10183.81,0.0
2021-12,2021,12,Dining,65,64,6621.8,101.87,65,0,6621.8,0.0
2021-12,2021,12,Education,67,67,51999.31,776.11,67,0,51999.31,0.0
2021-12,2021,12,Entertainment,58,58,7471.35,128.82,58,0,7471.35,0.0
2021-12,2021,12,Groceries,72,72,11143.12,154.77,72,0,11143.12,0.0
2021-12,2021,12,Healthcare,59,59,17332.6,293.77,59,0,17332.6,0.0
2021-12,2021,12,Shopping,60,60,13714.82,228.58,60,0,13714.82,0.0
2021-12,2021,12,Subscription,65,64,1992.17,30.65,65,0,1992.17,0.0
2021-12,2021,12,Transfer,61,61,61210.0,1003.44,45,16,47986.66,13223.34
2021-12,2021,12,Travel,67,67,47867.95,714.45,67,0,47867.95,0.0
2021-12,2021,12,Utilities,50,50,10094.45,201.89,50,0,10094.45,0.0
2022-01,2022,01,Dining,64,63,5602.87,87.54,64,0,5602.87,0.0
2022-01,2022,01,Education,78,78,76085.8,975.46,78,0,76085.8,0.0
2022-01,2022,01,Entertainment,76,76,8632.04,113.58,76,0,8632.04,0.0
2022-01,2022,01,Groceries,62,61,8659.57,139.67,62,0,8659.57,0.0
2022-01,2022,01,Healthcare,57,55,18086.97,317.32,57,0,18086.97,0.0
2022-01,2022,01,Shopping,71,71,15244.2,214.71,71,0,15244.2,0.0
2022-01,2022,01,Subscription,60,60,2033.35,33.89,60,0,2033.35,0.0
2022-01,2022,01,Transfer,63,63,76645.07,1216.59,53,10,63382.69,13262.38
2022-01,2022,01,Travel,74,74,53232.91,719.36,74,0,53232.91,0.0
2022-01,2022,01,Utilities,67,67,12388.81,184.91,67,0,12388.81,0.0
2022-02,2022,02,Dining,59,58,5250.34,88.99,59,0,5250.34,0.0
2022-02,2022,02,Education,46,46,45103.06,980.5,46,0,45103.06,0.0
2022-02,2022,02,Entertainment,63,63,7593.93,120.54,63,0,7593.93,0.0
2022-02,2022,02,Groceries,63,63,8910.83,141.44,63,0,8910.83,0.0
2022-02,2022,02,Healthcare,63,63,16975.34,269.45,63,0,16975.34,0.0
2022-02,2022,02,Shopping,63,63,15023.85,238.47,63,0,15023.85,0.0
2022-02,2022,02,Subscription,59,59,1770.69,30.01,59,0,1770.69,0.0
2022-02,2022,02,Transfer,59,58,74939.44,1270.16,45,14,60324.45,14614.99
2022-02,2022,02,Travel,48,48,33987.28,708.07,48,0,33987.28,0.0
2022-02,2022,02,Utilities,55,55,9364.92,170.27,55,0,9364.92,0.0
2022-03,2022,03,Dining,62,62,6104.18,98.45,62,0,6104.18,0.0
2022-03,2022,03,Education,80,80,64148.04,801.85,80,0,64148.04,0.0
2022-03,2022,03,Entertainment,61,61,7236.51,118.63,61,0,7236.51,0.0
2022-03,2022,03,Groceries,64,64,9860.47,154.07,64,0,9860.47,0.0
2022-03,2022,03,Healthcare,58,58,16293.85,280.93,58,0,16293.85,0.0
2022-03,2022,03,Shopping,65,65,14485.21,222.85,65,0,14485.21,0.0
2022-03,2022,03,Subscription,74,73,2279.57,30.81,74,0,2279.57,0.0
2022-03,2022,03,Transfer,60,60,65248.93,1087.48,45,15,48840.29,16408.64
2022-03,2022,03,Travel,83,83,56750.51,683.74,83,0,56750.51,0.0
2022-03,2022,03,Utilities,68,68,12228.09,179.82,68,0,12228.09,0.0
2022-04,2022,04,Dining,56,56,5137.62,91.74,56,0,5137.62,0.0
2022-04,2022,04,Education,61,60,48536.82,795.69,61,0,48536.82,0.0
2022-04,2022,04,Entertainment,70,70,7618.47,108.84,70,0,7618.47,0.0
2022-04,2022,04,Groceries,75,75,11067.03,147.56,75,0,11067.03,0.0
2022-04,2022,04,Healthcare,60,60,16798.24,279.97,60,0,16798.24,0.0
2022-04,2022,04,Shopping,74,74,17557.2,237.26,74,0,17557.2,0.0
2022-04,2022,04,Subscription,73,73,2190.94,30.01,73,0,2190.94,0.0
2022-04,2022,04,Transfer,73,73,72234.17,989.51,52,21,50305.69,21928.48
2022-04,2022,04,Travel,67,66,51098.73,762.67,67,0,51098.73,0.0
2022-04,2022,04,Utilities,72,72,13766.79,191.21,72,0,13766.79,0.0
2022-05,2022,05,Dining,74,74,7706.6,104.14,74,0,7706.6,0.0
2022-05,2022,05,Education,73,73,57508.68,787.79,73,0,57508.68,0.0
2022-05,2022,05,Entertainment,84,83,9540.1,113.57,84,0,9540.1,0.0
2022-05,2022,05,Groceries,60,60,8346.07,139.1,60,0,8346.07,0.0
2022-05,2022,05,Healthcare,90,90,24578.28,273.09,90,0,24578.28,0.0
2022-05,2022,05,Shopping,56,56,12987.63,231.92,56,0,12987.63,0.0
2022-05,2022,05,Subscription,80,78,2317.73,28.97,80,0,2317.73,0.0
2022-05,2022,05,Transfer,77,77,87465.41,1135.91,53,24,59637.48,27827.93
2022-05,2022,05,Travel,83,83,63232.57,761.84,83,0,63232.57,0.0
2022-05,2022,05,Utilities,74,73,11917.96,161.05,74,0,11917.96,0.0
2022-06,2022,06,Dining,78,78,6872.45,88.11,78,0,6872.45,0.0
2022-06,2022,06,Education,57,57,54135.18,949.74,57,0,54135.18,0.0
2022-06,2022,06,Entertainment,86,83,10266.35,119.38,86,0,10266.35,0.0
2022-06,2022,06,Groceries,76,76,11804.35,155.32,76,0,11804.35,0.0
2022-06,2022,06,Healthcare,60,60,17636.28,293.94,60,0,17636.28,0.0
2022-06,2022,06,Shopping,68,68,16087.67,236.58,68,0,16087.67,0.0
2022-06,2022,06,Subscription,73,73,2116.92,29.0,73,0,2116.92,0.0
2022-06,2022,06,Transfer,84,84,95714.3,1139.46,57,27,65119.85,30594.45
2022-06,2022,06,Travel,77,77,59559.65,773.5,77,0,59559.65,0.0
2022-06,2022,06,Utilities,76,75,14306.31,188.24,76,0,14306.31,0.0
2022-07,2022,07,Dining,58,57,5001.13,86.23,58,0,5001.13,0.0
2022-07,2022,07,Education,76,76,54379.83,715.52,76,0,54379.83,0.0
2022-07,2022,07,Entertainment,83,83,9753.75,117.52,83,0,9753.75,0.0
2022-07,2022,07,Groceries,69,68,9853.79,142.81,69,0,9853.79,0.0
2022-07,2022,07,Healthcare,66,66,20312.92,307.77,66,0,20312.92,0.0
2022-07,2022,07,Shopping,73,72,17942.14,245.78,73,0,17942.14,0.0
2022-07,2022,07,Subscription,88,88,2885.05,32.78,88,0,2885.05,0.0
2022-07,2022,07,Transfer,62,62,71894.16,1159.58,48,14,55791.65,16102.51
2022-07,2022,07,Travel,74,74,52281.51,706.51,74,0,52281.51,0.0
2022-07,2022,07,Utilities,71,71,11956.32,168.4,71,0,11956.32,0.0
2022-08,2022,08,Dining,88,87,8449.17,96.01,88,0,8449.17,0.0
2022-08,2022,08,Education,79,78,67475.55,854.12,79,0,67475.55,0.0
2022-08,2022,08,Entertainment,71,71,9130.28,128.6,71,0,9130.28,0.0
2022-08,2022,08,Groceries,83,81,13280.76,160.01,83,0,13280.76,0.0
2022-08,2022,08,Healthcare,85,85,25271.28,297.31,85,0,25271.28,0.0
2022-08,2022,08,Shopping,72,72,17806.97,247.32,72,0,17806.97,0.0
2022-08,2022,08,Subscription,72,72,2098.34,29.14,72,0,2098.34,0.0
2022-08,2022,08,Transfer,68,68,84396.95,1241.13,48,20,57331.98,27064.97
2022-08,2022,08,Travel,82,82,63188.68,770.59,82,0,63188.68,0.0
2022-08,2022,08,Utilities,71,70,12944.07,182.31,71,0,12944.07,0.0
2022-09,2022,09,Dining,85,85,7806.23,91.84,85,0,7806.23,0.0
2022-09,2022,09,Education,70,70,61175.9,873.94,70,0,61175.9,0.0
2022-09,2022,09,Entertainment,76,76,9421.48,123.97,76,0,9421.48,0.0
2022-09,2022,09,Groceries,72,72,10402.41,144.48,72,0,10402.41,0.0
2022-09,2022,09,Healthcare,85,85,27441.43,322.84,85,0,27441.43,0.0
2022-09,2022,09,Shopping,75,73,16999.43,226.66,75,0,16999.43,0.0
2022-09,2022,09,Subscription,74,73,2213.04,29.91,74,0,2213.04,0.0
2022-09,2022,09,Transfer,78,77,91849.7,1177.56,60,18,70337.5,21512.2
2022-09,2022,09,Travel,76,75,55977.91,736.55,76,0,55977.91,0.0
2022-09,2022,09,Utilities,73,71,14266.47,195.43,73,0,14266.47,0.0
2022-10,2022,10,Dining,79,79,7061.69,89.39,79,0,7061.69,0.0
2022-10,2022,10,Education,80,78,70538.49,881.73,80,0,70538.49,0.0
2022-10,2022,10,Entertainment,96,96,11964.56,124.63,96,0,11964.56,0.0
2022-10,2022,10,Groceries,95,95,13675.54,143.95,95,0,13675.54,0.0
2022-10,2022,10,Healthcare,105,104,31325.29,298.34,105,0,31325.29,0.0
2022-10,2022,10,Shopping,87,87,23318.61,268.03,87,0,23318.61,0.0
2022-10,2022,10,Subscription,75,75,2281.17,30.42,75,0,2281.17,0.0
2022-10,2022,10,Transfer,64,64,65276.71,1019.95,47,17,47134.31,18142.4
2022-10,2022,10,Travel,90,90,63276.09,703.07,90,0,63276.09,0.0
2022-10,2022,10,Utilities,75,75,14530.3,193.74,75,0,14530.3,0.0
2022-11,2022,11,Dining,100,99,8883.29,88.83,100,0,8883.29,0.0
2022-11,2022,11,Education,88,87,74204.87,843.24,88,0,74204.87,0.0
2022-11,2022,11,Entertainment,79,79,8513.01,107.76,79,0,8513.01,0.0
2022-11,2022,11,Groceries,79,79,13499.04,170.87,79,0,13499.04,0.0
2022-11,2022,11,Healthcare,80,80,22501.72,281.27,80,0,22501.72,0.0
2022-11,2022,11,Shopping,93,92,23175.71,249.2,93,0,23175.71,0.0
2022-11,2022,11,Subscription,67,67,1948.56,29.08,67,0,1948.56,0.0
2022-11,2022,11,Transfer,88,88,106790.57,1213.53,57,31,68703.18,38087.39
2022-11,2022,11,Travel,86,86,66777.26,776.48,86,0,66777.26,0.0
2022-11,2022,11,Utilities,78,78,15493.37,198.63,78,0,15493.37,0.0
2022-12,2022,12,Dining,74,74,6973.22,94.23,74,0,6973.22,0.0
2022-12,2022,12,Education,97,96,77618.07,800.19,97,0,77618.07,0.0
2022-12,2022,12,Entertainment,82,82,10119.27,123.41,82,0,10119.27,0.0
2022-12,2022,12,Groceries,95,94,14330.68,150.85,95,0,14330.68,0.0
2022-12,2022,12,Healthcare,94,93,25542.9,271.73,94,0,25542.9,0.0
2022-12,2022,12,Shopping,95,95,23123.24,243.4,95,0,23123.24,0.0
2022-12,2022,12,Subscription,83,83,2776.11,33.45,83,0,2776.11,0.0
2022-12,2022,12,Transfer,91,91,99702.37,1095.63,57,34,66701.57,33000.8
2022-12,2022,12,Travel,86,86,56514.04,657.14,86,0,56514.04,0.0
2022-12,2022,12,Utilities,106,106,20389.03,192.35,106,0,20389.03,0.0
2023-01,2023,01,Dining,89,89,7227.33,81.21,89,0,7227.33,0.0
2023-01,2023,01,Education,97,97,84518.43,871.32,97,0,84518.43,0.0
2023-01,2023,01,Entertainment,81,81,9093.62,112.27,81,0,9093.62,0.0
2023-01,2023,01,Groceries,92,92,13192.94,143.4,92,0,13192.94,0.0
2023-01,2023,01,Healthcare,95,93,28802.67,303.19,95,0,28802.67,0.0
2023-01,2023,01,Shopping,79,79,20689.82,261.9,79,0,20689.82,0.0
2023-01,2023,01,Subscription,81,79,2380.44,29.39,81,0,2380.44,0.0
2023-01,2023,01,Transfer,105,103,109781.14,1045.53,73,32,75986.89,33794.25
2023-01,2023,01,Travel,91,91,70656.85,776.45,91,0,70656.85,0.0
2023-01,2023,01,Utilities,95,94,17784.23,187.2,95,0,17784.23,0.0
2023-02,2023,02,Dining,88,86,8087.44,91.9,88,0,8087.44,0.0
2023-02,2023,02,Education,62,62,55413.92,893.77,62,0,55413.92,0.0
2023-02,2023,02,Entertainment,91,91,9352.23,102.77,91,0,9352.23,0.0
2023-02,2023,02,Groceries,95,94,15171.69,159.7,95,0,15171.69,0.0
2023-02,2023,02,Healthcare,95,94,29848.33,314.19,95,0,29848.33,0.0
2023-02,2023,02,Shopping,78,78,16574.56,212.49,78,0,16574.56,0.0
2023-02,2023,02,Subscription,65,65,2021.31,31.1,65,0,2021.31,0.0
2023-02,2023,02,Transfer,83,82,97492.48,1174.61,55,28,63601.58,33890.9
2023-02,2023,02,Travel,79,79,53533.86,677.64,79,0,53533.86,0.0
2023-02,2023,02,Utilities,81,80,14267.41,176.14,81,0,14267.41,0.0
2023-03,2023,03,Dining,104,101,10344.27,99.46,104,0,10344.27,0.0
2023-03,2023,03,Education,103,103,89829.95,872.14,103,0,89829.95,0.0
2023-03,2023,03,Entertainment,93,93,10699.93,115.05,93,0,10699.93,0.0
2023-03,2023,03,Groceries,97,97,13660.35,140.83,97,0,13660.35,0.0
2023-03,2023,03,Healthcare,79,79,23773.38,300.93,79,0,23773.38,0.0
2023-03,2023,03,Shopping,105,105,25756.47,245.3,105,0,25756.47,0.0
2023-03,2023,03,Subscription,90,90,2411.84,26.8,90,0,2411.84,0.0
2023-03,2023,03,Transfer,111,111,129803.81,1169.4,83,28,95764.12,34039.69
2023-03,2023,03,Travel,82,80,59387.45,724.24,82,0,59387.45,0.0
2023-03,2023,03,Utilities,89,89,17293.6,194.31,89,0,17293.6,0.0
2023-04,2023,04,Dining,112,111,9154.19,81.73,112,0,9154.19,0.0
2023-04,2023,04,Education,108,107,97193.72,899.94,108,0,97193.72,0.0
2023-04,2023,04,Entertainment,90,89,10207.0,113.41,90,0,10207.0,0.0
2023-04,2023,04,Groceries,93,93,13858.36,149.01,93,0,13858.36,0.0
2023-04,2023,04,Healthcare,105,105,31622.05,301.16,105,0,31622.05,0.0
2023-04,2023,04,Shopping,70,70,16518.26,235.98,70,0,16518.26,0.0
2023-04,2023,04,Subscription,104,103,3157.6,30.36,104,0,3157.6,0.0
2023-04,2023,04,Transfer,101,100,119579.12,1183.95,73,28,86590.29,32988.83
2023-04,2023,04,Travel,103,102,74834.29,726.55,103,0,74834.29,0.0
2023-04,2023,04,Utilities,87,87,16682.68,191.75,87,0,16682.68,0.0
2023-05,2023,05,Dining,119,119,10415.76,87.53,119,0,10415.76,0.0
2023-05,2023,05,Education,118,118,105370.0,892.97,118,0,105370.0,0.0
2023-05,2023,05,Entertainment,97,97,11372.71,117.24,97,0,11372.71,0.0
2023-05,2023,05,Groceries,108,107,16564.38,153.37,108,0,16564.38,0.0
2023-05,2023,05,Healthcare,103,103,32173.75,312.37,103,0,32173.75,0.0
2023-05,2023,05,Shopping,99,98,22514.95,227.42,99,0,22514.95,0.0
2023-05,2023,05,Subscription,102,102,2928.71,28.71,102,0,2928.71,0.0
2023-05,2023,05,Transfer,98,97,117613.21,1200.13,67,31,80964.79,36648.42
2023-05,2023,05,Travel,81,81,58831.57,726.32,81,0,58831.57,0.0
2023-05,2023,05,Utilities,103,103,20747.42,201.43,103,0,20747.42,0.0
2023-06,2023,06,Dining,86,86,7582.95,88.17,86,0,7582.95,0.0
2023-06,2023,06,Education,77,76,68437.12,888.79,77,0,68437.12,0.0
2023-06,2023,06,Entertainment,97,97,11451.62,118.06,97,0,11451.62,0.0
2023-06,2023,06,Groceries,119,119,20052.58,168.51,119,0,20052.58,0.0
2023-06,2023,06,Healthcare,105,103,30537.83,290.84,105,0,30537.83,0.0
2023-06,2023,06,Shopping,110,110,25322.24,230.2,110,0,25322.24,0.0
2023-06,2023,06,Subscription,104,103,2959.37,28.46,104,0,2959.37,0.0
2023-06,2023,06,Transfer,109,109,122393.92,1122.88,85,24,97664.19,24729.73
2023-06,2023,06,Travel,106,106,71001.02,669.82,106,0,71001.02,0.0
2023-06,2023,06,Utilities,104,104,20026.92,192.57,104,0,20026.92,0.0
2023-07,2023,07,Dining,98,98,9202.41,93.9,98,0,9202.41,0.0
2023-07,2023,07,Education,117,116,98278.35,839.99,117,0,98278.35,0.0
2023-07,2023,07,Entertainment,103,103,12053.84,117.03,103,0,12053.84,0.0
2023-07,2023,07,Groceries,111,109,17648.09,158.99,111,0,17648.09,0.0
2023-07,2023,07,Healthcare,88,88,23791.98,270.36,88,0,23791.98,0.0
2023-07,2023,07,Shopping,106,105,24959.51,235.47,106,0,24959.51,0.0
2023-07,2023,07,Subscription,106,105,3264.19,30.79,106,0,3264.19,0.0
2023-07,2023,07,Transfer,91,90,101463.91,1114.99,64,27,71929.18,29534.73
2023-07,2023,07,Travel,105,105,76321.89,726.88,105,0,76321.89,0.0
2023-07,2023,07,Utilities,113,110,19890.18,176.02,113,0,19890.18,0.0
2023-08,2023,08,Dining,122,121,11802.96,96.75,122,0,11802.96,0.0
2023-08,2023,08,Education,115,114,99450.2,864.78,115,0,99450.2,0.0
2023-08,2023,08,Entertainment,115,115,13893.37,120.81,115,0,13893.37,0.0
2023-08,2023,08,Groceries,122,120,17859.98,146.39,122,0,17859.98,0.0
2023-08,2023,08,Healthcare,99,99,29356.08,296.53,99,0,29356.08,0.0
2023-08,2023,08,Shopping,105,105,24032.69,228.88,105,0,24032.69,0.0
2023-08,2023,08,Subscription,114,114,3429.99,30.09,114,0,3429.99,0.0
2023-08,2023,08,Transfer,104,104,119609.82,1150.09,74,30,84130.43,35479.39
2023-08,2023,08,Travel,117,117,86963.16,743.27,117,0,86963.16,0.0
2023-08,2023,08,Utilities,116,112,21632.58,186.49,116,0,21632.58,0.0
2023-09,2023,09,Dining,116,116,10330.82,89.06,116,0,10330.82,0.0
2023-09,2023,09,Education,117,115,87124.91,744.66,117,0,87124.91,0.0
2023-09,2023,09,Entertainment,121,120,14114.29,116.65,121,0,14114.29,0.0
2023-09,2023,09,Groceries,106,106,13979.58,131.88,106,0,13979.58,0.0
2023-09,2023,09,Healthcare,132,132,42577.1,322.55,132,0,42577.1,0.0
2023-09,2023,09,Shopping,113,112,28605.47,253.15,113,0,28605.47,0.0
2023-09,2023,09,Subscription,125,121,4289.03,34.31,125,0,4289.03,0.0
2023-09,2023,09,Transfer,126,124,148911.48,1181.84,95,31,111695.63,37215.85
2023-09,2023,09,Travel,129,129,95223.64,738.17,129,0,95223.64,0.0
2023-09,2023,09,Utilities,117,116,19549.43,167.09,117,0,19549.43,0.0
