customer_id,age,age_group,gender,education,employment_status,marital_status,city_tier,occupation,customer_since,customer_tenure_years,income_id,monthly_income,annual_income,income_source,income_stability,income_band,expense_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense,expense_to_income_ratio,disposable_income,savings_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,debt_id,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,last_transaction_date,total_products,active_products,customer_segment
CUST-00738,74,65+,Female,High School,Retired,Married,Tier 3,Retired,2018-03-14,7.8,INC-00738,3057.96,36695.52,Pension/Government,High,Middle ($2.5k-$6k),EXP-00738,721.48,442.69,228.73,136.87,202.53,179.22,83.86,1995.38,0.6525,1062.58,SAV-00738,845.06,58308.26,0.2763,Fully Funded,217.52,Excellent Saver,DEBT-00738,5704.35,0.0,0.0,31187.76,0.0,36892.11,0.1448,CRED-00738,768,On-Time,0,0.22,Low Risk,Low Risk,2,2733.73,1366.87,2025-01-23 00:00:00,2,1,Disciplined Savers
CUST-00739,56,50-64,Female,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2018-07-25,7.44,INC-00739,6816.36,81796.32,Salary,High,Upper-Middle ($6k-$10k),EXP-00739,1956.67,1029.43,599.46,228.72,623.18,357.05,382.83,5177.34,0.7595,1639.02,SAV-00739,1042.71,101281.67,0.153,Fully Funded,596.31,Healthy Saver,DEBT-00739,3052.3,0.0,0.0,25436.64,0.0,28488.94,0.0502,CRED-00739,740,On-Time,0,0.46,Medium Risk,Low Risk,3,1608.6,536.2,2019-12-23 00:00:00,4,3,Financially Strong
CUST-00740,62,50-64,Male,Doctorate,Employed,Divorced,Tier 1,Trades/Manufacturing,2024-07-26,1.43,INC-00740,10023.26,120279.12,Salary,High,High (>$10k),EXP-00740,3163.01,1452.99,910.21,527.99,590.85,607.28,248.57,7500.9,0.7483,2522.36,SAV-00740,1990.92,36549.69,0.1986,Partially Funded,531.44,Healthy Saver,DEBT-00740,2526.64,0.0,0.0,16149.16,0.0,18675.8,0.0224,CRED-00740,723,On-Time,1,0.24,Medium Risk,High Risk,2,586.42,293.21,2024-09-11 00:00:00,2,2,Emerging Customers
CUST-00741,70,65+,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2019-03-06,6.82,INC-00741,11988.76,143865.12,Pension/Government,High,High (>$10k),EXP-00741,3820.61,1973.4,856.05,547.05,583.28,781.12,564.86,9126.37,0.7612,2862.39,SAV-00741,1652.95,110698.85,0.1379,Fully Funded,1209.44,Moderate Saver,DEBT-00741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00741,692,On-Time,0,0.29,Medium Risk,Moderate Risk,8,6743.12,842.89,2025-10-10 00:00:00,1,1,High-Income High-Spenders
CUST-00742,59,50-64,Male,Associate,Employed,Single,Tier 3,Software/Tech,2022-02-15,3.87,INC-00742,6983.78,83805.36,Salary,High,Upper-Middle ($6k-$10k),EXP-00742,1495.19,886.3,503.01,317.64,523.94,400.75,261.71,4388.54,0.6284,2595.24,SAV-00742,1830.63,100435.55,0.2621,Fully Funded,764.61,Excellent Saver,DEBT-00742,9127.62,0.0,0.0,0.0,244118.6,253246.22,0.4351,CRED-00742,661,Occasional Late,3,0.83,High Risk,Critical Risk,4,945.86,236.47,2025-12-20 00:00:00,3,3,Debt-Burdened
CUST-00743,75,65+,Non-Binary,Doctorate,Employed,Married,Tier 2,Management/Executive,2022-12-27,3.01,INC-00743,16471.79,197661.48,Salary,High,High (>$10k),EXP-00743,4944.71,2592.36,1336.96,1107.91,835.35,1091.9,850.51,12759.7,0.7746,3712.09,SAV-00743,2904.53,124567.32,0.1763,Fully Funded,807.56,Healthy Saver,DEBT-00743,26960.62,18499.98,0.0,0.0,0.0,45460.6,0.0331,CRED-00743,711,On-Time,0,0.31,Medium Risk,Moderate Risk,6,3452.81,575.47,2025-11-03 00:00:00,1,1,Emerging Customers
CUST-00744,56,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2021-05-18,4.62,INC-00744,5833.66,70003.92,Salary,High,Middle ($2.5k-$6k),EXP-00744,1999.38,898.47,556.73,217.54,603.36,357.82,312.9,4946.2,0.8479,887.46,SAV-00744,459.48,21436.45,0.0788,Partially Funded,427.98,Moderate Saver,DEBT-00744,6641.03,0.0,0.0,0.0,382084.93,388725.96,0.7996,CRED-00744,508,Frequently Late,4,0.76,Very High Risk,Critical Risk,6,3106.69,517.78,2024-05-15 00:00:00,3,3,Debt-Burdened
CUST-00745,31,25-34,Male,Associate,Employed,Divorced,Tier 3,Software/Tech,2018-09-30,7.25,INC-00745,3967.97,47615.64,Salary,High,Middle ($2.5k-$6k),EXP-00745,769.53,516.89,289.3,144.8,263.53,235.52,150.26,2369.83,0.5972,1598.14,SAV-00745,912.63,91379.23,0.23,Fully Funded,685.51,Excellent Saver,DEBT-00745,0.0,1773.37,0.0,0.0,254030.0,255803.37,0.7736,CRED-00745,518,Frequently Late,11,0.72,Very High Risk,Critical Risk,6,1720.63,286.77,2025-07-24 00:00:00,2,2,Disciplined Savers
CUST-00746,48,35-49,Male,Associate,Employed,Single,Tier 2,Management/Executive,2018-12-27,7.01,INC-00746,9404.78,112857.36,Salary,High,Upper-Middle ($6k-$10k),EXP-00746,2441.09,1211.84,598.91,581.33,342.14,639.01,269.76,6084.08,0.6469,3320.7,SAV-00746,2239.01,168684.66,0.2381,Fully Funded,1081.69,Excellent Saver,DEBT-00746,12755.4,0.0,0.0,14611.27,0.0,27366.67,0.0349,CRED-00746,692,On-Time,0,0.35,Medium Risk,Moderate Risk,5,4753.32,950.66,2024-03-31 00:00:00,3,3,Emerging Customers
CUST-00747,75,65+,Male,High School,Retired,Married,Tier 1,Retired,2018-11-04,7.16,INC-00747,4250.66,51007.92,Investment,High,Middle ($2.5k-$6k),EXP-00747,1277.1,545.07,253.86,188.07,357.28,281.8,176.54,3079.72,0.7245,1170.94,SAV-00747,805.39,74604.66,0.1895,Fully Funded,365.55,Healthy Saver,DEBT-00747,6871.44,13611.41,0.0,0.0,0.0,20482.85,0.0578,CRED-00747,660,Frequently Late,3,0.46,High Risk,Critical Risk,2,1400.61,700.3,2023-06-22 00:00:00,3,2,Credit-Risk Customers
CUST-00748,22,18-24,Female,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2021-02-11,4.88,INC-00748,8149.52,97794.24,Salary,Medium,Upper-Middle ($6k-$10k),EXP-00748,2107.83,1221.06,547.1,531.65,750.45,458.34,305.76,5922.19,0.7267,2227.33,SAV-00748,1208.7,90496.96,0.1483,Fully Funded,1018.63,Moderate Saver,DEBT-00748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00748,713,On-Time,0,0.25,Medium Risk,Moderate Risk,4,649.15,162.29,2024-10-04 00:00:00,2,2,High-Income High-Spenders
CUST-00749,52,50-64,Female,Bachelor'S,Employed,Married,Tier 1,Healthcare,2024-07-23,1.44,INC-00749,7879.79,94557.48,Salary,High,Upper-Middle ($6k-$10k),EXP-00749,2482.93,1020.89,687.34,404.79,317.55,471.78,277.17,5662.45,0.7186,2217.34,SAV-00749,1502.31,21324.73,0.1907,Partially Funded,715.03,Healthy Saver,DEBT-00749,3457.86,23025.85,0.0,13798.63,348635.65,388917.99,0.5923,CRED-00749,594,Frequently Late,1,0.64,High Risk,Critical Risk,6,3351.11,558.52,2025-10-29 00:00:00,2,1,Debt-Burdened
CUST-00750,40,35-49,Female,Associate,Unemployed,Married,Tier 1,Unemployed,2019-08-27,6.35,INC-00750,1384.19,16610.28,Government Support,Low,Low (<$2.5k),EXP-00750,465.68,188.46,127.71,85.18,56.84,70.89,36.31,1031.07,0.7449,353.12,SAV-00750,174.25,13223.34,0.1259,Fully Funded,178.87,Moderate Saver,DEBT-00750,1626.84,0.0,0.0,16328.99,0.0,17955.83,0.1557,CRED-00750,672,On-Time,0,0.48,Medium Risk,Moderate Risk,4,1833.04,458.26,2022-10-01 00:00:00,2,2,Emerging Customers
CUST-00751,46,35-49,Female,High School,Employed,Divorced,Tier 1,Finance/Banking,2019-07-02,6.5,INC-00751,5644.67,67736.04,Salary,High,Middle ($2.5k-$6k),EXP-00751,1991.14,873.02,578.26,296.66,271.85,353.05,132.27,4496.25,0.7965,1148.42,SAV-00751,861.09,47310.68,0.1525,Fully Funded,287.33,Healthy Saver,DEBT-00751,3109.36,8418.37,0.0,27004.24,234356.54,272888.51,0.5801,CRED-00751,572,Default Risk,5,0.85,Very High Risk,Critical Risk,6,5193.02,865.5,2024-09-24 00:00:00,3,2,Debt-Burdened
CUST-00752,60,50-64,Female,Associate,Employed,Married,Tier 1,Software/Tech,2018-06-12,7.55,INC-00752,9029.36,108352.32,Salary,High,Upper-Middle ($6k-$10k),EXP-00752,3435.41,1502.64,689.25,444.59,569.46,450.32,446.15,7537.82,0.8348,1491.54,SAV-00752,786.43,81793.78,0.0871,Fully Funded,705.11,Moderate Saver,DEBT-00752,16648.54,0.0,0.0,9503.33,114012.57,140164.44,0.1863,CRED-00752,654,Frequently Late,2,0.83,High Risk,High Risk,6,3322.01,553.67,2025-04-16 00:00:00,1,1,High-Income High-Spenders
CUST-00753,28,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Healthcare,2022-05-13,3.64,INC-00753,10339.46,124073.52,Salary,High,High (>$10k),EXP-00753,2959.22,1328.32,667.39,448.86,564.47,533.13,313.76,6815.15,0.6591,3524.31,SAV-00753,2065.02,115552.91,0.1997,Fully Funded,1459.29,Healthy Saver,DEBT-00753,16728.61,0.0,0.0,0.0,0.0,16728.61,0.0194,CRED-00753,699,On-Time,0,0.28,Medium Risk,Moderate Risk,4,1698.44,424.61,2025-03-16 00:00:00,1,1,Emerging Customers
CUST-00754,35,35-49,Male,High School,Employed,Married,Tier 1,Healthcare,2022-07-28,3.43,INC-00754,3574.76,42897.12,Salary,High,Middle ($2.5k-$6k),EXP-00754,1232.01,606.91,253.95,173.79,203.63,196.8,158.77,2825.86,0.7905,748.9,SAV-00754,387.33,20158.05,0.1084,Fully Funded,361.57,Moderate Saver,DEBT-00754,622.8,0.0,0.0,25749.29,0.0,26372.09,0.0885,CRED-00754,749,On-Time,2,0.46,Medium Risk,High Risk,2,893.77,446.88,2024-05-26 00:00:00,4,3,Emerging Customers
CUST-00755,64,50-64,Female,High School,Unemployed,Married,Tier 3,Unemployed,2023-06-05,2.57,INC-00755,1312.24,15746.88,Government Support,Low,Low (<$2.5k),EXP-00755,251.25,175.43,120.79,61.42,67.77,90.27,44.79,811.72,0.6186,500.52,SAV-00755,247.21,7553.56,0.1884,Fully Funded,253.31,Healthy Saver,DEBT-00755,1108.5,0.0,0.0,20110.37,0.0,21218.87,0.194,CRED-00755,705,On-Time,0,0.33,Medium Risk,Moderate Risk,8,2488.46,311.06,2025-09-03 00:00:00,2,2,Emerging Customers
CUST-00756,29,25-34,Female,Master'S,Self-Employed,Married,Tier 2,Healthcare,2019-07-28,6.43,INC-00756,6351.98,76223.76,Business,Low,Upper-Middle ($6k-$10k),EXP-00756,1951.41,998.41,453.3,296.61,285.87,423.18,167.44,4576.22,0.7204,1775.76,SAV-00756,951.86,62344.73,0.1499,Fully Funded,823.9,Moderate Saver,DEBT-00756,0.0,21666.42,0.0,0.0,0.0,21666.42,0.0409,CRED-00756,731,On-Time,0,0.35,Medium Risk,Moderate Risk,4,1769.01,442.25,2023-07-18 00:00:00,2,2,Emerging Customers
CUST-00757,26,25-34,Female,Bachelor'S,Employed,Divorced,Tier 2,Healthcare,2019-12-26,6.02,INC-00757,4628.29,55539.48,Salary,High,Middle ($2.5k-$6k),EXP-00757,1483.92,611.63,459.5,204.75,277.31,310.19,211.19,3558.49,0.7689,1069.8,SAV-00757,825.18,52464.55,0.1783,Fully Funded,244.62,Healthy Saver,DEBT-00757,7496.9,0.0,0.0,0.0,0.0,7496.9,0.0194,CRED-00757,759,On-Time,0,0.08,Low Risk,Low Risk,2,180.85,90.42,2023-07-23 00:00:00,2,2,Emerging Customers
CUST-00758,27,25-34,Male,High School,Employed,Single,Tier 1,Trades/Manufacturing,2018-01-13,7.96,INC-00758,3771.95,45263.4,Salary,High,Middle ($2.5k-$6k),EXP-00758,1282.58,479.81,384.59,153.31,154.54,216.57,156.85,2828.25,0.7498,943.7,SAV-00758,726.12,50237.36,0.1925,Fully Funded,217.58,Healthy Saver,DEBT-00758,7020.63,0.0,0.0,0.0,0.0,7020.63,0.0223,CRED-00758,779,On-Time,0,0.08,Low Risk,Low Risk,4,804.85,201.21,2025-06-26 00:00:00,2,2,Emerging Customers
CUST-00759,75,65+,Male,Bachelor'S,Employed,Married,Tier 3,Education,2022-06-04,3.58,INC-00759,5505.99,66071.88,Salary,High,Middle ($2.5k-$6k),EXP-00759,1183.38,970.73,314.76,360.0,358.03,390.36,204.57,3781.83,0.6869,1724.16,SAV-00759,723.43,39024.19,0.1314,Fully Funded,1000.73,Moderate Saver,DEBT-00759,5691.22,0.0,0.0,0.0,0.0,5691.22,0.0124,CRED-00759,693,Occasional Late,0,0.42,Medium Risk,Moderate Risk,5,2042.94,408.59,2025-08-02 00:00:00,2,2,Emerging Customers
CUST-00760,61,50-64,Male,High School,Employed,Married,Tier 2,Software/Tech,2020-05-28,5.59,INC-00760,5799.86,69598.32,Salary,High,Middle ($2.5k-$6k),EXP-00760,1572.72,803.35,522.86,233.05,370.13,377.47,154.39,4033.97,0.6955,1765.89,SAV-00760,1246.1,100406.41,0.2149,Fully Funded,519.79,Excellent Saver,DEBT-00760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00760,784,On-Time,0,0.23,Low Risk,Low Risk,10,2610.42,261.04,2025-10-27 00:00:00,1,1,Disciplined Savers
CUST-00761,34,25-34,Female,Bachelor'S,Employed,Married,Tier 2,Education,2023-07-19,2.45,INC-00761,5568.18,66818.16,Salary,High,Middle ($2.5k-$6k),EXP-00761,1714.88,756.47,487.62,239.67,469.31,386.73,253.07,4307.75,0.7736,1260.43,SAV-00761,756.34,26584.7,0.1358,Fully Funded,504.09,Moderate Saver,DEBT-00761,4247.33,0.0,0.0,0.0,0.0,4247.33,0.0092,CRED-00761,778,On-Time,0,0.08,Low Risk,Low Risk,2,678.4,339.2,2025-01-20 00:00:00,1,1,Low-Engagement Customers
CUST-00762,55,50-64,Female,Bachelor'S,Self-Employed,Married,Tier 1,Healthcare,2022-07-07,3.49,INC-00762,5160.39,61924.68,Business,Low,Middle ($2.5k-$6k),EXP-00762,1788.11,866.61,468.85,286.25,259.88,336.19,293.33,4299.22,0.8331,861.17,SAV-00762,475.55,20307.23,0.0922,Partially Funded,385.62,Moderate Saver,DEBT-00762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00762,669,Frequently Late,2,0.7,High Risk,High Risk,7,2612.16,373.17,2025-10-23 00:00:00,3,3,Emerging Customers
CUST-00763,24,18-24,Female,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2024-12-02,1.08,INC-00763,5255.19,63062.28,Salary,High,Middle ($2.5k-$6k),EXP-00763,1758.72,890.43,457.92,347.38,218.76,292.0,230.68,4195.89,0.7984,1059.3,SAV-00763,590.03,7933.8,0.1123,Low,469.27,Moderate Saver,DEBT-00763,3163.56,0.0,0.0,6293.44,0.0,9457.0,0.0216,CRED-00763,682,On-Time,0,0.42,Medium Risk,Moderate Risk,9,2651.86,294.65,2025-12-08 00:00:00,1,1,Emerging Customers
CUST-00764,63,50-64,Male,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2022-11-09,3.14,INC-00764,1081.11,12973.32,Government Support,Low,Low (<$2.5k),EXP-00764,316.73,176.45,90.81,58.8,92.3,56.73,58.4,850.22,0.7864,230.89,SAV-00764,142.01,7246.83,0.1314,Fully Funded,88.88,Moderate Saver,DEBT-00764,1202.33,0.0,0.0,10303.67,0.0,11506.0,0.1277,CRED-00764,675,On-Time,0,0.49,Medium Risk,Moderate Risk,7,1703.06,243.29,2025-04-10 00:00:00,2,2,Emerging Customers
CUST-00765,30,25-34,Female,High School,Employed,Divorced,Tier 2,Software/Tech,2023-01-20,2.95,INC-00765,4800.0,57600.0,Salary,High,Middle ($2.5k-$6k),EXP-00765,1442.43,596.83,402.79,330.62,212.04,309.55,150.48,3444.74,0.7177,1355.26,SAV-00765,748.27,34234.54,0.1559,Fully Funded,606.99,Healthy Saver,DEBT-00765,2468.75,0.0,0.0,0.0,0.0,2468.75,0.0062,CRED-00765,708,On-Time,0,0.35,Medium Risk,Moderate Risk,6,2825.98,471.0,2025-06-30 00:00:00,2,2,Emerging Customers
CUST-00766,57,50-64,Male,Bachelor'S,Self-Employed,Single,Tier 3,Finance/Banking,2019-07-11,6.48,INC-00766,17832.41,213988.92,Business,Low,High (>$10k),EXP-00766,4283.36,2776.56,1264.67,738.84,852.18,1148.97,430.86,11495.44,0.6446,6336.97,SAV-00766,4995.37,483308.1,0.2801,Fully Funded,1341.6,Excellent Saver,DEBT-00766,32785.04,0.0,0.0,0.0,0.0,32785.04,0.0221,CRED-00766,722,Occasional Late,1,0.22,Medium Risk,High Risk,9,2844.39,316.04,2024-12-19 00:00:00,2,2,Emerging Customers
CUST-00767,59,50-64,Male,High School,Employed,Single,Tier 3,Healthcare,2019-08-20,6.37,INC-00767,6298.19,75578.28,Salary,High,Upper-Middle ($6k-$10k),EXP-00767,1423.31,858.64,550.82,396.05,429.51,412.43,168.68,4239.44,0.6731,2058.75,SAV-00767,1244.67,95441.28,0.1976,Fully Funded,814.08,Healthy Saver,DEBT-00767,3130.15,4542.52,0.0,0.0,374244.72,381917.39,0.7277,CRED-00767,630,Frequently Late,1,0.6,High Risk,Critical Risk,6,2916.09,486.01,2024-09-04 00:00:00,2,1,Debt-Burdened
CUST-00768,26,25-34,Female,Associate,Employed,Single,Tier 1,Education,2020-12-20,5.03,INC-00768,2769.63,33235.56,Salary,Medium,Middle ($2.5k-$6k),EXP-00768,876.22,390.94,244.16,187.02,144.79,193.14,71.94,2108.21,0.7612,661.42,SAV-00768,381.61,21252.77,0.1378,Fully Funded,279.81,Moderate Saver,DEBT-00768,3024.98,0.0,0.0,0.0,0.0,3024.98,0.0131,CRED-00768,779,On-Time,0,0.21,Low Risk,Low Risk,8,2520.68,315.09,2025-08-19 00:00:00,3,3,Emerging Customers
CUST-00769,67,65+,Male,Master'S,Retired,Widowed,Tier 3,Retired,2024-12-05,1.07,INC-00769,11610.38,139324.56,Investment,High,High (>$10k),EXP-00769,2828.03,1873.41,882.66,523.29,414.67,588.78,641.57,7752.41,0.6677,3857.97,SAV-00769,1626.87,15602.66,0.1401,Low,2231.1,Moderate Saver,DEBT-00769,6671.36,13084.61,0.0,0.0,0.0,19755.97,0.0204,CRED-00769,663,Occasional Late,4,0.77,High Risk,Critical Risk,6,1216.94,202.82,2025-12-03 00:00:00,1,1,Credit-Risk Customers
CUST-00770,44,35-49,Male,Bachelor'S,Employed,Single,Tier 3,Software/Tech,2023-11-24,2.1,INC-00770,6355.28,76263.36,Salary,High,Upper-Middle ($6k-$10k),EXP-00770,1508.28,963.39,520.51,421.85,330.69,325.9,154.71,4225.33,0.6649,2129.95,SAV-00770,1197.45,26236.14,0.1884,Fully Funded,932.5,Healthy Saver,DEBT-00770,11260.6,0.0,0.0,0.0,323147.82,334408.42,0.6314,CRED-00770,603,Frequently Late,3,0.73,High Risk,Critical Risk,9,6902.29,766.92,2025-10-15 00:00:00,4,1,Debt-Burdened
CUST-00771,75,65+,Female,Doctorate,Retired,Married,Tier 2,Retired,2021-12-24,4.02,INC-00771,8872.09,106465.08,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-00771,2716.26,1418.07,560.36,542.26,857.01,426.87,409.77,6930.6,0.7812,1941.49,SAV-00771,1431.11,70895.56,0.1613,Fully Funded,510.38,Healthy Saver,DEBT-00771,5119.93,23915.9,0.0,0.0,0.0,29035.83,0.0393,CRED-00771,816,On-Time,0,0.16,Low Risk,Low Risk,3,849.15,283.05,2025-12-13 00:00:00,1,1,Financially Strong
CUST-00772,19,18-24,Female,High School,Employed,Married,Tier 2,Finance/Banking,2019-04-04,6.74,INC-00772,4460.12,53521.44,Salary,High,Middle ($2.5k-$6k),EXP-00772,1379.46,713.79,460.05,285.52,359.47,318.63,103.22,3620.14,0.8117,839.98,SAV-00772,572.49,53766.91,0.1284,Fully Funded,267.49,Moderate Saver,DEBT-00772,8458.02,0.0,0.0,0.0,0.0,8458.02,0.0228,CRED-00772,706,On-Time,1,0.36,Medium Risk,High Risk,7,5068.35,724.05,2025-04-16 00:00:00,4,3,Emerging Customers
CUST-00773,22,18-24,Male,Bachelor'S,Employed,Married,Tier 1,Software/Tech,2023-05-23,2.61,INC-00773,8351.98,100223.76,Salary,Medium,Upper-Middle ($6k-$10k),EXP-00773,3185.45,1363.08,806.68,582.76,351.89,592.29,169.84,7051.99,0.8443,1299.99,SAV-00773,529.78,13868.65,0.0634,Low,770.21,Moderate Saver,DEBT-00773,0.0,0.0,0.0,14636.98,0.0,14636.98,0.021,CRED-00773,701,On-Time,1,0.35,Medium Risk,High Risk,5,1539.22,307.84,2025-07-29 00:00:00,2,2,High-Income High-Spenders
CUST-00774,46,35-49,Female,High School,Employed,Single,Tier 1,Software/Tech,2018-02-10,7.89,INC-00774,5499.83,65997.96,Salary,High,Middle ($2.5k-$6k),EXP-00774,2055.56,951.62,458.51,340.85,264.23,271.9,216.11,4558.78,0.8289,941.05,SAV-00774,649.38,70767.71,0.1181,Fully Funded,291.67,Moderate Saver,DEBT-00774,8067.8,11629.71,0.0,0.0,89388.39,109085.9,0.238,CRED-00774,723,Occasional Late,0,0.27,Medium Risk,Moderate Risk,8,2761.74,345.22,2025-12-21 00:00:00,3,1,Debt-Burdened
CUST-00775,54,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2020-12-17,5.04,INC-00775,6712.8,80553.6,Salary,High,Upper-Middle ($6k-$10k),EXP-00775,2258.6,1004.47,425.94,311.1,415.38,430.62,181.85,5027.96,0.749,1684.84,SAV-00775,687.67,48844.87,0.1024,Fully Funded,997.17,Moderate Saver,DEBT-00775,9322.85,13636.89,0.0,0.0,226548.63,249508.37,0.446,CRED-00775,579,Default Risk,5,0.81,Very High Risk,Critical Risk,4,1843.88,460.97,2024-01-10 00:00:00,1,1,Debt-Burdened
CUST-00776,55,50-64,Female,High School,Employed,Married,Tier 3,Trades/Manufacturing,2020-03-30,5.75,INC-00776,7124.28,85491.36,Salary,High,Upper-Middle ($6k-$10k),EXP-00776,1623.92,1137.0,426.48,466.46,742.68,482.75,240.9,5120.19,0.7187,2004.09,SAV-00776,1104.5,64069.94,0.155,Fully Funded,899.59,Healthy Saver,DEBT-00776,0.0,0.0,0.0,7546.16,114274.47,121820.63,0.2052,CRED-00776,635,Occasional Late,4,0.75,High Risk,Critical Risk,5,1274.35,254.87,2025-07-15 00:00:00,4,4,Debt-Burdened
CUST-00777,36,35-49,Female,High School,Employed,Married,Tier 3,Software/Tech,2018-07-09,7.48,INC-00777,4486.2,53834.4,Salary,Medium,Middle ($2.5k-$6k),EXP-00777,1018.66,570.96,341.65,264.05,318.74,307.79,240.34,3062.19,0.6826,1424.01,SAV-00777,640.33,69399.32,0.1427,Fully Funded,783.68,Moderate Saver,DEBT-00777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00777,743,On-Time,0,0.48,Medium Risk,Low Risk,7,3961.04,565.86,2025-08-07 00:00:00,2,2,Emerging Customers
CUST-00778,25,25-34,Female,Associate,Employed,Single,Tier 2,Software/Tech,2022-04-21,3.7,INC-00778,5014.54,60174.48,Salary,High,Middle ($2.5k-$6k),EXP-00778,1543.3,875.11,329.18,346.19,353.41,268.25,230.39,3945.83,0.7869,1068.71,SAV-00778,677.88,21239.27,0.1352,Partially Funded,390.83,Moderate Saver,DEBT-00778,1888.88,0.0,0.0,25905.25,0.0,27794.13,0.0665,CRED-00778,680,Occasional Late,1,0.31,Medium Risk,High Risk,6,2886.17,481.03,2025-04-01 00:00:00,2,2,Emerging Customers
CUST-00779,65,65+,Female,Bachelor'S,Retired,Single,Tier 2,Retired,2021-04-03,4.74,INC-00779,6612.08,79344.96,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-00779,2077.01,1009.09,417.68,335.12,451.38,378.44,395.23,5063.95,0.7659,1548.13,SAV-00779,860.74,41647.77,0.1302,Fully Funded,687.39,Moderate Saver,DEBT-00779,0.0,0.0,0.0,0.0,222116.18,222116.18,0.4031,CRED-00779,633,Frequently Late,1,0.84,High Risk,High Risk,3,2069.47,689.82,2023-01-30 00:00:00,1,1,Debt-Burdened
CUST-00780,62,50-64,Male,High School,Employed,Single,Tier 2,Finance/Banking,2023-03-29,2.76,INC-00780,7016.42,84197.04,Salary,High,Upper-Middle ($6k-$10k),EXP-00780,1806.41,1162.89,403.52,237.82,524.34,398.32,220.35,4753.65,0.6775,2262.77,SAV-00780,1046.9,28603.74,0.1492,Fully Funded,1215.87,Moderate Saver,DEBT-00780,0.0,20377.26,0.0,0.0,154670.52,175047.78,0.2994,CRED-00780,619,Occasional Late,2,0.77,High Risk,High Risk,6,2393.58,398.93,2024-12-18 00:00:00,2,1,Debt-Burdened
CUST-00781,18,18-24,Male,Master'S,Student,Single,Tier 2,Student,2022-11-03,3.16,INC-00781,1213.3,14559.6,Government Support,Low,Low (<$2.5k),EXP-00781,352.3,188.4,97.94,57.76,106.45,82.85,44.99,930.69,0.7671,282.61,SAV-00781,117.6,5209.25,0.0969,Partially Funded,165.01,Moderate Saver,DEBT-00781,2038.17,0.0,0.0,0.0,0.0,2038.17,0.0202,CRED-00781,708,On-Time,1,0.32,Medium Risk,High Risk,6,1361.84,226.97,2025-07-23 00:00:00,3,3,Emerging Customers
CUST-00782,39,35-49,Male,High School,Employed,Married,Tier 2,Software/Tech,2022-02-22,3.85,INC-00782,2223.41,26680.92,Salary,High,Low (<$2.5k),EXP-00782,708.0,288.15,202.9,80.88,160.24,110.18,84.78,1635.13,0.7354,588.28,SAV-00782,375.88,16073.41,0.1691,Fully Funded,212.4,Healthy Saver,DEBT-00782,2543.62,11294.09,0.0,14791.37,0.0,28629.08,0.1545,CRED-00782,691,On-Time,0,0.47,Medium Risk,Moderate Risk,5,1088.18,217.64,2025-10-09 00:00:00,3,2,Emerging Customers
CUST-00783,69,65+,Male,High School,Retired,Single,Tier 1,Retired,2020-08-11,5.39,INC-00783,5827.49,69929.88,Investment,High,Middle ($2.5k-$6k),EXP-00783,2321.07,699.66,493.35,287.91,430.56,324.17,242.51,4799.23,0.8236,1028.26,SAV-00783,644.79,54192.92,0.1106,Fully Funded,383.47,Moderate Saver,DEBT-00783,1113.85,0.0,0.0,0.0,0.0,1113.85,0.0023,CRED-00783,727,On-Time,0,0.5,Medium Risk,Moderate Risk,6,1614.5,269.08,2025-01-08 00:00:00,2,2,Emerging Customers
CUST-00784,34,25-34,Female,Associate,Employed,Married,Tier 2,Trades/Manufacturing,2022-11-25,3.1,INC-00784,4415.38,52984.56,Salary,High,Middle ($2.5k-$6k),EXP-00784,1406.74,791.28,354.26,260.09,314.85,254.56,218.25,3600.03,0.8153,815.35,SAV-00784,554.02,19575.69,0.1255,Partially Funded,261.33,Moderate Saver,DEBT-00784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-00784,685,On-Time,1,0.26,Medium Risk,High Risk,4,2664.04,666.01,2025-12-26 00:00:00,2,2,Emerging Customers
