expense_id,customer_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense
EXP-03633,CUST-03633,1792.64,854.0,481.69,231.28,223.82,261.99,227.0,4072.42
EXP-03634,CUST-03634,917.99,312.34,193.17,162.39,258.36,141.62,91.94,2077.82
EXP-03635,CUST-03635,990.47,513.52,316.42,98.16,263.38,170.92,151.19,2504.07
EXP-03636,CUST-03636,1327.3,976.77,380.49,370.83,313.1,407.59,328.38,4104.47
EXP-03637,CUST-03637,1257.51,1123.35,648.45,434.61,571.71,328.73,221.51,4585.87
EXP-03638,CUST-03638,1055.29,987.36,414.69,222.61,564.92,355.8,155.04,3755.7
EXP-03639,CUST-03639,2602.72,1760.91,615.61,371.94,856.11,698.12,356.65,7262.07
EXP-03640,CUST-03640,725.69,572.18,312.43,122.88,209.12,195.66,158.45,2296.41
EXP-03641,CUST-03641,983.78,708.38,419.7,230.87,276.75,285.3,95.55,3000.33
EXP-03642,CUST-03642,1963.54,756.15,367.44,163.92,384.9,294.14,265.53,4195.61
EXP-03643,CUST-03643,1528.81,844.21,296.27,321.25,213.76,350.38,115.05,3669.73
EXP-03644,CUST-03644,1825.12,1314.93,609.32,433.32,627.85,437.1,354.14,5601.79
EXP-03645,CUST-03645,1235.9,613.01,267.5,215.55,324.48,262.82,166.47,3085.73
EXP-03646,CUST-03646,889.23,463.3,222.74,116.15,316.14,166.0,181.09,2354.65
EXP-03647,CUST-03647,2330.17,1029.12,359.53,390.31,298.18,339.91,334.68,5081.91
EXP-03648,CUST-03648,1246.96,685.13,312.51,260.6,322.73,244.84,226.19,3298.95
EXP-03649,CUST-03649,197.72,139.17,66.18,30.0,47.04,47.6,30.5,558.22
EXP-03650,CUST-03650,1171.67,460.16,206.16,139.62,176.03,174.48,75.98,2404.1
EXP-03651,CUST-03651,954.16,654.03,459.06,140.72,395.84,231.66,155.14,2990.61
EXP-03652,CUST-03652,2182.91,763.07,397.14,274.28,198.38,389.7,171.08,4376.57
EXP-03653,CUST-03653,1533.53,1047.21,668.35,405.63,581.31,461.72,242.03,4939.79
EXP-03654,CUST-03654,1124.14,787.04,432.03,308.14,452.57,278.87,206.21,3588.98
EXP-03655,CUST-03655,1444.77,710.38,389.45,180.42,316.58,279.44,119.63,3440.66
EXP-03656,CUST-03656,5855.21,2203.63,1519.35,945.38,1127.21,1039.96,709.05,13399.79
EXP-03657,CUST-03657,1577.39,864.68,589.37,392.44,601.67,361.42,309.02,4695.98
EXP-03658,CUST-03658,2108.48,885.44,579.05,271.36,420.89,373.83,393.65,5032.7
EXP-03659,CUST-03659,2168.62,1173.04,566.72,358.03,606.18,421.87,230.43,5524.88
EXP-03660,CUST-03660,740.12,381.96,209.76,139.92,139.57,151.3,90.05,1852.68
EXP-03661,CUST-03661,3751.9,1934.26,798.13,809.01,756.44,709.15,491.07,9249.96
EXP-03662,CUST-03662,331.12,211.34,85.05,45.53,126.06,60.18,37.76,897.05
EXP-03663,CUST-03663,884.44,513.05,235.77,129.12,335.24,199.71,92.76,2390.09
EXP-03664,CUST-03664,1790.42,1519.63,803.24,425.42,436.23,535.01,483.71,5993.65
EXP-03665,CUST-03665,818.26,431.2,180.23,129.77,243.31,183.86,154.57,2141.2
EXP-03666,CUST-03666,1214.88,572.7,238.67,215.85,129.15,196.45,176.69,2744.38
EXP-03667,CUST-03667,2378.49,1598.73,899.05,297.88,756.32,542.89,212.29,6685.65
EXP-03668,CUST-03668,2536.38,1442.68,946.55,685.05,664.05,553.92,511.82,7340.44
EXP-03669,CUST-03669,1406.35,618.61,336.55,294.12,430.97,235.07,160.2,3481.87
EXP-03670,CUST-03670,910.25,459.06,204.07,140.22,321.14,244.04,178.46,2457.25
EXP-03671,CUST-03671,1627.59,692.76,526.41,327.81,324.96,258.87,109.95,3868.36
EXP-03672,CUST-03672,1224.82,620.91,304.79,200.58,152.04,174.53,136.92,2814.59
EXP-03673,CUST-03673,1021.64,825.92,526.47,170.59,462.85,251.77,124.3,3383.55
EXP-03674,CUST-03674,2231.55,1551.98,940.17,548.33,738.75,480.77,335.55,6827.09
EXP-03675,CUST-03675,387.45,301.4,134.12,95.85,176.72,89.04,39.54,1224.11
EXP-03676,CUST-03676,938.63,589.27,308.53,298.69,224.79,232.17,132.93,2725.01
EXP-03677,CUST-03677,1903.13,862.64,506.05,182.91,272.71,363.65,129.97,4221.05
EXP-03678,CUST-03678,2269.17,1403.21,847.04,355.7,449.26,571.32,219.3,6114.98
EXP-03679,CUST-03679,2373.08,1057.37,614.79,525.5,851.1,519.81,250.13,6191.79
EXP-03680,CUST-03680,1965.46,1004.17,434.27,445.04,710.62,454.25,288.77,5302.57
EXP-03681,CUST-03681,593.88,502.17,267.17,101.21,201.08,196.24,60.66,1922.41
EXP-03682,CUST-03682,1270.14,598.23,248.42,250.39,195.14,250.88,190.5,3003.7
EXP-03683,CUST-03683,562.15,459.88,258.6,193.53,192.95,180.23,113.75,1961.08
EXP-03684,CUST-03684,1152.54,666.98,428.22,185.77,273.31,223.21,276.4,3206.42
EXP-03685,CUST-03685,458.29,215.2,126.25,43.81,86.23,82.08,33.84,1045.7
EXP-03686,CUST-03686,1999.39,1060.02,811.77,481.22,393.11,520.77,412.68,5678.96
EXP-03687,CUST-03687,3377.35,2077.32,887.01,832.97,1087.21,636.84,717.53,9616.24
EXP-03688,CUST-03688,1004.51,519.72,239.29,172.66,138.23,201.95,133.58,2409.94
EXP-03689,CUST-03689,1447.59,763.39,578.15,331.31,221.42,318.68,257.83,3918.37
EXP-03690,CUST-03690,1797.0,718.33,497.06,313.2,485.28,315.24,237.36,4363.47
EXP-03691,CUST-03691,1074.59,915.73,412.68,305.6,319.08,362.78,321.56,3712.01
EXP-03692,CUST-03692,1463.75,665.92,339.91,318.88,419.2,273.63,121.16,3602.44
EXP-03693,CUST-03693,2639.44,1945.49,975.81,431.73,1251.99,631.92,353.15,8229.53
EXP-03694,CUST-03694,2144.58,1293.82,859.43,346.79,565.34,568.54,388.55,6167.05
EXP-03695,CUST-03695,965.73,678.37,378.85,147.66,204.82,210.55,129.1,2715.08
EXP-03696,CUST-03696,1294.37,793.27,427.41,249.7,279.19,343.89,223.54,3611.38
EXP-03697,CUST-03697,1084.07,688.25,305.12,210.21,311.16,250.32,276.92,3126.04
EXP-03698,CUST-03698,2868.69,1224.78,694.08,386.79,778.95,493.27,375.56,6822.13
EXP-03699,CUST-03699,1117.65,698.21,370.09,152.93,362.83,303.26,98.61,3103.58
EXP-03700,CUST-03700,1273.69,842.72,390.85,312.25,449.35,293.94,172.03,3734.83
EXP-03701,CUST-03701,2178.09,1314.28,765.71,251.49,605.65,528.43,222.22,5865.87
EXP-03702,CUST-03702,1218.33,519.08,415.07,173.77,324.43,283.95,249.88,3184.53
EXP-03703,CUST-03703,2105.96,1076.09,446.93,325.34,536.19,414.12,368.04,5272.68
EXP-03704,CUST-03704,375.96,121.67,76.43,32.65,48.59,50.52,55.81,761.63
EXP-03705,CUST-03705,429.27,214.13,134.66,46.85,137.66,97.49,29.25,1089.32
EXP-03706,CUST-03706,725.79,462.53,171.11,101.98,213.54,169.66,108.67,1953.29
EXP-03707,CUST-03707,3081.14,2045.42,1009.7,541.95,844.24,807.53,361.82,8691.8
EXP-03708,CUST-03708,1548.08,1148.88,638.18,245.33,552.86,323.82,199.74,4656.91
EXP-03709,CUST-03709,390.89,181.09,89.19,48.15,125.94,67.73,74.72,977.71
EXP-03710,CUST-03710,2276.45,1012.97,619.97,210.06,643.63,380.58,287.77,5431.43
EXP-03711,CUST-03711,947.56,394.43,307.06,98.47,117.04,211.06,79.47,2155.1
EXP-03712,CUST-03712,1415.78,978.42,665.71,233.06,522.79,361.15,298.41,4475.33
EXP-03713,CUST-03713,3426.72,1955.61,712.57,582.42,715.17,732.26,280.69,8405.45
EXP-03714,CUST-03714,1657.97,716.34,602.33,386.47,325.75,406.1,157.86,4252.82
EXP-03715,CUST-03715,527.3,314.81,124.36,107.36,181.12,141.92,103.71,1500.58
EXP-03716,CUST-03716,1497.63,701.18,431.42,168.82,419.03,205.53,204.85,3628.46
EXP-03717,CUST-03717,1669.09,713.95,351.74,257.65,283.18,291.46,164.9,3731.96
EXP-03718,CUST-03718,2270.45,1090.59,567.83,384.51,568.21,416.97,254.33,5552.89
EXP-03719,CUST-03719,1292.92,422.91,255.16,122.07,172.6,211.48,152.13,2629.26
EXP-03720,CUST-03720,1421.38,847.51,485.99,331.02,572.48,428.86,195.33,4282.57
EXP-03721,CUST-03721,1971.14,1104.29,477.06,441.09,459.48,450.2,219.04,5122.31
EXP-03722,CUST-03722,2193.62,1030.46,737.21,446.44,579.06,458.82,344.21,5789.82
EXP-03723,CUST-03723,1876.69,1006.78,533.53,358.67,597.36,374.41,298.05,5045.48
EXP-03724,CUST-03724,1004.35,540.53,353.13,214.53,304.04,197.49,97.38,2711.45
EXP-03725,CUST-03725,1725.07,688.71,478.82,328.44,353.25,363.71,152.7,4090.7
EXP-03726,CUST-03726,3645.96,1421.33,588.67,511.09,1013.8,596.95,380.59,8158.38
EXP-03727,CUST-03727,3219.52,1507.75,651.28,518.81,420.35,654.98,416.12,7388.8
EXP-03728,CUST-03728,1294.04,649.71,297.24,305.83,457.98,345.86,112.55,3463.21
EXP-03729,CUST-03729,3058.65,1358.23,696.36,487.8,647.63,534.23,274.94,7057.85
EXP-03730,CUST-03730,2564.73,1445.42,622.54,610.62,743.09,515.71,368.65,6870.76
EXP-03731,CUST-03731,2477.66,1200.15,473.61,265.53,685.67,530.73,279.37,5912.73
EXP-03732,CUST-03732,1492.57,650.12,422.29,287.33,385.64,320.5,185.43,3743.88
EXP-03733,CUST-03733,873.23,486.03,274.02,213.33,350.58,259.01,93.57,2549.77
EXP-03734,CUST-03734,3415.82,1151.35,603.8,573.26,714.06,672.36,383.78,7514.42
EXP-03735,CUST-03735,1231.79,567.43,242.48,195.84,393.68,270.26,155.29,3056.78
EXP-03736,CUST-03736,2049.95,954.43,368.11,234.89,562.66,290.68,314.48,4775.2
EXP-03737,CUST-03737,2557.22,1839.13,700.71,618.03,971.92,695.06,573.75,7955.82
EXP-03738,CUST-03738,1090.63,531.87,204.86,196.78,262.8,171.26,161.06,2619.27
EXP-03739,CUST-03739,562.36,376.91,182.05,149.64,228.15,159.51,124.32,1782.95
EXP-03740,CUST-03740,1885.25,1063.36,533.71,455.04,515.4,453.15,318.08,5223.99
EXP-03741,CUST-03741,1221.81,669.92,383.97,156.95,363.12,219.87,199.83,3215.47
EXP-03742,CUST-03742,1600.26,821.8,385.87,370.08,607.29,346.73,379.77,4511.78
EXP-03743,CUST-03743,2549.72,1178.51,415.23,251.22,362.35,374.11,160.64,5291.78
EXP-03744,CUST-03744,2098.31,834.28,515.72,325.04,360.83,343.6,316.7,4794.48
EXP-03745,CUST-03745,1704.89,547.27,249.2,141.87,194.56,257.33,202.35,3297.48
EXP-03746,CUST-03746,3112.41,1208.86,711.52,402.97,857.14,574.35,174.85,7042.1
EXP-03747,CUST-03747,989.19,432.29,274.52,169.8,215.22,157.37,77.76,2316.14
EXP-03748,CUST-03748,1023.92,633.9,429.49,159.01,319.94,217.27,247.06,3030.61
EXP-03749,CUST-03749,1365.31,536.51,287.58,184.39,393.81,290.5,222.84,3280.95
EXP-03750,CUST-03750,2602.46,1513.02,826.63,513.98,798.92,581.55,254.72,7091.27
EXP-03751,CUST-03751,252.89,162.07,77.76,85.13,46.22,83.25,56.54,763.86
EXP-03752,CUST-03752,1115.28,510.36,275.01,216.37,373.11,198.55,200.95,2889.63
EXP-03753,CUST-03753,1195.47,574.8,380.73,182.41,205.18,291.52,261.06,3091.17
EXP-03754,CUST-03754,150.0,104.9,54.78,31.86,68.94,49.36,23.6,483.44
EXP-03755,CUST-03755,2292.08,699.93,387.76,376.53,546.81,333.79,184.98,4821.88
EXP-03756,CUST-03756,2300.6,1002.12,677.15,447.16,461.02,369.05,302.89,5560.0
EXP-03757,CUST-03757,1056.83,556.73,309.19,167.3,292.98,249.34,107.38,2739.75
EXP-03758,CUST-03758,2701.58,1622.43,858.52,504.83,571.42,456.14,323.52,7038.45
EXP-03759,CUST-03759,2217.98,1056.16,383.27,215.88,646.6,375.84,145.64,5041.38
EXP-03760,CUST-03760,1621.93,734.33,447.91,259.24,189.81,315.12,241.06,3809.4
EXP-03761,CUST-03761,2434.47,1176.6,551.51,275.64,599.61,491.33,406.9,5936.06
EXP-03762,CUST-03762,1074.05,971.54,421.24,191.25,535.74,318.59,253.99,3766.4
EXP-03763,CUST-03763,1067.31,711.62,340.66,279.88,298.43,258.48,114.0,3070.38
EXP-03764,CUST-03764,2839.7,1434.09,485.26,367.56,530.09,509.71,263.01,6429.42
EXP-03765,CUST-03765,1588.69,934.54,385.47,306.21,358.32,311.98,220.76,4105.97
EXP-03766,CUST-03766,1384.05,769.45,370.68,221.41,462.95,250.39,154.39,3613.3
EXP-03767,CUST-03767,905.96,316.79,227.98,94.18,228.17,145.58,150.15,2068.82
EXP-03768,CUST-03768,1228.59,750.27,391.15,241.14,287.93,393.83,304.6,3597.52
EXP-03769,CUST-03769,1271.96,695.48,483.18,193.81,231.47,296.84,186.89,3359.63
EXP-03770,CUST-03770,5569.91,1896.31,1188.91,501.94,1266.41,938.85,790.85,12153.17
EXP-03771,CUST-03771,2859.97,1235.56,658.87,631.11,777.56,506.6,394.03,7063.71
EXP-03772,CUST-03772,1901.0,1426.6,653.4,475.0,823.64,461.2,334.15,6074.98
EXP-03773,CUST-03773,3195.23,1152.12,987.17,619.31,688.56,536.87,206.83,7386.09
EXP-03774,CUST-03774,1869.64,751.36,419.85,309.22,442.74,322.99,273.4,4389.2
EXP-03775,CUST-03775,1073.39,421.29,191.19,174.86,174.47,193.02,101.98,2330.2
EXP-03776,CUST-03776,286.7,120.02,84.04,47.55,38.7,44.08,20.0,641.09
EXP-03777,CUST-03777,3471.76,1382.82,1075.47,766.9,411.16,812.72,594.71,8515.55
EXP-03778,CUST-03778,1213.08,725.36,436.56,280.27,246.32,350.91,333.89,3586.39
EXP-03779,CUST-03779,2326.3,1195.43,511.79,273.02,423.0,472.09,425.84,5627.46
EXP-03780,CUST-03780,1480.73,857.43,488.24,402.18,507.83,420.27,212.17,4368.85
EXP-03781,CUST-03781,3891.46,1180.64,994.03,444.97,472.31,687.59,505.25,8176.24
EXP-03782,CUST-03782,3333.63,1432.09,859.78,336.15,891.35,481.43,352.46,7686.89
EXP-03783,CUST-03783,1285.85,759.32,442.67,300.23,255.05,296.68,143.63,3483.43
EXP-03784,CUST-03784,1703.9,664.18,448.75,205.08,231.73,259.58,239.29,3752.49
EXP-03785,CUST-03785,1292.6,737.81,397.65,156.58,468.43,288.3,177.77,3519.15
EXP-03786,CUST-03786,758.64,304.34,218.07,133.98,182.37,166.29,85.73,1849.42
EXP-03787,CUST-03787,1822.67,1049.19,518.6,321.19,648.03,475.58,202.2,5037.45
EXP-03788,CUST-03788,1180.1,572.09,330.49,143.64,147.66,181.88,75.19,2631.04
EXP-03789,CUST-03789,1433.2,832.78,477.2,303.77,343.08,276.26,130.8,3797.1
EXP-03790,CUST-03790,1303.37,1179.78,663.25,454.3,714.01,481.77,219.22,5015.71
EXP-03791,CUST-03791,4965.01,2359.08,1125.15,607.99,1403.25,936.49,692.01,12088.98
EXP-03792,CUST-03792,1641.56,733.44,278.45,300.88,345.42,278.35,128.91,3707.0
EXP-03793,CUST-03793,1824.73,1302.05,750.46,453.28,431.82,527.41,328.47,5618.21
EXP-03794,CUST-03794,2073.19,1275.23,635.63,367.61,611.19,481.69,304.13,5748.68
EXP-03795,CUST-03795,174.46,100.0,50.0,30.0,34.73,40.0,23.24,452.43
EXP-03796,CUST-03796,1259.28,537.08,393.54,160.08,346.28,299.11,251.05,3246.41
EXP-03797,CUST-03797,2177.05,970.66,458.88,317.87,449.03,399.09,306.3,5078.88
EXP-03798,CUST-03798,366.59,162.45,103.06,57.36,85.73,79.34,62.3,916.84
EXP-03799,CUST-03799,5432.45,2052.61,977.1,706.45,1086.32,859.41,486.96,11601.32
EXP-03800,CUST-03800,1733.49,871.22,468.59,281.76,557.09,305.05,238.32,4455.52
EXP-03801,CUST-03801,1630.54,996.74,428.21,337.47,569.09,460.8,147.75,4570.61
EXP-03802,CUST-03802,863.91,629.62,247.98,269.43,173.56,199.72,165.28,2549.51
EXP-03803,CUST-03803,1626.55,787.96,632.59,438.93,455.12,345.69,168.45,4455.29
EXP-03804,CUST-03804,4738.61,2126.91,1152.27,938.63,785.71,885.91,605.06,11233.11
EXP-03805,CUST-03805,1783.74,1109.42,753.49,444.48,455.79,430.98,426.49,5404.38
EXP-03806,CUST-03806,2210.1,1755.46,974.72,664.58,878.49,536.93,278.67,7298.93
EXP-03807,CUST-03807,1572.92,851.39,343.59,347.12,368.56,378.13,200.98,4062.68
EXP-03808,CUST-03808,423.61,157.31,68.3,69.65,86.71,69.03,54.36,928.96
EXP-03809,CUST-03809,2574.62,1900.14,1026.09,447.92,385.48,633.24,380.38,7347.86
EXP-03810,CUST-03810,243.73,151.96,71.29,66.62,86.07,64.19,48.45,732.32
EXP-03811,CUST-03811,1958.79,1014.91,429.59,302.49,489.8,442.97,289.41,4927.96
EXP-03812,CUST-03812,3818.05,1930.85,1004.21,606.28,1215.09,678.88,445.81,9699.16
EXP-03813,CUST-03813,2377.3,1269.21,799.07,317.18,322.65,489.91,435.52,6010.84
EXP-03814,CUST-03814,2041.11,867.65,422.95,352.74,528.19,291.43,341.13,4845.19
EXP-03815,CUST-03815,1723.0,1033.33,603.8,414.2,381.97,458.47,274.9,4889.66
EXP-03816,CUST-03816,338.76,232.47,84.14,72.3,130.03,66.87,57.16,981.73
EXP-03817,CUST-03817,4204.79,2269.74,709.44,402.52,525.73,632.82,518.21,9263.24
EXP-03818,CUST-03818,3335.18,2259.1,1191.56,561.79,1220.43,673.41,341.96,9583.44
EXP-03819,CUST-03819,2259.35,1169.94,627.47,341.09,600.52,479.93,381.64,5859.93
EXP-03820,CUST-03820,2984.11,1242.07,506.86,357.75,314.22,410.24,493.72,6308.97
EXP-03821,CUST-03821,1033.58,972.82,483.77,220.7,568.39,277.8,110.81,3667.85
EXP-03822,CUST-03822,1310.14,756.2,348.42,272.8,278.21,216.94,164.15,3346.86
EXP-03823,CUST-03823,1153.19,362.54,293.23,112.95,187.36,198.4,128.98,2436.64
EXP-03824,CUST-03824,1361.02,913.53,543.73,299.63,686.45,419.09,177.98,4401.42
EXP-03825,CUST-03825,910.02,454.37,234.76,112.98,189.97,138.59,104.11,2144.79
EXP-03826,CUST-03826,2658.47,1183.9,667.53,309.13,611.01,517.79,226.06,6173.9
EXP-03827,CUST-03827,712.77,651.04,316.41,146.85,195.85,221.55,122.24,2366.71
EXP-03828,CUST-03828,973.53,641.6,277.82,174.2,368.52,280.12,115.46,2831.25
EXP-03829,CUST-03829,481.38,169.91,122.1,45.86,119.31,81.4,28.37,1048.34
EXP-03830,CUST-03830,2652.4,1278.39,819.08,305.87,309.99,480.88,420.93,6267.56
EXP-03831,CUST-03831,1578.84,1037.55,438.4,375.79,717.7,361.11,173.61,4683.0
EXP-03832,CUST-03832,2689.1,1494.47,831.46,410.59,338.23,516.24,192.83,6472.91
EXP-03833,CUST-03833,3564.44,2089.89,1096.97,835.29,562.68,786.44,753.06,9688.77
EXP-03834,CUST-03834,1545.79,902.34,472.19,186.27,291.21,324.61,203.5,3925.92
EXP-03835,CUST-03835,208.09,115.95,84.19,47.99,72.3,58.88,25.03,612.43
EXP-03836,CUST-03836,3274.34,2028.88,736.48,618.59,723.63,746.06,465.68,8593.66
EXP-03837,CUST-03837,1186.88,647.95,251.38,194.8,153.56,266.3,144.8,2845.68
EXP-03838,CUST-03838,1648.75,1077.73,543.39,346.25,379.88,405.4,155.55,4556.97
EXP-03839,CUST-03839,2054.94,1050.24,438.31,385.33,554.25,423.67,442.79,5349.53
EXP-03840,CUST-03840,2040.24,836.65,515.91,194.47,228.62,388.48,183.15,4387.52
EXP-03841,CUST-03841,1688.14,1457.87,833.77,550.05,341.77,523.32,280.12,5675.03
EXP-03842,CUST-03842,1848.07,712.77,475.36,276.0,557.75,350.9,234.62,4455.48
EXP-03843,CUST-03843,1596.88,540.16,348.67,228.0,349.43,235.12,214.05,3512.32
EXP-03844,CUST-03844,1482.67,550.42,326.23,256.7,228.27,248.29,105.38,3197.95
EXP-03845,CUST-03845,2614.09,1179.9,727.17,423.32,500.49,421.29,180.59,6046.86
EXP-03846,CUST-03846,278.64,139.31,50.83,34.7,85.9,51.99,34.49,675.85
EXP-03847,CUST-03847,2670.67,1072.81,448.65,403.34,446.52,422.42,171.36,5635.77
EXP-03848,CUST-03848,2197.69,887.83,377.24,333.87,469.39,354.48,264.28,4884.78
EXP-03849,CUST-03849,1351.62,835.63,433.25,361.52,561.24,417.31,260.75,4221.33
EXP-03850,CUST-03850,2342.16,1364.23,754.58,527.05,340.26,578.57,387.18,6294.04
EXP-03851,CUST-03851,2796.87,1006.54,532.99,322.29,346.53,439.39,330.64,5775.25
EXP-03852,CUST-03852,1396.74,505.67,278.09,158.01,246.22,175.07,101.53,2861.33
EXP-03853,CUST-03853,951.31,289.39,232.08,107.01,139.08,148.04,51.64,1918.55
EXP-03854,CUST-03854,1631.25,1210.58,787.32,426.87,443.33,547.38,288.06,5334.8
EXP-03855,CUST-03855,2106.67,1168.59,688.69,444.05,585.6,366.03,406.07,5765.71
EXP-03856,CUST-03856,1541.08,983.54,503.56,344.71,409.16,425.64,284.51,4492.19
EXP-03857,CUST-03857,1964.71,818.8,494.66,304.16,244.36,347.44,255.92,4430.06
EXP-03858,CUST-03858,1780.35,1040.42,748.75,372.56,624.95,438.03,232.12,5237.19
EXP-03859,CUST-03859,1536.9,842.97,595.76,222.47,504.5,360.84,259.56,4323.01
EXP-03860,CUST-03860,2019.99,981.34,673.32,508.13,699.12,450.15,216.3,5548.35
EXP-03861,CUST-03861,723.16,310.55,129.07,88.9,91.91,138.13,60.7,1542.43
EXP-03862,CUST-03862,1864.22,896.98,332.38,403.04,241.39,353.72,205.28,4297.01
EXP-03863,CUST-03863,1574.16,598.6,354.71,268.04,463.65,234.7,169.44,3663.3
EXP-03864,CUST-03864,1484.08,569.24,213.93,126.46,313.13,192.99,182.78,3082.62
EXP-03865,CUST-03865,3747.42,1875.34,1083.52,707.6,1008.84,599.46,401.65,9423.83
EXP-03866,CUST-03866,380.61,252.54,107.16,76.72,136.05,77.98,63.5,1094.56
EXP-03867,CUST-03867,2521.04,1355.55,796.14,436.0,314.41,537.73,277.46,6238.32
EXP-03868,CUST-03868,2750.83,1592.13,921.13,499.29,843.01,469.56,210.59,7286.54
EXP-03869,CUST-03869,2335.65,1145.59,537.82,384.84,316.06,449.8,313.04,5482.8
EXP-03870,CUST-03870,1138.26,517.36,221.94,129.0,206.35,232.78,152.74,2598.43
EXP-03871,CUST-03871,908.86,656.98,275.67,196.6,266.09,221.42,107.21,2632.83
EXP-03872,CUST-03872,1154.49,767.08,433.07,332.23,454.89,382.09,156.36,3680.21
EXP-03873,CUST-03873,1214.86,516.99,372.3,226.24,387.35,264.66,86.59,3068.99
EXP-03874,CUST-03874,1813.48,1051.1,502.06,354.96,525.23,358.88,292.22,4897.92
EXP-03875,CUST-03875,533.25,238.38,115.42,89.84,68.2,95.27,65.87,1206.23
EXP-03876,CUST-03876,1609.81,1019.75,427.57,418.12,327.94,325.13,292.22,4420.55
EXP-03877,CUST-03877,2018.24,1247.61,671.86,477.26,661.32,549.6,261.12,5887.0
EXP-03878,CUST-03878,1711.38,971.67,467.47,414.59,440.56,431.37,154.08,4591.13
EXP-03879,CUST-03879,1222.76,836.15,446.66,213.2,282.68,309.44,200.32,3511.21
EXP-03880,CUST-03880,3557.64,1557.79,833.16,371.21,1026.65,554.89,236.13,8137.49
EXP-03881,CUST-03881,4284.33,1841.38,1421.72,607.98,1387.51,837.95,469.67,10850.55
EXP-03882,CUST-03882,1981.87,943.28,515.87,250.98,276.7,390.17,209.91,4568.79
EXP-03883,CUST-03883,1011.84,464.97,303.28,239.03,251.38,178.39,79.15,2528.04
EXP-03884,CUST-03884,1983.86,1582.84,841.67,552.28,426.31,589.97,253.67,6230.6
EXP-03885,CUST-03885,1357.65,701.23,279.31,219.91,243.92,271.88,103.62,3177.51
EXP-03886,CUST-03886,2032.1,992.36,578.58,391.34,264.23,398.69,149.1,4806.4
EXP-03887,CUST-03887,2850.89,1473.47,670.67,536.9,682.61,626.54,265.65,7106.74
EXP-03888,CUST-03888,2361.19,1019.52,701.88,431.29,520.97,487.65,252.57,5775.07
EXP-03889,CUST-03889,2590.64,1209.39,805.66,475.46,361.94,446.24,365.22,6254.55
EXP-03890,CUST-03890,3092.81,1745.76,757.13,438.73,733.82,635.14,490.06,7893.44
EXP-03891,CUST-03891,773.18,489.8,329.5,232.36,272.8,188.48,95.08,2381.2
EXP-03892,CUST-03892,494.17,252.11,113.32,85.39,143.72,87.25,98.99,1274.95
EXP-03893,CUST-03893,1592.3,1053.5,620.32,271.95,306.76,469.55,206.67,4521.06
EXP-03894,CUST-03894,849.59,535.63,225.93,206.7,348.96,249.25,120.35,2536.42
EXP-03895,CUST-03895,1705.64,969.14,597.98,398.35,287.71,294.11,216.36,4469.29
EXP-03896,CUST-03896,1010.94,703.33,281.76,198.74,391.97,254.37,87.83,2928.95
EXP-03897,CUST-03897,1336.55,663.03,335.18,193.83,350.56,297.65,124.48,3301.29
EXP-03898,CUST-03898,1821.49,781.65,278.04,280.55,183.87,311.57,183.6,3840.78
EXP-03899,CUST-03899,1183.49,740.58,529.9,317.82,270.65,354.64,221.57,3618.66
EXP-03900,CUST-03900,2170.73,1048.53,526.98,214.84,389.2,499.93,310.38,5160.6
EXP-03901,CUST-03901,1736.9,917.78,581.68,402.72,493.2,394.48,182.61,4709.36
EXP-03902,CUST-03902,1538.21,892.3,516.12,257.41,275.84,270.04,286.03,4035.95
EXP-03903,CUST-03903,1053.48,612.59,266.66,131.19,404.87,275.86,175.27,2919.92
EXP-03904,CUST-03904,2538.18,1324.28,664.84,632.7,625.82,516.25,218.91,6520.99
EXP-03905,CUST-03905,638.4,301.72,154.47,83.02,178.69,125.56,86.52,1568.39
EXP-03906,CUST-03906,453.46,263.35,95.62,71.79,124.36,86.34,42.04,1136.95
EXP-03907,CUST-03907,1914.06,1341.1,583.84,492.36,461.76,527.35,316.75,5637.22
EXP-03908,CUST-03908,1327.15,827.94,442.16,181.08,424.7,373.81,291.43,3868.27
EXP-03909,CUST-03909,3553.56,1600.35,911.92,502.22,532.63,515.96,589.36,8206.01
EXP-03910,CUST-03910,2170.34,1134.7,424.21,219.01,688.0,492.25,200.09,5328.6
EXP-03911,CUST-03911,1240.4,593.48,325.49,248.56,137.42,232.47,121.99,2899.81
EXP-03912,CUST-03912,1162.08,583.29,243.4,122.28,185.8,224.77,178.01,2699.65
EXP-03913,CUST-03913,476.21,231.14,123.99,101.98,118.83,76.69,79.99,1208.82
EXP-03914,CUST-03914,2107.01,1230.1,607.99,275.34,277.17,448.39,220.9,5166.9
EXP-03915,CUST-03915,1217.49,767.69,312.74,308.6,270.57,245.35,260.2,3382.64
EXP-03916,CUST-03916,3326.51,1843.6,703.83,464.51,1008.69,529.42,646.69,8523.25
EXP-03917,CUST-03917,1213.58,724.04,377.45,192.14,323.27,381.02,297.01,3508.52
EXP-03918,CUST-03918,1402.05,659.33,293.98,187.4,155.22,212.37,243.84,3154.2
EXP-03919,CUST-03919,622.48,495.13,321.86,108.23,275.93,221.37,114.3,2159.31
EXP-03920,CUST-03920,2735.02,1803.98,1119.53,393.86,622.23,589.23,292.9,7556.76
