product_id,customer_id,product_type,product_status,signup_date
PROD-01430,CUST-00711,Savings Account,Active,2020-04-04
PROD-01431,CUST-00711,Credit Card,Active,2025-11-13
PROD-01432,CUST-00712,Savings Account,Active,2018-05-06
PROD-01433,CUST-00713,Savings Account,Active,2019-10-06
PROD-01434,CUST-00713,Auto Loan,Pending,2020-04-25
PROD-01435,CUST-00714,Savings Account,Active,2018-07-04
PROD-01436,CUST-00714,Mortgage,Active,2019-08-30
PROD-01437,CUST-00715,Savings Account,Active,2021-08-21
PROD-01438,CUST-00715,Mortgage,Closed,2023-01-13
PROD-01439,CUST-00716,Savings Account,Active,2019-07-13
PROD-01440,CUST-00716,Personal Loan,Closed,2021-12-13
PROD-01441,CUST-00717,Savings Account,Active,2018-01-12
PROD-01442,CUST-00718,Savings Account,Active,2021-11-30
PROD-01443,CUST-00718,Mortgage,Active,2024-07-05
PROD-01444,CUST-00719,Savings Account,Active,2022-06-09
PROD-01445,CUST-00719,Auto Loan,Active,2025-07-05
PROD-01446,CUST-00720,Savings Account,Active,2023-05-19
PROD-01447,CUST-00720,Mortgage,Active,2024-11-26
PROD-01448,CUST-00720,Retirement Account,Active,2025-05-28
PROD-01449,CUST-00720,Auto Loan,Active,2024-01-30
PROD-01450,CUST-00721,Savings Account,Active,2024-08-03
PROD-01451,CUST-00722,Savings Account,Active,2018-03-07
PROD-01452,CUST-00722,Mortgage,Active,2024-04-01
PROD-01453,CUST-00723,Savings Account,Active,2021-04-16
PROD-01454,CUST-00723,Auto Loan,Active,2024-12-29
PROD-01455,CUST-00724,Savings Account,Active,2023-06-22
PROD-01456,CUST-00725,Savings Account,Active,2019-08-14
PROD-01457,CUST-00726,Savings Account,Active,2022-10-17
PROD-01458,CUST-00726,Personal Loan,Active,2025-11-15
PROD-01459,CUST-00727,Savings Account,Active,2024-07-13
PROD-01460,CUST-00728,Savings Account,Active,2018-08-09
PROD-01461,CUST-00728,Investment Account,Pending,2023-09-14
PROD-01462,CUST-00728,Retirement Account,Active,2025-03-02
PROD-01463,CUST-00729,Savings Account,Active,2018-10-26
PROD-01464,CUST-00729,Auto Loan,Pending,2022-08-13
PROD-01465,CUST-00729,Retirement Account,Active,2022-11-02
PROD-01466,CUST-00730,Savings Account,Active,2020-07-17
PROD-01467,CUST-00730,Retirement Account,Churned,2024-07-01
PROD-01468,CUST-00731,Savings Account,Active,2023-02-28
PROD-01469,CUST-00732,Savings Account,Active,2022-03-11
PROD-01470,CUST-00732,Retirement Account,Active,2024-09-17
PROD-01471,CUST-00732,Personal Loan,Active,2024-04-21
PROD-01472,CUST-00733,Savings Account,Active,2020-07-21
PROD-01473,CUST-00733,Auto Loan,Closed,2021-06-30
PROD-01474,CUST-00734,Savings Account,Active,2021-12-04
PROD-01475,CUST-00734,Retirement Account,Churned,2023-01-06
PROD-01476,CUST-00735,Savings Account,Active,2021-07-12
PROD-01477,CUST-00735,Auto Loan,Active,2024-08-16
PROD-01478,CUST-00736,Savings Account,Active,2024-05-13
PROD-01479,CUST-00737,Savings Account,Active,2024-06-26
PROD-01480,CUST-00737,Retirement Account,Active,2025-07-08
PROD-01481,CUST-00738,Savings Account,Active,2018-03-14
PROD-01482,CUST-00738,Credit Card,Churned,2019-03-06
PROD-01483,CUST-00739,Savings Account,Active,2018-07-25
PROD-01484,CUST-00739,Retirement Account,Closed,2025-01-12
PROD-01485,CUST-00739,Credit Card,Active,2018-09-23
PROD-01486,CUST-00739,Mortgage,Active,2022-06-30
PROD-01487,CUST-00740,Savings Account,Active,2024-07-26
PROD-01488,CUST-00740,Retirement Account,Active,2024-11-18
PROD-01489,CUST-00741,Savings Account,Active,2019-03-06
PROD-01490,CUST-00742,Savings Account,Active,2022-02-15
PROD-01491,CUST-00742,Credit Card,Active,2024-11-13
PROD-01492,CUST-00742,Auto Loan,Active,2024-02-26
PROD-01493,CUST-00743,Savings Account,Active,2022-12-27
PROD-01494,CUST-00744,Savings Account,Active,2021-05-18
PROD-01495,CUST-00744,Investment Account,Active,2021-07-25
PROD-01496,CUST-00744,Personal Loan,Active,2022-02-18
PROD-01497,CUST-00745,Savings Account,Active,2018-09-30
PROD-01498,CUST-00745,Auto Loan,Active,2019-07-30
PROD-01499,CUST-00746,Savings Account,Active,2018-12-27
PROD-01500,CUST-00746,Mortgage,Active,2021-04-19
PROD-01501,CUST-00746,Personal Loan,Active,2021-04-16
PROD-01502,CUST-00747,Savings Account,Active,2018-11-04
PROD-01503,CUST-00747,Investment Account,Active,2023-09-16
PROD-01504,CUST-00747,Auto Loan,Pending,2020-03-04
PROD-01505,CUST-00748,Savings Account,Active,2021-02-11
PROD-01506,CUST-00748,Mortgage,Active,2023-12-19
PROD-01507,CUST-00749,Savings Account,Active,2024-07-23
PROD-01508,CUST-00749,Auto Loan,Churned,2025-11-23
PROD-01509,CUST-00750,Savings Account,Active,2019-08-27
PROD-01510,CUST-00750,Retirement Account,Active,2023-09-22
PROD-01511,CUST-00751,Savings Account,Active,2019-07-02
PROD-01512,CUST-00751,Personal Loan,Pending,2020-11-21
PROD-01513,CUST-00751,Auto Loan,Active,2020-04-11
PROD-01514,CUST-00752,Savings Account,Active,2018-06-12
PROD-01515,CUST-00753,Savings Account,Active,2022-05-13
PROD-01516,CUST-00754,Savings Account,Active,2022-07-28
PROD-01517,CUST-00754,Personal Loan,Pending,2022-11-21
PROD-01518,CUST-00754,Mortgage,Active,2024-06-07
PROD-01519,CUST-00754,Investment Account,Active,2023-07-16
PROD-01520,CUST-00755,Savings Account,Active,2023-06-05
PROD-01521,CUST-00755,Investment Account,Active,2023-11-02
PROD-01522,CUST-00756,Savings Account,Active,2019-07-28
PROD-01523,CUST-00756,Retirement Account,Active,2025-12-12
PROD-01524,CUST-00757,Savings Account,Active,2019-12-26
PROD-01525,CUST-00757,Investment Account,Active,2024-07-16
PROD-01526,CUST-00758,Savings Account,Active,2018-01-13
PROD-01527,CUST-00758,Retirement Account,Active,2019-11-01
PROD-01528,CUST-00759,Savings Account,Active,2022-06-04
PROD-01529,CUST-00759,Credit Card,Active,2022-07-23
PROD-01530,CUST-00760,Savings Account,Active,2020-05-28
PROD-01531,CUST-00761,Savings Account,Active,2023-07-19
PROD-01532,CUST-00762,Savings Account,Active,2022-07-07
PROD-01533,CUST-00762,Personal Loan,Active,2023-10-27
PROD-01534,CUST-00762,Credit Card,Active,2025-10-04
PROD-01535,CUST-00763,Savings Account,Active,2024-12-02
PROD-01536,CUST-00764,Savings Account,Active,2022-11-09
PROD-01537,CUST-00764,Retirement Account,Active,2025-01-12
PROD-01538,CUST-00765,Savings Account,Active,2023-01-20
PROD-01539,CUST-00765,Auto Loan,Active,2024-10-20
PROD-01540,CUST-00766,Savings Account,Active,2019-07-11
PROD-01541,CUST-00766,Mortgage,Active,2019-12-25
PROD-01542,CUST-00767,Savings Account,Active,2019-08-20
PROD-01543,CUST-00767,Auto Loan,Churned,2022-07-27
PROD-01544,CUST-00768,Savings Account,Active,2020-12-20
PROD-01545,CUST-00768,Personal Loan,Active,2024-07-25
PROD-01546,CUST-00768,Investment Account,Active,2023-12-17
PROD-01547,CUST-00769,Savings Account,Active,2024-12-05
PROD-01548,CUST-00770,Savings Account,Active,2023-11-24
PROD-01549,CUST-00770,Investment Account,Closed,2024-04-17
PROD-01550,CUST-00770,Personal Loan,Pending,2024-05-15
PROD-01551,CUST-00770,Auto Loan,Churned,2024-11-13
PROD-01552,CUST-00771,Savings Account,Active,2021-12-24
PROD-01553,CUST-00772,Savings Account,Active,2019-04-04
PROD-01554,CUST-00772,Credit Card,Pending,2019-05-25
PROD-01555,CUST-00772,Mortgage,Active,2024-10-26
PROD-01556,CUST-00772,Retirement Account,Active,2022-10-01
PROD-01557,CUST-00773,Savings Account,Active,2023-05-23
PROD-01558,CUST-00773,Credit Card,Active,2024-05-03
PROD-01559,CUST-00774,Savings Account,Active,2018-02-10
PROD-01560,CUST-00774,Personal Loan,Closed,2018-09-23
PROD-01561,CUST-00774,Credit Card,Churned,2022-05-26
PROD-01562,CUST-00775,Savings Account,Active,2020-12-17
PROD-01563,CUST-00776,Savings Account,Active,2020-03-30
PROD-01564,CUST-00776,Auto Loan,Active,2021-01-16
PROD-01565,CUST-00776,Credit Card,Active,2024-03-07
PROD-01566,CUST-00776,Personal Loan,Active,2023-01-06
PROD-01567,CUST-00777,Savings Account,Active,2018-07-09
PROD-01568,CUST-00777,Mortgage,Active,2019-08-28
PROD-01569,CUST-00778,Savings Account,Active,2022-04-21
PROD-01570,CUST-00778,Credit Card,Active,2024-02-03
PROD-01571,CUST-00779,Savings Account,Active,2021-04-03
PROD-01572,CUST-00780,Savings Account,Active,2023-03-29
PROD-01573,CUST-00780,Credit Card,Churned,2024-01-04
PROD-01574,CUST-00781,Savings Account,Active,2022-11-03
PROD-01575,CUST-00781,Credit Card,Active,2023-02-03
PROD-01576,CUST-00781,Auto Loan,Active,2024-01-25
PROD-01577,CUST-00782,Savings Account,Active,2022-02-22
PROD-01578,CUST-00782,Mortgage,Closed,2025-06-23
PROD-01579,CUST-00782,Credit Card,Active,2024-09-01
PROD-01580,CUST-00783,Savings Account,Active,2020-08-11
PROD-01581,CUST-00783,Investment Account,Active,2023-10-03
PROD-01582,CUST-00784,Savings Account,Active,2022-11-25
PROD-01583,CUST-00784,Credit Card,Active,2023-04-22
PROD-01584,CUST-00785,Savings Account,Active,2023-03-26
PROD-01585,CUST-00785,Investment Account,Active,2023-10-18
PROD-01586,CUST-00785,Retirement Account,Active,2024-02-11
PROD-01587,CUST-00785,Credit Card,Active,2025-11-13
PROD-01588,CUST-00786,Savings Account,Active,2020-11-13
PROD-01589,CUST-00787,Savings Account,Active,2018-11-15
PROD-01590,CUST-00787,Retirement Account,Active,2020-07-04
PROD-01591,CUST-00787,Credit Card,Closed,2022-08-08
PROD-01592,CUST-00787,Mortgage,Active,2025-06-02
PROD-01593,CUST-00788,Savings Account,Active,2019-04-29
PROD-01594,CUST-00788,Credit Card,Closed,2025-10-10
PROD-01595,CUST-00788,Mortgage,Active,2025-10-16
PROD-01596,CUST-00788,Retirement Account,Active,2020-11-30
PROD-01597,CUST-00789,Savings Account,Active,2019-07-21
PROD-01598,CUST-00790,Savings Account,Active,2021-03-01
PROD-01599,CUST-00790,Mortgage,Active,2024-08-26
PROD-01600,CUST-00791,Savings Account,Active,2024-09-18
PROD-01601,CUST-00791,Investment Account,Active,2024-12-12
PROD-01602,CUST-00792,Savings Account,Active,2018-09-10
PROD-01603,CUST-00792,Retirement Account,Active,2024-04-01
PROD-01604,CUST-00792,Auto Loan,Active,2023-01-29
PROD-01605,CUST-00793,Savings Account,Active,2018-01-05
PROD-01606,CUST-00793,Credit Card,Active,2021-09-06
PROD-01607,CUST-00794,Savings Account,Active,2024-12-02
PROD-01608,CUST-00795,Savings Account,Active,2019-02-04
PROD-01609,CUST-00795,Credit Card,Active,2021-06-04
PROD-01610,CUST-00795,Personal Loan,Active,2020-12-31
PROD-01611,CUST-00796,Savings Account,Active,2020-05-08
PROD-01612,CUST-00796,Auto Loan,Active,2021-10-19
PROD-01613,CUST-00797,Savings Account,Active,2021-05-01
PROD-01614,CUST-00797,Investment Account,Active,2022-07-09
PROD-01615,CUST-00798,Savings Account,Active,2018-05-01
PROD-01616,CUST-00799,Savings Account,Active,2024-11-02
PROD-01617,CUST-00799,Personal Loan,Active,2024-12-16
PROD-01618,CUST-00800,Savings Account,Active,2024-11-08
PROD-01619,CUST-00800,Credit Card,Closed,2024-12-09
PROD-01620,CUST-00800,Mortgage,Active,2025-09-25
PROD-01621,CUST-00800,Auto Loan,Churned,2025-01-12
PROD-01622,CUST-00801,Savings Account,Active,2018-08-14
PROD-01623,CUST-00802,Savings Account,Active,2021-10-09
PROD-01624,CUST-00802,Personal Loan,Active,2025-01-29
PROD-01625,CUST-00802,Auto Loan,Active,2022-08-10
PROD-01626,CUST-00803,Savings Account,Active,2018-06-23
PROD-01627,CUST-00804,Savings Account,Active,2022-11-11
PROD-01628,CUST-00804,Investment Account,Churned,2025-02-09
PROD-01629,CUST-00805,Savings Account,Active,2020-04-25
PROD-01630,CUST-00806,Savings Account,Active,2020-07-16
PROD-01631,CUST-00806,Auto Loan,Closed,2023-06-06
PROD-01632,CUST-00806,Credit Card,Closed,2023-03-06
PROD-01633,CUST-00806,Retirement Account,Closed,2023-01-25
PROD-01634,CUST-00807,Savings Account,Active,2022-01-08
PROD-01635,CUST-00807,Mortgage,Active,2024-05-02
PROD-01636,CUST-00807,Credit Card,Active,2022-02-06
PROD-01637,CUST-00808,Savings Account,Active,2019-02-17
PROD-01638,CUST-00808,Retirement Account,Active,2025-01-26
PROD-01639,CUST-00809,Savings Account,Active,2024-08-20
PROD-01640,CUST-00809,Investment Account,Active,2025-12-17
PROD-01641,CUST-00809,Mortgage,Active,2024-12-23
PROD-01642,CUST-00810,Savings Account,Active,2021-10-05
PROD-01643,CUST-00810,Retirement Account,Closed,2022-02-17
PROD-01644,CUST-00810,Personal Loan,Active,2024-06-13
PROD-01645,CUST-00810,Investment Account,Active,2025-03-25
PROD-01646,CUST-00811,Savings Account,Active,2022-12-20
PROD-01647,CUST-00812,Savings Account,Active,2022-02-03
PROD-01648,CUST-00812,Credit Card,Closed,2023-06-23
PROD-01649,CUST-00812,Mortgage,Active,2023-03-26
PROD-01650,CUST-00812,Investment Account,Active,2025-03-30
PROD-01651,CUST-00813,Savings Account,Active,2023-12-08
PROD-01652,CUST-00813,Auto Loan,Active,2025-05-12
PROD-01653,CUST-00814,Savings Account,Active,2023-05-27
PROD-01654,CUST-00814,Auto Loan,Active,2024-10-20
PROD-01655,CUST-00815,Savings Account,Active,2023-07-04
PROD-01656,CUST-00816,Savings Account,Active,2024-12-20
PROD-01657,CUST-00817,Savings Account,Active,2021-11-08
PROD-01658,CUST-00818,Savings Account,Active,2019-02-14
PROD-01659,CUST-00818,Retirement Account,Active,2021-03-04
PROD-01660,CUST-00818,Credit Card,Active,2022-07-17
PROD-01661,CUST-00819,Savings Account,Active,2024-05-13
PROD-01662,CUST-00820,Savings Account,Active,2021-05-17
PROD-01663,CUST-00821,Savings Account,Active,2018-05-07
PROD-01664,CUST-00821,Investment Account,Active,2020-02-11
PROD-01665,CUST-00822,Savings Account,Active,2018-11-12
PROD-01666,CUST-00823,Savings Account,Active,2022-11-26
PROD-01667,CUST-00823,Auto Loan,Active,2025-11-07
PROD-01668,CUST-00823,Credit Card,Active,2023-04-30
PROD-01669,CUST-00823,Mortgage,Closed,2024-08-09
PROD-01670,CUST-00824,Savings Account,Active,2021-08-27
PROD-01671,CUST-00824,Retirement Account,Active,2023-03-10
PROD-01672,CUST-00825,Savings Account,Active,2021-02-22
PROD-01673,CUST-00826,Savings Account,Active,2024-08-07
PROD-01674,CUST-00826,Credit Card,Active,2024-09-04
PROD-01675,CUST-00827,Savings Account,Active,2024-02-27
PROD-01676,CUST-00828,Savings Account,Active,2024-12-26
PROD-01677,CUST-00828,Auto Loan,Active,2025-12-10
PROD-01678,CUST-00828,Retirement Account,Churned,2025-09-13
PROD-01679,CUST-00829,Savings Account,Active,2020-09-01
PROD-01680,CUST-00829,Auto Loan,Active,2022-09-03
PROD-01681,CUST-00829,Investment Account,Active,2022-02-08
PROD-01682,CUST-00830,Savings Account,Active,2018-11-20
PROD-01683,CUST-00830,Personal Loan,Active,2019-01-20
PROD-01684,CUST-00831,Savings Account,Active,2020-05-05
PROD-01685,CUST-00831,Credit Card,Active,2024-12-12
PROD-01686,CUST-00831,Auto Loan,Active,2024-09-01
PROD-01687,CUST-00832,Savings Account,Active,2023-03-02
PROD-01688,CUST-00832,Retirement Account,Active,2024-06-07
PROD-01689,CUST-00833,Savings Account,Active,2022-12-09
PROD-01690,CUST-00833,Investment Account,Active,2024-09-10
PROD-01691,CUST-00833,Auto Loan,Closed,2024-02-19
PROD-01692,CUST-00834,Savings Account,Active,2018-04-18
PROD-01693,CUST-00834,Retirement Account,Active,2019-12-02
PROD-01694,CUST-00834,Mortgage,Active,2023-07-11
PROD-01695,CUST-00834,Investment Account,Active,2018-12-12
PROD-01696,CUST-00835,Savings Account,Active,2022-07-30
PROD-01697,CUST-00835,Auto Loan,Active,2024-06-04
PROD-01698,CUST-00835,Credit Card,Active,2023-08-13
PROD-01699,CUST-00836,Savings Account,Active,2020-11-06
PROD-01700,CUST-00837,Savings Account,Active,2021-07-02
PROD-01701,CUST-00837,Auto Loan,Closed,2025-01-23
PROD-01702,CUST-00837,Credit Card,Active,2023-03-26
PROD-01703,CUST-00838,Savings Account,Active,2024-06-04
PROD-01704,CUST-00839,Savings Account,Active,2020-10-29
PROD-01705,CUST-00839,Personal Loan,Active,2024-12-05
PROD-01706,CUST-00840,Savings Account,Active,2022-04-02
PROD-01707,CUST-00840,Mortgage,Pending,2024-02-18
PROD-01708,CUST-00840,Credit Card,Active,2025-08-28
PROD-01709,CUST-00841,Savings Account,Active,2022-03-10
PROD-01710,CUST-00842,Savings Account,Active,2018-02-20
PROD-01711,CUST-00842,Retirement Account,Active,2022-04-30
PROD-01712,CUST-00842,Mortgage,Active,2022-08-05
PROD-01713,CUST-00842,Personal Loan,Active,2020-01-07
PROD-01714,CUST-00843,Savings Account,Active,2020-12-11
PROD-01715,CUST-00844,Savings Account,Active,2020-04-24
PROD-01716,CUST-00844,Auto Loan,Active,2021-01-17
PROD-01717,CUST-00844,Credit Card,Churned,2023-12-16
PROD-01718,CUST-00845,Savings Account,Active,2019-06-08
PROD-01719,CUST-00845,Mortgage,Active,2023-06-01
PROD-01720,CUST-00845,Personal Loan,Active,2021-03-18
PROD-01721,CUST-00846,Savings Account,Active,2020-06-01
PROD-01722,CUST-00846,Auto Loan,Active,2025-10-12
PROD-01723,CUST-00846,Personal Loan,Closed,2023-10-06
PROD-01724,CUST-00846,Investment Account,Active,2020-06-25
PROD-01725,CUST-00847,Savings Account,Active,2023-11-12
PROD-01726,CUST-00847,Retirement Account,Active,2024-11-12
PROD-01727,CUST-00848,Savings Account,Active,2021-05-03
PROD-01728,CUST-00848,Personal Loan,Closed,2024-03-04
PROD-01729,CUST-00849,Savings Account,Active,2022-10-31
PROD-01730,CUST-00850,Savings Account,Active,2023-03-27
PROD-01731,CUST-00850,Credit Card,Active,2025-02-11
PROD-01732,CUST-00850,Auto Loan,Active,2024-11-08
PROD-01733,CUST-00850,Investment Account,Active,2025-04-04
PROD-01734,CUST-00851,Savings Account,Active,2020-10-11
PROD-01735,CUST-00851,Personal Loan,Active,2024-05-15
PROD-01736,CUST-00851,Auto Loan,Active,2025-03-11
PROD-01737,CUST-00852,Savings Account,Active,2020-02-20
PROD-01738,CUST-00852,Personal Loan,Active,2020-05-22
PROD-01739,CUST-00853,Savings Account,Active,2018-06-05
PROD-01740,CUST-00853,Personal Loan,Active,2023-11-29
PROD-01741,CUST-00853,Mortgage,Pending,2024-02-14
PROD-01742,CUST-00854,Savings Account,Active,2018-05-01
PROD-01743,CUST-00854,Personal Loan,Active,2019-03-02
PROD-01744,CUST-00854,Retirement Account,Active,2018-10-25
PROD-01745,CUST-00855,Savings Account,Active,2018-10-30
PROD-01746,CUST-00855,Mortgage,Active,2019-01-09
PROD-01747,CUST-00855,Auto Loan,Active,2021-06-04
PROD-01748,CUST-00855,Retirement Account,Active,2025-05-15
PROD-01749,CUST-00856,Savings Account,Active,2021-12-22
PROD-01750,CUST-00856,Auto Loan,Closed,2024-01-13
PROD-01751,CUST-00856,Investment Account,Active,2022-11-27
PROD-01752,CUST-00856,Mortgage,Active,2022-05-20
PROD-01753,CUST-00857,Savings Account,Active,2019-03-23
PROD-01754,CUST-00858,Savings Account,Active,2022-01-16
PROD-01755,CUST-00858,Investment Account,Closed,2023-12-26
PROD-01756,CUST-00858,Retirement Account,Active,2022-09-06
PROD-01757,CUST-00858,Mortgage,Active,2024-08-29
PROD-01758,CUST-00859,Savings Account,Active,2024-05-28
PROD-01759,CUST-00859,Retirement Account,Churned,2025-08-16
PROD-01760,CUST-00859,Investment Account,Active,2025-02-18
PROD-01761,CUST-00859,Mortgage,Active,2025-12-13
PROD-01762,CUST-00860,Savings Account,Active,2022-04-30
PROD-01763,CUST-00860,Credit Card,Active,2025-11-14
PROD-01764,CUST-00861,Savings Account,Active,2021-11-05
PROD-01765,CUST-00862,Savings Account,Active,2023-11-30
PROD-01766,CUST-00863,Savings Account,Active,2021-02-22
PROD-01767,CUST-00863,Auto Loan,Active,2024-04-09
PROD-01768,CUST-00863,Credit Card,Active,2022-09-23
PROD-01769,CUST-00863,Retirement Account,Active,2025-09-30
PROD-01770,CUST-00864,Savings Account,Active,2024-04-20
PROD-01771,CUST-00864,Credit Card,Active,2025-04-13
PROD-01772,CUST-00865,Savings Account,Active,2022-09-17
PROD-01773,CUST-00865,Auto Loan,Active,2024-06-14
PROD-01774,CUST-00865,Retirement Account,Active,2024-09-20
PROD-01775,CUST-00866,Savings Account,Active,2020-12-01
PROD-01776,CUST-00866,Credit Card,Active,2025-05-02
PROD-01777,CUST-00866,Personal Loan,Active,2024-12-31
PROD-01778,CUST-00867,Savings Account,Active,2023-11-22
PROD-01779,CUST-00867,Mortgage,Active,2024-10-04
PROD-01780,CUST-00867,Investment Account,Active,2024-05-29
PROD-01781,CUST-00868,Savings Account,Active,2021-08-22
PROD-01782,CUST-00868,Retirement Account,Closed,2023-12-14
PROD-01783,CUST-00869,Savings Account,Active,2018-01-31
PROD-01784,CUST-00869,Auto Loan,Active,2018-03-21
PROD-01785,CUST-00870,Savings Account,Active,2022-11-15
PROD-01786,CUST-00870,Credit Card,Active,2023-10-20
PROD-01787,CUST-00870,Investment Account,Pending,2023-07-21
PROD-01788,CUST-00870,Personal Loan,Active,2022-11-18
PROD-01789,CUST-00871,Savings Account,Active,2024-12-17
PROD-01790,CUST-00872,Savings Account,Active,2021-01-08
PROD-01791,CUST-00872,Mortgage,Active,2022-02-12
PROD-01792,CUST-00873,Savings Account,Active,2022-08-17
PROD-01793,CUST-00873,Retirement Account,Churned,2024-05-18
PROD-01794,CUST-00874,Savings Account,Active,2023-09-04
PROD-01795,CUST-00874,Investment Account,Closed,2024-05-01
PROD-01796,CUST-00875,Savings Account,Active,2023-11-29
PROD-01797,CUST-00875,Retirement Account,Churned,2025-03-07
PROD-01798,CUST-00875,Credit Card,Active,2025-07-08
PROD-01799,CUST-00876,Savings Account,Active,2022-10-16
PROD-01800,CUST-00876,Retirement Account,Pending,2023-06-22
PROD-01801,CUST-00877,Savings Account,Active,2024-01-30
PROD-01802,CUST-00877,Personal Loan,Active,2025-06-04
PROD-01803,CUST-00878,Savings Account,Active,2019-06-19
PROD-01804,CUST-00878,Auto Loan,Active,2020-09-26
PROD-01805,CUST-00878,Personal Loan,Active,2023-03-18
PROD-01806,CUST-00879,Savings Account,Active,2023-11-09
PROD-01807,CUST-00879,Personal Loan,Churned,2025-03-29
PROD-01808,CUST-00879,Investment Account,Active,2025-12-29
PROD-01809,CUST-00880,Savings Account,Active,2020-02-23
PROD-01810,CUST-00880,Personal Loan,Active,2020-06-03
PROD-01811,CUST-00880,Investment Account,Active,2022-09-27
PROD-01812,CUST-00881,Savings Account,Active,2023-08-14
PROD-01813,CUST-00881,Investment Account,Active,2025-03-06
PROD-01814,CUST-00881,Personal Loan,Active,2024-04-07
PROD-01815,CUST-00881,Mortgage,Active,2024-03-26
PROD-01816,CUST-00882,Savings Account,Active,2022-09-14
PROD-01817,CUST-00882,Investment Account,Active,2024-01-01
PROD-01818,CUST-00882,Credit Card,Pending,2025-04-28
PROD-01819,CUST-00883,Savings Account,Active,2024-12-17
PROD-01820,CUST-00884,Savings Account,Active,2019-09-18
PROD-01821,CUST-00884,Credit Card,Active,2022-06-22
PROD-01822,CUST-00884,Investment Account,Churned,2023-06-19
PROD-01823,CUST-00885,Savings Account,Active,2019-02-02
PROD-01824,CUST-00885,Retirement Account,Active,2024-10-25
PROD-01825,CUST-00886,Savings Account,Active,2019-01-13
PROD-01826,CUST-00886,Mortgage,Active,2021-10-23
PROD-01827,CUST-00886,Auto Loan,Closed,2024-11-14
PROD-01828,CUST-00886,Investment Account,Active,2024-04-23
PROD-01829,CUST-00887,Savings Account,Active,2024-06-03
PROD-01830,CUST-00888,Savings Account,Active,2021-05-03
PROD-01831,CUST-00888,Personal Loan,Active,2024-10-01
PROD-01832,CUST-00889,Savings Account,Active,2022-09-10
PROD-01833,CUST-00890,Savings Account,Active,2021-04-21
PROD-01834,CUST-00891,Savings Account,Active,2018-07-13
PROD-01835,CUST-00891,Investment Account,Active,2019-07-31
PROD-01836,CUST-00892,Savings Account,Active,2022-10-14
PROD-01837,CUST-00893,Savings Account,Active,2019-02-14
PROD-01838,CUST-00893,Mortgage,Pending,2020-12-29
PROD-01839,CUST-00893,Investment Account,Active,2021-10-24
PROD-01840,CUST-00894,Savings Account,Active,2018-01-19
PROD-01841,CUST-00895,Savings Account,Active,2019-01-08
PROD-01842,CUST-00895,Credit Card,Active,2022-07-14
PROD-01843,CUST-00896,Savings Account,Active,2023-03-31
PROD-01844,CUST-00897,Savings Account,Active,2018-04-21
PROD-01845,CUST-00898,Savings Account,Active,2020-05-15
PROD-01846,CUST-00898,Personal Loan,Active,2020-10-30
PROD-01847,CUST-00899,Savings Account,Active,2024-06-09
PROD-01848,CUST-00899,Auto Loan,Active,2025-03-01
PROD-01849,CUST-00899,Personal Loan,Active,2025-10-28
PROD-01850,CUST-00899,Retirement Account,Active,2024-07-25
PROD-01851,CUST-00900,Savings Account,Active,2022-09-16
PROD-01852,CUST-00900,Mortgage,Active,2024-02-07
PROD-01853,CUST-00900,Personal Loan,Active,2023-05-13
PROD-01854,CUST-00901,Savings Account,Active,2022-03-16
PROD-01855,CUST-00901,Retirement Account,Closed,2023-07-22
PROD-01856,CUST-00902,Savings Account,Active,2024-10-16
PROD-01857,CUST-00902,Investment Account,Closed,2025-04-29
PROD-01858,CUST-00902,Personal Loan,Active,2025-05-25
PROD-01859,CUST-00903,Savings Account,Active,2023-07-31
PROD-01860,CUST-00903,Retirement Account,Active,2024-01-01
PROD-01861,CUST-00903,Mortgage,Closed,2025-05-08
PROD-01862,CUST-00904,Savings Account,Active,2018-06-06
PROD-01863,CUST-00904,Personal Loan,Closed,2018-07-31
PROD-01864,CUST-00904,Credit Card,Active,2021-01-02
PROD-01865,CUST-00904,Mortgage,Pending,2021-01-29
PROD-01866,CUST-00905,Savings Account,Active,2022-05-08
PROD-01867,CUST-00906,Savings Account,Active,2022-12-23
PROD-01868,CUST-00906,Retirement Account,Active,2025-09-15
PROD-01869,CUST-00907,Savings Account,Active,2021-11-03
PROD-01870,CUST-00908,Savings Account,Active,2022-09-29
PROD-01871,CUST-00909,Savings Account,Active,2019-04-20
PROD-01872,CUST-00910,Savings Account,Active,2024-02-13
PROD-01873,CUST-00911,Savings Account,Active,2022-02-07
PROD-01874,CUST-00911,Credit Card,Active,2025-08-25
PROD-01875,CUST-00911,Personal Loan,Churned,2025-04-09
PROD-01876,CUST-00912,Savings Account,Active,2022-06-02
PROD-01877,CUST-00912,Investment Account,Active,2022-09-27
PROD-01878,CUST-00912,Auto Loan,Closed,2025-06-10
PROD-01879,CUST-00912,Personal Loan,Active,2023-03-30
PROD-01880,CUST-00913,Savings Account,Active,2020-07-05
PROD-01881,CUST-00913,Retirement Account,Pending,2020-08-20
PROD-01882,CUST-00914,Savings Account,Active,2022-06-25
PROD-01883,CUST-00914,Auto Loan,Active,2023-11-03
PROD-01884,CUST-00914,Credit Card,Active,2024-12-06
PROD-01885,CUST-00915,Savings Account,Active,2021-12-18
PROD-01886,CUST-00915,Personal Loan,Active,2022-10-11
PROD-01887,CUST-00916,Savings Account,Active,2019-12-13
PROD-01888,CUST-00916,Personal Loan,Active,2022-10-12
